year,quelques_DET arrêts_NOUN,quelques_DET marais_NOUN
1891,1.2429729423502067e-07,2.103492668936724e-08
1892,1.391609707468433e-07,2.2566645441202127e-08
1893,1.6258219837084198e-07,1.7859408174558666e-08
1894,1.6699079452564547e-07,1.953477224425626e-08
1895,1.294002132112837e-07,2.467631965430428e-08
1896,1.3858018377277403e-07,1.4152869098893461e-08
1897,1.445024917501314e-07,2.7968225069230357e-08
1898,1.1656210929800181e-07,2.8857609635224435e-08
1899,1.3653118458023528e-07,2.432134493801641e-08
1900,1.0641658931831444e-07,1.2458527209879833e-08
1901,1.3357085748566533e-07,2.1237207548097103e-08
1902,1.3847000701616707e-07,8.347482705062248e-09
1903,1.1070451577666063e-07,2.1060858834687224e-08
1904,1.3382816632656613e-07,2.0961039126632386e-08
1905,1.3727618863867974e-07,2.4255567776521048e-08
1906,1.1883065909046309e-07,1.388929815604456e-08
1907,1.1057113624701742e-07,1.3885676608538233e-08
1908,1.2082017342152085e-07,1.522530612696471e-08
1909,1.056188825288018e-07,8.801573692096554e-09
1910,1.181057305288391e-07,6.947395880807505e-09
1911,1.3194527603843653e-07,2.2345572281423642e-08
1912,1.1929574839086854e-07,1.3023552902780011e-08
1913,1.3628683781519157e-07,9.015082902408267e-09
1914,9.911181031441174e-08,8.036092680185902e-09
1915,6.12599633242894e-08,1.5314990164938536e-08
1916,1.2196083165605387e-07,6.592477230782379e-09
1917,5.3735480065597585e-08,2.631941953268324e-08
1918,3.331049125421259e-08,9.189101035644853e-09
1919,5.4326303899898676e-08,1.1970202717925815e-08
1920,1.1282625500541599e-07,3.786115865267448e-09
1921,1.1131938393305063e-07,5.300923311413186e-09
1922,7.599273743608137e-08,1.4018077365562931e-08
1923,7.537322854744843e-08,2.65398694132557e-08
1924,9.926550514904875e-08,1.5469948877466777e-08
1925,1.0668232164334768e-07,9.898360353588487e-09
1926,1.0477370437911304e-07,3.343841648018042e-09
1927,5.797596980272601e-08,6.689535148041159e-09
1928,9.8263955194966e-08,1.5996457491951332e-08
1929,8.132496542856416e-08,8.912325100141061e-09
1930,8.717990773732254e-08,1.2604324362008867e-08
1931,7.413482006057848e-08,1.4826963656844327e-08
1932,1.2274681360224804e-07,1.0959536389520963e-08
1933,8.144169960644376e-08,9.176529536247813e-09
1934,9.225816910429785e-08,8.38710612072191e-09
1935,8.976212750866353e-08,9.574627313213568e-09
1936,5.456121421332227e-08,1.2124715009775855e-08
1937,6.673292674008735e-08,2.1404900851784703e-08
1938,1.0372171566075394e-07,1.4261735792331365e-08
1939,8.564668618760152e-08,1.5294050470515685e-08
1940,6.846613676003699e-08,7.607348750937604e-09
1941,5.312704765003673e-08,2.9515025090631752e-08
1942,7.585529493425724e-08,2.4273694165799498e-08
1943,7.5484117623148e-08,1.1612940831184915e-08
1944,6.105053884652989e-08,1.2852744646352221e-08
1945,6.971213029061119e-08,1.3071024262956144e-08
1946,5.707652839248567e-08,6.960552134671616e-09
1947,4.291513544529835e-08,1.4305045592521992e-08
1948,4.4574740343250596e-08,7.610321706152945e-09
1949,5.988375129106771e-08,1.1780409536754632e-08
1950,6.168509791848464e-08,1.1698897850465073e-08
1951,7.996051643033297e-08,6.396841278899501e-09
1952,1.5606309489157866e-07,1.4762725708550306e-08
1953,7.110726052417249e-08,1.508335856215126e-08
1954,7.42712753520891e-08,1.4658803948464083e-08
1955,8.822471464497994e-08,1.0324168187025862e-08
1956,1.194796386272401e-07,2.616342476002842e-09
1957,1.086709637831973e-07,7.951533653738352e-09
1958,7.941353619145275e-08,1.5717262602521487e-08
1959,8.21579249077331e-08,3.100299128533379e-09
1960,8.997083256190308e-08,2.422291700554524e-08
1961,7.642975230481852e-08,8.33779090214648e-09
1962,9.449514770665246e-08,8.8787386332001e-09
1963,8.082566438361027e-08,1.0345685197421517e-08
1964,7.23992235052151e-08,6.083968384640315e-09
1965,7.551419756168798e-08,6.0192477668863376e-09
1966,7.090015863298049e-08,8.862519940144864e-09
1967,5.127548829975126e-08,1.133977156619892e-08
1968,7.096436815956508e-08,1.1677681044375277e-08
1969,8.175164278867442e-08,1.544197691938365e-08
1970,7.036049343156492e-08,5.978342709767048e-09
1971,5.446701401012888e-08,1.490135304038631e-08
1972,7.130904222663048e-08,1.2312352914989333e-08
1973,7.277428881735659e-08,1.0475087075523248e-08
1974,7.144476388276644e-08,9.56347201430674e-09
1975,8.167416432058872e-08,9.138368284311582e-09
1976,7.541855762127625e-08,1.6569227656582086e-08
1977,7.052138162322308e-08,7.639816779203557e-09
1978,6.237620819860012e-08,1.6039596650863075e-08
1979,9.012038759692587e-08,1.4044736262874835e-08
1980,7.7886566529628e-08,1.591842130332921e-08
1981,7.084615827324114e-08,5.69299452024552e-09
1982,5.5867522164021466e-08,9.311253434951539e-09
1983,5.683784287668914e-08,1.0736036948344463e-08
1984,6.378909267468202e-08,6.378909400694965e-09
1985,8.481936752957608e-08,1.3234227602687554e-08
1986,7.373217281170241e-08,5.994485352545098e-09
1987,5.927492363611009e-08,1.1610551631235921e-08
1988,7.015967806722756e-08,7.795519785247507e-09
1989,8.45170831098585e-08,7.683370939481904e-09
1990,9.753085272734552e-08,1.1987032033644596e-08
1991,7.678519686749041e-08,7.033758464558559e-09
1992,7.54862323759653e-08,9.366905251440016e-09
1993,6.924009277042842e-08,4.985286850001103e-09
1994,7.912389854425328e-08,5.274926662135471e-09
1995,6.615390013564593e-08,6.506940763983948e-09
1996,7.153043313223861e-08,4.804283193493575e-09
1997,8.343116464359923e-08,5.274384040632185e-09
1998,8.01045683118673e-08,7.629006759657386e-09
1999,7.358023879078246e-08,8.226361813967742e-09
2000,7.42229260275451e-08,3.976228346580513e-09
2001,6.396569141031705e-08,1.0514908582726079e-08
2002,8.324321054686834e-08,5.257465740537981e-09
2003,7.417122827035882e-08,5.416999737661854e-09
2004,5.638132849483668e-08,7.488145215006625e-09
2005,7.025849324548972e-08,6.305249655724765e-09
2006,7.20630701778191e-08,5.353256948836815e-09
2007,5.2727128441176774e-08,7.589511158423434e-09
2008,7.237647636770816e-08,5.960415494499216e-09
2009,6.961561105356395e-08,5.721831008997924e-09
2010,6.56607239690743e-08,3.3066551718974324e-09
2011,8.527457406870553e-08,2.676780297417025e-09
2012,7.353186148861823e-08,4.425528388196653e-09
2013,1.0124523885934877e-07,5.8571623662295735e-09
2014,9.527958777511003e-08,3.0316233134985993e-09
2015,1.0750390799785237e-07,8.422986585987502e-09
2016,1.0853822196565943e-07,6.628288279353356e-09
2017,1.1571812308375229e-07,2.7671724078803805e-09
2018,1.050656948109463e-07,1.8070267504555204e-09
2019,1.247432983575436e-07,2.5509878653906526e-09
