year,quelques_DET amants_NOUN,quelques_DET mamans_NOUN
1906,2.41776678677752e-08,8.745113522223846e-09
1907,4.628558980535047e-09,8.74283373475393e-09
1908,8.840500553830566e-09,6.384805573134145e-09
1909,9.35167210336374e-09,4.950885035270858e-09
1910,1.4429206718347132e-08,1.6032452032632705e-09
1911,4.788336727123976e-09,0.0
1912,1.3023552902780011e-08,3.646594803896619e-09
1913,2.6514948014977335e-09,3.181793939432964e-09
1914,4.0180461735594974e-09,1.0045115850232378e-08
1915,1.1780761921542648e-09,1.1780761921542648e-09
1916,3.2962386153911893e-09,0.0
1917,6.5798546611262054e-09,3.289927441585405e-09
1918,3.44591288836682e-09,1.1486376294556067e-09
1919,1.0128633542993981e-08,9.207848372660976e-10
1920,8.329454459499175e-09,0.0
1921,3.0290989716519334e-09,7.572747429129834e-10
1922,1.0329109456641561e-08,2.951174138399182e-09
1923,4.246379248229459e-09,1.0615948120573648e-09
1924,1.0313299547703991e-08,0.0
1925,1.0998178368026856e-08,1.0998177923937646e-09
1926,1.89484357093761e-08,3.3438415369957397e-09
1927,2.4528294062520217e-08,0.0
1928,3.4278122562625413e-09,6.85562484559199e-09
1929,4.4561625500705304e-09,0.0
1930,7.352522590764465e-09,3.1510811737689437e-09
1931,9.124285327288817e-09,1.1405356659111021e-09
1932,7.6716757391182e-09,1.0959536611565568e-09
1933,3.4411986593596566e-09,0.0
1934,7.188948103475923e-09,2.3963160344919743e-09
1935,8.377798899061872e-09,1.196828414151696e-09
1936,2.424942913137329e-09,9.699771652549316e-09
1937,1.1332006444320086e-08,5.0364472592434595e-09
1938,3.8895642262559704e-09,1.2965214457594243e-09
1939,3.058810094103137e-09,0.0
1940,1.5214697057785997e-08,5.0715658339584024e-09
1941,2.9515025978810172e-09,0.0
1942,9.102635090130207e-09,3.034211770724937e-09
1943,1.7419411690866582e-08,5.806470415592457e-09
1944,3.2131861615880553e-09,9.639558484764166e-09
1945,8.714016175304096e-09,0.0
1946,8.352662561605939e-09,2.7842208538686464e-09
1947,0.0,2.3841741914054637e-09
1948,3.2615663503321457e-09,2.174377566888097e-09
1949,7.853606542873592e-09,0.0
1950,5.317680518146517e-09,0.0
1951,4.264560704569931e-09,2.1322803522849654e-09
1952,2.0035128001083535e-08,1.0544803918932644e-09
1953,1.0773827385790469e-09,2.1547654771580937e-09
1954,1.172704333640695e-08,8.795282724349818e-09
1955,8.447047505910632e-09,9.385607846468247e-10
1956,5.232684952005684e-09,2.616342476002842e-09
1957,8.835037590415595e-09,2.6505113659425206e-09
1958,1.0753916868111446e-08,2.4816730892496253e-09
1959,8.525822714489095e-09,2.325224457422337e-09
1960,9.689166413640038e-09,0.0
1961,1.320150300188061e-08,6.948159270159238e-10
1962,1.2683912586908264e-08,4.43936931660005e-09
1963,1.681173777967615e-08,1.939815863494232e-09
1964,7.909158994401366e-09,3.041984220075733e-09
1965,1.1491291473930687e-08,5.472043373977442e-10
1966,8.862519607077957e-09,1.1078149508847446e-09
1967,8.874604051634094e-09,4.930335584241163e-10
1968,1.527081389118834e-08,3.1439910119779313e-09
1969,1.0446042669753908e-08,9.083515606356229e-10
1970,5.518470042042978e-09,2.2993624781975086e-09
1971,1.490135304038631e-08,0.0
1972,6.6691908662264154e-09,1.5390440588625154e-09
1973,6.064523994098181e-09,4.410563025913916e-09
1974,8.438357568252286e-09,1.6876715580593782e-09
1975,8.567220266542108e-09,1.1422960355389478e-09
1976,5.142174241967723e-09,2.8567634369203176e-09
1977,1.5867311464745626e-08,2.938390863960194e-09
1978,5.346532216954358e-09,2.3762365408686037e-09
1979,7.607565355449708e-09,2.9259866751729646e-09
1980,1.4212877097463661e-08,1.1370301367108482e-09
1981,9.488323904349727e-09,4.427884614521815e-09
1982,6.828252629986764e-09,0.0
1983,6.315316269933646e-09,3.157658134966823e-09
1984,1.391762050051426e-08,0.0
1985,1.2632671464452017e-08,2.4062232206745193e-09
1986,9.591176797218992e-09,5.994485463567401e-10
1987,1.0388388815840699e-08,3.0554083707556856e-09
1988,5.99655392008458e-09,5.996553809062277e-10
1989,5.488121956886971e-09,5.488122178931576e-10
1990,1.3621627381610324e-08,2.1794604454505873e-09
1991,6.4476117778156095e-09,2.344586080837985e-09
1992,6.060938417817852e-09,1.1019888335184191e-09
1993,6.093128224193833e-09,1.661762283333701e-09
1994,8.967375175750192e-09,4.2199412852994556e-09
1995,9.218166396873784e-09,1.626735190995987e-09
1996,9.60856594289794e-09,3.736664533349199e-09
1997,1.2946214766884623e-08,4.79489448146353e-10
1998,1.5258013186247865e-08,4.7681292247858664e-09
1999,6.398281737762801e-09,3.6561609850771504e-09
2000,9.719669513685858e-09,3.976228346580513e-09
2001,9.20054432640427e-09,8.762423564512289e-10
2002,5.6955880012310445e-09,1.752488598683044e-09
2003,5.416999848684156e-09,7.500461585152607e-09
2004,9.690540814233373e-09,9.250061522303454e-09
2005,7.656374423348211e-09,2.702249757291497e-09
2006,1.5647981910227315e-08,1.6471559671771274e-09
2007,1.3581229835191166e-08,4.793375307787784e-09
2008,1.7029759269426847e-08,4.6831836186811415e-09
2009,1.6211853859360303e-08,7.152288761247405e-09
2010,1.9367550785354126e-08,1.2754240996670774e-08
2011,2.485581782063484e-08,5.735957819830162e-09
2012,2.2808493566062182e-08,6.8085053706035126e-09
2013,2.0639525866172903e-08,9.761937258545572e-09
2014,2.6418431220420757e-08,7.145969038724331e-09
2015,2.615559036023285e-08,9.97458915463767e-09
2016,2.3406142357629278e-08,9.5281642575884e-09
2017,3.547011928617394e-08,9.307761894561395e-09
2018,3.407535931199135e-08,9.29327992338358e-09
2019,2.3724186171136807e-08,8.163160536422964e-09
