year,leurs_DET amants_NOUN,leurs_DET mamans_NOUN
1931,1.7222088199986274e-07,4.44808918587114e-08
1932,1.391861099708791e-07,2.849479585620429e-08
1933,1.5141274345431555e-07,2.064719240024715e-08
1934,1.7493107229427096e-07,2.6359476379411717e-08
1935,1.663591477907289e-07,3.351119559624749e-08
1936,1.2003467153576253e-07,2.9099314513558738e-08
1937,1.536116405187471e-07,1.6368453148452033e-08
1938,1.983677803130135e-07,3.8895642262559704e-08
1939,1.177641895111492e-07,2.4470480752825097e-08
1940,1.1918179865233469e-07,4.3108308034334186e-08
1941,1.5052663115966425e-07,2.066051862925633e-08
1942,1.4260795921927638e-07,5.461581054078124e-08
1943,1.5096823346993915e-07,3.774205836748479e-08
1944,1.1246151920829561e-07,3.213186161588055e-08
1945,2.1567189456561664e-07,5.2284098384092204e-08
1946,2.0046390325489938e-07,4.315542501132086e-08
1947,1.764288892758259e-07,2.264965415221809e-08
1948,1.6525268931033565e-07,1.195907639583993e-08
1949,1.737610525465172e-07,2.9451024730065e-08
1950,2.3078733901726878e-07,2.6588404367089424e-08
1951,1.7911155225647235e-07,3.731490771929913e-08
1952,1.5817206333590406e-07,2.0035128001083535e-08
1953,1.4221451849483202e-07,3.232148060305917e-08
1954,1.3779275787051404e-07,2.73631017844167e-08
1955,1.5110828144315747e-07,1.783265446420046e-08
1956,1.7965552356891124e-07,2.441919733087161e-08
1957,1.3075855209709886e-07,1.678657179926546e-08
1958,1.836438014990449e-07,2.0680608781020737e-08
1959,1.581152582197376e-07,3.410329141306789e-08
1960,1.9793583616589672e-07,1.7302083321624195e-08
1961,1.5772321615425966e-07,3.126671543896009e-08
1962,2.0991876326093006e-07,2.0928455857216477e-08
1963,1.8104949228714418e-07,1.2932106940866106e-08
1964,1.9164500897339565e-07,1.5818317322668918e-08
1965,1.9754075941680327e-07,2.7907422150974526e-08
1966,2.271020629329712e-07,1.6063316343739587e-08
1967,2.1841386588228318e-07,3.155414851629956e-08
1968,2.3220620359865052e-07,2.69484954074084e-08
1969,1.6622833243218338e-07,1.77128555989281e-08
1970,1.7521142448018168e-07,2.5292987620995078e-08
1971,1.9936982564860983e-07,2.2095109963871096e-08
1972,1.7339895919121773e-07,1.3851396474251487e-08
1973,1.5657499435883793e-07,3.142526200372586e-08
1974,1.535781022354854e-07,1.743927158237568e-08
1975,1.3821781363887453e-07,1.8276736568623164e-08
1976,1.3426787492942793e-07,1.942599142656931e-08
1977,1.8982005745016295e-07,1.8218023367655434e-08
1978,1.9247515825604466e-07,2.6138601616487733e-08
1979,1.7672959140568878e-07,2.574868285254439e-08
1980,1.6259531321338727e-07,2.160357237546151e-08
1981,1.916641547694553e-07,3.6688186266786715e-08
1982,1.452555538072886e-07,2.3588508923921836e-08
1983,1.7619732162188484e-07,3.0945048301589395e-08
1984,1.8614817420825602e-07,2.1456332099933917e-08
1985,1.5219361992890867e-07,2.7070011676677552e-08
1986,2.1999761323776568e-07,4.0163050885055895e-08
1987,1.546036692556818e-07,4.0331389783432314e-08
1988,1.379207361096313e-07,1.798966131616453e-08
1989,1.6080197440260235e-07,2.7989423112551037e-08
1990,1.5692114629928255e-07,3.977515361519579e-08
1991,1.6763789850715582e-07,2.9893472863751214e-08
1992,1.443605321949093e-07,3.305966345124034e-08
1993,1.5288212051878247e-07,3.101956258522165e-08
1994,1.80929987325662e-07,3.745197885152152e-08
1995,1.6321577112066166e-07,3.090797018323599e-08
1996,1.4572991124950363e-07,3.3629979689919764e-08
1997,1.5391610963533253e-07,3.116681313031222e-08
1998,1.7117584016901333e-07,4.338997561248448e-08
1999,1.8280804559012154e-07,2.6050146040290656e-08
2000,1.8599912632311089e-07,3.887867849883264e-08
2001,1.8225841147412325e-07,3.19828445949355e-08
2002,1.7875383440113524e-07,4.0307238213799224e-08
2003,1.8292791703622413e-07,4.833630518064069e-08
2004,1.8984650029807426e-07,4.052407920340784e-08
2005,1.8780635846482596e-07,5.7647994267107094e-08
2006,2.0136481704291498e-07,5.7650458629154855e-08
2007,1.8534385270996268e-07,6.111553718657348e-08
2008,1.886045795096436e-07,7.024775361408331e-08
2009,1.563967162443447e-07,6.866197388433193e-08
2010,1.7052892753444127e-07,8.3138760542667e-08
2011,1.4798771785784481e-07,8.909854498639902e-08
2012,2.1378707204533498e-07,1.0042545706134831e-07
2013,2.3344976574080079e-07,8.478940416445369e-08
2014,2.618023342559894e-07,9.203141959623906e-08
2015,2.4847810653483293e-07,9.553439783704931e-08
2016,2.5270347903116885e-07,9.693871660942932e-08
2017,1.4993043784272686e-07,8.854951838443981e-08
2018,2.0316142990139952e-07,1.1823117240794545e-07
2019,2.10201388739506e-07,8.698867981493663e-08
