year,vouliez_VERB être_VERB,vouliez_VERB mettre_VERB
1886,7.421483161351716e-08,5.162771099520569e-09
1887,2.9380160526670807e-08,9.793386546164129e-09
1888,2.6630582183884144e-08,8.876860135842435e-09
1889,3.257871128425904e-08,6.265136853755848e-09
1890,3.080561583601593e-08,1.1142456735058204e-08
1891,2.677172439291553e-08,7.649063604731055e-09
1892,2.382034658410248e-08,3.1342561879199593e-09
1893,3.4487133149241345e-08,8.005941687372342e-09
1894,1.9534772022211655e-08,2.520615716150587e-09
1895,2.6481902892783182e-08,6.6204757231957956e-09
1896,3.3613066108273415e-08,4.717623180994224e-09
1897,1.5149455023788505e-08,5.2440420894583895e-09
1898,2.9423445013776472e-08,7.921697076085366e-09
1899,2.432134493801641e-08,7.185851913504848e-09
1900,1.7130474816440255e-08,2.595526460424935e-09
1901,2.6267072072982955e-08,1.117747761014698e-08
1902,2.0623192042990013e-08,6.874397495693074e-09
1903,4.860198288270112e-08,7.560307935250421e-09
1904,2.579820090886642e-08,1.0211787859759625e-08
1905,1.9610883583709438e-08,8.257214467732865e-09
1906,3.395161840558103e-08,1.18316245689698e-08
1907,3.3428481316377656e-08,1.491424583832668e-08
1908,3.634427869769752e-08,3.437972351250096e-09
1909,2.475442606453271e-08,1.0451868703853506e-08
1910,3.4202564336283103e-08,4.809735720812114e-09
1911,2.128149745317387e-08,4.788336838146279e-09
1912,3.229841283314272e-08,2.0837684910901544e-09
1913,1.96210621083992e-08,5.302989602995467e-09
1914,2.4777952134513725e-08,3.3483718020477227e-09
1915,2.238344798399794e-08,9.424609537234119e-09
1916,3.29623865980011e-08,2.197492410260793e-09
1917,1.6449636319748606e-08,2.1932848870420685e-09
1918,1.4932290071101306e-08,4.594550517822427e-09
1919,1.5653341733923298e-08,2.762354567309444e-09
1920,4.164727585020955e-08,7.572231730534895e-09
1921,2.574734203619755e-08,7.572747762196741e-09
1922,3.6151885041135756e-08,4.426761179843197e-09
1923,2.1231896241147297e-08,6.369568872344189e-09
1924,2.836157442231979e-08,0.0
1925,3.519416935660047e-08,4.399271169575059e-09
1926,2.452150482668003e-08,1.1146138456652466e-09
1927,2.3413372574054847e-08,1.1149224654616319e-08
1928,2.6279895593006586e-08,4.570416489713125e-09
1929,3.230717737778832e-08,8.912325100141061e-09
1930,1.995684684175103e-08,1.0503603542488804e-09
1931,1.2545892325022123e-08,0.0
1932,9.863582839386709e-09,7.6716757391182e-09
1933,3.211785326584504e-08,1.1470662197865522e-09
1934,2.3963160344919743e-08,5.990790086229936e-09
1935,3.8298509252854274e-08,8.377798899061872e-09
1936,2.3036957230715416e-08,8.487299751891442e-09
1937,1.6368453259474336e-08,6.295559185076627e-09
1938,2.074434313215079e-08,5.186085783037697e-09
1939,1.5294050470515685e-08,4.588215141154706e-09
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,2.066051862925633e-08,2.3612020783048138e-08
1942,3.034211815133858e-08,1.2136847082899749e-08
1943,1.7419411690866582e-08,0.0
1944,1.927911696952833e-08,6.4263723231761105e-09
1945,2.178504132643866e-08,0.0
1946,3.201854070766785e-08,5.568441707737293e-09
1947,5.4836007734593295e-08,8.344609447874518e-09
1948,2.717971980814582e-08,9.784699273041042e-09
1949,2.0615717133409817e-08,4.908504269707237e-09
1950,1.808011518278363e-08,8.508289184305795e-09
1951,2.5587365115598004e-08,1.0661401761424827e-09
1952,1.8980646387944944e-08,4.2179215675730575e-09
1953,1.8315507332999914e-08,7.54167928107563e-09
1954,3.224936762080688e-08,3.9090144454689835e-09
1955,2.815682265122632e-08,1.0324168187025862e-08
1956,1.657016923672927e-08,3.488456634670456e-09
1957,2.5621609722747962e-08,1.7670075402875796e-09
1958,1.8198935691771112e-08,6.617794756635931e-09
1959,1.8601795659378695e-08,3.8753737996444215e-09
1960,2.2838749558218296e-08,2.7683333403416555e-09
1961,3.057190056665604e-08,4.86371165564492e-09
1962,2.7904608401740916e-08,5.7077609305622445e-09
1963,2.2631185814248056e-08,1.2932106496776896e-09
1964,2.8594651979574337e-08,5.475571551727398e-09
1965,2.7907420374617686e-08,2.73602163147757e-09
1966,2.76953731059848e-08,8.862519607077957e-09
1967,3.303324902503846e-08,8.874604162656397e-09
1968,1.2126823101255013e-08,6.287982134978165e-09
1969,1.7712855182594467e-08,6.8126366770115965e-09
1970,1.9314645882673176e-08,9.197449912790034e-09
1971,3.0316545718278576e-08,7.707596338946132e-09
1972,2.257264597460562e-08,3.5911027485013847e-09
1973,2.3706776985932265e-08,6.064523994098181e-09
1974,1.012602890426706e-08,3.937900228123681e-09
1975,7.4249242310031605e-09,3.4268881066168433e-09
1976,1.428381679602353e-08,6.8562320265641574e-09
1977,9.402850942308305e-09,2.938390863960194e-09
1978,2.1386128423728223e-08,5.346532105932056e-09
1979,1.6385525825057812e-08,4.681578680276743e-09
1980,2.1603572264439208e-08,4.548120546843393e-09
1981,1.0753434587229549e-08,6.958104314946922e-09
1982,1.8622506203769262e-08,4.345251713999687e-09
1983,2.0209011353244932e-08,3.157658134966823e-09
1984,1.275781880138993e-08,7.538710988796993e-09
1985,2.3460676956688076e-08,0.0
1986,1.9182353483415682e-08,4.196139880008332e-09
1987,1.3443797186596385e-08,9.166225112267057e-09
1988,1.5591039570495013e-08,2.398621523624911e-09
1989,2.469655058234821e-08,3.2928733073589456e-09
1990,9.80757164370516e-09,2.179460389939436e-09
1991,2.6376593353916178e-08,4.68917216167597e-09
1992,1.8182815253453555e-08,2.7549720282848966e-09
1993,2.1048988330107932e-08,1.1078414852150331e-09
1994,1.7407257857371405e-08,5.274926717646622e-09
1995,1.1929391696696712e-08,4.337960657352369e-09
1996,1.7615704450690828e-08,1.6014276571496566e-09
1997,1.054876808126437e-08,2.876936688878118e-09
1998,1.4781200263769279e-08,2.3840645013706308e-09
1999,2.422206613061917e-08,1.3710603763428253e-09
2000,1.590491294223284e-08,1.3254094488601709e-09
2001,1.8839211080035057e-08,6.571817756650944e-09
2002,1.7963008858146168e-08,4.381221607729913e-09
2003,1.7084383685528337e-08,3.333538334260311e-09
2004,1.761916479381398e-08,3.9643119897903034e-09
2005,1.6663873836364473e-08,1.3511248786457486e-09
2006,1.4824403926638752e-08,4.117890028965121e-09
2007,2.5165221018141892e-08,5.991719120856942e-09
2008,3.022782024686421e-08,3.405951742863067e-09
2009,3.4807804638603557e-08,6.198650481792356e-09
2010,3.070465481869178e-08,8.030448306328708e-09
2011,3.709252638373073e-08,6.500752380844688e-09
2012,5.9233997262708726e-08,7.489355802192676e-09
2013,6.526552454033663e-08,8.367375237128272e-09
2014,6.626262205600142e-08,6.712880029624557e-09
2015,5.807427427839684e-08,1.0196246513771712e-08
2016,7.228976528494968e-08,7.663958356829426e-09
2017,5.106690892375809e-08,9.559323110863716e-09
2018,6.402037655561799e-08,8.26069346260283e-09
2019,5.816252013346457e-08,1.3010037491767434e-08
