year,quelques_DET archers_NOUN,quelques_DET marchés_NOUN
1872,1.3304146784243187e-08,5.624025645190045e-08
1873,2.4542618770606595e-08,4.9683837821667964e-08
1874,5.01867165603187e-08,6.153847253997924e-08
1875,6.007603303714859e-08,5.7215271964672354e-08
1876,9.67362345782874e-09,3.869449605176101e-08
1877,2.350230088321581e-08,3.3398005694351696e-08
1878,3.865016728887838e-08,2.7779808453587407e-08
1879,2.504823370941267e-08,4.8263669949477617e-08
1880,3.0805662021293756e-08,4.299956879449951e-08
1881,1.743126887276958e-08,4.6715802004548834e-08
1882,1.9966154951589488e-08,4.1263386041379135e-08
1883,3.7284101417345283e-08,3.349249522166531e-08
1884,4.885255844300218e-08,4.5551708183211304e-08
1885,1.99814708112811e-08,4.318575763662125e-08
1886,2.2587123282846733e-08,4.194751368480354e-08
1887,2.154545120092166e-08,3.982644036781835e-08
1888,1.7119660356001987e-08,3.360525724360741e-08
1889,1.9421923624918236e-08,6.453090906077819e-08
1890,1.5730527991308918e-08,4.8502458938060045e-08
1891,1.5935549213530464e-08,4.6531805963923034e-08
1892,4.2625885043889866e-08,3.0715711307749416e-08
1893,1.970693297437265e-08,4.6188123659085534e-08
1894,1.4493539923776666e-08,3.3398158016950674e-08
1895,1.1435367985868083e-08,4.333402525702468e-08
1896,2.181900704556483e-08,3.3023362711048776e-08
1897,1.2818770045441852e-08,2.9716238358901137e-08
1898,2.8291774256672397e-08,4.300349609742682e-08
1899,1.7688250864011934e-08,6.356715331889973e-08
1900,2.8031687748786283e-08,3.4780055280236866e-08
1901,1.0618603774048552e-08,3.856229868759442e-08
1902,2.160524809058373e-08,3.731815789720372e-08
1903,1.0260418292773466e-08,4.6981917023458664e-08
1904,1.0211787859759625e-08,4.944655351835081e-08
1905,1.8062657147766004e-08,3.096455536422127e-08
1906,2.8807432883581896e-08,5.4528356385752375e-08
1907,1.5942813902380948e-08,4.011417997773492e-08
1908,8.349361424464519e-09,4.5675918602938737e-08
1909,8.25147539185167e-09,4.675835985068488e-08
1910,2.0307772796712698e-08,2.5117507740368694e-08
1911,2.234557128222292e-08,4.6287253696597475e-08
1912,1.927485904218429e-08,3.7507833949845804e-08
1913,5.833288518886093e-09,2.3333155407812e-08
1914,1.004511551716547e-08,4.218948501666375e-08
1915,3.534228465440492e-09,7.421880265923164e-08
1916,2.197492410260793e-09,3.2962386153911893e-08
1917,1.864292187292449e-08,2.8512702976435378e-08
1918,8.040463406189247e-09,5.513460621386912e-08
1919,1.1049417880659718e-08,5.5247091457211184e-08
1920,1.741613253614105e-08,5.149117443536966e-08
1921,1.438822039290244e-08,3.5591911862198344e-08
1922,1.0329110011753073e-08,5.1645550058765366e-08
1923,2.229349105320466e-08,1.9108707505210987e-08
1924,1.0313299547703991e-08,4.2542360634278964e-08
1925,1.8696903136827814e-08,2.74954441437103e-08
1926,6.687682962969177e-09,3.343841470382358e-08
1927,2.0068605000034268e-08,5.797597069090443e-08
1928,7.998228745975666e-09,3.884854038460617e-08
1929,1.2254447234738564e-08,4.790374674712439e-08
1930,2.10072066408884e-08,3.7812972752959695e-08
1931,6.843213995466613e-09,3.763767697506637e-08
1932,1.3151444377967891e-08,6.027745280690056e-08
1933,1.0323596200123575e-08,2.5235457501437963e-08
1934,1.4377896206951846e-08,3.5944740517379614e-08
1935,7.180970484910176e-09,2.6330225111337313e-08
1936,1.2124714565686645e-08,3.152425653851765e-08
1937,8.813782592653752e-09,2.895957251780601e-08
1938,1.1668692678767911e-08,5.8343464726107186e-08
1939,2.141167065872196e-08,5.6587986740908036e-08
1940,0.0,3.803674331059881e-08
1941,1.4757512545315876e-08,3.246652724442356e-08
1942,1.2136847082899749e-08,2.730790527039062e-08
1943,6.387117412742782e-08,3.483882360377777e-08
1944,2.8918675454292497e-08,5.7837350908584995e-08
1945,0.0,3.0499055725385915e-08
1946,9.744772988540262e-09,2.5057987684817817e-08
1947,8.344609447874518e-09,3.337843779149807e-08
1948,1.0871888278529696e-08,4.8923494366803766e-08
1949,3.9268033269479474e-09,5.792035018270525e-08
1950,9.57182533234402e-09,2.8715476219076663e-08
1951,1.3859822178829972e-08,3.518262503554581e-08
1952,3.1634410646574906e-09,2.4253048902522778e-08
1953,9.69644453618912e-09,5.710128392344416e-08
1954,3.9090144454689835e-09,5.277169501383128e-08
1955,1.1262729415761896e-08,5.7252206531188676e-08
1956,1.3953826760726429e-08,2.7907653965542067e-08
1957,6.184526502028831e-09,3.357314359853092e-08
1958,9.926692190465047e-09,4.053399260683932e-08
1959,8.525822714489095e-09,3.4878365084978213e-08
1960,1.1073333139322017e-08,3.39120843073637e-08
1961,1.111705438816557e-08,3.960450667417348e-08
1962,8.244543714397423e-09,3.7417541509654484e-08
1963,1.3578711932638043e-08,5.560805815818526e-08
1964,1.277633332463779e-08,8.578395216396473e-08
1965,1.1491291473930687e-08,2.6265809083270142e-08
1966,1.21859649038214e-08,3.8773522170743036e-08
1967,1.774920871389085e-08,4.733122072053675e-08
1968,9.431972897155916e-09,4.895643401781058e-08
1969,4.5417576088890854e-09,3.587988750552995e-08
1970,1.2416557393368777e-08,4.552737786767125e-08
1971,1.3873673210262893e-08,3.8537980584507636e-08
1972,8.208234980600082e-09,4.719735136049508e-08
1973,5.513203726881244e-09,3.418186467207818e-08
1974,1.125114323929921e-08,5.23178150246828e-08
1975,1.8847884142303428e-08,5.140332115516344e-08
1976,1.2569759455516305e-08,3.199574982737374e-08
1977,5.876781727920388e-09,4.113747253953193e-08
1978,1.2475242172627077e-08,4.0990079108738087e-08
1979,1.1118749365657266e-08,3.511184021309788e-08
1980,1.705545243924078e-08,4.036456990874626e-08
1981,1.707898356073656e-08,3.099519285676422e-08
1982,1.489800538490016e-08,3.227901235192121e-08
1983,8.841442022955448e-09,5.368018829443599e-08
1984,6.958810416790584e-09,4.9871471841100856e-08
1985,6.617113967877231e-09,5.1733798800412956e-08
1986,9.591176797218992e-09,4.4359193873688696e-08
1987,8.555143260480236e-09,4.827545296848257e-08
1988,4.7972429917386705e-09,3.1182079085478875e-08
1989,8.232183268397364e-09,5.6527657665839115e-08
1990,4.358920779878872e-09,3.487136535085256e-08
1991,4.10302547493302e-09,3.5754939453624957e-08
1992,7.713921723606632e-09,4.2977563508017624e-08
1993,4.4313659408601325e-09,3.71126915865716e-08
1994,1.47697947205927e-08,2.9539588330962374e-08
1995,3.795715741716776e-09,3.741490972597461e-08
1996,7.473329066698398e-09,2.7224269949499558e-08
1997,9.58978896292706e-10,3.068732412625508e-08
1998,5.72175506974304e-09,4.005228593229049e-08
1999,5.941261704833778e-09,3.656161018383841e-08
2000,5.743441056083043e-09,2.960081113556612e-08
2001,5.695575205910686e-09,2.5849150375734098e-08
2002,1.270554239596322e-08,5.6955879568221235e-08
2003,5.416999737661854e-09,3.0418537688703395e-08
2004,7.928623979580607e-09,2.81906647470187e-08
2005,6.30524943368016e-09,3.467887133012937e-08
2006,1.2353669642806153e-08,2.9237018472905163e-08
2007,9.98619853476157e-09,3.754810729006408e-08
2008,1.1920831516354369e-08,3.9594188816494125e-08
2009,6.675469510497578e-09,2.145686606169761e-08
2010,1.3698999545841417e-08,3.0704654152557964e-08
2011,1.3383901736885306e-08,2.3708626839535896e-08
2012,1.5999987890147338e-08,2.9616998187265153e-08
2013,1.2551062633647803e-08,2.5659950830814182e-08
2014,2.2304084801305635e-08,2.533570908624938e-08
2015,2.061415110832243e-08,2.8372164506684783e-08
2016,1.988486500459352e-08,2.651315345048033e-08
2017,1.6099912736322608e-08,1.911864622172743e-08
2018,1.34236268767296e-08,2.1426174390271058e-08
2019,2.0663001309983997e-08,2.2448691572307666e-08
