year,leurs_DET auteurs_NOUN,leurs_DET moteurs_NOUN
1838,2.3197195844204543e-06,4.418513555037862e-09
1839,2.909152772900825e-06,9.788065469251706e-09
1840,2.83642229348402e-06,2.0383003729307347e-08
1841,3.082505372731248e-06,7.704658244733764e-09
1842,2.7926507080167084e-06,1.475818312002275e-08
1843,3.0119339413658963e-06,1.0041748765843295e-08
1844,2.5609626028710863e-06,1.920996517412732e-08
1845,2.7845336845189195e-06,1.2834524554250493e-08
1846,2.578322398250066e-06,1.2879903366069811e-08
1847,2.569331638113681e-06,1.0786447290911383e-08
1848,2.677449810306598e-06,1.528592186161859e-08
1849,2.6428675035106153e-06,1.4245005175439474e-08
1850,2.5445157803005714e-06,2.0366988096043315e-09
1851,2.792606998980318e-06,3.8696632564949596e-09
1852,3.000059336955019e-06,9.114764054629632e-09
1853,2.8468199388953508e-06,1.6124216628554677e-08
1854,2.6581020300397995e-06,3.3771819119010615e-08
1855,2.668858755328074e-06,1.5920811335945473e-08
1856,2.78118607255351e-06,2.2261913645849063e-08
1857,2.5603515574346147e-06,1.9037885934380938e-08
1858,2.5496051279105814e-06,1.468102794888182e-08
1859,3.0293339428055788e-06,8.147477359443656e-09
1860,2.7096929464676123e-06,1.0069804545764782e-08
1861,3.041325051356125e-06,1.2733101684148096e-08
1862,2.5924205608873763e-06,1.400575744270327e-08
1863,2.8319500060547398e-06,1.548332484446746e-08
1864,2.931017267115976e-06,1.102787461348953e-08
1865,2.559582032546359e-06,6.589582268734517e-09
1866,2.8595206060799683e-06,1.751620715140234e-08
1867,2.62828276476057e-06,1.3102591012170706e-08
1868,2.7811491563056734e-06,8.397785578040384e-09
1869,2.752351452528501e-06,3.4184634012390802e-09
1870,2.803949875840317e-06,1.0894693147633916e-08
1871,2.912326770854179e-06,5.3105884134652115e-09
1872,2.8210838429743035e-06,1.0280476914203973e-08
1873,2.6673637023577612e-06,1.1373408881354408e-08
1874,2.585810793931387e-06,2.2106053876314036e-08
1875,2.7251633909486372e-06,4.577221712764867e-09
1876,2.863392687402211e-06,3.4462285469771814e-08
1877,2.5895823547728014e-06,1.546203975966165e-08
1878,2.9676081467755466e-06,1.8117265909722846e-08
1879,2.9269776966600602e-06,7.331190321480108e-09
1880,3.0619544091337048e-06,2.631317030932223e-08
1881,2.8712787241147453e-06,1.5339516323820135e-08
1882,2.837190585580629e-06,1.7969540078155433e-08
1883,2.757759602900478e-06,3.4124429504345244e-08
1884,2.717918633265981e-06,4.621188054443337e-08
1885,2.731015733559161e-06,2.513797880965285e-08
1886,2.8427507281492126e-06,1.6133659241912568e-08
1887,2.919735017314906e-06,3.656197833379338e-08
1888,3.0187665629455296e-06,2.663058151775033e-08
1889,2.862541030879129e-06,4.0723389105323804e-08
1890,3.1710121533023994e-06,4.0637196718762425e-08
1891,2.8722234794997803e-06,3.82453192449006e-08
1892,2.9675138080165198e-06,5.8924015888806025e-08
1893,3.1278598342510122e-06,5.357822280283031e-08
1894,3.027259580790087e-06,5.2932928484850095e-08
1895,2.9605565288193247e-06,5.476939080040211e-08
1896,3.1425267081885977e-06,5.189385632320409e-08
1897,3.006584194054085e-06,5.302309491472812e-08
1898,3.223564895904474e-06,1.1769377861181596e-07
1899,2.9572545159339825e-06,8.678298257791539e-08
1900,3.0860810937838323e-06,1.0174463938028566e-07
1901,3.28338418853491e-06,1.1736351646085552e-07
1902,2.6726674917654236e-06,1.4190720420970138e-07
1903,3.186129916343816e-06,1.4094574907197455e-07
1904,3.08127267345526e-06,8.169430554261226e-08
1905,3.130000472140182e-06,1.0269910594162823e-07
1906,3.0150066550049814e-06,1.0545578166265557e-07
1907,3.346448231411614e-06,1.1005684785736491e-07
1908,3.32795734436786e-06,1.100151123534232e-07
1909,3.2092737427547036e-06,1.6227901333820682e-07
1910,3.176563161844115e-06,1.4856738461688224e-07
1911,3.1161431905957215e-06,1.1758026730035454e-07
1912,3.073037497358655e-06,1.4273814841203603e-07
1913,3.1149761454685176e-06,1.5643819262223246e-07
1914,2.9365220228783073e-06,1.1049626946757485e-07
1915,2.9569712296506623e-06,1.9438257536918968e-07
1916,2.9951820721407785e-06,1.6481193343409473e-07
1917,3.149557073811593e-06,2.2590833737012872e-07
1918,2.917539589475382e-06,2.6763255789319373e-07
1919,3.1905194006753845e-06,2.3387934788843268e-07
1920,3.053881115988588e-06,1.597740943992676e-07
1921,3.0381863567185974e-06,1.332803588049991e-07
1922,3.16660987209616e-06,9.22241909506738e-08
1923,2.9406176054180833e-06,1.220834002779725e-07
1924,2.993435259668331e-06,9.926550603722717e-08
1925,2.8221325152344434e-06,1.2977849905837502e-07
1926,2.6984801451135354e-06,1.3486827121766964e-07
1927,2.772812237594735e-06,1.2933101345424802e-07
1928,3.1261649553471216e-06,8.112489480183172e-08
1929,2.9232426612679774e-06,1.2365851320694787e-07
1930,3.1416277366247414e-06,1.1869071681047672e-07
1931,2.7772043864615625e-06,1.3230213902204468e-07
1932,3.058806754552279e-06,1.1397918009414809e-07
1933,2.9433719319627016e-06,1.112654248736078e-07
1934,2.818067599719143e-06,1.1382501163836878e-07
1935,2.8951279062994217e-06,1.1848601033648265e-07
1936,2.8468830421957136e-06,1.1760972951080362e-07
1937,2.841815316401153e-06,1.284294000036823e-07
1938,3.1414714811717204e-06,1.296521385807381e-07
1939,2.970104702626486e-06,8.411727669965785e-08
1940,3.1418351440493097e-06,1.1411023392859931e-07
1941,2.9190360635311663e-06,1.121570964990326e-07
1942,2.7065169092566066e-06,1.0923162108156248e-07
1943,2.9235577798658596e-06,9.580676185727555e-08
1944,3.0878719528004694e-06,1.0282195717081777e-07
1945,3.0041571648098397e-06,1.0456819410364915e-07
1946,2.7702998437462156e-06,1.2111360447875086e-07
1947,3.2555897746533446e-06,8.821444730244821e-08
1948,3.135452445235387e-06,1.0763168956096081e-07
1949,2.9392123650495705e-06,9.424327940266153e-08
1950,3.1055254510192754e-06,7.76381399170134e-08
1951,3.1856269444574536e-06,1.0234945646558913e-07
1952,3.1349701146154985e-06,7.803155188668143e-08
1953,3.377594950393359e-06,9.373229858944399e-08
1954,2.98355526240357e-06,1.0652064075244994e-07
1955,3.1742124662059723e-06,9.667176215089057e-08
1956,3.0942611033424328e-06,7.41297037087918e-08
1957,3.0569230773380696e-06,7.156380449346855e-08
1958,3.0367405514653e-06,1.0340304212874685e-07
1959,3.213460018969272e-06,8.758344716142119e-08
1960,3.097072948321511e-06,6.920833484080902e-08
1961,3.5491198246973e-06,9.241052117969772e-08
1962,3.3491870681245928e-06,1.0464227750972555e-07
1963,3.319025211112603e-06,9.181795679324978e-08
1964,3.0115644307215916e-06,6.327326906863107e-08
1965,3.201145332809574e-06,7.11365615302384e-08
1966,3.0276582521082673e-06,5.5944653354345064e-08
1967,3.0020812715747525e-06,7.642019927978083e-08
1968,2.9984691352069603e-06,5.973582994922566e-08
1969,2.8862871914725474e-06,8.402252249517517e-08
1970,3.1524258758963697e-06,7.495921894307145e-08
1971,3.2089293213743986e-06,6.936836949300584e-08
1972,3.2386618187274507e-06,7.490014297673042e-08
1973,3.037224040269848e-06,8.049277289146062e-08
1974,3.0057429256657997e-06,8.438357657070128e-08
1975,3.0270844604274316e-06,7.99607207113695e-08
1976,3.105873162212447e-06,4.513686091556224e-08
1977,3.282182760244723e-06,5.406639225213894e-08
1978,3.1146521024538742e-06,4.217819737917239e-08
1979,3.1430950002686586e-06,3.803782677724854e-08
1980,3.137634749350582e-06,8.186617206362712e-08
1981,3.350643581256918e-06,4.870673031565076e-08
1982,3.1962429858367614e-06,6.207502245558771e-08
1983,3.3452228365149494e-06,4.989099511298889e-08
1984,3.2862980816616982e-06,6.262929286293684e-08
1985,3.235768716081111e-06,7.699914561509758e-08
1986,3.2831795806487207e-06,5.814650916313724e-08
1987,3.265620563297489e-06,5.1330861339238254e-08
1988,3.3808569952498146e-06,5.636760724847534e-08
1989,3.2698231535732702e-06,6.915033745613641e-08
1990,3.174384076487513e-06,9.317193339075658e-08
1991,3.3193476554060908e-06,6.095923876792142e-08
1992,3.2145014472462208e-06,5.565043637023592e-08
1993,3.1418383770187575e-06,5.816167925054572e-08
1994,3.4107675332961662e-06,6.751906034274668e-08
1995,3.2377454601828504e-06,3.84993998903127e-08
1996,3.164420988355232e-06,3.736664644371501e-08
1997,3.097981277733197e-06,7.19234154455961e-08
1998,3.316233915029443e-06,6.198567670256949e-08
1999,3.187715392982682e-06,6.124069495960782e-08
2000,3.235324385286731e-06,6.62704706666517e-08
2001,3.1176703743085454e-06,6.703253929707387e-08
2002,3.1557939621507103e-06,7.09757888017748e-08
2003,3.1385262957428495e-06,8.708868737272724e-08
2004,3.1137468852193706e-06,5.902420385783813e-08
2005,3.256210888480382e-06,6.485399639544198e-08
2006,2.982999546929932e-06,7.12394949697881e-08
2007,2.877623117569783e-06,6.391166929020642e-08
2008,2.7119890830817894e-06,5.66239493071663e-08
2009,2.406983675484753e-06,6.437059907327125e-08
2010,2.151215412027341e-06,9.06968224967386e-08
2011,1.7272881152052832e-06,1.0133525729649762e-07
2012,1.4907222549709331e-06,1.205105459867184e-07
2013,1.5301140123824553e-06,1.031976242238386e-07
2014,1.5617190882721843e-06,1.1953257583741106e-07
2015,1.43057771850863e-06,9.176622173256987e-08
2016,1.4586376195779849e-06,9.300316694549338e-08
2017,1.422075115442567e-06,1.0314006537726073e-07
2018,1.3341019595713988e-06,9.267465639339889e-08
2019,1.4270225676682458e-06,9.056006744501133e-08
