year,certains_DET archers_NOUN,certains_DET marchés_NOUN
1873,0.0,4.130343017605398e-08
1874,5.974609140757536e-10,4.4212108807339945e-08
1875,1.1443054281912168e-09,4.691652133459456e-08
1876,0.0,3.264847947548333e-08
1877,1.2369631985365004e-09,3.5871932202447e-08
1878,0.0,3.623453265211296e-08
1879,0.0,3.848874796652524e-08
1880,1.9253538763308597e-09,5.455169471701993e-08
1881,6.972507571312292e-10,4.183504453969533e-08
1882,0.0,3.926677294430192e-08
1883,2.5277355764075082e-09,3.91799025445394e-08
1884,2.6406787867472303e-09,6.205595326491675e-08
1885,0.0,8.379326399410303e-08
1886,0.0,6.388929563172496e-08
1887,0.0,6.920659878506541e-08
1888,2.53624587998047e-09,5.135898017982754e-08
1889,0.0,8.144677687837998e-08
1890,1.9663159989136147e-09,7.865263845774351e-08
1891,0.0,8.095259218521278e-08
1892,3.1342561879199593e-09,7.584900041379683e-08
1893,0.0,5.542574754713314e-08
1894,0.0,6.742647373769728e-08
1895,0.0,6.921406736637437e-08
1896,1.7691086373616827e-09,1.0260830340946825e-07
1897,2.330685422435863e-09,1.042981694343581e-07
1898,0.0,1.097720865317342e-07
1899,2.7637891975018647e-09,7.572782756426477e-08
1900,1.038210628578895e-09,9.188164162843293e-08
1901,5.588738916095792e-10,1.0842153508328067e-07
1902,4.910283846193408e-10,8.445688237657123e-08
1903,7.020286352243943e-09,1.3284541999780686e-07
1904,5.374625189347171e-10,1.0802996275316445e-07
1905,3.096455536422127e-09,9.59901158559262e-08
1906,1.0288369045596824e-09,8.847997623462334e-08
1907,0.0,8.691404990157636e-08
1908,0.0,1.1197966842679818e-07
1909,5.500983557560346e-10,1.1442045977361204e-07
1910,0.0,1.0848626086357172e-07
1911,0.0,1.5003455278161937e-07
1912,1.0418842455450772e-09,1.0939784256258633e-07
1913,0.0,9.916590482106358e-08
1914,6.696743715117748e-10,9.576343185102587e-08
1915,0.0,2.9334096351973926e-07
1916,0.0,1.9777431736756057e-07
1917,0.0,2.993833856379524e-07
1918,0.0,2.3432207285623008e-07
1919,9.207848372660976e-10,1.565334182274114e-07
1920,3.786115865267448e-09,1.438724068769659e-07
1921,0.0,1.4539675197156043e-07
1922,0.0,1.5050988255715936e-07
1923,0.0,1.2739137922324062e-07
1924,0.0,1.5856698332150643e-07
1925,0.0,1.7377121808159757e-07
1926,3.343841648018042e-09,1.6161901295053127e-07
1927,1.1149224876660924e-09,1.4382499458065467e-07
1928,0.0,1.4625332678264158e-07
1929,0.0,1.5262357333512e-07
1930,0.0,1.544029757383214e-07
1931,7.983749661377715e-09,2.1328016686084084e-07
1932,0.0,2.0165547676143092e-07
1933,2.2941324395731044e-09,2.0303072600924565e-07
1934,0.0,2.2884818484669722e-07
1935,0.0,3.1596269156608514e-07
1936,1.2124714565686645e-09,2.3158204420781203e-07
1937,0.0,2.455268015566503e-07
1938,1.2965214457594243e-09,2.6449037981990386e-07
1939,0.0,2.523518460861851e-07
1940,0.0,2.1807733663337103e-07
1941,0.0,1.298661165272108e-07
1942,0.0,1.1833425861418334e-07
1943,0.0,1.5677470432962082e-07
1944,0.0,1.4780655810398002e-07
1945,2.178504043826024e-09,1.4813828075332935e-07
1946,0.0,1.531321531800245e-07
1947,1.1920870957027319e-09,1.275533190181477e-07
1948,0.0,2.489662211946353e-07
1949,0.0,4.771066137720936e-07
1950,0.0,3.052348873655575e-07
1951,1.0661401761424827e-09,2.48410662706533e-07
1952,0.0,2.5096632638721417e-07
1953,0.0,2.6611352677008426e-07
1954,2.9317608341017376e-09,2.579949613945587e-07
1955,0.0,2.599813262449402e-07
1956,1.744228317335228e-09,2.57273679693526e-07
1957,1.7670075402875796e-09,2.438470452226227e-07
1958,0.0,2.3245003877292447e-07
1959,0.0,2.9840379944801043e-07
1960,0.0,2.3946082716719275e-07
1961,0.0,3.6686281923437036e-07
1962,0.0,3.113900595153041e-07
1963,6.466053248388448e-10,2.9097239551134635e-07
1964,0.0,3.1758314378294017e-07
1965,1.6416130121932326e-09,2.6977172939979255e-07
1966,1.6617224263271169e-09,2.675372972049672e-07
1967,4.930335584241163e-10,4.1217606394639006e-07
1968,3.593132569257307e-09,6.382301949159341e-07
1969,0.0,6.621882722157579e-07
1970,1.3796175313274261e-09,6.635959968193106e-07
1971,0.0,7.265694002001055e-07
1972,5.130146862875051e-10,6.771794005544507e-07
1973,5.513203782392395e-10,4.537366731227621e-07
1974,2.2502286700643026e-09,5.698704033108015e-07
1975,5.711480177694739e-10,4.1065542077944883e-07
1976,5.713526873840635e-10,3.508105637095582e-07
1977,0.0,3.684742138077013e-07
1978,0.0,5.221779790787195e-07
1979,0.0,4.740098464850462e-07
1980,0.0,3.843161993088984e-07
1981,6.325549528618524e-10,3.4853778085874865e-07
1982,0.0,3.643803871966611e-07
1983,3.789189739755727e-09,3.991279697856953e-07
1984,0.0,4.273869160797972e-07
1985,6.015558051686298e-10,3.777770434254535e-07
1986,0.0,4.1481839474499793e-07
1987,0.0,3.7459306057030517e-07
1988,5.996553809062277e-10,4.461436153846421e-07
1989,5.488122178931576e-10,4.324640414665737e-07
1990,1.089730194969718e-09,4.2172559844289026e-07
1991,0.0,3.985796368510819e-07
1992,0.0,3.3665759957557384e-07
1993,1.1078414852150331e-09,4.0990133953755503e-07
1994,0.0,4.024769122423777e-07
1995,1.6267352465071383e-09,3.676421673759478e-07
1996,3.2028553142993132e-09,3.501788370385839e-07
1997,4.79489448146353e-10,3.3899903151279887e-07
1998,4.29131630230728e-09,3.7477495418158924e-07
1999,0.0,3.2722639531357345e-07
2000,6.1852438726361925e-09,3.27376129760637e-07
2001,5.257454249729676e-09,3.5049694346867e-07
2002,1.3143663935011318e-09,3.680226168256695e-07
2003,9.167230530238157e-09,3.3752075445647733e-07
2004,2.642874724623212e-09,3.369665204644434e-07
2005,3.6029997874109654e-09,3.5309397716787316e-07
2006,8.235779835885637e-10,3.059592224019525e-07
2007,7.988958938831558e-10,2.852058216262776e-07
2008,2.980207747249608e-09,3.159020280918412e-07
2009,1.907277002999308e-09,2.884756451493331e-07
2010,1.417137907022692e-09,3.8640626343067197e-07
2011,2.6767803529281764e-09,2.936810368225906e-07
2012,1.3617010852229328e-09,2.6485087367689175e-07
2013,1.952387473913575e-09,3.132187451626578e-07
2014,2.165445156521173e-09,2.587707106371795e-07
2015,1.5516028045725605e-09,2.4094174122524237e-07
2016,2.0713399884186856e-09,1.9677730822564854e-07
2017,1.7609279867603078e-09,2.077894905028188e-07
2018,1.0325866828253538e-09,1.835422791529595e-07
2019,1.275493877184175e-09,2.2805831090266793e-07
