year,aux_ADP auteurs_NOUN
2000,4.2254053056467455e-06
2001,3.900592927763569e-06
2002,3.715713875251936e-06
2003,3.5206331823189885e-06
2004,3.475380392359284e-06
2005,4.537978256280439e-06
2006,3.255192003948082e-06
2007,3.102112721364847e-06
2008,2.6136421764633155e-06
2009,2.4541887526652317e-06
2010,1.9934406116917103e-06
2011,1.5437374620841382e-06
2012,1.4100414258422234e-06
2013,1.430263364965434e-06
2014,1.2098342712096866e-06
2015,1.2133533718872158e-06
2016,1.2152552506528025e-06
2017,1.1126549273043906e-06
2018,1.0684690603390834e-06
2019,1.1387609721857928e-06
