year,deux_DET archers_NOUN,deux_DET marchés_NOUN
1929,6.015819442595216e-08,6.684243469834428e-08
1930,4.306477330295877e-08,7.247486388806124e-08
1931,2.9653927313688655e-08,5.360517718600022e-08
1932,3.507051804518824e-08,6.356531168094648e-08
1933,3.441198770381959e-08,7.570636895160021e-08
1934,3.71428985346256e-08,1.0064527344866292e-07
1935,5.744776476745983e-08,7.540019097973527e-08
1936,2.7886843056990074e-08,1.43071630986924e-07
1937,2.0145788925951535e-08,7.680581859403901e-08
1938,2.8523471029551217e-08,1.322451925744872e-07
1939,3.364691014695609e-08,1.0094073576993878e-07
1940,1.2678914806940611e-08,1.0143131645712344e-07
1941,2.9515025090631752e-08,5.312704587367989e-08
1942,6.371844563091145e-08,5.461581187304887e-08
1943,4.93549991986697e-08,8.419382191426905e-08
1944,3.213186161588055e-08,1.1888788975511488e-07
1945,5.446260020747218e-08,1.0456819410364915e-07
1946,4.733175451576699e-08,8.491873426663687e-08
1947,1.4305045592521992e-08,9.655905142125221e-08
1948,3.4790041070209554e-08,9.675980150447572e-08
1949,1.6688913695439567e-08,1.384198151654914e-07
1950,2.0207186812726263e-08,1.425138496102818e-07
1951,2.4521223718210194e-08,9.062191708153478e-08
1952,1.265376459169687e-08,1.3919141039764327e-07
1953,3.2321482934527523e-08,1.2066686627676404e-07
1954,4.299915912220342e-08,8.013479746438179e-08
1955,2.7218262754757916e-08,6.663781482174613e-08
1956,2.093073958597813e-08,8.19787304706665e-08
1957,3.09226323436107e-08,1.1397198829143917e-07
1958,2.48167308369851e-08,1.1829307844379855e-07
1959,2.7902692156800413e-08,1.1858644288764708e-07
1960,4.014083232473098e-08,1.522583357171925e-07
1961,3.752005905965916e-08,9.032606707037871e-08
1962,4.3759498691287035e-08,1.338152797458747e-07
1963,3.427008099521345e-08,1.2673464544477042e-07
1964,2.007709543061509e-08,1.5818317944393812e-07
1965,5.03428005949047e-08,1.1546011435825676e-07
1966,3.212663302054608e-08,9.859552996260845e-08
1967,2.6623811488768467e-08,1.2079322075919663e-07
1968,3.0541627810132255e-08,1.4552187810323858e-07
1969,3.6334060871112683e-08,1.2489833700612962e-07
1970,3.816941651635375e-08,1.306037860082654e-07
1971,3.083038491169532e-08,1.4027825656626192e-07
1972,4.822338006693627e-08,1.513393383945072e-07
1973,5.12727941215374e-08,1.2459840537104583e-07
1974,4.331690339753891e-08,1.0857353505144829e-07
1975,5.0832174025572385e-08,1.7134440355448533e-07
1976,2.742492943852426e-08,1.1827000312436553e-07
1977,2.644551744257484e-08,1.4927025482336376e-07
1978,3.6831666272441055e-08,1.5920784512957198e-07
1979,3.9208221003228516e-08,1.4512893375950853e-07
1980,2.672020849026069e-08,1.6998600393947072e-07
1981,2.466964299507879e-08,1.6825962312339016e-07
1982,3.165826167883523e-08,1.582913151665366e-07
1983,2.841892143834457e-08,1.8251262723367745e-07
1984,2.0296530289787285e-08,1.7976926347529343e-07
1985,2.5265344372193965e-08,1.509905036556347e-07
1986,2.0381250576129162e-08,1.5585662449524307e-07
1987,2.016569633500609e-08,1.5338149772503584e-07
1988,2.638483720396323e-08,1.7929695950158475e-07
1989,3.4026358619598795e-08,1.624484138318394e-07
1990,2.3974064289333796e-08,1.8852333028007706e-07
1991,1.4067516596050211e-08,1.8463615703012692e-07
1992,2.1488782364631476e-08,1.581354025503856e-07
1993,1.9387226601885743e-08,1.4568114892199446e-07
1994,2.4792155661756965e-08,1.5508284345600032e-07
1995,2.6570009636905922e-08,1.491174010936902e-07
1996,2.1886178203089912e-08,1.5427086985653204e-07
1997,1.7741109359370455e-08,1.5487509674727562e-07
1998,1.668845217572823e-08,1.7355990955536527e-07
1999,2.6507167377731733e-08,1.7229658411110904e-07
2000,2.8275400687505226e-08,1.5684011600569647e-07
2001,3.242096746625123e-08,1.3406508303503983e-07
2002,2.146798533386729e-08,1.3888472416567765e-07
2003,3.45854612726626e-08,1.2584107356161667e-07
2004,2.6428746663365033e-08,1.3919140418039433e-07
2005,2.4770622997216662e-08,1.5537936448595246e-07
2006,2.964880818634441e-08,1.490676089233034e-07
2007,2.8760251957749006e-08,1.366111979095308e-07
2008,2.809910215617606e-08,1.5411932174913545e-07
2009,2.4317782232330387e-08,1.1157570778408399e-07
2010,3.35389301331368e-08,1.2329099430274937e-07
2011,2.9062187739681278e-08,1.1127758714479796e-07
2012,4.459571004145069e-08,1.2153182105123506e-07
2013,4.574165157755772e-08,8.729961020748078e-08
2014,3.50802123599836e-08,9.333068806682832e-08
2015,4.699139961872323e-08,9.132290568203416e-08
2016,5.1162099112822546e-08,8.161079456669995e-08
2017,4.125602703908271e-08,9.13166946503452e-08
2018,3.278462656908232e-08,7.692770864764498e-08
2019,3.469343379247647e-08,8.290709985203648e-08
