year,des_DET yeux_NOUN,des_DET mieux_NOUN
1853,8.465213099384528e-06,1.6124216628554677e-08
1854,8.018988957303463e-06,1.0391328686409906e-08
1855,8.90769412364989e-06,1.1144567935161831e-08
1856,8.179441664424303e-06,2.9509978460851016e-08
1857,8.72765006931786e-06,2.4407546206361985e-08
1858,9.040087860512358e-06,2.0064071293290908e-08
1859,9.33395415358973e-06,1.1202780925145817e-08
1860,9.603389365508974e-06,9.15436793036406e-09
1861,8.792913931188195e-06,5.187560159214399e-09
1862,8.384479215806095e-06,1.9879140111811466e-08
1863,9.209081497374427e-06,7.991393324857654e-09
1864,8.835245338900677e-06,1.4863656971897399e-08
1865,8.830981826690731e-06,7.530950973944073e-09
1866,8.87779745539774e-06,2.3354942868536455e-08
1867,9.06553677282318e-06,2.232293283555009e-08
1868,8.191299386339779e-06,6.421836395986702e-09
1869,8.984210325024833e-06,8.790334682373668e-09
1870,8.133748352179282e-06,1.6055336615750093e-08
1871,8.069970505175661e-06,1.6993883633631413e-08
1872,8.63015821295221e-06,2.6003558417642125e-08
1873,8.457027092845237e-06,1.1972009161809183e-08
1874,8.333981874386609e-06,1.9118749250424116e-08
1875,8.326538633696146e-06,3.032409523484603e-08
1876,8.824158669540338e-06,3.9903696347209916e-08
1877,8.998907432555825e-06,1.2369632429454214e-08
1878,7.89973223902507e-06,2.1740719446938783e-08
1879,8.910450588928143e-06,1.710611030603104e-08
1880,8.535093812156447e-06,1.6686399817444908e-08
1881,8.269393568127725e-06,3.6257038260600893e-08
1882,9.256975374682952e-06,2.1962771157291172e-08
1883,8.229674762105788e-06,1.3270612164717477e-08
1884,8.912950931971864e-06,1.5183903911974994e-08
1885,8.320026665842306e-06,1.0313017106966527e-08
1886,8.24881779237785e-06,1.936039240035825e-08
1887,8.511106543096503e-06,1.8933882017790893e-08
1888,8.268161820979003e-06,2.6630582183884144e-08
1889,8.056965704383856e-06,1.4409814674820609e-08
1890,7.762359771845695e-06,1.1797895993481688e-08
1891,7.941003005385028e-06,1.5935549768641977e-08
1892,7.870744099136573e-06,6.8953633913793055e-09
1893,7.72696547102214e-06,9.23762488724833e-09
1894,9.011200859276869e-06,8.192000855444803e-09
1895,8.467588543226157e-06,2.467631965430428e-08
1896,8.20217724850636e-06,1.2383760683576384e-08
1897,7.984928060977836e-06,1.7480140002135158e-08
1898,8.161611432910831e-06,1.7540900287826844e-08
1899,8.71864924079091e-06,8.844125432005967e-09
1900,8.453629675386765e-06,1.9206897405865675e-08
1901,7.994132587896274e-06,1.397184767881754e-08
1902,7.4243491923198235e-06,1.915010727771005e-08
1903,7.939944296708745e-06,1.83607493653426e-08
1904,7.487390178084752e-06,1.8811189050893518e-08
1905,7.862416140369533e-06,2.3223416079076742e-08
1906,8.249214261013549e-06,1.1317205839134203e-08
1907,7.760036396575742e-06,2.468564730406797e-08
1908,8.377356138566938e-06,8.349361202419914e-09
1909,9.004010252056105e-06,1.8153246017504898e-08
1910,9.120327646883197e-06,1.7635697346918278e-08
1911,8.167838160488827e-06,1.3300935464144459e-08
1912,8.427280477008026e-06,9.376957876838787e-09
1913,8.446602080880439e-06,1.590896836489719e-08
1914,8.213556412783873e-06,8.036092680185902e-09
1915,8.043903903853789e-06,5.890381071793627e-09
1916,9.184419411667477e-06,4.394984820521586e-09
1917,9.843462436265327e-06,1.7546279096336548e-08
1918,9.65774535188757e-06,1.2635013924011673e-08
1919,9.517231859490494e-06,5.524709134618888e-09
1920,9.26311066962171e-06,1.590168707821249e-08
1921,1.0362547470776917e-05,1.438822039290244e-08
1922,1.1274223396640082e-05,1.1066902949607993e-08
1923,1.0738031221535493e-05,4.246379248229459e-09
1924,1.0202431752759367e-05,1.0313299547703991e-08
1925,1.135121965489816e-05,1.3197813508725176e-08
1926,1.0446161070376547e-05,1.89484357093761e-08
1927,1.283833216803032e-05,2.2298449753321847e-09
1928,1.0495961106471441e-05,1.4853853258500749e-08
1929,1.051765781312497e-05,1.4482528065684619e-08
1930,9.208508771507695e-06,1.575540586884472e-08
1931,8.550596334089278e-06,1.9389105432310316e-08
1932,8.789548132881464e-06,1.6439305028370654e-08
1933,8.264611778940889e-06,1.1470662641954732e-08
1934,8.302036818008673e-06,1.0783422155213884e-08
1935,8.929537131052712e-06,4.787313656606784e-09
1936,8.580660221468861e-06,1.2124714565686645e-09
1937,8.5367779547596e-06,2.5182236296217297e-09
1938,9.057498800757458e-06,7.779128452511941e-09
1939,8.208316870650378e-06,1.3764645423464117e-08
1940,6.349600219834883e-06,1.0143131667916805e-08
1941,9.769473393816952e-06,8.854508237732261e-09
1942,9.715546383404217e-06,6.068423541449874e-09
1943,1.0637453357276172e-05,1.4516175816936538e-08
1944,1.0725614970397146e-05,9.639558484764166e-09
1945,1.2559076139950776e-05,4.357008087652048e-09
1946,1.1352660578722862e-05,1.3921104269343232e-08
1947,1.078838843682206e-05,8.344609447874518e-09
1948,1.1165428446702208e-05,1.7395020535104777e-08
1949,9.994696398507585e-06,1.1780409536754632e-08
1950,1.0906562806667353e-05,7.444753258312176e-09
1951,1.0490819278174968e-05,1.3859822622919182e-08
1952,1.0525822830231846e-05,5.272402070488624e-09
1953,8.98644941571547e-06,0.0
1954,9.890783616128829e-06,9.772536113672459e-10
1955,9.04772610965665e-06,4.6928039232341234e-09
1956,1.0580489174571994e-05,4.360570571293465e-09
1957,9.061214228722747e-06,3.534015080575159e-09
1958,9.229341571881378e-06,1.0753916868111446e-08
1959,8.80252429169559e-06,5.425523585955716e-09
1960,9.599196204135296e-06,6.2287499602575735e-09
1961,9.462003362159521e-06,9.03260666262895e-09
1962,9.550351933285128e-06,1.331810839388936e-08
1963,9.550360431376248e-06,2.5864212993553792e-09
1964,9.302996176074885e-06,4.867174663303331e-09
1965,8.50136680696778e-06,6.5664522708175355e-09
1966,9.526100740231414e-06,2.769537488234164e-09
1967,9.262621063044207e-06,9.367637332502454e-09
1968,9.358763605860076e-06,9.88111459321317e-09
1969,8.053899279047982e-06,3.6334062425424918e-09
1970,7.515236518429447e-06,3.6789800095249348e-09
1971,7.99586052835366e-06,9.24911525146399e-09
1972,7.284808361873729e-06,3.5911027485013847e-09
1973,7.0591060534752614e-06,3.859242703185828e-09
1974,6.16000103548231e-06,3.937900228123681e-09
1975,6.018757716219625e-06,6.8537762132336866e-09
1976,6.126043629706146e-06,1.7140580066410394e-09
1977,6.315777241638898e-06,2.3507127355770763e-09
1978,6.80613564441046e-06,4.752473081737207e-09
1979,7.151696522100792e-06,4.096381456264453e-09
1980,7.123493844574114e-06,6.822181042309694e-09
1981,7.296521488342478e-06,8.855769451088236e-09
1982,7.23856834383696e-06,2.483000915987077e-09
1983,7.117361263908606e-06,3.157658134966823e-09
1984,7.256879115402626e-06,3.479405208395292e-09
1985,6.984062792980694e-06,3.0077789148208467e-09
1986,7.453543219071435e-06,1.7983456945813714e-09
1987,7.0176618578443595e-06,4.277571630240118e-09
1988,6.925419967274138e-06,2.398621523624911e-09
1989,7.159255602573467e-06,3.841685636274406e-09
1990,6.741070791349557e-06,2.724325431913144e-09
1991,6.6527630622204015e-06,5.8614650910726596e-09
1992,6.92710193561652e-06,4.4079553340736766e-09
1993,6.907391480126535e-06,4.4313659408601325e-09
1994,6.865844682124589e-06,1.0549853213248639e-09
1995,6.895730763289976e-06,6.506940763983948e-09
1996,6.4836466151518835e-06,2.135236876199542e-09
1997,6.464476598466717e-06,2.3974471297094624e-09
1998,6.737843591508863e-06,4.291316191284977e-09
1999,6.526247403826346e-06,2.7421207526856506e-09
2000,6.656206267052767e-06,4.418031274155965e-09
2001,6.43380941767191e-06,3.943090742808408e-09
2002,7.434494676772374e-06,2.1906108038649563e-09
2003,7.852982832901034e-06,6.250384210204629e-09
2004,7.5758003958981135e-06,1.3214374039449694e-09
2005,7.482079155352039e-06,9.007499190971657e-10
2006,8.111831135693137e-06,2.4707338397433887e-09
2007,1.1211705214009271e-05,1.997239706952314e-09
2008,1.2071118788981039e-05,3.405951742863067e-09
2009,1.3533561116219062e-05,4.76819250749827e-09
2010,1.8462944467501075e-05,3.3066551718974324e-09
2011,2.103490487570525e-05,5.7359579308524644e-09
2012,2.684627719418131e-05,4.085103366691101e-09
2013,2.999508797074668e-05,7.530637446961919e-09
2014,3.18222984105887e-05,3.897801192920269e-09
2015,3.196456850673712e-05,4.211493376260478e-09
2016,3.1986253134164144e-05,4.556948152156792e-09
2017,3.177971848344896e-05,2.0124890642847504e-09
2018,3.5892970231543586e-05,3.3559066636712487e-09
2019,3.3741404308784695e-05,4.3366790158927415e-09
