year,certains_DET effets_NOUN,certains_DET méfaits_NOUN
1913,3.112855075926291e-07,2.651494912520036e-08
1914,2.919780115462345e-07,1.4732836561837104e-08
1915,1.7553335673881065e-07,8.246533234057551e-09
1916,2.5490913202474985e-07,3.2962386153911893e-09
1917,2.3577812413577703e-07,2.4126133979507358e-08
1918,2.0445749804309798e-07,1.033773866510046e-08
1919,2.587405529830278e-07,1.6574126959767455e-08
1920,3.6725323671049637e-07,6.815008557481406e-09
1921,3.6197734010201543e-07,6.815472630705699e-09
1922,3.438117923693085e-07,1.3280283539529592e-08
1923,3.800509471574287e-07,5.307974060286824e-09
1924,4.1639946912752634e-07,7.734974438733389e-09
1925,3.2664588589526034e-07,1.0998177923937646e-09
1926,4.0014637292529187e-07,8.916910765321973e-09
1927,3.746139682903049e-07,3.3447675740205796e-09
1928,3.827723755733814e-07,7.998228745975666e-09
1929,4.1776525261383313e-07,1.2254447234738564e-08
1930,4.085901643691159e-07,7.352522590764465e-09
1931,3.21631066668715e-07,4.5621426636444085e-09
1932,3.923514091397351e-07,9.863582839386709e-09
1933,3.487081370323608e-07,1.1470662641954732e-08
1934,3.4626765632594925e-07,3.5944740517379614e-09
1935,4.2128360799864595e-07,1.795242710045386e-08
1936,4.959008244043162e-07,8.487299751891442e-09
1937,5.464545473898852e-07,8.813782592653752e-09
1938,4.278520684408704e-07,6.482607339819424e-09
1939,4.4811568145064484e-07,1.070583532936098e-08
1940,3.1443708614631305e-07,1.2678914584896006e-08
1941,3.3056828740996025e-07,1.1806010391524069e-08
1942,3.9748173730203007e-07,9.102635090130207e-09
1943,4.732273346519378e-07,1.4516175816936538e-08
1944,3.341713679105851e-07,1.6065930807940276e-08
1945,3.790597102870663e-07,6.535512131478072e-09
1946,4.552201069429884e-07,2.7842208538686464e-09
1947,3.85044132134027e-07,1.1920871401116528e-08
1948,4.229164449753853e-07,1.7395020535104777e-08
1949,5.006674399510302e-07,9.817008428392171e-09
1950,4.1690617358369764e-07,9.571825110299415e-09
1951,4.328528984132163e-07,1.5992102864181845e-08
1952,4.7135273817389134e-07,5.272402070488624e-09
1953,5.149889510391858e-07,1.185120990232491e-08
1954,4.915585787301779e-07,5.863521668203475e-09
1955,4.92744414160029e-07,7.508486277174597e-09
1956,6.209452969585527e-07,9.593255967388359e-09
1957,5.274517249631572e-07,5.301022731885041e-09
1958,4.880623585279409e-07,1.2408365002158916e-08
1959,5.348016109962828e-07,1.2401196514133517e-08
1960,5.322120699702282e-07,1.868625076895114e-08
1961,4.960985648949645e-07,4.16889545107324e-09
1962,5.175036577043102e-07,5.7077609305622445e-09
1963,5.87117611416943e-07,1.939815863494232e-09
1964,5.712846302685648e-07,6.083968440151466e-09
1965,6.073967977471284e-07,7.1136563306595235e-09
1966,5.699707834594392e-07,8.308612242657887e-09
1967,6.019939640111716e-07,1.0846738618397467e-08
1968,5.641218212559806e-07,8.982831367632116e-09
1969,4.682552408041829e-07,4.087581828571274e-09
1970,5.417298254428715e-07,7.3579600190498695e-09
1971,5.554607547253454e-07,5.138397374260251e-09
1972,5.689332773783917e-07,6.669190977248718e-09
1973,6.081063474994153e-07,4.410563025913916e-09
1974,5.237407521008208e-07,9.563471792262135e-09
1975,5.740037458679126e-07,1.313640396460869e-08
1976,5.210736269134486e-07,7.427584713948221e-09
1977,6.182374221452847e-07,7.639816612670103e-09
1978,5.578215205304105e-07,7.128709622605811e-09
1979,5.834417340366826e-07,1.0533552252667278e-08
1980,5.9182420031334e-07,7.390696110665118e-09
1981,5.71829669837598e-07,5.060439622894819e-09
1982,5.357074677192486e-07,8.690503427999374e-09
1983,6.09428024489489e-07,5.052252838311233e-09
1984,5.828003661889625e-07,1.5657322549600394e-08
1985,6.737425088942928e-07,1.0828004270990732e-08
1986,6.282220912368075e-07,3.596691222629289e-09
1987,5.786943653163235e-07,6.110816852533674e-10
1988,5.516829286733582e-07,5.396898483667201e-09
1989,5.570444301383759e-07,5.488121956886971e-09
1990,6.118835180757287e-07,1.0352437129768077e-08
1991,5.773543492182398e-07,9.37834432335194e-09
1992,5.713812143426367e-07,5.509944167592096e-09
1993,5.727540681732535e-07,9.416652346772025e-09
1994,5.686371160606996e-07,8.439882570598911e-09
1995,5.27604454347852e-07,7.591431483433553e-09
1996,5.887915861535475e-07,5.3380921904988554e-09
1997,5.351102316808465e-07,6.712852163026639e-09
1998,5.860030967141938e-07,8.105819682135973e-09
1999,5.900129522729003e-07,6.8553016596695215e-09
2000,5.752277125736782e-07,3.976228346580513e-09
2001,6.072359504116775e-07,9.20054432640427e-09
2002,5.419571085241159e-07,1.0076809053849445e-08
2003,5.887862215558926e-07,6.250384210204629e-09
2004,5.664561584239891e-07,8.369103104977071e-09
2005,5.179312090319854e-07,8.55712400937847e-09
2006,6.073887881541395e-07,1.2765458468066981e-08
2007,5.092961430364085e-07,6.391167151065247e-09
2008,4.972689637838812e-07,5.960415355721338e-09
2009,5.211634501733897e-07,5.245011536203492e-09
2010,4.563184070605075e-07,4.723792912386671e-09
2011,5.036171195627048e-07,8.41273803398046e-09
2012,4.4936135523698795e-07,6.127654827992046e-09
2013,4.175320142962846e-07,7.530637446961919e-09
2014,3.4365613998943445e-07,6.279790867869117e-09
2015,4.0984479099392956e-07,8.86630147078904e-09
2016,3.610345764570866e-07,6.4211539696490405e-09
2017,3.884103882967338e-07,5.534344982294215e-09
2018,3.47465407557479e-07,5.6792268665617485e-09
2019,3.6019947202703406e-07,6.377469274898573e-09
