year,les_DET eaux_NOUN,les_DET mots_NOUN
1838,4.5350988330028486e-05,2.1098400566188502e-05
1839,4.228024772601202e-05,2.2270644876698498e-05
1840,4.3711350599551224e-05,2.2462707875092747e-05
1841,4.367578185338061e-05,2.4037890852923738e-05
1842,3.850678172057087e-05,2.3790191335137933e-05
1843,4.213517991047411e-05,2.3293313233807567e-05
1844,4.2020973978651455e-05,2.2257761884247884e-05
1845,4.3623432247841265e-05,2.4072546011666418e-05
1846,4.385255556371703e-05,2.4187871531466953e-05
1847,3.948055450564425e-05,2.245900122943567e-05
1848,4.3825539705721894e-05,2.143327515113924e-05
1849,4.31640432907443e-05,2.4093332058328087e-05
1850,3.981474583270028e-05,2.164399802495609e-05
1851,4.472298724067514e-05,2.128895221176208e-05
1852,4.753544521918229e-05,2.5632017923271633e-05
1853,4.7953417379176244e-05,2.5318601728940848e-05
1854,4.652613529287919e-05,2.094164460686443e-05
1855,4.722218659480859e-05,2.1922957103015506e-05
1856,4.4654809698840836e-05,2.3400377585858223e-05
1857,4.9362308800482424e-05,2.1571389197561075e-05
1858,4.278541041458084e-05,2.3878202227933798e-05
1859,4.789290733242524e-05,2.2822102437203284e-05
1860,4.40297640125209e-05,2.0776753672180348e-05
1861,4.351419875092688e-05,2.2484299961433862e-05
1862,4.55652457276301e-05,2.34158201237733e-05
1863,4.365847894405306e-05,2.4494120452800416e-05
1864,4.697203030445962e-05,2.2770642999603297e-05
1865,4.387814396977774e-05,2.0767538217114634e-05
1866,4.269624105290859e-05,2.3141828023653943e-05
1867,4.248054256095202e-05,2.235593251498358e-05
1868,4.514106421993347e-05,2.3984076960914535e-05
1869,4.1994847379100975e-05,2.48029061822308e-05
1870,4.5666539335798007e-05,2.44838142862136e-05
1871,3.967434554397187e-05,2.531239033487509e-05
1872,4.122652535443194e-05,2.5606248073017923e-05
1873,5.254634288576199e-05,2.319816258022911e-05
1874,4.5013302042207215e-05,2.297894366165565e-05
1875,4.4648510083789006e-05,2.5049417217815062e-05
1876,4.7088783503568266e-05,2.5427724722248968e-05
1877,4.5572196768262074e-05,2.2800942133471835e-05
1878,4.281834753783187e-05,2.3733617808829877e-05
1879,4.3463571500979015e-05,2.3686464601269108e-05
1880,4.3280670297463075e-05,2.5194539603035082e-05
1881,4.544889452517964e-05,2.589449854895065e-05
1882,4.390091635286808e-05,2.4361371742998017e-05
1883,4.515736327448394e-05,2.6065377596751205e-05
1884,4.18494773839484e-05,2.4919424731706386e-05
1885,4.54339970019646e-05,2.5337149963888805e-05
1886,4.119181630812818e-05,2.6375307470516418e-05
1887,4.354466136646806e-05,2.6090888468388584e-05
1888,4.3317812469467754e-05,2.6241901878165663e-05
1889,4.0451482846037834e-05,2.4162126010196516e-05
1890,3.9446917980967555e-05,2.642794129315007e-05
1891,3.9439210240743705e-05,2.4397965034950175e-05
1892,4.236260747347842e-05,2.5679587224658462e-05
1893,3.896676594195014e-05,2.552478827055893e-05
1894,4.26444084951072e-05,2.3954041807883186e-05
1895,3.66443339316902e-05,2.417677433186327e-05
1896,3.8180903629836394e-05,2.4661374709467054e-05
1897,3.748616313714592e-05,2.5763979692783323e-05
1898,3.740908141480759e-05,2.3704546947556082e-05
1899,3.880802159983432e-05,2.520796920180146e-05
1900,3.731225183400966e-05,2.4678266299815732e-05
1901,3.640392628767586e-05,2.5884804017550778e-05
1902,3.319499182907748e-05,2.3152970015871688e-05
1903,4.051623409395688e-05,2.458504241076298e-05
1904,3.729345053216093e-05,2.522849081287859e-05
1905,3.7917643567197956e-05,2.6053575766127324e-05
1906,3.8181166473805206e-05,2.6346969207224902e-05
1907,3.486436298771878e-05,2.7228783892496722e-05
1908,3.541946421137254e-05,2.777734334813431e-05
1909,3.316763081784302e-05,2.6816745730684488e-05
1910,3.7492958654183894e-05,2.440780463075498e-05
1911,3.4798970318661304e-05,2.5420215251870104e-05
1912,3.2226522080236464e-05,2.587675840004522e-05
1913,3.2867930485736e-05,2.81164507214271e-05
1914,3.4012092100965674e-05,2.5609017257011146e-05
1915,3.099282935181691e-05,2.466655837451981e-05
1916,2.7767514666265924e-05,2.3938383947097464e-05
1917,2.699824017327046e-05,2.6721886342784273e-05
1918,2.5906372229655972e-05,2.4136322736012517e-05
1919,2.6458752699909382e-05,2.578197609182098e-05
1920,2.6571718080958817e-05,2.8472349413277698e-05
1921,2.8126698907726677e-05,2.8980904744457803e-05
1922,2.753593116722186e-05,2.7439279392638127e-05
1923,2.7326511826686328e-05,3.102298478552257e-05
1924,2.9176324687796296e-05,3.144138236166327e-05
1925,3.1013762281872914e-05,2.8854820357082644e-05
1926,2.7692580943039502e-05,2.9518317660404136e-05
1927,2.8461742203944596e-05,3.0357109380929614e-05
1928,2.8264598768146243e-05,2.852282705134712e-05
1929,2.93516281999473e-05,2.8715510552501655e-05
1930,2.7889168450201396e-05,2.8737859793181997e-05
1931,2.7529109047463862e-05,2.582058664302167e-05
1932,2.97343190140964e-05,2.6803739501701784e-05
1933,2.7928768531637616e-05,2.7050114795201807e-05
1934,2.6996897076969617e-05,2.700528284549364e-05
1935,2.5725827072164975e-05,2.6692864139477024e-05
1936,2.6657397938834038e-05,2.8717385703203036e-05
1937,2.650808050930209e-05,2.9372560675255954e-05
1938,2.7645727413982968e-05,2.8745176450684085e-05
1939,2.8066112690794398e-05,2.9353870331760845e-05
1940,3.060943595301069e-05,2.595120167825371e-05
1941,2.800090442178771e-05,2.8107158868806437e-05
1942,2.8175689749332378e-05,2.9726171760557918e-05
1943,3.047816267098824e-05,3.0176226118783234e-05
1944,2.251479622827901e-05,3.016217806361965e-05
1945,2.1432122707665258e-05,3.288233983766986e-05
1946,2.188536768699123e-05,3.6888142858515494e-05
1947,2.1142856098776974e-05,3.6539854590955656e-05
1948,2.4086668418021873e-05,3.6244700822862796e-05
1949,2.523756484151818e-05,3.1640218367101625e-05
1950,2.4971829134301515e-05,3.4628737239472684e-05
1951,2.5193958208546974e-05,3.212706769772922e-05
1952,2.7510338895808673e-05,3.333634344926395e-05
1953,2.7471106022858294e-05,2.9917841175119975e-05
1954,2.543204777794017e-05,3.319339657537057e-05
1955,2.4735770011830027e-05,3.018599136339617e-05
1956,2.3406671971315518e-05,3.269643184466986e-05
1957,2.666591149136366e-05,2.8733310273310053e-05
1958,2.492426960998273e-05,3.213766603948898e-05
1959,2.3949811520651565e-05,3.2735283184592845e-05
1960,2.3416639351125923e-05,3.2669102438376285e-05
1961,2.3215190140035702e-05,3.363603900652379e-05
1962,2.1953949726594146e-05,3.298578349131276e-05
1963,2.184103391300596e-05,3.199661750841187e-05
1964,2.1922363885096274e-05,3.62714031325595e-05
1965,2.071277936011029e-05,3.753000873985002e-05
1966,2.14644685456733e-05,3.92133242712589e-05
1967,2.08952558296005e-05,3.7632758449035464e-05
1968,2.136027489996195e-05,3.7305701425793814e-05
1969,2.1848579194738704e-05,3.4907042845588876e-05
1970,2.304237148109678e-05,3.8985231640253915e-05
1971,2.0255562617421674e-05,3.7830424844287336e-05
1972,2.0588305915225646e-05,3.5387239222473e-05
1973,2.0508015722953132e-05,3.498623937048251e-05
1974,2.0304938061599387e-05,3.654427746369038e-05
1975,1.9844537064273027e-05,3.775688355744933e-05
1976,1.95579740420726e-05,3.370523700141348e-05
1977,2.0426518290150852e-05,3.430747710808646e-05
1978,1.9726921550500265e-05,3.388929189895862e-05
1979,1.9442010852799285e-05,3.5589945127867395e-05
1980,2.032498196058441e-05,3.3902827453857753e-05
1981,1.960793792932236e-05,3.631308254625765e-05
1982,2.147733721358236e-05,3.5598162412497913e-05
1983,1.769235859683249e-05,3.7392986996565014e-05
1984,1.9131507997371955e-05,3.6283815006754594e-05
1985,1.9714788777491776e-05,3.8687857340846676e-05
1986,1.7413381215192203e-05,3.845102764898911e-05
1987,1.8069073917104106e-05,3.6678345622931374e-05
1988,1.697744278317259e-05,3.779747794396826e-05
1989,1.778974819899304e-05,3.60838544111175e-05
1990,1.9664726778501063e-05,3.5551902328734286e-05
1991,1.7314181832261966e-05,3.797819272222114e-05
1992,1.727147048313782e-05,3.763952918234281e-05
1993,1.6685200307620107e-05,4.090815400559222e-05
1994,1.7116609683398565e-05,4.1315336147818016e-05
1995,1.5510920434280706e-05,3.976825610152446e-05
1996,1.6415167351624405e-05,4.031380694868858e-05
1997,1.4807592947363446e-05,4.0716804505791515e-05
1998,1.445076907202747e-05,4.161861670581857e-05
1999,1.5702297332609305e-05,4.0546824948251015e-05
2000,1.5205097611215024e-05,4.0078172787616495e-05
2001,1.502711859302508e-05,3.954700923713972e-05
2002,1.43392993550151e-05,4.066912606504047e-05
2003,1.465381808429811e-05,4.2227596622979036e-05
2004,1.3170325416922424e-05,4.1566254822100746e-05
2005,1.3489631157881377e-05,4.053149586979998e-05
2006,1.4077830655878643e-05,4.1822114326350857e-05
2007,1.3562456047111482e-05,4.308445750211831e-05
2008,1.5049197713778995e-05,4.219293168716831e-05
2009,1.572406858940667e-05,4.323081611801172e-05
2010,1.5020716773506138e-05,4.531109379968257e-05
2011,1.588592635926034e-05,4.2944736378558446e-05
2012,1.623828507035796e-05,4.328473232817487e-05
2013,1.4199435554473894e-05,4.476684989640489e-05
2014,1.524733295354963e-05,4.543970317172352e-05
2015,1.5495413208554965e-05,4.30822456110036e-05
2016,1.8074306353810243e-05,4.238686733515351e-05
2017,1.6079032775451196e-05,4.631416686606826e-05
2018,1.484988683841948e-05,4.772047577716876e-05
2019,1.3831200817548961e-05,4.669608551921556e-05
