year,nos_DET archers_NOUN,nos_DET marchés_NOUN
1941,5.9030051957620344e-09,2.066051867366525e-07
1942,0.0,2.4273693588483525e-07
1943,0.0,2.409685184723287e-07
1944,0.0,2.4420214117526484e-07
1945,2.178504043826024e-09,1.7210182079452352e-07
1946,1.3921104269343232e-09,2.0881656581650532e-07
1947,1.1920870957027319e-09,1.883497642296561e-07
1948,2.174377566888097e-09,2.120018187667938e-07
1949,0.0,1.7670614305131949e-07
1950,4.2541445921528975e-09,1.808011433901413e-07
1951,0.0,1.4073050558227607e-07
1952,0.0,1.1810180033933193e-07
1953,2.1547654771580937e-09,1.3898237427589777e-07
1954,2.9317608341017376e-09,1.29974725648907e-07
1955,3.754243138587299e-09,1.651866958773951e-07
1956,1.744228317335228e-09,1.4302671869081962e-07
1957,2.6505113104313693e-09,1.1838950308984408e-07
1958,3.3088973783179654e-09,1.0340304579248283e-07
1959,0.0,1.4803927905759906e-07
1960,4.152500121534786e-09,1.3495625483805895e-07
1961,1.3896318540318475e-09,1.2159278472978485e-07
1962,5.7077609305622445e-09,1.6742764907817786e-07
1963,3.879631726988464e-09,1.4807262438409907e-07
1964,4.867174663303331e-09,1.7339310431907506e-07
1965,7.1136563306595235e-09,1.1600732197081243e-07
1966,5.539074865446025e-09,9.748771778728127e-08
1967,3.9442684118817795e-09,1.6861747986762765e-07
1968,3.5931326525240337e-09,2.021137189833766e-07
1969,7.266812429573832e-09,1.930247037762456e-07
1970,1.3796175313274261e-09,1.6739359187667446e-07
1971,3.083038491169532e-09,1.5877648062989635e-07
1972,4.104117490300041e-09,1.2158448026156066e-07
1973,7.1671650836435674e-09,1.516130985201869e-07
1974,2.2502286700643026e-09,2.3121100056755495e-07
1975,9.709516746170266e-09,1.3479093574630951e-07
1976,1.142705374768127e-09,1.5083710724894672e-07
1977,9.402850942308305e-09,1.3046455227261333e-07
1978,2.67326614178387e-08,1.550494341806541e-07
1979,4.096381456264453e-09,1.4981051499329823e-07
1980,1.7055452050662723e-09,2.376393046787939e-07
1981,4.427884725544118e-09,1.5181318779866615e-07
1982,3.7245013739806154e-09,1.6015355530640818e-07
1983,3.157657912922218e-09,2.0524777166741615e-07
1984,2.8995041922996734e-09,2.3543974414508284e-07
1985,3.609334831011779e-09,2.021227540893733e-07
1986,4.196139880008332e-09,2.3438438701006703e-07
1987,3.055408426266837e-09,1.552147523842251e-07
1988,8.39517544370949e-09,1.984859343551193e-07
1989,6.585746392673286e-09,2.480631291490454e-07
1990,7.083246433836621e-09,1.776260205588187e-07
1991,8.792197858653594e-09,2.0925431165608188e-07
1992,4.4079553340736766e-09,1.619923537532486e-07
1993,3.323524400133948e-09,2.1602908839568613e-07
1994,2.1099706426497278e-09,2.4475660564959867e-07
1995,5.422450821690461e-10,1.7189168666220667e-07
1996,3.2028553142993132e-09,1.6334562324971102e-07
1997,3.3564260260021683e-09,1.4480581445042162e-07
1998,4.768129224785866e-10,1.416134318699136e-07
1999,2.7421206971744994e-09,1.5584385515410304e-07
2000,3.5344251969604557e-09,1.3033193591027725e-07
2001,3.5049693702937645e-09,1.3056010672585217e-07
2002,1.314366449012283e-09,1.8182069161376546e-07
2003,3.75023062604285e-09,1.250076895331631e-07
2004,5.285749449246424e-09,1.2773893920403623e-07
2005,5.854874363109275e-09,1.2970798368705516e-07
2006,5.353256948836815e-09,1.2065417642759257e-07
2007,7.589511019645556e-09,1.1703824820408215e-07
2008,2.980207747249608e-09,1.3410935695290505e-07
2009,1.0013204043701762e-08,1.2731074638949735e-07
2010,1.5116137674908714e-08,9.25863400391691e-08
2011,8.795135508776752e-09,1.063064229978039e-07
2012,1.5659562313530273e-08,8.987227451129343e-08
2013,2.342865101923053e-08,6.917029793385154e-08
2014,2.2737174143472316e-08,1.0155938001688014e-07
2015,2.770719298439417e-08,8.62247824251483e-08
2016,2.029913281909046e-08,1.1868778160284421e-07
2017,2.565923518105251e-08,5.6349692245660776e-08
2018,2.3749493927027743e-08,6.143890884935388e-08
2019,2.7295569804408615e-08,5.0254457706344624e-08
