year,vos_DET eaux_NOUN,vos_DET mots_NOUN
1852,5.403752667554329e-08,1.7578472011337e-08
1853,3.881755716861335e-08,1.9110181659343084e-08
1854,4.676097908884458e-08,2.0782657372819813e-08
1855,3.980202833986368e-08,4.139410947345823e-08
1856,3.36517302912398e-08,2.8992259260007813e-08
1857,4.393358032928063e-08,2.8312753030945714e-08
1858,3.3766365703513657e-08,2.8383320360703124e-08
1859,2.7497736532211547e-08,1.2730433596175317e-08
1860,5.8587955015232396e-08,2.6547666370779766e-08
1861,5.046081197335184e-08,2.169343338298546e-08
1862,6.957699216769697e-08,2.710791768834042e-08
1863,5.344244291549671e-08,1.848009767435599e-08
1864,8.582563282288902e-08,1.4863656749852794e-08
1865,7.954566783041628e-08,1.1767111285365672e-08
1866,4.3303953534135076e-08,1.6056522778029603e-08
1867,4.949867715708933e-08,1.844068364675877e-08
1868,4.347089188616593e-08,1.7289560005906424e-08
1869,4.053320767916091e-08,2.24641887314192e-08
1870,4.300536593504489e-08,2.1789384518910992e-08
1871,2.230447138096281e-08,1.3807530230280918e-08
1872,4.233137573805834e-08,2.1770421909650395e-08
1873,4.3697831131339626e-08,2.2746816319418883e-08
1874,3.2262889249068394e-08,1.553398404352535e-08
1875,3.4901315615343265e-08,2.0025344937835143e-08
1876,6.227394910851558e-08,4.171750300763222e-08
1877,6.061119695033312e-08,2.1028374708187414e-08
1878,2.4760263173106978e-08,2.0532900657510567e-08
1879,2.565916623620268e-08,2.6881032066938815e-08
1880,6.482024983434087e-08,1.3477477356360623e-08
1881,2.161477319351235e-08,4.5321300490286376e-08
1882,2.1297232422057277e-08,1.9966154507500278e-08
1883,2.1485751844352308e-08,2.1485751844352308e-08
1884,1.9805090012425808e-08,2.77271263726675e-08
1885,2.127059772760731e-08,3.674012216681177e-08
1886,2.774989432685615e-08,1.936039151217983e-08
1887,3.3297517243457975e-08,1.828098916689669e-08
1888,7.22830080235326e-08,1.5851536971922542e-08
1889,2.380751951136517e-08,1.3783300445435742e-08
1890,2.0318598359381213e-08,2.1629475099871343e-08
1891,3.6970476458009216e-08,1.3385862196457765e-08
1892,3.008885940403161e-08,1.6924983636812385e-08
1893,3.4487133149241345e-08,2.0322774685332945e-08
1894,4.348062176973144e-08,2.3945849747519787e-08
1895,2.9491210362664333e-08,1.9861428057765806e-08
1896,1.592197840238896e-08,1.4152869320938066e-08
1897,3.379494017963225e-08,2.2724183423861177e-08
1898,3.168678830434146e-08,2.7160104387746742e-08
1899,2.2110313580014918e-08,4.4220628936386674e-08
1900,2.906989848838748e-08,1.9726002054021308e-08
1901,2.6825947685438223e-08,2.347270311453542e-08
1902,1.669496474399068e-08,1.8659078726557254e-08
1903,2.75411240480139e-08,3.402138926134057e-08
1904,1.7198800605910947e-08,2.579820179704484e-08
1905,2.7868098939620722e-08,1.2901897883388358e-08
1906,1.3374879870298173e-08,2.4692085265343167e-08
1907,4.0628462372183094e-08,1.851423608867364e-08
1908,2.2101251051509507e-08,2.0627834107500576e-08
1909,2.8605114721358404e-08,3.135560788791736e-08
1910,2.2979847358328698e-08,5.237267686197811e-08
1911,2.4473720827700163e-08,4.4691142342401236e-08
1912,2.6047105805560022e-08,4.9489502940147645e-08
1913,2.598464909908671e-08,5.090870081048138e-08
1914,2.276892807628883e-08,3.0135347550697134e-08
1915,1.8849219074468238e-08,2.709575319670421e-08
1916,8.789969641043172e-09,4.394984642885902e-08
1917,3.509255963596303e-08,2.19328495365545e-08
1918,1.8378202071289707e-08,2.986457925402419e-08
1919,1.8415697411455767e-08,5.7088660021520354e-08
1920,4.391894270483476e-08,3.8618381381638756e-08
1921,1.6660043622440668e-08,2.3475517973992055e-08
1922,2.8036154453570106e-08,7.009038832661574e-08
1923,1.2739137744688378e-08,4.246379381456222e-08
1924,2.5783249313349188e-08,4.640984796466796e-08
1925,2.74954441437103e-08,5.0591619782380803e-08
1926,4.12407112904134e-08,5.238685218955652e-08
1927,3.6792442870137165e-08,3.5677519605314956e-08
1928,9.14083297942625e-09,3.770593770546782e-08
1929,3.230717737778832e-08,3.007909721297608e-08
1930,3.7812974085227324e-08,2.5208648168906223e-08
1931,1.596749932275543e-08,1.0264820993199919e-08
1932,1.643930525041526e-08,2.9590749517360848e-08
1933,1.3764794637438627e-08,1.8353059516584835e-08
1934,2.7557634396657704e-08,3.5944740517379614e-08
1935,3.949533677882755e-08,3.111753965612252e-08
1936,1.9399542861009422e-08,4.001155939903356e-08
1937,8.813782592653752e-09,3.399601977704947e-08
1938,2.8523471029551217e-08,5.186085783037697e-08
1939,1.8352860564618823e-08,3.058810182920979e-08
1940,2.028626333583361e-08,3.296517858686343e-08
1941,2.3612020783048138e-08,3.541803028639379e-08
1942,2.7307905936524435e-08,1.5171058853624686e-08
1943,3.193558839598154e-08,3.193558839598154e-08
1944,2.8918675454292497e-08,2.8918675454292497e-08
1945,1.089252021913012e-08,4.357007954425285e-08
1946,4.5939644977011085e-08,4.733175540394541e-08
1947,2.622591654954931e-08,4.7683483828109274e-08
1948,2.391815279167986e-08,5.544662862178029e-08
1949,1.9634016634739737e-08,3.337782894519137e-08
1950,4.1477910883713776e-08,6.381216932638267e-08
1951,1.8124382994422206e-08,4.584402824026057e-08
1952,2.4253049346611988e-08,6.959570586495545e-08
1953,3.555363137230927e-08,3.986316299275927e-08
1954,2.73631017844167e-08,4.299915978833724e-08
1955,2.0648337706319353e-08,3.6603872377583e-08
1956,2.5291310157271596e-08,4.534993625071593e-08
1957,2.2087593976038988e-08,2.3854601849393475e-08
1958,1.9026160202884057e-08,4.632456179765043e-08
1959,1.9376869886400527e-08,5.425523541546795e-08
1960,2.2838749558218296e-08,5.3290415857887297e-08
1961,2.36237411854745e-08,5.072156117336135e-08
1962,2.1562652108286784e-08,4.946726006593849e-08
1963,1.8104948651398445e-08,3.9442924482102626e-08
1964,2.6161064370366915e-08,3.650381130704261e-08
1965,3.0643441562006046e-08,5.1984411442163037e-08
1966,1.9386760974349215e-08,5.3729023896664785e-08
1967,2.8102911997507363e-08,6.557345999524955e-08
1968,2.2007937222623397e-08,4.805815101427413e-08
1969,1.9075382495792326e-08,4.178417234435017e-08
1970,2.0234390524231927e-08,4.966623157187655e-08
1971,2.9288864888954436e-08,5.498085275945641e-08
1972,3.334595388704287e-08,5.643161382629103e-08
1973,2.4258095976392724e-08,4.6862231650735e-08
1974,1.2938814464291681e-08,3.6003657055694305e-08
1975,2.1132476213381324e-08,3.940921411427212e-08
1976,5.713526984862938e-09,4.399415742817325e-08
1977,1.8805701551549703e-08,7.345977470762932e-08
1978,2.792077880009458e-08,3.386137237271214e-08
1979,2.4578287849408298e-08,5.969012839557308e-08
1980,1.193881615790815e-08,4.4344174665589264e-08
1981,1.0120879023745033e-08,6.325549417596221e-08
1982,9.9320033308814e-09,5.400526825738439e-08
1983,1.1999100824056086e-08,7.073153973635726e-08
1984,1.2177917618760858e-08,6.668860041969538e-08
1985,2.3460676956688076e-08,6.135869146106643e-08
1986,2.2779045372178786e-08,6.114375072918676e-08
1987,1.6499206278997036e-08,5.866384134023406e-08
1988,5.396898483667201e-09,5.9965539644935e-08
1989,1.3171493229435782e-08,5.3783596021261815e-08
1990,9.262707045820662e-09,6.538381214227229e-08
1991,6.4476117778156095e-09,8.850812793781415e-08
1992,1.2121877057680308e-08,7.218026665256616e-08
1993,8.308811083601597e-09,8.253418837256277e-08
1994,1.635227242502424e-08,9.705865178233353e-08
1995,1.4640617329586547e-08,6.235818439392915e-08
1996,1.7615704006601618e-08,6.2455678406792e-08
1997,1.5823152565985765e-08,6.473107694304758e-08
1998,8.58263260461456e-09,8.153500807850378e-08
1999,1.4624643496219392e-08,7.769341880958791e-08
2000,1.0603275590881367e-08,7.201391261091317e-08
2001,1.8839211080035057e-08,7.228999643338341e-08
2002,1.0076809608960957e-08,6.703269050944982e-08
2003,1.6250998768896352e-08,1.0125622473822204e-07
2004,1.9381080740288326e-08,1.356675660701967e-07
2005,1.6213498099659773e-08,1.157463649370527e-07
2006,1.8942294399693083e-08,1.1777164932169626e-07
2007,1.3181781888249589e-08,1.6017862547457185e-07
2008,1.7029759102893394e-08,1.592282510287646e-07
2009,9.53638501499654e-09,2.3030369433740816e-07
2010,1.5588517143783065e-08,2.569743475788755e-07
2011,1.3383901764640882e-08,3.9463391221516986e-07
2012,1.838296448397614e-08,3.6085079102576856e-07
2013,1.506127500494614e-08,3.9103533389095446e-07
2014,2.2087541018400714e-08,3.670429542523834e-07
2015,1.5516028128992332e-08,3.7482289805268465e-07
2016,2.7963090620808373e-08,3.4757085742853633e-07
2017,2.591079645286598e-08,3.5922928987019986e-07
2018,1.4972507067501084e-08,4.401400808262679e-07
2019,1.8367111442874062e-08,4.211680746379898e-07
