year,pas_ADV uni_VERB,pas_ADV muni_VERB
1904,8.06193796165644e-08,1.4726472841175564e-07
1905,6.502556715304308e-08,1.7494973292286886e-07
1906,6.635998062165527e-08,1.2500368029577658e-07
1907,4.4742737514980035e-08,1.3319964864422218e-07
1908,5.942780845202833e-08,1.4635939749041427e-07
1909,7.866406548373561e-08,1.4577607032606466e-07
1910,4.9700602744451317e-08,1.42154405580186e-07
1911,6.437652899649038e-08,1.6173937922303594e-07
1912,5.730363383804615e-08,1.5940828745897306e-07
1913,5.992378504515727e-08,1.3734742765336705e-07
1914,7.768223042603495e-08,1.3795292375107238e-07
1915,7.304072369151982e-08,1.1073916539316997e-07
1916,3.955486249651585e-08,1.0987461962486123e-07
1917,4.0575770299255964e-08,1.0198774447189862e-07
1918,5.743188324913717e-08,9.993147642717304e-08
1919,4.235610262526279e-08,1.0589025833951382e-07
1920,6.739286106949294e-08,1.0601124245113169e-07
1921,6.28538003866197e-08,1.1889213169524737e-07
1922,5.902348476638508e-08,1.0402889216720723e-07
1923,3.290944050604594e-08,1.3163776202418376e-07
1924,7.09039369439779e-08,1.1344629768927916e-07
1925,6.818870446068104e-08,1.2097996204829542e-07
1926,4.458455293843144e-08,7.133528612257578e-08
1927,3.9022285847067906e-08,1.1260716803462856e-07
1928,4.798937425221084e-08,1.0854738974330758e-07
1929,6.795647777835256e-08,1.0806193984080892e-07
1930,5.7769820926978355e-08,9.5582791459492e-08
1931,4.1059283972799676e-08,1.1063195870519849e-07
1932,4.4934100884574946e-08,1.150751316458809e-07
1933,4.12943848004943e-08,8.25887696009886e-08
1934,5.990790441501304e-08,1.1382500986201194e-07
1935,5.505410882733486e-08,1.0053358323602879e-07
1936,5.092380206406233e-08,1.115473722279603e-07
1937,3.903246792447135e-08,1.611663122957907e-07
1938,4.2785206488815675e-08,1.1668692678767911e-07
1939,5.6587985852729616e-08,1.3611705185212486e-07
1940,7.353770570261986e-08,1.4707541140523972e-07
1941,4.427253941230447e-08,1.4462362685208063e-07
1942,7.282108072104165e-08,1.365395263519531e-07
1943,5.8064703267746154e-08,3.774205836748479e-08
1944,2.5705489292704442e-08,8.996921252446555e-08
1945,5.010559434026618e-08,6.971212940243277e-08
1946,6.960551957035932e-08,6.682130049284751e-08
1947,6.556479092978407e-08,7.510148947176276e-08
1948,6.088257009650988e-08,5.6533817627268945e-08
1949,4.712163814701853e-08,6.675565344949064e-08
1950,3.722376362702562e-08,6.487570658464392e-08
1951,5.757156884556025e-08,9.062191708153478e-08
1952,3.796129277588989e-08,8.224947123380844e-08
1953,6.572035005092403e-08,9.80418306539832e-08
1954,4.0067398288101685e-08,6.254423112750374e-08
1955,5.443652639769425e-08,6.476069103200643e-08
1956,3.750090726839517e-08,7.936238688444064e-08
1957,4.682570065028813e-08,7.509782307124624e-08
1958,3.9706769427994004e-08,6.86596237642334e-08
1959,2.5577467255288866e-08,6.123090656728891e-08
1960,3.8064584373387333e-08,6.3671663497189e-08
1961,4.516303420132317e-08,6.531269747256374e-08
1962,4.3759499135376245e-08,8.371382165250907e-08
1963,5.302163685882988e-08,5.819448034571906e-08
1964,4.988854129805986e-08,6.449006662023749e-08
1965,4.268193976031398e-08,5.581484074923537e-08
1966,3.378835700118543e-08,4.818994980837488e-08
1967,3.056808139945133e-08,5.669885894121762e-08
1968,3.952445837285268e-08,7.141350977235561e-08
1969,5.268439196015606e-08,7.72098829315837e-08
1970,3.7709543931896405e-08,9.84127126457679e-08
1971,4.6759417671182746e-08,7.450676520193156e-08
1972,3.5911028817281476e-08,5.489257048907348e-08
1973,2.866866033457427e-08,5.843995865006946e-08
1974,3.31908722728258e-08,5.794338875375615e-08
1975,2.9699696924012642e-08,6.511087491389844e-08
1976,2.742492810625663e-08,4.513686135965145e-08
1977,4.525121966025836e-08,4.2312830572655e-08
1978,2.9108898402796513e-08,4.217819693508318e-08
1979,3.3941446986318624e-08,6.378650851956991e-08
1980,3.2973872521324665e-08,3.865902442612423e-08
1981,3.28928564385933e-08,3.7320742052315836e-08
1982,4.034876610603533e-08,5.5867520387664626e-08
1983,3.4734238596456635e-08,2.7787390166622572e-08
1984,3.537395087960249e-08,3.2474446243213606e-08
1985,3.849957153079231e-08,4.6319797775140614e-08
1986,4.136195030923773e-08,5.934540681096223e-08
1987,4.827545296848257e-08,3.116516467116526e-08
1988,3.1781734577407406e-08,3.47800117594943e-08
1989,3.951447880012893e-08,2.908704743731505e-08
1990,4.195461400513523e-08,4.35892069106103e-08
1991,3.165191131415668e-08,4.278869525364826e-08
1992,3.305966345124034e-08,4.35285585353995e-08
1993,2.8249957040316076e-08,3.711268803385792e-08
1994,3.481451571474281e-08,3.3759530282395644e-08
1995,3.307695095600138e-08,4.12106260228029e-08
1996,3.3096171137003694e-08,4.056949975961288e-08
1997,3.883864607701071e-08,5.4182308417694e-08
1998,3.480734278582531e-08,4.815810683567179e-08
1999,3.519054914136177e-08,3.656160885157078e-08
2000,3.2251630699420275e-08,3.799507197754792e-08
2001,3.504969470213837e-08,3.1982846593336944e-08
2002,1.9715496790695397e-08,3.855474872693776e-08
2003,3.2501997537792704e-08,3.208530685583355e-08
2004,3.788120395142869e-08,3.215497557107483e-08
2005,3.1075870765562286e-08,2.7472871977352042e-08
2006,3.706101026068609e-08,2.3060183096390574e-08
2007,2.915970043204652e-08,3.0358044966760644e-08
2008,2.5970381400952647e-08,2.5118893631770334e-08
2009,4.100645512039591e-08,3.2423709939166656e-08
2010,3.3538931631937885e-08,2.4091344030807704e-08
2011,2.4473420623394304e-08,2.4855816960211996e-08
2012,2.655317032917992e-08,3.199997422598244e-08
2013,2.7333426189102283e-08,4.239469930666928e-08
2014,2.9016964830930192e-08,2.923350983508044e-08
2015,3.435691908748595e-08,3.480023380575403e-08
2016,3.252003821785365e-08,4.391240793211182e-08
2017,3.3457631332112214e-08,2.2892063356039216e-08
2018,2.917057351226049e-08,2.710540059069899e-08
2019,2.831596468411135e-08,3.1377147990951926e-08
