year,des_DET in_ADJ,des_DET mines_NOUN
1839,6.292327547896548e-09,3.3027727646128824e-06
1840,1.2102408852854296e-08,3.0287869989820138e-06
1841,2.247191943638427e-08,2.9951859179533358e-06
1842,4.695785538189057e-09,3.093851919544477e-06
1843,9.451057714215949e-09,2.7343090707177e-06
1844,3.2931368743049916e-09,2.817278414113389e-06
1845,8.37034175305007e-09,2.76556094291891e-06
1846,1.9319854382970902e-08,3.1028855893566742e-06
1847,9.707802561820245e-09,2.9177340437058774e-06
1848,2.252662056889676e-08,3.3476166834134347e-06
1849,1.5082946669409125e-08,2.8129695621714745e-06
1850,3.394498016007219e-09,3.3775254948409383e-06
1851,4.514607354622058e-09,3.00350373549918e-06
1852,1.7578472011337e-08,3.1478487549918555e-06
1853,4.180352286553557e-09,3.196775221425696e-06
1854,1.0391328686409906e-08,4.104055438602927e-06
1855,5.837630823180007e-09,3.0350372739462728e-06
1856,3.1063134287023786e-09,2.736662281677127e-06
1857,1.269192401176511e-08,2.9254884950091764e-06
1858,7.34051397444091e-09,3.345316825331679e-06
1859,1.3748867822016564e-08,2.213058451161487e-06
1860,7.323494255473406e-09,2.2689099701267423e-06
1861,3.772770984511453e-09,2.5277566102488436e-06
1862,4.066187830886747e-09,3.058676647071934e-06
1863,6.99246927027275e-09,2.0967417420081347e-06
1864,7.671564716815737e-09,2.3115383847027715e-06
1865,3.765475542483188e-09,2.283760924370881e-06
1866,1.5083399418358567e-08,2.1184879237523546e-06
1867,7.76449837758264e-09,2.983993709904098e-06
1868,3.704905637835765e-08,2.337548300701542e-06
1869,3.906815315701806e-09,2.2000254755738524e-06
1870,9.747882945276842e-09,2.3217162485877907e-06
1871,8.496941816815706e-09,1.8841967950322669e-06
1872,5.442605477412599e-09,2.1836943027153666e-06
1873,9.577607151811662e-09,2.054995306366436e-06
1874,7.766991494406739e-09,2.331889842110968e-06
1875,1.4303817685856757e-08,2.46712259510673e-06
1876,7.255217759905008e-09,2.4976088042194533e-06
1877,7.4217790801967e-09,2.5048505634117646e-06
1878,8.454723976480949e-09,2.4397917606222563e-06
1879,1.710611030603104e-08,2.4247912762120905e-06
1880,8.984985200299889e-09,2.372677702311421e-06
1881,1.5339516323820135e-08,2.526139475378386e-06
1882,1.1314154724217929e-08,2.5729717982869715e-06
1883,1.3902545781263598e-08,2.243997251127894e-06
1884,9.902545450302114e-09,2.8862619956271374e-06
1885,4.511945039809007e-09,2.6491563751562808e-06
1886,1.5488312854472497e-08,2.870500647844665e-06
1887,8.48760173255414e-09,2.7375781961325174e-06
1888,6.974675947901687e-09,2.378364516886222e-06
1889,5.638623234993645e-09,2.6983943222091966e-06
1890,2.621754646714436e-09,2.7017180315169753e-06
1891,1.1473596073230397e-08,2.655500100701147e-06
1892,1.0029619579299265e-08,2.7380861169490345e-06
1893,1.1085149687062312e-08,2.7583548884990705e-06
1894,5.041231432301174e-09,2.5477122420625165e-06
1895,7.22233739480771e-09,2.5482812731070226e-06
1896,1.7691086373616827e-09,2.871853059360774e-06
1897,4.661370844871726e-09,2.809058692321287e-06
1898,4.526684027617023e-09,2.5649323021070813e-06
1899,3.3165470370022376e-09,2.9030841517396766e-06
1900,6.74836919678512e-09,3.207551706907452e-06
1901,6.706486921359556e-09,2.6971254207808215e-06
1902,3.928227076954727e-09,2.612762092013554e-06
1903,9.720396931811592e-09,3.0327637716709432e-06
1904,6.987012746151322e-09,2.8969228864639263e-06
1905,6.192911072844254e-09,2.684110873119039e-06
1906,9.773950260250075e-09,2.7469946140001866e-06
1907,2.5714217422034835e-09,2.915478003018279e-06
1908,4.4202499438483756e-09,3.083861280117617e-06
1909,9.901770070541716e-09,2.608566312289895e-06
1910,6.412980702030779e-09,3.575236721786723e-06
1911,5.3203743632934675e-09,2.8597009951170094e-06
1912,6.251305251225858e-09,2.5333415507589052e-06
1913,2.121195885607108e-09,3.3106564352181067e-06
1914,6.027069510139427e-09,3.1200129200215088e-06
1915,3.534228465440492e-09,5.171754509092352e-06
1916,6.592477230782379e-09,4.322467511030936e-06
1917,4.386569774084137e-09,3.902950457046472e-06
1918,1.378365155346728e-08,3.6676000405577724e-06
1919,1.0128633542993981e-08,3.822177795598236e-06
1920,5.300562211374427e-09,3.700549548568688e-06
1921,3.0290989716519334e-09,3.430454622588286e-06
1922,9.591316185719734e-09,3.2986750042596213e-06
1923,4.246379248229459e-09,2.686896547032802e-06
1924,7.734974438733389e-09,2.486794439704454e-06
1925,1.0998178368026856e-08,2.4382960468471992e-06
1926,4.458455382660986e-09,2.3473767072346163e-06
1927,7.804457524684949e-09,2.593309783804898e-06
1928,5.713020501119104e-09,2.78452628776904e-06
1929,4.4561625500705304e-09,2.1456423020538296e-06
1930,2.100720708497761e-09,2.2047063268360034e-06
1931,4.5621426636444085e-09,2.0598074570443714e-06
1932,9.863582839386709e-09,2.3091743095449146e-06
1933,1.1470662197865522e-09,2.1209254086329565e-06
1934,7.188948103475923e-09,2.286085447167352e-06
1935,2.393656828303392e-09,2.039395662123411e-06
1936,7.274828739411987e-09,2.4552547124301327e-06
1937,1.2591118370153254e-08,2.4943005350053227e-06
1938,2.5930428915188486e-09,2.4543150232148037e-06
1939,7.647025235257843e-09,2.560224046987969e-06
1940,7.607348528892999e-09,2.272061420782734e-06
1941,5.9030051957620344e-09,2.2372389452129937e-06
1942,0.0,1.9054850071142937e-06
1943,0.0,2.0322646783199616e-06
1944,3.2131861615880553e-09,2.795472060057591e-06
1945,4.357008087652048e-09,2.9714794145263568e-06
1946,1.6705325123211878e-08,2.2343371455235683e-06
1947,4.7683483828109274e-09,2.5641794252351247e-06
1948,3.2615663503321457e-09,2.0515252430186592e-06
1949,2.945102384188658e-09,2.8547861106176242e-06
1950,1.0635361036293034e-08,2.9683294897608903e-06
1951,9.595261474260042e-09,2.1141559720661007e-06
1952,4.2179215675730575e-09,2.0731085079717104e-06
1953,3.232148326759443e-09,2.0427177176429723e-06
1954,7.818028890937967e-09,1.8978264684221813e-06
1955,8.447047505910632e-09,2.150242835341487e-06
1956,5.232684952005684e-09,2.1610989850984197e-06
1957,7.951534097827562e-09,2.0196896350910265e-06
1958,6.617794756635931e-09,1.977066236946712e-06
1959,6.200598368089061e-09,2.098127486860335e-06
1960,3.460416619915918e-09,2.010502136329251e-06
1961,7.64297514166401e-09,1.7738650672782796e-06
1962,4.43936931660005e-09,1.9387360818967636e-06
1963,1.939815863494232e-09,1.8706292514991674e-06
1964,3.041984220075733e-09,1.7029026881942855e-06
1965,8.755269398363907e-09,1.7247880883530797e-06
1966,4.985167278981351e-09,1.861683006865178e-06
1967,4.437302081328198e-09,1.7029378618360624e-06
1968,6.737123747768692e-09,2.0265267188790403e-06
1969,6.358460841182634e-09,2.0492410897077207e-06
1970,5.518470125309705e-09,1.8496072424767362e-06
1971,9.762954888969944e-09,1.6828252249467823e-06
1972,3.0780880067027283e-09,1.544687254551036e-06
1973,2.205281512956958e-09,1.661128322894001e-06
1974,5.063014563155832e-09,1.715236766841599e-06
1975,1.7134440533084216e-09,1.663182970901289e-06
1976,7.427584769459372e-09,1.6454957361133893e-06
1977,8.22749424145286e-09,1.7442288058333588e-06
1978,5.940591130126904e-09,1.5588111530462356e-06
1979,7.607565244427406e-09,1.7415472903792306e-06
1980,4.548120602354544e-09,1.6521047641049336e-06
1981,8.223214609248686e-09,1.5023179962270206e-06
1982,2.483000915987077e-09,1.3979294628541084e-06
1983,3.157658134966823e-09,1.4859938737288303e-06
1984,6.3789091786503604e-09,1.5216598221456934e-06
1985,6.617113634810323e-09,1.596529147107617e-06
1986,7.792831269171074e-09,1.6706630514562448e-06
1987,4.888653315493485e-09,1.3492683788030035e-06
1988,1.798966087207532e-09,1.630462980628522e-06
1989,4.939309961038418e-09,1.4444738063446039e-06
1990,3.2691906959314565e-09,1.6983445298990318e-06
1991,2.344586136349136e-09,1.5222225684397017e-06
1992,2.2039776670368383e-09,1.3851999280944938e-06
1993,5.539207315052863e-09,1.3914488530275548e-06
1994,2.637463358823311e-09,1.4226477347278887e-06
1995,1.0844901643380922e-09,1.2623465623917696e-06
1996,3.2028553142993132e-09,1.2742025656820033e-06
1997,4.315405033317177e-09,1.443742688067573e-06
1998,4.291316191284977e-09,1.2778586047090812e-06
1999,7.769341614505265e-09,1.315760894904372e-06
2000,3.976228346580513e-09,1.1535479780278024e-06
2001,1.7524847129024579e-09,1.1632117655757668e-06
2002,3.9430991805033955e-09,1.2556581134859357e-06
2003,2.5001538617175356e-09,1.2359093863878456e-06
2004,4.845270407116686e-09,1.2033889831286615e-06
2005,1.3511248786457486e-09,1.1070216308084468e-06
2006,1.6471559671771274e-09,1.1151246250840074e-06
2007,1.5977917877663117e-09,1.1084681013073805e-06
2008,2.554463834902876e-09,1.3338558897402208e-06
2009,4.76819250749827e-10,1.1391212419997743e-06
2010,6.140930874920514e-09,1.2980983097321541e-06
2011,1.1471915639660324e-09,1.2955617383347828e-06
2012,3.404252713057332e-10,1.3603393319572277e-06
2013,1.952387529424726e-09,1.4015353708707323e-06
2014,6.496335691608124e-10,1.6006971110815726e-06
2015,1.7732603163622684e-09,1.4516352543347821e-06
2016,1.2428040818690533e-09,1.4344029377610923e-06
2017,2.515611330355938e-10,1.1184408421627268e-06
2018,0.0,1.3291972302820199e-06
2019,2.550987698857199e-09,1.2201374113285368e-06
