year,derniers_ADJ arrêts_NOUN,derniers_ADJ marais_NOUN
1903,6.696273402440056e-08,1.6200660812870638e-09
1904,4.245953988402107e-08,0.0
1905,5.212366716023098e-08,5.160759042333041e-10
1906,5.401393821102829e-08,3.0865106026567446e-09
1907,4.782844342798853e-08,6.1714118260169926e-09
1908,4.862275204686739e-08,1.4734167219643268e-09
1909,5.555993354278144e-08,3.850688656825696e-09
1910,4.80973554317643e-08,5.344150677544235e-10
1911,5.7460042057755345e-08,0.0
1912,5.5219864236732974e-08,1.0418842455450772e-09
1913,7.583275163369763e-08,0.0
1914,9.710278447983e-08,6.696743715117748e-10
1915,1.1662954335633913e-07,2.3561523843085297e-09
1916,4.0653610255958483e-08,6.592477230782379e-09
1917,5.702540661900457e-08,8.773139548168274e-09
1918,3.101321510712296e-08,0.0
1919,6.44549373873815e-08,0.0
1920,8.85951081386338e-08,0.0
1921,1.1434848801172848e-07,0.0
1922,8.558404829273059e-08,0.0
1923,1.0722107646188306e-07,0.0
1924,2.1915761649893284e-08,0.0
1925,5.49908882874206e-08,1.0998177923937646e-09
1926,3.343841470382358e-08,1.1146138456652466e-09
1927,2.7873062080630007e-08,3.3447675740205796e-09
1928,3.884854038460617e-08,6.8556245125250825e-09
1929,3.8991423423340166e-08,1.1140406375176326e-09
1930,3.151081173768944e-08,1.0503603542488804e-09
1931,4.334035708097872e-08,2.2810713318222042e-09
1932,3.1782654730250215e-08,0.0
1933,2.064719240024715e-08,0.0
1934,3.714289675826876e-08,0.0
1935,3.231436807027421e-08,0.0
1936,2.0612015205756506e-08,0.0
1937,2.7700460591972842e-08,2.5182236296217297e-09
1938,3.5006078036303734e-08,2.5930428915188486e-09
1939,3.8235125288110794e-08,6.117620188206274e-09
1940,1.5214697057785997e-08,0.0
1941,1.7709016475464523e-08,8.854508237732261e-09
1942,3.3376331032286544e-08,3.034211770724937e-09
1943,1.4516175816936538e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,2.178504132643866e-08,0.0
1946,1.3921104269343232e-08,1.3921104269343232e-09
1947,1.549713246618012e-08,2.3841741914054637e-09
1948,2.717971980814582e-08,0.0
1949,2.2579119018928395e-08,0.0
1950,3.084254984742074e-08,0.0
1951,3.4116485636559446e-08,0.0
1952,5.377849987553418e-08,0.0
1953,5.171437322815109e-08,0.0
1954,5.961246785091134e-08,9.772536113672459e-10
1955,5.443652639769425e-08,0.0
1956,4.7094165012140365e-08,0.0
1957,3.975766915687018e-08,0.0
1958,4.1361218450219894e-08,0.0
1959,5.425523497137874e-08,1.5501495642666896e-09
1960,4.014083287984249e-08,0.0
1961,4.446821932901912e-08,3.47407969059077e-09
1962,3.361236977639237e-08,6.341956404476434e-10
1963,3.814971449855875e-08,3.2330267352165265e-09
1964,3.6503809752730376e-08,2.4335873316516654e-09
1965,2.0793764932136583e-08,5.472043373977442e-10
1966,2.215629990587331e-08,3.3234448526542337e-09
1967,2.267954357648705e-08,0.0
1968,1.7067380397861598e-08,4.4914158503495116e-10
1969,1.9529558414888015e-08,1.3625273131978588e-09
1970,1.2876429700270364e-08,9.197450023812337e-10
1971,1.798439086542203e-08,1.541519245584766e-09
1972,2.1033601527165047e-08,0.0
1973,1.7090931336838366e-08,0.0
1974,1.7439271360331077e-08,1.1251143350321513e-09
1975,2.9128548462153958e-08,1.7134440533084216e-09
1976,2.513951891103261e-08,0.0
1977,1.704266772151186e-08,2.3507127355770763e-09
1978,2.0198010375338527e-08,1.1881182704343018e-09
1979,2.750427441355896e-08,0.0
1980,2.1603572264439208e-08,0.0
1981,2.340453342242199e-08,2.5302198114474095e-09
1982,1.738100685599875e-08,1.2415004579935385e-09
1983,2.1472073896688926e-08,1.89459470334441e-09
1984,2.8415142239168745e-08,2.3196033982486597e-09
1985,1.6843562988810845e-08,2.4062232206745193e-09
1986,2.2779044428489215e-08,1.7983456945813714e-09
1987,2.0776777631681398e-08,3.0554083707556856e-09
1988,1.798966131616453e-08,5.996553809062277e-10
1989,3.1831110192115375e-08,1.6464366536794728e-09
1990,3.160217687536715e-08,0.0
1991,3.458264430378222e-08,2.344586080837985e-09
1992,2.644773289262048e-08,4.4079553340736766e-09
1993,2.4926434250005514e-08,4.4313659408601325e-09
1994,2.5319646823618314e-08,5.274926606624319e-10
1995,3.036572593373421e-08,1.0844901643380922e-09
1996,2.6690461396583487e-08,1.067618438099771e-09
1997,2.6851409984374186e-08,1.438468344439059e-09
1998,2.0979769033147022e-08,4.768129224785866e-10
1999,2.1936966021485205e-08,9.140402323914998e-10
2000,2.164835422036049e-08,0.0
2001,1.9715452381774412e-08,0.0
2002,2.1467984723244626e-08,4.38122149670761e-10
2003,1.9584538435424292e-08,3.333538334260311e-09
2004,1.9381081628466745e-08,1.3214374039449694e-09
2005,2.296912349208924e-08,9.007499190971657e-10
2006,2.0177660431386357e-08,2.0589450144825605e-09
2007,1.3581230362547103e-08,7.988958938831558e-10
2008,1.1069342775726909e-08,2.554463751636149e-09
2009,1.5258216023994464e-08,1.907277002999308e-09
2010,1.2754241218715379e-08,1.4171379625338432e-09
2011,9.55992973672437e-09,1.529588788962144e-09
2012,1.0212757750593937e-08,6.808505426114664e-10
2013,2.119734965333464e-08,1.9523875849358774e-09
2014,1.1043770342666903e-08,2.165445156521173e-09
2015,1.9505863591007255e-08,2.438232948875907e-09
2016,1.8020658743012063e-08,2.6927420293532123e-09
2017,1.9873329648589788e-08,1.2578056374223934e-09
2018,1.161660012627408e-08,1.5488800242380307e-09
2019,2.2958889900337454e-08,2.04079020349468e-09
