year,avez_VERB hérité_VERB,avez_VERB mérité_VERB
1857,2.245494101771328e-08,9.763018171682347e-10
1858,2.0553439838977283e-08,4.893676019968041e-10
1859,3.0043821652725455e-08,5.092173349652285e-10
1860,2.4259074749011234e-08,1.373155145145688e-09
1861,2.4051415081771665e-08,3.3011746669586728e-09
1862,3.11741068514948e-08,3.162590411776023e-09
1863,2.1976331865403154e-08,4.994620828036034e-10
1864,2.445311331200628e-08,1.4384183844029508e-09
1865,3.012380389577629e-08,0.0
1866,2.4814625021463144e-08,9.731225825149181e-10
1867,3.299911810472622e-08,8.249779526181555e-09
1868,2.0253484223076157e-08,4.44588676984381e-09
1869,2.539429999615095e-08,1.953407657850903e-09
1870,2.064257564882155e-08,5.734048791339319e-10
1871,1.6993883633631413e-08,0.0
1872,4.4145576083565174e-08,0.0
1873,1.7958013742713774e-08,5.986004469882289e-10
1874,1.0754296120296658e-08,0.0
1875,1.4303817685856757e-08,1.1443054281912168e-09
1876,1.934724735974669e-08,0.0
1877,2.9068635498674666e-08,1.2369631985365004e-09
1878,2.113680963589104e-08,1.8117265465633636e-09
1879,3.0546626561545054e-08,6.10932526790009e-10
1880,1.1552122813895949e-08,6.417846254436199e-10
1881,3.2073533162702006e-08,0.0
1882,2.3959387362992857e-08,6.655385131892899e-10
1883,1.64302811356265e-08,4.423537092179686e-09
1884,1.3203393933736152e-08,0.0
1885,1.5469526104539e-08,6.445635691854079e-10
1886,2.710454793941608e-08,1.2906927748801422e-09
1887,9.140494583448344e-09,6.528924623161458e-10
1888,5.706553452000662e-09,0.0
1889,2.318100555953606e-08,0.0
1890,1.5075089621063853e-08,1.1142456735058204e-08
1891,1.6572972327821844e-08,0.0
1892,6.8953633913793055e-09,0.0
1893,6.15841644346915e-09,6.158416554491453e-10
1894,3.780923574225881e-09,0.0
1895,1.6852119699706236e-08,0.0
1896,7.66613794667137e-09,0.0
1897,1.806281169081103e-08,5.2440420894583895e-09
1898,5.6583546736987955e-09,4.52668391659472e-09
1899,1.1607914629507832e-08,2.2110313580014918e-09
1900,3.0627212765921286e-08,5.191053142894475e-10
1901,7.824234593556412e-09,3.912117296778206e-09
1902,1.6203935970793282e-08,4.910283846193408e-10
1903,1.7280704867062013e-08,5.400220270956879e-10
1904,1.0749250378694342e-08,5.374625189347171e-10
1905,1.2901897328276846e-08,8.257214467732865e-09
1906,2.2634411678268407e-08,0.0
1907,1.4399961223432456e-08,0.0
1908,9.331639461152008e-09,0.0
1909,8.801573692096554e-09,2.7504918342913243e-09
1910,1.60324518105881e-08,3.740905363258662e-09
1911,1.1172785363555704e-08,0.0
1912,1.3023552902780011e-08,5.209421227725386e-10
1913,1.1666577037772186e-08,1.060597942803554e-09
1914,1.5402511266415786e-08,6.696743715117748e-10
1915,2.238344798399794e-08,0.0
1916,9.888715624128963e-09,0.0
1917,7.676496771580332e-09,1.0966424435210342e-09
1918,1.4932290071101306e-08,0.0
1919,1.012863304339362e-08,0.0
1920,1.817335615328375e-08,0.0
1921,1.6660044011018726e-08,0.0
1922,1.1804696775641332e-08,0.0
1923,1.2739137744688378e-08,0.0
1924,1.4180787211159895e-08,0.0
1925,1.4297631523163545e-08,0.0
1926,1.0031524944054127e-08,0.0
1927,8.919379901328739e-09,0.0
1928,1.1426041446327417e-08,2.2852082448565625e-09
1929,1.7824650200282122e-08,3.342121912552898e-09
1930,5.2518016602221e-09,4.201441416995522e-09
1931,1.2545892325022123e-08,0.0
1932,1.3151444377967891e-08,1.0959536611565568e-09
1933,8.02946331646126e-09,0.0
1934,1.5576054224197833e-08,1.1981580172459871e-09
1935,4.787313656606784e-09,0.0
1936,1.9399543305098632e-08,0.0
1937,1.7627565185307503e-08,0.0
1938,1.5558256905023882e-08,0.0
1939,1.2235240376412548e-08,0.0
1940,5.0715658339584024e-09,0.0
1941,1.4757512545315876e-08,0.0
1942,3.034211815133858e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,2.8918675454292497e-08,3.2131861615880553e-09
1945,1.9606536838523425e-08,0.0
1946,6.960552134671616e-09,2.7842208538686464e-09
1947,1.0728784083369192e-08,0.0
1948,1.848220954059343e-08,0.0
1949,1.0798709482173763e-08,1.9634016634739737e-09
1950,9.571825110299415e-09,0.0
1951,2.1322803522849654e-09,0.0
1952,1.0544804140977249e-08,0.0
1953,9.69644453618912e-09,0.0
1954,1.172704333640695e-08,0.0
1955,9.385607846468247e-09,0.0
1956,1.3081712602058815e-08,8.72114158667614e-10
1957,2.2087593976038988e-08,0.0
1958,1.5717262158432277e-08,0.0
1959,1.3951345856355601e-08,0.0
1960,1.4533750203327145e-08,2.076250060767393e-09
1961,1.250668635321972e-08,0.0
1962,1.3952304200870458e-08,6.341956404476434e-10
1963,1.4225316924409981e-08,0.0
1964,1.2167936880302932e-08,0.0
1965,1.860494691641179e-08,5.472043373977442e-10
1966,1.4401594583546284e-08,1.1078149508847446e-09
1967,1.2818872185960117e-08,0.0
1968,1.392338955241712e-08,2.245707841908029e-09
1969,1.3171097990039016e-08,4.541757636644661e-09
1970,1.3336302728816918e-08,0.0
1971,9.24911525146399e-09,3.083038491169532e-09
1972,1.487742551375959e-08,5.130146862875051e-10
1973,9.923766697284009e-09,1.102640756478479e-09
1974,1.5751600912494723e-08,2.2502286700643026e-09
1975,1.7134439644905797e-08,5.711480177694739e-10
1976,2.0568696967870892e-08,1.7140580066410394e-09
1977,1.5279633558407113e-08,0.0
1978,7.128709622605811e-09,5.940591352171509e-10
1979,2.1652301285257636e-08,5.851973350345929e-10
1980,1.3644362084619388e-08,5.685150683554241e-10
1981,1.3283654176632353e-08,6.325549528618524e-10
1982,2.0484757001781873e-08,0.0
1983,1.894594880980094e-08,0.0
1984,2.0876431250371752e-08,1.1598016991243298e-09
1985,9.02333674446254e-09,0.0
1986,9.591176741707841e-09,0.0
1987,1.0388388815840699e-08,0.0
1988,1.4991384134077634e-08,0.0
1989,1.6464365870660913e-08,5.488122178931576e-10
1990,1.7980548605578406e-08,0.0
1991,1.1136783939491579e-08,0.0
1992,1.2672871640972971e-08,0.0
1993,1.3294098266669607e-08,0.0
1994,1.2132331583813993e-08,5.274926606624319e-10
1995,6.506940763983948e-09,0.0
1996,1.6548085568501847e-08,5.338092190498855e-10
1997,1.3425704992187093e-08,0.0
1998,1.8118891276230897e-08,0.0
1999,1.0054442611817649e-08,0.0
2000,1.678851901942835e-08,0.0
2001,9.20054432640427e-09,0.0
2002,1.2267419968736704e-08,8.76244299341522e-10
2003,2.0001230893740285e-08,0.0
2004,1.5857247959161214e-08,4.404791253964646e-10
2005,1.0808999029165989e-08,0.0
2006,1.6471560115860484e-08,0.0
2007,2.157018919035636e-08,0.0
2008,2.9802077250451475e-08,4.257439678578834e-10
2009,2.9085974517784052e-08,0.0
2010,4.2986517456711226e-08,0.0
2011,4.7799648683621854e-08,1.1471915639660324e-09
2012,4.6978687606724634e-08,2.0425516833455504e-09
2013,6.052401602119062e-08,5.578250084070646e-10
2014,6.019937615064919e-08,6.496335691608124e-10
2015,7.425527570603663e-08,6.649726325136385e-10
2016,5.924032464577067e-08,1.4499380585064614e-09
2017,5.861374319238166e-08,1.2578056374223934e-09
2018,5.885744158717898e-08,2.5814667070633845e-10
2019,6.70909798827779e-08,1.02039510174734e-09
