year,tes_DET eaux_NOUN,tes_DET maux_NOUN
1877,5.2570936381890476e-08,8.535046269741997e-08
1878,4.1065803202400275e-08,5.7371342288004e-08
1879,4.215434479259983e-08,5.315112927561927e-08
1880,7.63723717600584e-08,1.0011840001489247e-07
1881,3.067903492359747e-08,5.856906298840059e-08
1882,4.5256619785050134e-08,6.921600714804299e-08
1883,4.7395041335995813e-08,5.308244865886991e-08
1884,5.3473745431631414e-08,1.095881669854748e-07
1885,5.1565084646654213e-08,4.318575902440003e-08
1886,6.13079063072064e-08,6.001721275517014e-08
1887,5.549585813113822e-08,4.0479333218712554e-08
1888,4.5652425617603853e-08,5.326116436776829e-08
1889,5.388017676466461e-08,5.5759715955616684e-08
1890,4.063719782898545e-08,3.473824916611079e-08
1891,4.971891587324251e-08,4.716922674674606e-08
1892,3.322311670217459e-08,3.949162730165767e-08
1893,3.879802457085191e-08,5.049901485865149e-08
1894,3.7179081591176555e-08,5.041231432301174e-08
1895,2.9491210584708938e-08,4.4537745935713247e-08
1896,5.48423693125244e-08,5.4842369257013246e-08
1897,3.787363744844896e-08,4.661370667236042e-08
1898,3.3384293107729945e-08,3.225262190653666e-08
1899,5.30647525920358e-08,3.371822643316591e-08
1900,3.8932899570909285e-08,4.7757688692584566e-08
1901,3.632680295462265e-08,4.0238920639978915e-08
1902,4.075535509073802e-08,3.633610035080892e-08
1903,5.508224765193859e-08,4.050165380853343e-08
1904,4.407192566446838e-08,3.7622377213608615e-08
1905,2.7868098273486908e-08,5.160758931310738e-08
1906,4.3211151101729683e-08,5.041300843444674e-08
1907,4.577130496841164e-08,3.5999904723915677e-08
1908,5.255186374952814e-08,3.7817696751929475e-08
1909,3.135560788791736e-08,7.811396685042382e-08
1910,5.557916726850465e-08,6.145773223664719e-08
1911,6.916486583463666e-08,8.033764986592473e-08
1912,6.720153034045495e-08,6.720153500339165e-08
1913,7.106006372215035e-08,4.878750359260664e-08
1914,6.830678656033484e-08,5.2234600644851525e-08
1915,2.7095752974659604e-08,4.476689596799588e-08
1916,7.031975557403314e-08,3.4061131248819265e-08
1917,4.934891040253575e-08,2.8512702976435378e-08
1918,1.2405286398120552e-07,3.675640414257941e-08
1919,8.655377492505778e-08,4.0514534616065134e-08
1920,7.117897693476039e-08,2.1202248401408497e-08
1921,9.541661505352295e-08,5.1494683295238985e-08
1922,7.377935717922668e-08,6.787700657095996e-08
1923,7.749642350063368e-08,5.732611807474086e-08
1924,1.0828964380760198e-07,6.574728628194748e-08
1925,9.018506119673475e-08,5.059161822806857e-08
1926,6.35329865383838e-08,7.244989963517412e-08
1927,8.807887319495222e-08,6.355058301821259e-08
1928,6.28432237359533e-08,5.9415414366270625e-08
1929,6.350031611646045e-08,5.3473951933113995e-08
1930,5.566909955234678e-08,2.7309369432515496e-08
1931,5.588624940600084e-08,4.44808918587114e-08
1932,4.7126007984843454e-08,2.849479585620429e-08
1933,5.04709138926529e-08,1.8353059516584835e-08
1934,2.156684431042777e-08,5.032263672433146e-08
1935,3.710168261505942e-08,4.188899538348778e-08
1936,5.941110048368614e-08,2.5461901032031165e-08
1937,4.658713681493509e-08,3.021868399954997e-08
1938,7.649476674309597e-08,2.7226949583791793e-08
1939,5.964679594683275e-08,4.5882153187903896e-08
1940,2.7893612752905028e-08,2.2822046474857416e-08
1941,4.7224041566096275e-08,5.607854980382854e-08
1942,6.675266206457309e-08,3.944475324146879e-08
1943,8.129058670647282e-08,7.838735260889962e-08
1944,1.0282195717081777e-07,2.2492303131116387e-08
1945,6.099811411530709e-08,5.010559434026618e-08
1946,8.909506732379668e-08,5.707652661612883e-08
1947,6.675687558299614e-08,6.794896734163558e-08
1948,7.827759329614992e-08,3.152847383169899e-08
1949,5.301184635708722e-08,3.043272656100271e-08
1950,7.657459955012769e-08,3.828730266164371e-08
1951,3.731490494374157e-08,2.4521223385143287e-08
1952,5.799642011083961e-08,1.370824520563474e-08
1953,6.572034605412114e-08,3.339886334163822e-08
1954,5.277169390360825e-08,2.6385847951004848e-08
1955,4.411235732248997e-08,2.3464020060259827e-08
1956,5.05826205365878e-08,3.226822542501395e-08
1957,3.8874164776103726e-08,3.268964121616591e-08
1958,7.279573904783732e-08,5.625125576447232e-08
1959,6.975673072506794e-08,2.8677767716089875e-08
1960,5.190624918771647e-08,4.15249985508126e-08
1961,5.2806009509520635e-08,2.779263752472616e-08
1962,5.8345999365272405e-08,4.122271524131804e-08
1963,8.470530055149084e-08,4.396916031268461e-08
1964,6.023128817922441e-08,5.8406097513952204e-08
1965,4.870118530675427e-08,3.7209894943046606e-08
1966,7.311578609225933e-08,4.154306154635634e-08
1967,7.148986735927565e-08,6.951773290353458e-08
1968,7.096436943632156e-08,7.68032113185324e-08
1969,5.813450071334714e-08,3.1338128952951294e-08
1970,6.024329768372638e-08,2.7592349405303196e-08
1971,5.9091569859504034e-08,5.1897814934420694e-08
1972,4.206720438659772e-08,4.565830802327753e-08
1973,4.134902831243181e-08,4.520827012743922e-08
1974,4.106667361725158e-08,2.7002744262816236e-08
1975,3.8838066096502644e-08,2.056132775152264e-08
1976,4.685091936629249e-08,2.913898622391997e-08
1977,4.760193350605846e-08,2.0568736769366325e-08
1978,6.059403057090407e-08,2.6138601616487733e-08
1979,4.271940534650298e-08,4.271940667877061e-08
1980,4.4912690011500445e-08,2.4446148660928202e-08
1981,4.427884686686312e-08,2.9730082895529364e-08
1982,4.2831765689754775e-08,3.7245012407538525e-08
1983,4.736487024814551e-08,1.5788289786655696e-08
1984,5.161117666574455e-08,3.595385189569811e-08
1985,5.293691107688403e-08,2.045289804186723e-08
1986,4.3160296780975216e-08,3.836470807705439e-08
1987,4.0331391115699944e-08,3.0554084595735276e-08
1988,4.197587677445824e-08,3.777828871953659e-08
1989,3.786804469996241e-08,3.896566846961491e-08
1990,4.7948126857821904e-08,3.160217687536715e-08
1991,3.634108391992186e-08,2.1687421636329418e-08
1992,5.785441348216125e-08,2.314176633655407e-08
1993,3.8220531850541306e-08,2.2156829260211452e-08
1994,4.483687721101859e-08,3.006708104713596e-08
1995,2.602776427718112e-08,3.6330419006525005e-08
1996,3.0427125041754266e-08,2.2419986756005983e-08
1997,3.068732568056731e-08,1.7741110358571177e-08
1998,4.529722885671106e-08,2.81319618711251e-08
1999,3.747565005540743e-08,3.107736790131099e-08
2000,2.960081113556612e-08,2.6949992459890382e-08
2001,3.767842238211472e-08,2.453478642472362e-08
2002,4.2935970945290336e-08,3.5049771751616277e-08
2003,4.0419152136372816e-08,2.625161404923304e-08
2004,3.7440725186854706e-08,2.6428746663365033e-08
2005,3.1976622238971686e-08,3.693074590582768e-08
2006,3.37666967720196e-08,3.253133085134863e-08
2007,4.03442428353884e-08,3.834700246230227e-08
2008,4.214865234608567e-08,4.385163032694095e-08
2009,4.8635562244214725e-08,3.480780708109421e-08
2010,3.164941375644048e-08,3.637320755700557e-08
2011,3.2121365900472654e-08,3.288615857410804e-08
2012,3.7446780898342524e-08,4.834038802581375e-08
2013,3.514297408635514e-08,6.247640160772505e-08
2014,5.132104963223583e-08,5.695120997017966e-08
2015,3.856841301885794e-08,7.004378232977615e-08
2016,5.654758217232825e-08,8.533921169728842e-08
2017,4.6538809472806975e-08,5.7355938665182293e-08
2018,3.5366094608413334e-08,8.493025527300802e-08
2019,3.6479124387867046e-08,8.188670541642296e-08
