year,nos_DET êtres_NOUN
2000,3.313523533332585e-08
2001,3.986902896713218e-08
2002,3.9869116674751126e-08
2003,4.4169383706105236e-08
2004,5.0214618962929336e-08
2005,4.548787146951838e-08
2006,3.8708166616441275e-08
2007,5.7520503693453406e-08
2008,5.7901181182984374e-08
2009,4.482100868230532e-08
2010,7.03845182137286e-08
2011,8.833375431116508e-08
2012,8.068079027090391e-08
2013,9.259895250579575e-08
2014,1.056737235494154e-07
2015,1.0550898821293231e-07
2016,1.0211706547025301e-07
2017,1.227618340315928e-07
2018,1.6159981797159162e-07
2019,1.4515119861613357e-07
