year,des_DET arrêts_NOUN,des_DET marais_NOUN
1875,1.3462753454263066e-06,9.440519548320481e-07
1876,1.600380077348973e-06,9.891279946216969e-07
1877,1.5381637830103045e-06,1.1274919486936597e-06
1878,1.9306967047327817e-06,1.0695226428936166e-06
1879,1.6214149463067429e-06,1.1552733560904471e-06
1880,1.5659544523316526e-06,9.139013101844284e-07
1881,1.6761908772089384e-06,9.55233535826494e-07
1882,1.4375631991470073e-06,9.57709925586414e-07
1883,1.5501337919943126e-06,9.011377541945365e-07
1884,1.6009115171300436e-06,1.0641935066502128e-06
1885,1.5495308609558833e-06,8.894977341356025e-07
1886,1.5230174614799807e-06,8.92514028016933e-07
1887,1.9952393195410423e-06,8.01751957268948e-07
1888,1.8020027070519973e-06,7.760912623666627e-07
1889,1.438475355719504e-06,7.662262078156346e-07
1890,1.6235214790327746e-06,7.183607726446439e-07
1891,1.5578594121379297e-06,6.845912112751762e-07
1892,1.569635461606822e-06,7.660122030017646e-07
1893,1.7662338298585212e-06,9.102139442163093e-07
1894,1.4002020520820224e-06,8.034462695150069e-07
1895,1.6340537989378845e-06,7.980682861230548e-07
1896,1.5155364190277965e-06,6.917215067403504e-07
1897,1.4916386197327824e-06,6.93378900962216e-07
1898,1.656766341895377e-06,7.112551942967116e-07
1899,1.4227986326886821e-06,7.63911327084088e-07
1900,1.5526439973712058e-06,7.090978684232141e-07
1901,1.6330294929645106e-06,7.80746825412848e-07
1902,2.2980129132932348e-06,6.579780142956793e-07
1903,1.6589477063178037e-06,7.295697574960514e-07
1904,1.4011647619938117e-06,6.890269421688799e-07
1905,1.5843529950210211e-06,6.332251167862069e-07
1906,1.5458274624791102e-06,6.934360712307353e-07
1907,1.6518812451238318e-06,5.996555305642914e-07
1908,1.485204082385394e-06,6.885767671604981e-07
1909,1.4687626439524593e-06,5.655011126037834e-07
1910,1.5738523746477995e-06,5.712897106491255e-07
1911,1.5556774481950697e-06,6.916486601227234e-07
1912,1.6180462676373963e-06,6.313818357028822e-07
1913,1.6216542757518937e-06,5.398443541082543e-07
1914,1.4813196616003665e-06,6.114127133471925e-07
1915,1.6387040222554106e-06,7.327633770870534e-07
1916,1.217410813936226e-06,7.317649686200411e-07
1917,1.1876638028596176e-06,7.643598012307962e-07
1918,1.132556649352523e-06,5.731701593347793e-07
1919,1.324088564624848e-06,6.371831258178418e-07
1920,1.3751172680542822e-06,5.292989850858021e-07
1921,1.556199601182584e-06,5.353932275298234e-07
1922,1.4276305653204702e-06,4.980106527163741e-07
1923,1.5700987643363362e-06,5.24427845149944e-07
1924,1.3768254438772942e-06,5.814122667757715e-07
1925,1.040427680676359e-06,5.389107391451375e-07
1926,1.2773474766802906e-06,6.308714173286489e-07
1927,1.413721667731238e-06,5.295881626565802e-07
1928,1.1825952936916906e-06,6.044375586711226e-07
1929,2.218055012548348e-06,6.216347023801916e-07
1930,1.0881733700784935e-06,5.829500038245783e-07
1931,1.7837977654977522e-06,5.554408897268104e-07
1932,1.3140484220741655e-06,6.411328694611029e-07
1933,1.1711546115122928e-06,5.56327126588485e-07
1934,1.1753929616276082e-06,6.553924585261939e-07
1935,1.1417743444042117e-06,6.247444410689695e-07
1936,1.0609125165039757e-06,6.46247258373478e-07
1937,1.0400264072174537e-06,6.912524064262016e-07
1938,1.1590901483060634e-06,5.769520337040035e-07
1939,1.050701251337216e-06,5.979973520808812e-07
1940,8.317367985455348e-07,5.325144241119517e-07
1941,9.976078345630413e-07,8.618387532521865e-07
1942,9.952214554687089e-07,7.585529679943193e-07
1943,9.90003192313793e-07,7.054861326238893e-07
1944,7.80804253253109e-07,7.004745636862708e-07
1945,9.258642221787738e-07,6.339446541048233e-07
1946,8.283057226776691e-07,5.832942520100914e-07
1947,1.1134093755860164e-06,5.68625568853065e-07
1948,1.1078453399093746e-06,5.968666667577338e-07
1949,1.0494382061132512e-06,6.587212659781017e-07
1950,1.2103041413524807e-06,5.626106496237071e-07
1951,1.5469694130132439e-06,6.833958443586141e-07
1952,1.1841814528956718e-06,5.514932617245449e-07
1953,1.1883532042844536e-06,5.667033367018348e-07
1954,9.039595947335499e-07,6.078517298391262e-07
1955,9.817345896223628e-07,5.246554586335606e-07
1956,1.0718283318666977e-06,5.21524249563754e-07
1957,1.0328158959183042e-06,5.68976438408697e-07
1958,1.0075592087321894e-06,4.97989043779512e-07
1959,9.78919429073244e-07,5.0534875839503e-07
1960,9.96600023839278e-07,5.266754063981693e-07
1961,9.338325801522274e-07,4.863711593472431e-07
1962,8.422117847572963e-07,4.991119446629e-07
1963,8.813230643056613e-07,5.004725345258976e-07
1964,8.797418082906461e-07,5.074029587603945e-07
1965,8.881126181137233e-07,5.001447593855346e-07
1966,9.372114497807615e-07,4.702674383239014e-07
1967,1.0067745108699455e-06,4.7281917403552143e-07
1968,9.014271418195108e-07,5.192076710791582e-07
1969,9.228851949316663e-07,5.032267544891056e-07
1970,1.0025220475995411e-06,4.281413046314242e-07
1971,8.550293486564442e-07,3.8281060543710055e-07
1972,8.967496505363215e-07,4.5401800097266687e-07
1973,7.740537899536548e-07,3.842702942513654e-07
1974,1.0564823780256916e-06,4.342941331003658e-07
1975,9.709516071154667e-07,3.8152687675818697e-07
1976,8.496014429759668e-07,3.828062884458916e-07
1977,8.274508691563653e-07,4.0902402398401705e-07
1978,9.415837034509877e-07,4.4376216967734194e-07
1979,9.398269211757793e-07,3.464368265593265e-07
1980,8.175246435371264e-07,3.951179738947985e-07
1981,8.052424309568096e-07,3.447424585800718e-07
1982,8.057338245492929e-07,4.127988999513832e-07
1983,8.8288115707158e-07,3.9597031875615585e-07
1984,8.037425800466735e-07,4.511628741710183e-07
1985,8.421781343415091e-07,3.970268451780612e-07
1986,7.678935936006326e-07,3.7585423839914256e-07
1987,7.821845349198497e-07,3.752041664029093e-07
1988,8.856909889942699e-07,3.364066558653178e-07
1989,8.588911235563046e-07,3.841685511929427e-07
1990,8.755981939501112e-07,3.7868125613016446e-07
1991,7.977454359320291e-07,3.8627057108442386e-07
1992,7.917789659472874e-07,3.790841600626038e-07
1993,8.164791993614529e-07,3.894062778897478e-07
1994,8.123387220670963e-07,3.6291495808526975e-07
1995,8.480713127312356e-07,3.5517051610867156e-07
1996,7.686852967481173e-07,3.330969624570912e-07
1997,7.801293380182983e-07,3.557811623089435e-07
1998,8.191646223565385e-07,3.8669526958301503e-07
1999,8.358897789495501e-07,4.3645420255700174e-07
2000,7.908276504764444e-07,3.560933379276321e-07
2001,8.814998169182076e-07,3.8905161581226366e-07
2002,7.97382338824093e-07,3.3034411117682794e-07
2003,7.025432102736318e-07,3.633556873161581e-07
2004,7.245881885609151e-07,3.53704743716321e-07
2005,8.35445572278104e-07,3.413842142307999e-07
2006,8.095771786287287e-07,3.743162046987436e-07
2007,7.07821754986071e-07,3.634976293298564e-07
2008,6.769329106148803e-07,4.12971648877658e-07
2009,6.389377698035048e-07,3.981440723777041e-07
2010,7.312431542505493e-07,3.660939618121972e-07
2011,6.565759809173954e-07,3.628949523104552e-07
2012,6.376165275767676e-07,4.1293585217871964e-07
2013,8.222340626140578e-07,4.119537555524744e-07
2014,7.815091739304947e-07,3.8739815266808364e-07
2015,8.456234908971183e-07,4.302372884623651e-07
2016,8.101011035321903e-07,4.7640822220529344e-07
2017,8.112846335284196e-07,3.2426229212845215e-07
2018,7.269410535748477e-07,3.4075359112151204e-07
2019,8.23203746280754e-07,3.637708667625361e-07
