year,aux_ADP in_ADJ,aux_ADP mines_NOUN
1882,1.4641846846075168e-08,1.2718441304571115e-06
1883,1.7062214752172622e-08,1.1817163398930575e-06
1884,8.582206056928499e-09,1.3368436277971796e-06
1885,1.4180398189012067e-08,1.271079383968754e-06
1886,1.677900662855336e-08,1.393302845542621e-06
1887,1.7628096316002484e-08,1.2241734168583207e-06
1888,1.7119660356001987e-08,1.5807152067282004e-06
1889,2.0048437576747347e-08,1.7103822749220399e-06
1890,1.9663159989136147e-08,2.0548001486986323e-06
1891,8.92390783491237e-09,1.471170023137347e-06
1892,1.2537024751679837e-08,1.129585893266949e-06
1893,1.1085149687062312e-08,1.415819962602427e-06
1894,6.301539290376468e-09,1.466998376997708e-06
1895,1.023164486468886e-08,1.3884943399489202e-06
1896,9.435246361988447e-09,1.6039919188415297e-06
1897,2.4472196713531957e-08,1.8715403484748094e-06
1898,1.810673566637888e-08,1.4077986456584313e-06
1899,1.9346524382513053e-08,1.4493310480645505e-06
1900,1.972600216504361e-08,1.5952106693362111e-06
1901,2.235495522029396e-08,1.6810926126709091e-06
1902,2.2096276808269977e-08,1.6017345600971566e-06
1903,1.1340462791054051e-08,1.8231143528169014e-06
1904,1.5048950530172078e-08,1.9251907019679493e-06
1905,1.651442893546573e-08,1.8232961664921277e-06
1906,1.5432553013283723e-08,1.697580849224778e-06
1907,1.337139288182243e-08,1.920337695082708e-06
1908,8.840499887696751e-09,2.024474582640323e-06
1909,1.980354014108343e-08,1.660196829789129e-06
1910,1.4429207162436342e-08,1.880606667725715e-06
1911,1.2236860413850081e-08,1.8067990410486345e-06
1912,1.1981668990301841e-08,1.7951666038129588e-06
1913,1.5378670781274195e-08,1.7823348983370124e-06
1914,2.0759905794420774e-08,1.4947131425913085e-06
1915,8.246533234057551e-09,1.6752243183759674e-06
1916,1.4283700444650549e-08,1.4756162034501585e-06
1917,1.7546279096336548e-08,1.2633320718435925e-06
1918,2.5270027848023346e-08,1.6000521867454154e-06
1919,2.1178051312631396e-08,1.7264715594933477e-06
1920,1.817335615328375e-08,1.7847750228838777e-06
1921,1.438822039290244e-08,1.7705083052987902e-06
1922,1.1066902949607993e-08,1.841532672131052e-06
1923,1.1677542488541803e-08,1.4565081087880571e-06
1924,6.445812328337297e-09,1.2724032778521632e-06
1925,1.8696901804560184e-08,1.2933856954333578e-06
1926,1.3375366592072169e-08,1.3419950271043035e-06
1927,1.2264147031260109e-08,1.295539888701569e-06
1928,1.2568645679778001e-08,1.4328256163764763e-06
1929,1.3368487650211591e-08,1.0728211137234211e-06
1930,8.402882833991043e-09,1.4663030043493563e-06
1931,1.3686427990933225e-08,1.2500271466819868e-06
1932,1.2055489939655217e-08,1.36227045288706e-06
1933,8.02946331646126e-09,1.382214790623948e-06
1934,7.188948103475923e-09,1.3479278351269386e-06
1935,2.0346082152400413e-08,1.6109310365663987e-06
1936,3.15242587589637e-08,1.6853353557166884e-06
1937,1.2591118370153254e-08,1.727501370396567e-06
1938,5.186085783037697e-09,1.4391388027945595e-06
1939,1.2235240376412548e-08,1.5951694400939687e-06
1940,7.607348528892999e-09,9.103460687498455e-07
1941,8.854508237732261e-09,9.385778501069808e-07
1942,3.034211770724937e-09,7.828266177511978e-07
1943,8.709705845433291e-09,9.37744994544687e-07
1944,1.927911696952833e-08,1.1181887629163612e-06
1945,1.089252066321933e-08,1.1938202124639474e-06
1946,2.227376683094917e-08,1.3183285876294804e-06
1947,2.1457568166738383e-08,1.0478445284789473e-06
1948,1.522064252412747e-08,1.0154343428325774e-06
1949,1.7670615193310368e-08,1.073980705257327e-06
1950,2.3397795700930146e-08,1.1060775708671144e-06
1951,1.8124383771578323e-08,8.774333855043892e-07
1952,2.5307528517259925e-08,1.0797878999824206e-06
1953,1.723812381726475e-08,9.567158638645878e-07
1954,4.0067398288101685e-08,1.1130918640134269e-06
1955,1.0324168187025862e-08,1.2248218439481207e-06
1956,1.4825940475304833e-08,9.209525551057141e-07
1957,9.718541527092839e-09,1.011611800549872e-06
1958,1.5717262158432277e-08,1.0753916299677257e-06
1959,9.300897829689347e-09,9.64193041852468e-07
1960,4.152500121534786e-09,9.7099291451741e-07
1961,3.543561177821175e-08,8.789421368504691e-07
1962,8.8787386332001e-09,9.696851144269658e-07
1963,3.879631726988464e-09,7.823924477179389e-07
1964,1.1559539991878864e-08,9.868196872986346e-07
1965,1.4774516721161035e-08,7.633500498371859e-07
1966,6.092982118843793e-09,7.411281952585114e-07
1967,8.381570104631919e-09,7.139126125821349e-07
1968,7.186265360559219e-09,6.570941302186384e-07
1969,5.904285060864822e-09,7.807281585670012e-07
1970,8.7375777724219e-09,7.785641180646508e-07
1971,5.652237344833111e-09,6.993359082940742e-07
1972,9.747279428040656e-09,6.653800355138628e-07
1973,4.9618833486420044e-09,5.441532229255586e-07
1974,8.438357568252286e-09,6.666302514446443e-07
1975,6.8537762132336866e-09,6.722412457804694e-07
1976,9.141642998145016e-09,6.284879772167073e-07
1977,1.5867311020656416e-08,6.264649581311232e-07
1978,5.346532105932056e-09,5.815839179135196e-07
1979,1.0533551808578068e-08,7.496377989468783e-07
1980,9.096241093686785e-09,6.293461884965268e-07
1981,1.2651098835192442e-08,6.205364213585085e-07
1982,6.2075020679230875e-09,5.419149342600349e-07
1983,4.4207211225000265e-09,5.847982658124806e-07
1984,8.69851302098823e-09,6.251331257089987e-07
1985,6.015557829641693e-09,6.725393744133612e-07
1986,2.997242676272549e-09,6.018463327706058e-07
1987,5.49973533381376e-09,7.125212420078242e-07
1988,5.99655392008458e-09,6.30237805943068e-07
1989,4.390497743145261e-09,5.949124570747699e-07
1990,5.993515905799995e-09,6.287742957411524e-07
1991,2.344586080837985e-09,4.947076472916478e-07
1992,1.1019888335184191e-09,5.388725474730904e-07
1993,3.877445031719162e-09,6.275921808907015e-07
1994,4.2199412852994556e-09,5.470098951576574e-07
1995,4.337960657352369e-09,5.118793646730069e-07
1996,2.135236876199542e-09,6.186848962030922e-07
1997,8.630809844589749e-09,6.252542625873048e-07
1998,5.2449422582867555e-09,5.387985968496878e-07
1999,1.8280804647829996e-09,5.973253038860094e-07
2000,1.3254094488601709e-09,5.571137560167472e-07
2001,3.5049694258049158e-09,4.6966590083741266e-07
2002,2.6287327870022636e-09,5.603582349245073e-07
2003,1.6667691671301554e-09,5.025309004480505e-07
2004,3.523833003171717e-09,4.805627336068596e-07
2005,3.1526248278623825e-09,4.2515397291609247e-07
2006,4.529678854225949e-09,4.735573444492047e-07
2007,7.988958938831558e-10,3.846683664932016e-07
2008,2.1287198670449925e-09,4.7513027201517843e-07
2009,5.721831008997924e-09,3.800249377405862e-07
2010,4.723793023408973e-10,3.958538581372295e-07
2011,2.2943831279320648e-09,3.7589644730218197e-07
2012,1.0212758416727752e-09,3.445103617938372e-07
2013,4.741512515948898e-09,3.946612077143641e-07
2014,2.815078836704288e-09,4.0320589356213077e-07
2015,1.329945265027277e-09,4.2425252111399914e-07
2016,8.285360175719347e-10,4.913218525359753e-07
2017,1.0062445321423752e-09,3.353309798725945e-07
2018,2.8396134332808742e-09,3.8541297797678453e-07
2019,1.2754939326953263e-09,3.622402502401201e-07
