year,plusieurs_DET archers_NOUN,plusieurs_DET marchés_NOUN
1940,5.0715658339584024e-09,4.817987520056022e-08
1941,2.9515025978810172e-09,2.3612021227137348e-08
1942,0.0,3.3376328811840494e-08
1943,5.806470415592457e-09,4.3548528338988035e-08
1944,0.0,8.354284020128944e-08
1945,2.178504043826024e-09,5.010559345208776e-08
1946,4.1763312808029696e-09,4.872386583087973e-08
1947,3.5762612871081956e-09,3.3378440233988727e-08
1948,1.0871887834440486e-09,3.261566416945527e-08
1949,1.9634016634739737e-09,7.853606831531579e-08
1950,0.0,6.168509525394938e-08
1951,4.264560704569931e-09,4.477788728696197e-08
1952,0.0,3.9015774611073084e-08
1953,1.0773827385790469e-09,3.44762476345295e-08
1954,1.9545072227344917e-09,3.8112890621277984e-08
1955,1.8771215692936494e-09,6.288357079498041e-08
1956,8.72114158667614e-10,6.279221986815742e-08
1957,8.835037701437898e-10,8.569986897910553e-08
1958,2.4816730892496253e-09,7.03140687896564e-08
1959,7.750747821333448e-10,4.8829711829512235e-08
1960,7.612916519406099e-09,9.550750335041158e-08
1961,1.3896318540318475e-09,9.03260730100719e-08
1962,5.07356523460345e-09,1.1986298248389815e-07
1963,1.2932106496776896e-09,7.888585029647288e-08
1964,2.433587276140514e-09,7.969998505608089e-08
1965,3.2832261354087677e-09,7.989183592460591e-08
1966,4.431259692516676e-09,8.419393604519598e-08
1967,1.9721342336964653e-09,9.614154095061167e-08
1968,4.49141579483836e-09,9.431973269080629e-08
1969,2.2708788738334817e-09,1.1808570521409933e-07
1970,2.7592350626548523e-09,9.565348052520406e-08
1971,9.249115473508596e-09,9.917106846835111e-08
1972,5.643161493651405e-09,1.0157690577550227e-07
1973,2.7566018356850464e-09,9.151918256566915e-08
1974,7.875800289713908e-09,9.901005926238327e-08
1975,7.4249242310031605e-09,9.309712734051345e-08
1976,3.9994687561772935e-09,8.85596644351061e-08
1977,4.11374712072643e-09,1.1165885771546868e-07
1978,4.158414057542359e-09,1.0039599196431936e-07
1979,1.1703946700691858e-09,1.1177269110262955e-07
1980,4.548120657865695e-09,1.0744934852979782e-07
1981,6.958104370458074e-09,7.71717045822129e-08
1982,3.103751144983846e-09,8.690503339181532e-08
1983,4.4207211225000265e-09,1.0988649767895708e-07
1984,5.799008384599347e-09,1.0786155879571879e-07
1985,3.609334831011779e-09,1.0406915329497224e-07
1986,4.196139880008332e-09,1.0670183858696447e-07
1987,6.110816852533674e-10,9.288441593646724e-08
1988,2.398621523624911e-09,1.1093624818769854e-07
1989,5.488122178931576e-10,9.768857189840219e-08
1990,4.903785877363731e-09,1.4003033310672208e-07
1991,1.7584395606284886e-09,1.3071067073155973e-07
1992,2.7549720282848966e-09,1.1240286168501257e-07
1993,2.2156829704300662e-09,1.290635367467985e-07
1994,7.912389743403025e-09,1.2396077364584812e-07
1995,1.0844901643380922e-09,1.295965761372031e-07
1996,1.067618438099771e-09,1.3879039428843498e-07
1997,2.876936688878118e-09,1.1891337992064877e-07
1998,2.86087753487152e-09,1.4590474828324318e-07
1999,9.140402323914998e-10,1.1014184941871008e-07
2000,3.97622823555821e-09,1.30331933245742e-07
2001,3.5049695090716426e-09,1.3450320102137425e-07
2002,4.381221607729913e-09,1.2836978591224124e-07
2003,6.250384210204629e-09,9.625591745887618e-08
2004,1.761916529341434e-09,1.3742948556938472e-07
2005,2.251874686720612e-09,1.4637185818955345e-07
2006,4.941467679486777e-09,1.2683101413557551e-07
2007,4.393927360846206e-09,1.3581229607595446e-07
2008,3.405951826129794e-09,1.2772318447318298e-07
2009,4.76819250749827e-09,1.2492664236418705e-07
2010,5.196172492283324e-09,1.743079649507706e-07
2011,4.97116342534909e-09,1.3001504584053691e-07
2012,8.51063153284315e-09,1.2629777756956173e-07
2013,1.1156500279163595e-08,1.221636791726155e-07
2014,6.279791187058237e-09,1.0718953324939662e-07
2015,9.531274269836132e-09,9.908092302168825e-08
2016,7.871092222444531e-09,9.15532281098308e-08
2017,9.810883883076826e-09,1.2427120132940672e-07
2018,7.486253617017269e-09,8.105805182623271e-08
2019,6.632568383402315e-09,1.0510069259339616e-07
