year,ses_DET arbres_NOUN,ses_DET marbres_NOUN
1908,4.34657941639216e-07,8.496702896820807e-08
1909,4.24675917543027e-07,7.096268817008422e-08
1910,4.3715151853973566e-07,1.1917455777776809e-07
1911,4.2669400102113286e-07,9.523469568506471e-08
1912,3.979997766911936e-07,1.021046531768377e-07
1913,3.9772422066874924e-07,1.1613547257205425e-07
1914,5.230156663316166e-07,1.2522911330137276e-07
1915,3.4635440382402294e-07,6.008188790929125e-08
1916,3.329200906065921e-07,5.3838564051389426e-08
1917,3.9259799855528854e-07,1.0418103224552056e-07
1918,4.90468273994793e-07,1.0452602250410337e-07
1919,4.778873305966158e-07,1.2430594825696417e-07
1920,4.2631664420866855e-07,1.2115570413584464e-07
1921,4.414911649597286e-07,1.196494112676305e-07
1922,4.566942104489158e-07,1.1509579156410155e-07
1923,4.458698281695206e-07,7.961961179248078e-08
1924,4.3960439466417256e-07,1.0957880958173405e-07
1925,4.1573111353443437e-07,1.055825080698014e-07
1926,5.060346923713155e-07,9.920062993273859e-08
1927,5.362776969164429e-07,7.692965331429491e-08
1928,4.798937398575731e-07,1.291142672776857e-07
1929,5.224850472274056e-07,1.169742658291284e-07
1930,4.663600057241979e-07,9.033099246380516e-08
1931,4.5165212014808276e-07,7.983749483742031e-08
1932,3.9454333133903674e-07,7.781270738860258e-08
1933,3.911495713992963e-07,6.308864186621577e-08
1934,3.870050520049517e-07,7.668211132738634e-08
1935,3.889692328229444e-07,8.258115880011019e-08
1936,3.746536787474497e-07,7.396075529797486e-08
1937,3.3870106497246866e-07,9.443338366832421e-08
1938,4.265555659799247e-07,4.797129449229942e-08
1939,3.8846888905652577e-07,6.729382473480428e-08
1940,3.220444373397413e-07,6.085878978545622e-08
1941,3.8074382224806413e-07,1.0330259136992481e-07
1942,4.763712602162684e-07,1.1530005039617208e-07
1943,4.964532112072817e-07,5.2258233296242906e-08
1944,4.851910908598711e-07,7.069009200222354e-08
1945,4.640213715489949e-07,6.535511953842388e-08
1946,4.914149904777787e-07,5.568441707737293e-08
1947,4.2319090809428417e-07,6.556479337227472e-08
1948,3.913879487171812e-07,6.08825712067329e-08
1949,3.946437292512428e-07,4.9085039810492503e-08
1950,3.828730088528687e-07,5.743095177201951e-08
1951,3.6675221082305143e-07,5.010858850074129e-08
1952,3.6906813338788425e-07,4.323369751091377e-08
1953,4.2233404684566267e-07,5.0636987936059086e-08
1954,4.4660489528780545e-07,4.886267901405006e-08
1955,3.632230356487298e-07,5.255940571657902e-08
1956,4.37801307207053e-07,6.715279221580772e-08
1957,3.958096783662768e-07,5.654424273249248e-08
1958,3.614970314202992e-07,4.963345967556876e-08
1959,3.394827592373417e-07,6.200598134942226e-08
1960,3.349683392883662e-07,6.57479135579564e-08
1961,3.800643151308236e-07,7.851420202875659e-08
1962,3.500760046293294e-07,5.517501905361044e-08
1963,3.7244466977170987e-07,5.1728424654839955e-08
1964,3.4131061621422987e-07,8.517555527554066e-08
1965,3.5732442871250214e-07,6.511731687197653e-08
1966,3.6945628778539685e-07,5.594465368741197e-08
1967,2.9532708767376903e-07,4.733122199729323e-08
1968,3.602115441481146e-07,6.961694593021761e-08
1969,3.074770047462039e-07,9.492273833622278e-08
1970,3.0489547730994104e-07,5.104584777093635e-08
1971,3.6893692723083404e-07,5.4980851982300294e-08
1972,3.9245624350314756e-07,4.4119263242770046e-08
1973,2.9385375022172866e-07,3.859242525550144e-08
1974,2.2783565567507935e-07,3.8816445169231883e-08
1975,3.221274837983401e-07,3.998036035568475e-08
1976,2.833909369392984e-07,4.113739193734034e-08
1977,2.556399976150203e-07,3.584836893999466e-08
1978,3.0534639439139255e-07,3.6237608913580743e-08
1979,3.2946611039363916e-07,4.096381411855532e-08
1980,2.990389260659754e-07,4.150159871318948e-08
1981,2.8528229689683826e-07,2.4669642328944974e-08
1982,2.8989034372983724e-07,4.3452515030573124e-08
1983,3.0755588831254954e-07,3.662883452104637e-08
1984,2.9980873694768206e-07,4.2332760408214654e-08
1985,2.7791879375627104e-07,3.9101127669027846e-08
1986,3.0032371434174365e-07,4.375974538284311e-08
1987,3.1226274987972147e-07,3.788706459673108e-08
1988,2.8663526840944087e-07,4.377484308371038e-08
1989,3.2434803465264395e-07,5.049072493434892e-08
1990,3.0403471118489733e-07,4.685839871676478e-08
1991,2.672828243177605e-07,3.106576618172596e-08
1992,2.9202703544228825e-07,4.35285585353995e-08
1993,3.0964170605329855e-07,3.4343087762511715e-08
1994,2.9803334111733193e-07,5.0639296755861096e-08
1995,2.711225386420324e-07,4.229511563202948e-08
1996,2.8345270131069356e-07,3.736664666575962e-08
1997,3.1790149179755645e-07,3.500272982570607e-08
1998,2.7321380979827836e-07,3.385371594166742e-08
1999,3.0071923085017715e-07,3.7475651026852574e-08
2000,2.6773270622726386e-07,3.1368023178934834e-08
2001,3.093135569898209e-07,3.2859088422432237e-08
2002,3.145716984676028e-07,4.20597260908373e-08
2003,3.3502061658197135e-07,4.583615043074474e-08
2004,2.537159851101478e-07,3.744072574196622e-08
2005,2.8553772946082745e-07,2.8823996633953186e-08
2006,3.0348848190087097e-07,3.623743188851947e-08
2007,3.007842943603123e-07,4.2740931155416106e-08
2008,3.303773237206542e-07,4.5128860981513697e-08
2009,3.132702408592536e-07,4.148327348296732e-08
2010,3.448369021441522e-07,3.495606970549403e-08
2011,3.720724635059014e-07,4.550526777613584e-08
2012,4.2859542404016793e-07,5.276591530378738e-08
2013,4.261782944325887e-07,3.7374273953449944e-08
2014,4.705512353098129e-07,4.179309198715231e-08
2015,4.7035730954547716e-07,4.898631600358527e-08
2016,4.971215883387003e-07,7.249690092692163e-08
2017,3.7155578791470134e-07,2.9432651871275084e-08
2018,4.26716441737085e-07,4.078717563693601e-08
2019,3.9055622469419404e-07,3.826481476121302e-08
