year,nouveaux_ADJ arbres_NOUN,nouveaux_ADJ marbres_NOUN
1968,1.3474247495537384e-08,2.6948494546985557e-09
1969,2.043791091921321e-08,0.0
1970,2.207388050123882e-08,0.0
1971,1.5415192677892264e-08,0.0
1972,1.7955514408640738e-08,0.0
1973,1.3231689521830958e-08,0.0
1974,1.9689501584707614e-08,5.625571675160757e-10
1975,2.2845920710778955e-08,5.711480177694739e-10
1976,1.5426522226302808e-08,1.142705374768127e-09
1977,1.5279633558407113e-08,5.876781838942691e-10
1978,1.841583241457556e-08,1.7821774056514528e-09
1979,2.63338808537128e-08,1.7555920051037788e-09
1980,1.4781392110307934e-08,0.0
1981,2.6567308353264707e-08,0.0
1982,1.8001756529884005e-08,6.207502289967692e-10
1983,2.0209011353244932e-08,0.0
1984,3.653375202361531e-08,1.739702604197646e-09
1985,2.4062231318566774e-08,0.0
1986,2.3977941410180392e-08,0.0
1987,4.766437200487417e-08,0.0
1988,3.418035632307692e-08,1.1993107618124554e-09
1989,2.798942233539492e-08,0.0
1990,5.6665971470692966e-08,0.0
1991,2.4032006606944378e-08,5.861465202094962e-10
1992,2.5345743281945943e-08,0.0
1993,4.2651898013446043e-08,5.539207426075166e-10
1994,2.2682185019107237e-08,1.5824779264761446e-09
1995,3.145021310047014e-08,5.422450821690461e-10
1996,2.4555223632205525e-08,1.067618438099771e-09
1997,2.6851409984374186e-08,0.0
1998,2.9085589048349902e-08,4.768129224785866e-10
1999,1.96518641359944e-08,0.0
2000,3.269343196166119e-08,4.4180314962005696e-10
2001,2.2344179839706158e-08,0.0
2002,1.62105191492401e-08,0.0
2003,2.2084691408963408e-08,0.0
2004,2.2464435645019876e-08,8.809582507929292e-10
2005,1.7564623533417034e-08,0.0
2006,3.211954080484247e-08,4.1178899179428186e-10
2007,2.5165221018141892e-08,3.994479469415779e-10
2008,2.3415918093405708e-08,0.0
2009,2.8132336238329003e-08,1.430457752249481e-09
2010,2.1257068993918438e-08,9.447586046817946e-10
2011,2.8679789210173112e-08,1.529588788962144e-09
2012,2.5531894820574053e-08,1.0212758416727752e-09
2013,3.458514896692577e-08,0.0
2014,2.815078659068604e-08,2.1654451842767486e-10
2015,2.571227497583095e-08,4.433150790905671e-10
2016,2.6720286427917017e-08,2.0713400439298368e-10
2017,3.3960752432449226e-08,0.0
2018,2.7363547872027993e-08,0.0
2019,3.290774230890747e-08,5.1019755087367e-10
