year,moins_ADV hérité_VERB,moins_ADV mérité_VERB
1861,1.8863854922557266e-09,3.254015012998934e-08
1862,4.517986262886353e-10,2.5300723294208183e-08
1863,9.989241434027463e-09,2.5472566278494924e-08
1864,7.671564716815737e-09,2.1576274988888144e-08
1865,4.706844358715045e-10,2.8241066374334878e-08
1866,7.298419202328432e-09,2.4814625021463144e-08
1867,4.85281148598915e-10,3.785192959071537e-08
1868,6.915823469455518e-09,4.6928803953960596e-08
1869,1.953407657850903e-09,4.150991372853241e-08
1870,8.601073631098188e-09,3.2110673231500186e-08
1871,0.0,2.0180236148803488e-08
1872,2.4189357183956872e-09,1.5118347462816928e-08
1873,3.591602570907071e-09,3.112722168907567e-08
1874,9.559374625212058e-09,1.1949218503559678e-08
1875,4.577221712764867e-09,1.5448122780981066e-08
1876,2.418405919968336e-09,2.3579458385825092e-08
1877,4.329371083855449e-09,5.318941731502491e-08
1878,9.058632954861423e-09,2.8987624745013818e-08
1879,1.832797580370027e-09,1.0996785704264767e-08
1880,6.417846254436199e-10,3.529815373326528e-08
1881,1.3945015142624584e-09,2.3009274485730202e-08
1882,2.6621540527571597e-09,1.1979693681496428e-08
1883,0.0,1.3270612164717477e-08
1884,5.281357573494461e-09,1.650424152899177e-08
1885,1.2891271383708158e-09,2.9649923405372647e-08
1886,1.936039106809062e-09,1.8069698626277386e-08
1887,3.9173548849191775e-09,1.3057849024278312e-08
1888,1.9021844099853524e-09,1.9021843655764314e-08
1889,1.4409814674820609e-08,3.195219733242993e-08
1890,1.3108772956016423e-09,1.3764211992395303e-08
1891,1.9122659011827636e-09,1.7210394887001712e-08
1892,4.387958441043338e-09,1.56712811616444e-08
1893,6.158416554491453e-10,2.3401982574000613e-08
1894,5.671385139294216e-09,2.079507943619774e-08
1895,1.8055843487019274e-09,1.5648398132839247e-08
1896,2.358811590497112e-09,2.0639602027472392e-08
1897,5.826713334045053e-09,8.740070001067579e-09
1898,2.26334195829736e-09,1.9238406423482957e-08
1899,3.3165470370022376e-09,1.0502398950507086e-08
1900,1.038210628578895e-09,1.7130474816440255e-08
1901,1.1177477832191585e-09,7.824234593556412e-09
1902,1.4730852093691738e-09,1.6694965410124496e-08
1903,3.7801539676252105e-09,1.9440793863623185e-08
1904,2.6873125946735854e-09,1.9886112312406112e-08
1905,1.5482277682110634e-09,1.2901897328276846e-08
1906,0.0,7.716276506641861e-09
1907,0.0,1.3885677496716653e-08
1908,2.9468334439286537e-09,1.1296195090437777e-08
1909,7.151278680339601e-09,1.265226234892225e-08
1910,5.34415089958884e-09,1.977335806202518e-08
1911,3.1922244847493175e-09,9.576673676292558e-09
1912,3.646594803896619e-09,1.719108944087111e-08
1913,2.121195885607108e-09,1.4318072061314524e-08
1914,6.696743604095445e-09,1.875088173619588e-08
1915,1.1780762143587253e-08,1.5314990164938536e-08
1916,1.0987462051303964e-09,7.69122365795738e-09
1917,1.0966424435210342e-09,1.0966424213165737e-08
1918,1.1486376294556067e-09,2.2972752589112133e-08
1919,3.6831393490643904e-09,3.222746869369075e-08
1920,2.2716695191604686e-09,1.2872794385998532e-08
1921,1.5145494858259667e-09,8.330022005509363e-09
1922,7.377935484775833e-10,2.8036154731125862e-08
1923,2.1231896241147297e-09,1.1677542488541803e-08
1924,3.867487219366694e-09,2.0626599095407983e-08
1925,2.1996355847875293e-09,1.3197813508725176e-08
1926,3.343841648018042e-09,8.916910765321973e-09
1927,1.1149224876660924e-09,1.2264147031260109e-08
1928,0.0,1.4853853258500749e-08
1929,0.0,4.4561625500705304e-09
1930,5.2518016602221e-09,1.2604324695075775e-08
1931,4.5621426636444085e-09,4.5621426636444085e-09
1932,1.0959536611565568e-09,7.6716757391182e-09
1933,2.2941324395731044e-09,5.735331320977366e-09
1934,1.5576054224197833e-08,1.5576054224197833e-08
1935,1.196828414151696e-09,5.98414207075848e-09
1936,8.487299751891442e-09,1.576212937948185e-08
1937,0.0,1.2591118370153254e-08
1938,0.0,9.075650453382877e-09
1939,3.058810094103137e-09,4.588215141154706e-09
1940,2.5357829169792012e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,0.0,9.102635090130207e-09
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,6.535512131478072e-09,2.178504043826024e-09
1946,2.7842208538686464e-09,6.960552134671616e-09
1947,1.549713246618012e-08,1.907339353124371e-08
1948,1.0871887834440486e-09,1.0871887834440486e-09
1949,3.9268033269479474e-09,3.9268033269479474e-09
1950,0.0,4.2541445921528975e-09
1951,6.396841278899501e-09,2.1322803522849654e-09
1952,2.1089607837865287e-09,1.370824520563474e-08
1953,5.386913581872932e-09,3.232148326759443e-09
1954,3.9090144454689835e-09,3.9090144454689835e-09
1955,4.6928039232341234e-09,2.815682353940474e-09
1956,2.616342476002842e-09,9.593255967388359e-09
1957,1.7670075402875796e-09,7.068030161150318e-09
1958,1.6544486891589827e-09,6.617794756635931e-09
1959,3.100299128533379e-09,1.3951345856355601e-08
1960,2.7683333403416555e-09,2.7683333403416555e-09
1961,4.16889545107324e-09,2.779263708063695e-09
1962,5.0735651235811474e-09,1.0147130247162295e-08
1963,8.405868889838075e-09,3.879631726988464e-09
1964,8.517555549758526e-09,1.034274621503073e-08
1965,3.2832261354087677e-09,1.0396882466068291e-08
1966,6.6468897053084675e-09,7.754704434148607e-09
1967,6.409436092980059e-09,1.5777073869571723e-08
1968,4.042274071025531e-09,1.3474247495537384e-08
1969,4.087581828571274e-09,1.1354394757745467e-08
1970,3.6789800095249348e-09,6.898087434592526e-09
1971,1.541519245584766e-09,1.798439086542203e-08
1972,3.0780880067027283e-09,1.1799337507056862e-08
1973,6.615844760915479e-09,8.269805285010534e-09
1974,1.1251143350321513e-09,2.2502286700643026e-09
1975,1.7134440533084216e-09,6.282628195464213e-09
1976,2.285410749536254e-09,5.713526984862938e-09
1977,3.526069214387917e-09,1.7630346071939584e-09
1978,5.940591352171509e-10,4.752473081737207e-09
1979,4.096381456264453e-09,9.948355028654987e-09
1980,3.97960553399912e-09,7.95921106799824e-09
1981,5.060439622894819e-09,1.2651099057237047e-09
1982,3.7245013739806154e-09,7.449002747961231e-09
1983,7.57837881337764e-09,6.946847541655643e-09
1984,3.479405208395292e-09,5.219107812592938e-09
1985,5.414002135495366e-09,2.4062232206745193e-09
1986,8.392279760016663e-09,4.7955883708539204e-09
1987,3.6664902225425067e-09,5.49973533381376e-09
1988,3.597932174415064e-09,1.1993107618124554e-09
1989,1.6464366536794728e-09,2.1952488715726304e-09
1990,5.993515905799995e-09,2.724325431913144e-09
1991,4.68917216167597e-09,4.10302547493302e-09
1992,3.30596661157756e-09,3.856960972825618e-09
1993,3.877445031719162e-09,8.308811416668505e-09
1994,3.6924485691258724e-09,4.2199412852994556e-09
1995,6.506940763983948e-09,5.4224509327127635e-09
1996,4.804283193493575e-09,3.736664311304594e-09
1997,2.3974471297094624e-09,3.835915585170824e-09
1998,9.536258449571733e-10,3.814503379828693e-09
1999,5.484241505371301e-09,7.769341614505265e-09
2000,9.277866475088103e-09,3.97622823555821e-09
2001,3.5049694258049158e-09,3.066848330846028e-09
2002,4.81934359086722e-09,5.257465574004527e-09
2003,7.91715315529018e-09,5.000307723435071e-09
2004,4.404791198453495e-09,5.726228824443069e-09
2005,3.602999676388663e-09,6.305249655724765e-09
2006,4.117890028965121e-09,4.941467679486777e-09
2007,3.1955835755326234e-09,4.393927444112933e-09
2008,3.8316958494988285e-09,4.6831836186811415e-09
2009,7.629108011997232e-09,4.76819250749827e-09
2010,3.7790344187271785e-09,2.3618964561933353e-09
2011,8.412738061736036e-09,8.412738061736036e-09
2012,8.851056776393307e-09,7.829781267787439e-09
2013,3.0680376017500066e-09,5.29933741333366e-09
2014,7.57905826986871e-09,7.57905826986871e-09
2015,6.871383906315032e-09,9.087958829923082e-09
2016,7.871092222444531e-09,9.32103016992869e-09
2017,4.779661555431858e-09,4.2765391228272165e-09
2018,3.872199894061623e-09,5.937373259712331e-09
2019,2.806086474294034e-09,6.887666881283394e-09
