year,beaux_ADJ effets_NOUN
1909,1.0341849332462516e-07
1910,9.61947108635286e-08
1911,1.0161914332229571e-07
1912,1.1564915070039206e-07
1913,1.3151414179901622e-07
1914,1.1786269027425078e-07
1915,6.715034572835066e-08
1916,6.043104150421641e-08
1917,6.031533672512523e-08
1918,7.236417332023848e-08
1919,8.931613137974637e-08
1920,1.0146790430098918e-07
1921,1.0223209301329916e-07
1922,1.2394932014103688e-07
1923,1.1252905096625909e-07
1924,8.637388049237416e-08
1925,1.4737558728938893e-07
1926,9.808601930672012e-08
1927,1.103773286104115e-07
1928,1.2911426949813176e-07
1929,8.912324744869693e-08
1930,1.3654684494213143e-07
1931,9.238338805062085e-08
1932,1.0192368904426985e-07
1933,9.176530113563786e-08
1934,9.106000931069502e-08
1935,9.813992818408224e-08
1936,1.200346702034949e-07
1937,7.80649358489427e-08
1938,8.427389275311725e-08
1939,9.023489866422096e-08
1940,8.875240098404902e-08
1941,9.149658097840074e-08
1942,9.709477666319799e-08
1943,7.258088174921795e-08
1944,9.318240046241044e-08
1945,1.0238969139209075e-07
1946,9.32713959400644e-08
1947,1.0132740158041997e-07
1948,7.936478141346015e-08
1949,6.086545312200542e-08
1950,8.720996191868835e-08
1951,6.076999170545605e-08
1952,7.592258555177978e-08
1953,6.787511352968068e-08
1954,7.915754451914836e-08
1955,8.540903451148552e-08
1956,8.633929837742471e-08
1957,6.184526313290917e-08
1958,4.715178647529683e-08
1959,6.743150748889093e-08
1960,6.920833328649678e-08
1961,8.476754231878658e-08
1962,6.468795277214667e-08
1963,8.147227248400668e-08
1964,8.274196972024583e-08
1965,7.82502169727195e-08
1966,6.591498902253079e-08
1967,8.825301023307475e-08
1968,9.926029065354669e-08
1969,5.813449988067987e-08
1970,6.668151542044143e-08
1971,7.553444447694346e-08
1972,1.5749550641430687e-07
1973,5.678599990233124e-08
1974,3.994155761688489e-08
1975,7.13935008889166e-08
1976,5.370715427943651e-08
1977,5.2891035551283494e-08
1978,5.8217796805593025e-08
1979,6.495690740848659e-08
1980,6.879032099504911e-08
1981,4.1748627666038374e-08
1982,3.5382761609525915e-08
1983,6.44162270191373e-08
1984,4.5232265932781957e-08
1985,5.5343132743246315e-08
1986,5.934540681096223e-08
1987,4.888653393209097e-08
1988,7.495692244674501e-08
1989,6.146697018039049e-08
1990,6.048002632041971e-08
1991,5.3925479193139836e-08
1992,6.611932690248068e-08
1993,7.200969776022248e-08
1994,6.118914797070829e-08
1995,6.398492047310356e-08
1996,6.992900836166882e-08
1997,5.5620777317244574e-08
1998,5.626392507451783e-08
1999,5.255731494457905e-08
2000,5.87598201207129e-08
2001,6.615629644102228e-08
2002,6.440395594609072e-08
2003,5.125315283294185e-08
2004,5.7702767009004674e-08
2005,5.5846495428113485e-08
2006,5.929761570655501e-08
2007,4.7933752966855536e-08
2008,6.556457066153598e-08
2009,4.291373301157364e-08
2010,3.7317963830219014e-08
2011,3.6710130046913036e-08
2012,4.663826302930829e-08
2013,3.402732673407627e-08
2014,6.019937615064919e-08
2015,5.7409302200994716e-08
2016,4.722655333466719e-08
2017,2.3143623906207722e-08
2018,5.008045533827499e-08
2019,6.683588082978531e-08
