year,trois_DET eaux_NOUN,trois_DET maux_NOUN
1849,4.189707314417035e-08,2.513824481908955e-09
1850,2.2403686017469226e-08,2.0366988096043315e-09
1851,1.096404567135778e-08,6.449438760824933e-09
1852,4.427170807730363e-08,5.208436348880241e-09
1853,5.971931837933653e-09,2.9859659189668264e-09
1854,4.208488119106235e-08,7.27393034694046e-09
1855,5.837630823180007e-08,1.6982198758341838e-08
1856,5.3842768188427925e-08,1.9673319640034492e-08
1857,2.0502338549110988e-08,4.881509030330022e-09
1858,2.6425849952715907e-08,4.893676075479192e-09
1859,4.226503946824778e-08,1.629495471888731e-08
1860,5.0806741119791e-08,2.2885919548354394e-09
1861,5.234719679947375e-08,1.5091084382135023e-08
1862,5.737842562192341e-08,1.490935469528054e-08
1863,4.9946207170137313e-08,1.498386242859695e-08
1864,3.068625842317374e-08,4.794728170054441e-09
1865,2.729969672543575e-08,2.2122168596983016e-08
1866,1.0217787504984699e-08,6.3252967308358166e-09
1867,4.610170911689693e-08,1.1161466417775046e-08
1868,5.532658775564414e-08,2.3217407663089773e-08
1869,4.2974966696363026e-08,2.2464188176307687e-08
1870,3.268407855472333e-08,1.6628741050794815e-08
1871,1.3807530230280918e-08,1.805600113868877e-08
1872,4.898344840853497e-08,1.3304146673220885e-08
1873,8.021245889722195e-08,4.1902030178953e-09
1874,3.823749850084823e-08,4.182226565063729e-09
1875,3.833423067867159e-08,2.8607636259891933e-09
1876,7.37613781165436e-08,7.859819461941697e-09
1877,8.844287080478352e-08,1.2369631985365004e-09
1878,6.03908887342186e-08,6.039088673581716e-10
1879,5.742765785132775e-08,6.720258016734704e-09
1880,4.941741771347097e-08,8.343200130767059e-09
1881,4.3229546664580454e-08,6.2752567586699115e-09
1882,5.856738738430067e-08,3.9932310791357395e-09
1883,4.170763850952497e-08,1.1374809816278031e-08
1884,4.68720466884065e-08,6.601696966868076e-09
1885,6.896829862768072e-08,7.090199205528336e-09
1886,4.711028545045792e-08,1.6779006406508756e-08
1887,3.003305382165422e-08,1.3057849246322917e-09
1888,2.346027505595316e-08,7.60873763994141e-09
1889,7.2675589102289e-08,9.39770516961147e-09
1890,5.636772321127026e-08,1.9663159989136147e-09
1891,7.585322059355804e-08,3.1871101313640793e-09
1892,6.017771747579559e-08,7.522214851007902e-09
1893,4.310891554837326e-08,4.310891699166319e-09
1894,4.348062221382065e-08,9.452308935564702e-09
1895,2.1667012850556944e-08,2.4074457982692365e-09
1896,3.3613064720494634e-08,1.0614652046214701e-08
1897,4.078699333831537e-08,1.689746942368231e-08
1898,1.4711722839955144e-08,7.92169685404076e-09
1899,2.7085134135518274e-08,4.9748205555033564e-09
1900,4.204752979131143e-08,5.191053142894475e-10
1901,1.676621691482083e-08,8.941982265753268e-09
1902,3.830021244599635e-08,1.129365245766678e-08
1903,1.836074892125339e-08,1.0800440541913758e-09
1904,3.117282698639201e-08,8.599400302955473e-09
1905,2.4255568054076804e-08,9.805442346966231e-09
1906,1.4403717052413612e-08,2.0576738091193647e-09
1907,1.7999951751335175e-08,7.71426522661045e-09
1908,2.2592390180875555e-08,1.4243027868232616e-08
1909,2.6954820153690662e-08,7.151278402783845e-09
1910,1.6566866989364826e-08,3.206490406526541e-09
1911,1.1704823332792103e-08,7.980561322895596e-09
1912,2.7609931674277277e-08,4.688478938419394e-09
1913,1.3787773367468503e-08,6.3635876568213234e-09
1914,1.004511551716547e-08,6.696743604095445e-09
1915,5.890381071793627e-09,2.3561523843085297e-09
1916,8.789969641043172e-09,5.493731025651982e-09
1917,1.7546279096336548e-08,1.0966424213165737e-08
1918,1.9526838812566893e-08,5.743188147278033e-09
1919,1.6574126959767455e-08,6.4454939163738345e-09
1920,2.4231140649533245e-08,6.057785384427916e-09
1921,1.8931869016913794e-08,3.7863738810983705e-09
1922,3.3938504784281065e-08,8.853522692753302e-09
1923,1.3800732556745743e-08,6.369568872344189e-09
1924,1.2891624545652292e-08,3.867487219366694e-09
1925,1.3197813952814386e-08,1.0998177923937646e-09
1926,2.452150482668003e-08,2.229227691330493e-09
1927,1.3379070296082318e-08,2.2298449753321847e-09
1928,9.14083297942625e-09,1.2568645679778001e-08
1929,3.119313873867213e-08,4.4561625500705304e-09
1930,2.520864939015155e-08,6.30216201447098e-09
1931,2.3951248984133144e-08,1.8248570654577634e-08
1932,1.8631212128639163e-08,1.0959536611565568e-09
1933,2.0647192178202545e-08,4.588264879146209e-09
1934,1.4377896206951846e-08,0.0
1935,1.6755597798123745e-08,1.196828414151696e-09
1936,2.182448710641438e-08,4.849885826274658e-09
1937,1.1332006222275481e-08,2.5182236296217297e-09
1938,6.482607339819424e-09,2.5930428915188486e-09
1939,1.6823456405745674e-08,3.058810094103137e-09
1940,1.0143131667916805e-08,5.0715658339584024e-09
1941,1.7709016475464523e-08,2.3612021671226557e-08
1942,6.068423541449874e-09,0.0
1943,1.7419411690866582e-08,2.9032352077962287e-09
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,8.714016175304096e-09,1.5249527862692958e-08
1946,1.3921104269343232e-08,2.7842208538686464e-09
1947,2.8610090296865565e-08,7.152522574216391e-09
1948,1.0871888278529696e-08,6.523132700664291e-09
1949,1.3743811422273211e-08,9.817008317369869e-10
1950,1.70165788127008e-08,8.508289184305795e-09
1951,1.0661401539380222e-08,5.3307008807124134e-09
1952,1.7926167217297007e-08,3.1634410646574906e-09
1953,1.185120990232491e-08,6.464296653518886e-09
1954,1.2704296725729591e-08,1.0749790169128914e-08
1955,4.6928039232341234e-09,4.6928039232341234e-09
1956,2.8779767013986657e-08,4.36057079333807e-09
1957,2.47381048978923e-08,7.0680299946168645e-09
1958,1.8198935247681902e-08,8.272243445794913e-10
1959,1.705164498488898e-08,8.525822714489095e-09
1960,9.689166802218097e-09,7.612916519406099e-09
1961,8.33779090214648e-09,8.33779090214648e-09
1962,1.268391242037481e-08,6.341956404476434e-09
1963,2.392439713005956e-08,3.879632060055371e-09
1964,1.0951143103454797e-08,1.2167936880302932e-08
1965,1.860494691641179e-08,7.113656441681826e-09
1966,1.1632056873267516e-08,4.985167390003653e-09
1967,1.4791006530678885e-08,7.888536934785861e-09
1968,1.7067379731727783e-08,7.635406862327443e-09
1969,1.0446042669753908e-08,1.0900218283538265e-08
1970,1.655541059797372e-08,9.197450273612517e-09
1971,2.6719667811647696e-08,1.233215407570043e-08
1972,1.8468529372484e-08,6.156176346472364e-09
1973,1.0475087075523248e-08,1.0475087075523248e-08
1974,1.2938814686336286e-08,5.625571564138454e-09
1975,2.1703624231150798e-08,6.282628195464213e-09
1976,1.142705374768127e-08,1.1427053858703573e-08
1977,2.8796231177352638e-08,5.876781727920388e-09
1978,1.8415833413776284e-08,1.603959731699689e-08
1979,2.0481905949054635e-08,5.851973239323627e-09
1980,1.8192481354706302e-08,7.95921106799824e-09
1981,3.09951919685858e-08,1.2651099501326257e-08
1982,1.8622506647858472e-08,1.4277255488970297e-08
1983,2.084054306905614e-08,1.894594880980094e-08
1984,1.681712458179163e-08,5.799008662155103e-09
1985,3.128090220183566e-08,9.62489254963117e-09
1986,1.3187867908825979e-08,1.8582905048081244e-08
1987,2.077677729861449e-08,9.166225112267057e-09
1988,1.798966176025374e-08,1.4391728697660255e-08
1989,1.8659615408367358e-08,1.372030544732894e-08
1990,1.9070277801347402e-08,1.1442167213715493e-08
1991,2.2859715009815318e-08,1.1136784217047335e-08
1992,1.1019888224161889e-08,1.0468894195980738e-08
1993,2.4926434250005514e-08,9.970573089379542e-09
1994,2.215469208088905e-08,1.6352272202979634e-08
1995,1.8436332793747567e-08,8.133676288046843e-09
1996,1.3345230698291743e-08,8.540947504798169e-09
1997,8.151320618488e-09,1.1507746311423261e-08
1998,1.8118891276230897e-08,1.3350762162467333e-08
1999,1.1882523187622951e-08,8.683381846896765e-09
2000,1.6788519130450652e-08,1.4137701231931032e-08
2001,1.8401088985875447e-08,6.571817756650944e-09
2002,1.2267419968736704e-08,1.1391176002462089e-08
2003,1.750107614384433e-08,1.2500768864498468e-08
2004,1.3214373428827031e-08,1.4095331790642263e-08
2005,1.0808999029165989e-08,7.205999574821931e-09
2006,1.4412614657288714e-08,8.647569216257978e-09
2007,1.2382886716011399e-08,1.078509459517818e-08
2008,1.0217855089811323e-08,7.663391587975354e-09
2009,1.1443661795951243e-08,1.7642311611609784e-08
2010,1.1809482836078189e-08,1.1337103256181535e-08
2011,6.1183551280930004e-09,3.4415748029203996e-09
2012,7.829781378809741e-09,1.0212757750593937e-08
2013,6.972812605088308e-09,8.08846234434668e-09
2014,9.311414264634443e-09,6.929424548052232e-09
2015,7.536356427806368e-09,6.871383906315032e-09
2016,7.45682449121432e-09,9.113896304313585e-09
2017,4.528100561174142e-09,6.540589542192166e-09
2018,7.48625367252842e-09,7.486253505994966e-09
2019,5.35707450621814e-09,5.867271779536054e-09
