year,aux_ADP arrêts_NOUN,aux_ADP marais_NOUN
1927,9.019722995162738e-07,1.148370158965406e-07
1928,7.575465303943929e-07,9.712135351502837e-08
1929,9.72557472778135e-07,1.4036911810677566e-07
1930,5.745471227669441e-07,1.1343891692661145e-07
1931,8.462774587769673e-07,1.7222088644075484e-07
1932,9.238889617790846e-07,1.4137802439861957e-07
1933,8.385054002246761e-07,1.3076554949975616e-07
1934,8.578811332426994e-07,1.5576054401833517e-07
1935,5.936268934192412e-07,1.3045429980707013e-07
1936,5.710740822451044e-07,1.4792151770137707e-07
1937,4.608349364332298e-07,1.2465206689071806e-07
1938,4.887885989290908e-07,1.335417088021984e-07
1939,4.083511555563746e-07,1.1011716516406977e-07
1940,5.933731763718697e-07,1.2425336248789165e-07
1941,4.2796787091958777e-07,1.269146103766161e-07
1942,5.370554898576074e-07,1.6384744117026173e-07
1943,4.993564610700219e-07,1.509682354683406e-07
1944,4.466328853425239e-07,1.1567470181716999e-07
1945,4.7055688678909746e-07,1.3724575564921793e-07
1946,4.371226616228796e-07,9.466350814335556e-08
1947,3.6358656174684256e-07,1.060957499632309e-07
1948,4.1095737302043744e-07,1.1632919783011175e-07
1949,3.759914299905631e-07,1.1976749814124332e-07
1950,4.456216409209901e-07,9.25276442131917e-08
1951,4.72300091480804e-07,8.209279211968123e-08
1952,4.2284664836245156e-07,8.119499150804899e-08
1953,4.331078713448733e-07,8.619062008552447e-08
1954,3.6647010581702943e-07,8.795282635531976e-08
1955,3.8480993147516074e-07,8.728615474851154e-08
1956,4.1338209832986195e-07,8.721141697698442e-08
1957,5.892969952014937e-07,1.024864366705458e-07
1958,4.7565400507210143e-07,7.610464303198228e-08
1959,4.6892024485600814e-07,1.0308494591271256e-07
1960,5.391329001014356e-07,8.720249966565063e-08
1961,4.738644712176665e-07,9.518977889255709e-08
1962,5.492134498297219e-07,1.1288682433274744e-07
1963,4.6361601846456324e-07,1.2156179884925677e-07
1964,4.4595487569409897e-07,1.210709690280254e-07
1965,4.339330530456209e-07,1.1381850129055238e-07
1966,4.575275740492657e-07,8.585565547392093e-08
1967,4.742982788741301e-07,7.691323600234057e-08
1968,4.801323534309176e-07,9.926029331808195e-08
1969,4.6780106721655557e-07,9.537691414429617e-08
1970,4.847056214174472e-07,7.81783243697376e-08
1971,4.223762699595568e-07,7.91313206072175e-08
1972,4.6735638026262905e-07,7.284808534180343e-08
1973,4.311325501049623e-07,7.112033206801982e-08
1974,4.528585186847067e-07,8.494613257248318e-08
1975,4.552049608363973e-07,5.8257096924307916e-08
1976,5.199309560666165e-07,5.4849857322736284e-08
1977,4.983511194822654e-07,7.404745050454409e-08
1978,5.334650827748533e-07,6.594056278785843e-08
1979,4.775210302732091e-07,7.900164189500458e-08
1980,4.1217341806287777e-07,8.24346877426052e-08
1981,5.009835444269584e-07,9.551579793765086e-08
1982,3.842443989654498e-07,9.807853340593198e-08
1983,5.816405899139454e-07,7.830991677337806e-08
1984,4.175286187901861e-07,1.0554195473133632e-07
1985,4.878617634318516e-07,9.3842702941771e-08
1986,4.447908299454184e-07,6.893658582862727e-08
1987,4.5708909901520656e-07,9.593982563949055e-08
1988,4.383480920466809e-07,6.296381305226362e-08
1989,4.889916862538257e-07,8.671232987200739e-08
1990,4.41885585011903e-07,7.192219098062225e-08
1991,4.513328226707358e-07,7.444061128625279e-08
1992,4.248166973752632e-07,7.438424332040228e-08
1993,5.517050523096145e-07,7.422537900980686e-08
1994,5.422624536066678e-07,6.277162561962868e-08
1995,4.929007717535683e-07,6.39849201955478e-08
1996,4.6654927032818705e-07,7.046281780276331e-08
1997,5.749078284544851e-07,8.870554468742853e-08
1998,6.627699811190269e-07,7.819732228409038e-08
1999,5.406547742836665e-07,8.546276442089606e-08
2000,6.794932572162793e-07,6.627047177687473e-08
2001,5.686812665217644e-07,6.002260252713221e-08
2002,5.975985963857511e-07,5.6517758806329255e-08
2003,5.825358115885138e-07,9.125561306611019e-08
2004,5.796705178084949e-07,7.53219291382834e-08
2005,5.52159672650987e-07,6.260211793396309e-08
2006,6.065651856346221e-07,8.153422248469155e-08
2007,4.6575629486511616e-07,8.787854999248168e-08
2008,4.768332404481157e-07,9.451516103098356e-08
2009,6.05083646298965e-07,7.104606547514436e-08
2010,5.276476811033604e-07,5.668551761317531e-08
2011,5.078234881494836e-07,6.883149200609395e-08
2012,5.368506279523899e-07,6.944675703945968e-08
2013,6.02729942400515e-07,6.833356280822045e-08
2014,6.12387886178567e-07,6.951079073447275e-08
2015,6.226360556027544e-07,8.777638882406791e-08
2016,6.07524045292962e-07,9.424597036122861e-08
2017,6.032436230540839e-07,6.087779583219266e-08
2018,5.810881456014272e-07,6.711813371751418e-08
2019,5.505031559494e-07,7.091745879428402e-08
