year,plusieurs_DET airs_NOUN,plusieurs_DET mers_NOUN
1910,2.9392828393426385e-08,7.481810726517324e-09
1911,2.3409645777405785e-08,8.51259862599818e-09
1912,2.3442395913342295e-08,9.376957876838787e-09
1913,2.9696742065432602e-08,5.833288518886093e-09
1914,3.750176436057018e-08,3.3483718020477227e-09
1915,2.3561524287174507e-08,1.1780761921542648e-09
1916,2.5271162940043723e-08,4.394984820521586e-09
1917,1.9739564316445524e-08,2.1932848870420685e-09
1918,6.89182577673364e-09,5.743188147278033e-09
1919,2.5781975665495338e-08,6.4454939163738345e-09
1920,3.104614920701465e-08,6.057785384427916e-09
1921,2.4232791995260072e-08,2.2718242842501013e-09
1922,3.172512152982421e-08,6.640141769764796e-09
1923,3.0786250437842e-08,1.0615948120573648e-09
1924,2.3204923871311678e-08,9.02413699321869e-09
1925,3.739380360912037e-08,1.3197813508725176e-08
1926,3.343841403768977e-08,1.114613823460786e-08
1927,6.132073648856817e-08,1.6723836537835268e-08
1928,3.427812300671462e-08,3.4278122562625413e-09
1929,1.782465064437133e-08,1.1140405931087116e-08
1930,4.201441383688831e-08,8.402882833991043e-09
1931,2.737285687004487e-08,1.0264820993199919e-08
1932,3.1782656950696264e-08,1.6439305028370654e-08
1933,2.4088391503696016e-08,8.02946331646126e-09
1934,2.036868629318178e-08,5.990790086229936e-09
1935,1.4361940969820353e-08,2.393656828303392e-09
1936,4.607391712596609e-08,8.487299751891442e-09
1937,2.0145788925951535e-08,2.5182236296217297e-09
1938,2.5930428471099276e-08,1.9447821131279852e-08
1939,4.588215141154706e-09,1.3764645423464117e-08
1940,1.77504799747652e-08,2.5357829169792012e-09
1941,2.3612020783048138e-08,1.1806010391524069e-08
1942,1.517105907566929e-08,6.068423541449874e-09
1943,3.774205836748479e-08,0.0
1944,3.534504777746861e-08,3.2131861615880553e-09
1945,1.5249528306782167e-08,2.178504043826024e-09
1946,2.7842207650508044e-08,5.568441707737293e-09
1947,1.549713202209091e-08,5.960435700558264e-09
1948,3.261566261514304e-08,4.348755133776194e-09
1949,1.1780409536754632e-08,6.8719057111366055e-09
1950,3.6160230587611863e-08,4.2541445921528975e-09
1951,2.985192459892261e-08,4.264560704569931e-09
1952,1.3708245316657042e-08,2.1089607837865287e-09
1953,1.4005975268460702e-08,1.1851209791302608e-08
1954,1.759056522665503e-08,5.863521668203475e-09
1955,1.2201289756319511e-08,6.569925492527773e-09
1956,2.1802854632824165e-08,8.72114114258693e-09
1957,2.4738105286470358e-08,5.301022731885041e-09
1958,1.9853384713997002e-08,1.2408365002158916e-08
1959,2.0151945223645384e-08,4.650448914844674e-09
1960,2.5607082898559952e-08,8.305000243069571e-09
1961,1.598076654341085e-08,4.86371165564492e-09
1962,3.424656330741627e-08,1.0147130247162295e-08
1963,5.172842765244212e-08,5.1728423766661535e-09
1964,2.068549243006146e-08,3.6503808864551957e-09
1965,2.7360216536820303e-08,7.660860390501512e-09
1966,2.215629990587331e-08,8.862519607077957e-09
1967,3.204718207472368e-08,7.395503542895199e-09
1968,3.27873351801955e-08,6.2879821072225894e-09
1969,2.8613074021244245e-08,8.175164073476182e-09
1970,2.8052221878738237e-08,6.898087434592526e-09
1971,4.110717910510431e-08,7.193756701440179e-09
1972,9.952484647524074e-08,7.182205497002769e-09
1973,2.2604135341275366e-08,3.3079223804577396e-09
1974,2.531507237168995e-08,8.438357568252286e-09
1975,1.8276735680444745e-08,3.998036124386317e-09
1976,1.5426522226302808e-08,3.4281160132820787e-09
1977,1.704266811008992e-08,1.7630346071939584e-09
1978,2.07920705097564e-08,5.346532105932056e-09
1979,1.0533551697555765e-08,2.3407893401383717e-09
1980,2.4446148327861295e-08,7.390696055153967e-09
1981,2.0874313833019187e-08,3.795329828193417e-09
1982,2.7933760748943826e-08,4.345251713999687e-09
1983,2.0840542402922324e-08,3.1576580239445207e-09
1984,3.363424899704981e-08,4.639206796497319e-09
1985,1.864822973818292e-08,6.015557829641693e-09
1986,1.678455929798872e-08,7.193382389747427e-09
1987,2.1998941002188133e-08,4.277571630240118e-09
1988,1.2592763165564236e-08,6.596209356501959e-09
1989,3.347754684579485e-08,6.036934507847036e-09
1990,1.9070278800548124e-08,4.358920779878872e-09
1991,4.8064014990245596e-08,6.4476117778156095e-09
1992,1.0468894195980738e-08,3.8569610283367695e-09
1993,3.046564067687996e-08,5.539207426075166e-10
1994,1.9517228444509982e-08,4.747434001473039e-09
1995,3.307695128906829e-08,2.7112254108452305e-09
1996,2.935950593752068e-08,6.939519847648512e-09
1997,2.3015492622846523e-08,6.712852163026639e-09
1998,2.288702038999446e-08,7.629006759657386e-09
1999,3.793266811769058e-08,4.570201106446348e-09
2000,1.5463110347724296e-08,8.836062659334232e-09
2001,2.3658543346627425e-08,7.448060113102173e-09
2002,2.1029863794819192e-08,7.009954283709874e-09
2003,4.125253760811631e-08,6.250384487760385e-09
2004,2.378587282692024e-08,6.607186797680242e-09
2005,1.8014998715010222e-08,3.6029997874109654e-09
2006,2.3060183040879423e-08,4.117890028965121e-09
2007,2.1969636831986605e-08,3.994479413904628e-09
2008,2.8099102378220664e-08,6.811903652259588e-09
2009,2.145686650578682e-08,9.059565542202108e-09
2010,1.9367552228644058e-08,7.085689368580006e-09
2011,1.3383901875663184e-08,4.5887662558641296e-09
2012,8.170206539093172e-09,8.170206733382201e-09
2013,1.3387799813191492e-08,5.29933741333366e-09
2014,1.4725027419615344e-08,5.197068470019772e-09
2015,1.2856137154848568e-08,5.541438599654391e-09
2016,1.6570720351438695e-08,6.006886238418829e-09
2017,9.810883938587978e-09,4.276539400382973e-09
2018,8.776986804015507e-09,4.64663996169179e-09
2019,1.607122351865442e-08,8.418259866971312e-09
