year,quelques_DET eaux_NOUN,quelques_DET maux_NOUN
1867,7.76449837758264e-08,4.561642796829801e-08
1868,1.1411109124281893e-07,4.890475269192507e-08
1869,1.0353060631018707e-07,6.446245137681217e-08
1870,1.272958884968034e-07,6.651496686771452e-08
1871,7.647247701747517e-08,3.823623773158147e-08
1872,7.377753852289004e-08,4.112190576943675e-08
1873,1.1493128937445363e-07,4.3697832019518046e-08
1874,1.0754296697612631e-07,5.914862866163162e-08
1875,9.040012827199462e-08,4.920513418937844e-08
1876,7.738899010512057e-08,5.985554718535013e-08
1877,6.555904719096617e-08,3.1542562672903784e-08
1878,6.280652220524985e-08,4.348143800569915e-08
1879,6.598071577990083e-08,3.299035578052667e-08
1880,7.380522948352564e-08,3.5939939468931925e-08
1881,6.554156950500101e-08,5.368830691132587e-08
1882,5.790185153564664e-08,3.5939080156310865e-08
1883,8.341527646393843e-08,1.832608309548789e-08
1884,6.007544151032107e-08,3.9610182689386875e-08
1885,7.541393554078013e-08,2.3848851837815488e-08
1886,6.517998230037847e-08,3.2267317928713624e-08
1887,8.226445036285668e-08,2.8074376601239237e-08
1888,7.989174743983085e-08,2.7264643431834656e-08
1889,6.515742168033967e-08,3.3831737855649635e-08
1890,7.340912944187039e-08,4.85024592156158e-08
1891,9.816298707221449e-08,4.0795007372196324e-08
1892,7.647584965297938e-08,4.199903269608285e-08
1893,7.698020798585503e-08,4.3108915770417866e-08
1894,1.0334524347399565e-07,3.2137850380919986e-08
1895,4.754705296150519e-08,4.0926579236710836e-08
1896,3.715128193970685e-08,2.240870955461105e-08
1897,4.486569560313569e-08,2.7968225069230357e-08
1898,5.658354917947861e-08,3.847681329105512e-08
1899,1.1442086922386352e-07,2.432134493801641e-08
1900,7.786579825364015e-08,3.426095129821505e-08
1901,4.470991055161022e-08,3.576792950710228e-08
1902,3.83002145554201e-08,3.437198614619774e-08
1903,7.020286130199338e-08,3.834156370174924e-08
1904,5.96583396017536e-08,3.332267617395246e-08
1905,8.463644651790503e-08,2.6319870560786995e-08
1906,1.0597020061453577e-07,3.0865107358835076e-08
1907,5.3485572137912385e-08,4.011417997773492e-08
1908,6.286578191350145e-08,4.27290860471885e-08
1909,5.721023033089523e-08,4.675835896250646e-08
1910,9.459147021217973e-08,3.7943469255452555e-08
1911,6.065226587637085e-08,2.606983307007482e-08
1912,7.03271836322017e-08,3.854971586392253e-08
1913,9.33326214092034e-08,2.651494868111115e-08
1914,4.2859159776753586e-08,3.549274052438989e-08
1915,3.2986132936230206e-08,1.767114277129167e-08
1916,2.966614687238689e-08,2.197492321442951e-08
1917,3.728584241358135e-08,2.6319418644504822e-08
1918,8.270190932080368e-08,5.054005658422511e-08
1919,3.867296449744373e-08,2.2098836760520157e-08
1920,4.694783628522714e-08,2.4988364710765154e-08
1921,4.998013158896697e-08,1.2116395886607734e-08
1922,4.500540740082215e-08,1.623145884366295e-08
1923,4.671017039825642e-08,2.44166811214086e-08
1924,9.668718092825657e-08,2.4494086647841584e-08
1925,5.1691434688194704e-08,3.0794897964980805e-08
1926,3.6782256351841625e-08,2.7865345586519652e-08
1927,5.0171511389862644e-08,2.5643217549387032e-08
1928,3.5420727240165206e-08,2.7422499715434867e-08
1929,4.0105462062456354e-08,2.4508893137209498e-08
1930,6.932378404655992e-08,3.0460449496061415e-08
1931,4.676196230235519e-08,2.8513391647777553e-08
1932,5.808554537356514e-08,1.753525902259412e-08
1933,2.8676655050574595e-08,2.6382522388956886e-08
1934,3.235026646564165e-08,3.35484227065308e-08
1935,6.223507398317452e-08,1.3165112555668657e-08
1936,3.394919900756577e-08,2.182448666232517e-08
1937,3.9032466037092206e-08,1.2591117926064044e-08
1938,6.223302762009553e-08,2.0744343798284604e-08
1939,4.282334220562234e-08,4.435274725267391e-08
1940,4.564409294971483e-08,1.01431314458722e-08
1941,4.132103725851266e-08,2.6563523380929155e-08
1942,3.034211815133858e-08,2.730790660265825e-08
1943,2.6129116648121453e-08,1.7419411690866582e-08
1944,1.2852744646352221e-08,2.8918675454292497e-08
1945,4.574858669670334e-08,1.742803190651898e-08
1946,4.5939645865189505e-08,2.3665878146061914e-08
1947,2.26496545963073e-08,2.622591566137089e-08
1948,4.5661929126694645e-08,2.1743775890925576e-08
1949,3.828633132751946e-08,1.570721330779179e-08
1950,4.2541447031752e-08,2.765193918286002e-08
1951,3.624876598884441e-08,1.8124383327489113e-08
1952,5.4832980267427445e-08,9.490323193972472e-09
1953,3.878578014315792e-08,1.939288907237824e-08
1954,4.49536656788041e-08,1.0749790169128914e-08
1955,4.6928038788252024e-08,1.407841176970237e-08
1956,6.017587583784234e-08,3.314033714119091e-08
1957,3.887416544223754e-08,2.385460118325966e-08
1958,1.5717262880077243e-08,1.8198935525237658e-08
1959,2.945284249822322e-08,2.40273188012452e-08
1960,1.6609999708983025e-08,3.114375068946629e-08
1961,3.265634873628187e-08,2.0844477421899654e-08
1962,2.156265105357491e-08,2.283104338918207e-08
1963,2.392439757414877e-08,3.2330265575808426e-08
1964,2.433587364958356e-08,5.1713729742886017e-08
1965,2.462419479432043e-08,2.736021775806563e-08
1966,1.994066989308152e-08,1.8832853498906843e-08
1967,2.3665610304757223e-08,1.9721343169631922e-08
1968,3.5482185967161683e-08,3.1439910230801615e-08
1969,2.4525491804094912e-08,2.9521425720657746e-08
1970,2.897196688111947e-08,2.2073879446526945e-08
1971,2.980270608077262e-08,2.98027049705496e-08
1972,2.7189778206704318e-08,2.8728822210055682e-08
1973,1.1577727720979425e-08,1.54369703686541e-08
1974,1.6876714303837304e-08,2.3627400480563665e-08
1975,2.8557400888473694e-08,1.5420996035686585e-08
1976,2.3996813203197576e-08,9.712995741040231e-09
1977,1.5279633114317903e-08,9.990529292736028e-09
1978,1.603959731699689e-08,1.4257419356233925e-08
1979,3.043026075566502e-08,2.282269595532682e-08
1980,2.728872261492654e-08,3.013130012163856e-08
1981,3.858585273519566e-08,1.518131853561755e-08
1982,1.8001756529884005e-08,9.932003663948308e-09
1983,1.7682884490000106e-08,1.136756910824488e-08
1984,1.5657322549600394e-08,2.145633093419974e-08
1985,2.5265344372193965e-08,1.7445118793979475e-08
1986,2.098069995515317e-08,1.4986213270340443e-08
1987,2.1998940669121225e-08,2.3221103706561053e-08
1988,2.5185526497661925e-08,2.2187248926996972e-08
1989,1.6464365870660913e-08,1.372030544732894e-08
1990,2.451892872068484e-08,2.2339469163412673e-08
1991,1.6412102177287835e-08,1.992898113201136e-08
1992,1.8733810946969243e-08,3.471264720111833e-08
1993,2.271075000281897e-08,3.766660877646544e-08
1994,1.7407257413282196e-08,2.6902124972139063e-08
1995,1.1929391419140956e-08,2.3316537756112865e-08
1996,1.6548085124412637e-08,3.79004556627649e-08
1997,1.054876763717516e-08,1.7741109359370455e-08
1998,1.4781201040925396e-08,2.7178336470257136e-08
1999,1.7366764026860437e-08,3.519054825318335e-08
2000,9.71966962470816e-09,1.678851901942835e-08
2001,1.5772362249588667e-08,3.28590878950763e-08
2002,2.1029863794819192e-08,2.891606198929253e-08
2003,7.500461418619153e-09,2.4584845825792456e-08
2004,1.2773894830786503e-08,2.7750184816710544e-08
2005,1.7564622756260917e-08,3.738112308582231e-08
2006,1.1530091881262194e-08,2.964880807532211e-08
2007,1.2782334662952977e-08,1.9572949483404045e-08
2008,9.366367237362283e-09,2.1712941888907267e-08
2009,8.105927484791664e-09,2.14568656176084e-08
2010,5.196172492283324e-09,2.2674206734407676e-08
2011,1.0707121411712706e-08,2.3326229614539784e-08
2012,1.3957436095779485e-08,3.3021251399922846e-08
2013,7.2517249982695375e-09,2.565995121939224e-08
2014,6.712880029624557e-09,2.7717698358742382e-08
2015,9.087958829923082e-09,3.59085230439149e-08
2016,1.4913648649361733e-08,3.7076988590456494e-08
2017,1.0565567670761666e-08,3.245138557872451e-08
2018,8.776986804015507e-09,2.8396134554853347e-08
2019,1.0203950906451098e-08,3.57138285611569e-08
