year,aux_ADP auteurs_NOUN,aux_ADP moteurs_NOUN
1914,2.7389681438449998e-06,6.060553232600796e-07
1915,2.63535640421253e-06,5.03038506849407e-07
1916,2.628200892473842e-06,4.416959882291849e-07
1917,2.3314618777803275e-06,4.923924734612228e-07
1918,2.396058062181794e-06,7.121553267097624e-07
1919,2.5211089447196855e-06,7.900333685029182e-07
1920,2.8789624177960604e-06,7.965987833813415e-07
1921,2.739820078367927e-06,7.368283263531339e-07
1922,2.9275647648319136e-06,6.573740733983868e-07
1923,2.8588748328672864e-06,6.23156154233584e-07
1924,3.1391106336542407e-06,6.639186835855071e-07
1925,2.6340636125610217e-06,3.7283822962308477e-07
1926,2.7218869540490687e-06,5.561923330787977e-07
1927,3.0002564574971302e-06,3.846482456992817e-07
1928,2.770815051178488e-06,4.4675820731754357e-07
1929,3.195068625672093e-06,3.988265575571859e-07
1930,2.688922538851557e-06,4.884175837105431e-07
1931,3.013295305720476e-06,5.326301675268041e-07
1932,3.1300437264292214e-06,5.107144147586951e-07
1933,2.69216432968733e-06,5.723860567741212e-07
1934,2.7701413856107138e-06,4.6009267862245906e-07
1935,2.8975216128657166e-06,4.535979769570986e-07
1936,2.8214211518218235e-06,5.274250725051388e-07
1937,2.756195829789476e-06,4.696487110322778e-07
1938,2.9794062168519986e-06,5.08236382756877e-07
1939,2.8584579929713527e-06,4.832920126318641e-07
1940,3.309196600298492e-06,3.3979492286562163e-07
1941,3.025290176594808e-06,4.338708947670966e-07
1942,3.167717189000996e-06,2.973527557514899e-07
1943,2.633234325921663e-06,3.280655676007882e-07
1944,3.261384021513436e-06,2.731208326167689e-07
1945,2.4617096112677928e-06,2.2438591429363441e-07
1946,2.4584669091609612e-06,2.505798875063192e-07
1947,2.366292838118511e-06,2.634512554777757e-07
1948,2.7190591467274317e-06,3.4029008588731813e-07
1949,2.2569302338126818e-06,3.092357587775041e-07
1950,3.015125011884834e-06,2.850276814569952e-07
1951,2.4947680223874613e-06,4.563079869512876e-07
1952,2.7532483848347056e-06,2.952545230527903e-07
1953,2.654671028778921e-06,3.0705407993991685e-07
1954,2.8828982578943396e-06,2.7558550641515467e-07
1955,2.875750295672219e-06,2.449643545787694e-07
1956,2.7628576972915653e-06,2.3285447525722702e-07
1957,2.62842368847771e-06,2.615171297293273e-07
1958,2.859714637537536e-06,2.7712016503755876e-07
1959,2.848399825339243e-06,2.627503477015125e-07
1960,2.7039696242070477e-06,1.986279158927573e-07
1961,2.7181198891668146e-06,1.980225334818897e-07
1962,2.912860541215423e-06,1.9279546847883466e-07
1963,2.793334919815038e-06,1.9786122607001744e-07
1964,3.019473552967611e-06,1.539244038895049e-07
1965,2.9817163920142775e-06,1.603308703579387e-07
1966,3.025442563142633e-06,1.678339600630352e-07
1967,3.4255972156671533e-06,1.4643096335476002e-07
1968,3.0451799339914487e-06,9.881114948484537e-08
1969,3.2387274124801024e-06,1.335276778036132e-07
1970,3.949384939971878e-06,1.3934136688931176e-07
1971,3.906209689930051e-06,1.911483877847786e-07
1972,5.0644808347044545e-06,2.3701278450971586e-07
1973,4.551149597631365e-06,2.001292926934184e-07
1974,4.615219111769875e-06,2.3008588811990194e-07
1975,4.389272696414537e-06,2.010441022548548e-07
1976,4.2017277266381825e-06,2.822482372266677e-07
1977,4.006202226847222e-06,3.6612351550502353e-07
1978,3.5304934407065502e-06,1.5980191392372944e-07
1979,4.260236682540608e-06,1.1469867899904784e-07
1980,3.86249141293149e-06,1.449713380452522e-07
1981,4.046453934591909e-06,1.3536676135572634e-07
1982,4.033635065070484e-06,1.2663304005400278e-07
1983,4.138426662692041e-06,1.338846971066232e-07
1984,4.047128125961308e-06,1.455551199569527e-07
1985,4.0803530563238155e-06,1.3474850391048676e-07
1986,4.3376097131897495e-06,1.3787317243441066e-07
1987,3.857147600427879e-06,1.405487921601889e-07
1988,4.872199941274857e-06,1.3012521549171652e-07
1989,3.9684611934376335e-06,1.3555661837472144e-07
1990,4.170397426506156e-06,1.0570382613650509e-07
1991,4.261871165311959e-06,1.0198949240702859e-07
1992,4.214005254965514e-06,1.0744390976924478e-07
1993,4.117846748030729e-06,1.0302925801397578e-07
1994,5.129866160302754e-06,8.176136390147803e-08
1995,4.130822997439054e-06,9.326615213467448e-08
1996,3.9720742925908326e-06,9.181518834111557e-08
1997,4.336023161854996e-06,9.685686563898344e-08
1998,3.7472727427712016e-06,1.249249805823638e-07
1999,4.2265218791470716e-06,1.0831377039721701e-07
2000,4.2254053056467455e-06,1.1265980504049367e-07
2001,3.900592927763569e-06,1.143496248801057e-07
2002,3.715713875251936e-06,1.1654049103526631e-07
2003,3.5206331823189885e-06,9.542253565086867e-08
2004,3.475380392359284e-06,1.17607925176344e-07
2005,4.537978256280439e-06,1.1664711507819447e-07
2006,3.255192003948082e-06,1.2641922353395785e-07
2007,3.102112721364847e-06,1.3221726646861498e-07
2008,2.6136421764633155e-06,1.192083090018059e-07
2009,2.4541887526652317e-06,1.459066965026068e-07
2010,1.9934406116917103e-06,1.336833435061635e-07
2011,1.5437374620841382e-06,2.856507137494191e-07
2012,1.4100414258422234e-06,2.68255121227412e-07
2013,1.430263364965434e-06,2.621777639433276e-07
2014,1.2098342712096866e-06,1.2754472322740185e-07
2015,1.2133533718872158e-06,1.9350703439613426e-07
2016,1.2152552506528025e-06,1.6197878949242295e-07
2017,1.1126549273043906e-06,1.7106157201851602e-07
2018,1.0684690603390834e-06,1.7812119779136992e-07
2019,1.1387609721857928e-06,1.252534929108151e-07
