year,les_DET effets_NOUN,les_DET méfaits_NOUN
1848,3.4722371310635936e-05,3.330721849437168e-07
1849,3.406734799682454e-05,2.83224213859512e-07
1850,3.6198928000885644e-05,2.6884424642048543e-07
1851,3.588919366848131e-05,2.412090147618784e-07
1852,3.425849035920692e-05,2.2982225944545576e-07
1853,3.467422993708169e-05,2.9799940115537993e-07
1854,3.354840464453446e-05,2.660180076219376e-07
1855,3.370701028870826e-05,3.507885537601396e-07
1856,3.464523229013139e-05,3.1943258527178386e-07
1857,3.265436839683389e-05,4.4665806786525764e-07
1858,3.337878433740116e-05,3.5332342207539114e-07
1859,3.383189164196665e-05,4.2366882979649745e-07
1860,3.0090407562965993e-05,3.6983646545252213e-07
1861,3.17389067276963e-05,3.9708416021966286e-07
1862,2.9158630923120654e-05,3.2710220043696836e-07
1863,2.8909864681736508e-05,3.3414013422827793e-07
1864,3.0690094263263745e-05,4.2337446615192675e-07
1865,2.852159320809733e-05,3.3936348731167243e-07
1866,3.032347240150557e-05,3.7951780740286267e-07
1867,3.116523976132157e-05,4.032686256039142e-07
1868,3.128916205241694e-05,3.9469593549057436e-07
1869,3.169892215737491e-05,4.527022174904971e-07
1870,3.1128431373872445e-05,4.289068424867537e-07
1871,3.342165700814803e-05,4.492757863516772e-07
1872,3.094725957453193e-05,3.5316462021484085e-07
1873,3.148757991766615e-05,3.9986509214884336e-07
1874,3.155668969156977e-05,3.6325623309352295e-07
1875,3.136827285743493e-05,3.301321198634355e-07
1876,3.039875798549474e-05,4.2805785582800127e-07
1877,2.8138438892710838e-05,4.43451293685726e-07
1878,2.837224292306928e-05,4.825231876282032e-07
1879,2.9629004984599305e-05,4.722508375465395e-07
1880,3.0274906748672947e-05,4.421896093731448e-07
1881,2.9756571393591003e-05,4.797085146890367e-07
1882,2.7509369374456583e-05,4.3659326820488786e-07
1883,2.7588970397118828e-05,4.069654311322779e-07
1884,2.6845140837394865e-05,3.9478146618421306e-07
1885,2.631108520745329e-05,4.524836132446808e-07
1886,2.672572964002029e-05,4.039868422012205e-07
1887,2.8794516993002617e-05,4.4396688281267416e-07
1888,2.6437193014317018e-05,4.730098588368037e-07
1889,2.6233380594931077e-05,4.911867108603474e-07
1890,2.627850130920706e-05,5.400814266920406e-07
1891,2.8677615546257584e-05,4.959143282690093e-07
1892,2.6842396891879616e-05,5.215402065772423e-07
1893,2.75121108188614e-05,5.400931435417533e-07
1894,2.6647948516256292e-05,5.551655988256243e-07
1895,2.7026588441003696e-05,6.367693856645928e-07
1896,2.692996167752426e-05,7.672034527672622e-07
1897,2.5398061097803293e-05,7.994251234322292e-07
1898,2.5909041369232e-05,6.51842469778785e-07
1899,2.505264319552225e-05,7.362734493199241e-07
1900,2.4553681669203797e-05,7.802152950375785e-07
1901,2.4125467916746857e-05,9.187886576000892e-07
1902,2.3756935206620255e-05,8.435867755451909e-07
1903,2.3945657403601217e-05,9.169574042289241e-07
1904,2.4666841909493087e-05,8.228551280353713e-07
1905,2.4364976070501143e-05,9.444188862062219e-07
1906,2.3008394123280596e-05,9.959141493709467e-07
1907,2.43961055730324e-05,1.0393686835641347e-06
1908,2.3314854843192734e-05,1.089346071125874e-06
1909,2.324715683243994e-05,1.0374855250461223e-06
1910,2.304771908256953e-05,1.0330243043199516e-06
1911,2.33761272738775e-05,1.0816320781259492e-06
1912,2.4068046741376747e-05,1.0236512792971553e-06
1913,2.3981179765542038e-05,1.0372648091561132e-06
1914,2.4077472517092247e-05,1.08353314942633e-06
1915,2.4765516855040914e-05,1.120350482608501e-06
1916,2.5177769202855416e-05,1.1470909839772503e-06
1917,2.218727013314492e-05,1.3642232232768947e-06
1918,2.21112734379858e-05,1.1555294534559835e-06
1919,2.1232377548585646e-05,1.3047520681652713e-06
1920,2.2790902335145802e-05,1.073742488699736e-06
1921,2.3171849534264766e-05,1.1313684424862913e-06
1922,2.4129538132910966e-05,1.1893232141346743e-06
1923,2.211620540037984e-05,1.0913194827821826e-06
1924,2.2891656726642395e-05,1.1280171392513694e-06
1925,2.2833316961623495e-05,9.425438349808246e-07
1926,2.1759491801276454e-05,1.0700292705223546e-06
1927,2.159604810003657e-05,1.0602912894341898e-06
1928,2.292749422849738e-05,1.1608857590772459e-06
1929,2.3207695221572067e-05,1.2221025684766573e-06
1930,2.3471351823900477e-05,1.1448927352830651e-06
1931,2.3444851194653893e-05,1.2625730150261916e-06
1932,2.239581340290897e-05,1.226372184248703e-06
1933,2.3493063963542227e-05,1.2250667538182825e-06
1934,2.4586202698628767e-05,1.362305681595899e-06
1935,2.4611579419797636e-05,1.2506857203220534e-06
1936,2.335341218895337e-05,1.402829454377752e-06
1937,2.4373886162720737e-05,1.2011926244781534e-06
1938,2.5077317332034e-05,1.401539634571236e-06
1939,2.5928003424269264e-05,1.3137589292000484e-06
1940,2.2081597762735328e-05,1.313535562985635e-06
1941,2.166698050132254e-05,1.092055960327798e-06
1942,2.0699392052847543e-05,1.4018058749343254e-06
1943,2.315039819222875e-05,1.38193999532632e-06
1944,2.0940334024999174e-05,1.3109799539279265e-06
1945,1.9569502683225437e-05,1.4225631659314786e-06
1946,2.1941053091723006e-05,1.3197206314430332e-06
1947,2.2451768245446146e-05,1.3565951064720139e-06
1948,2.2255842168306117e-05,1.318759984769713e-06
1949,2.580007958385977e-05,1.2781744658241223e-06
1950,2.345947950743721e-05,1.2975141387983058e-06
1951,2.35147879266151e-05,1.1471667846763012e-06
1952,2.574724703663378e-05,1.1841814568924747e-06
1953,2.5536125349390204e-05,1.194817478733512e-06
1954,2.5315754101029597e-05,1.2547936307782948e-06
1955,2.471699826855911e-05,1.3205550217776363e-06
1956,2.7307638220008812e-05,1.214854968623058e-06
1957,2.7109429765914683e-05,1.1909630899253898e-06
1958,2.7964318860540516e-05,1.2879882760330474e-06
1959,2.792904479065328e-05,1.2928247485888278e-06
1960,2.6455576971784467e-05,1.1184067219005556e-06
1961,2.7055436930822907e-05,1.3020850815337326e-06
1962,2.7288803948977147e-05,1.2740990555926146e-06
1963,2.777687177513144e-05,1.1994528321679354e-06
1964,2.7518397700987407e-05,1.219227215187857e-06
1965,2.770550258901494e-05,1.1967358304332265e-06
1966,2.8575532041941187e-05,1.2329980023650933e-06
1967,2.93142963982973e-05,1.1270747179992213e-06
1968,2.801296068355441e-05,1.2625369762986338e-06
1969,3.085988237216952e-05,1.0832091845713876e-06
1970,3.069970898650354e-05,1.2209615150027275e-06
1971,3.03972180972778e-05,1.3236511904324288e-06
1972,3.100250387433334e-05,1.2640681674724874e-06
1973,3.10261057165917e-05,1.3005647545583088e-06
1974,3.2540556730964454e-05,1.3377609988651784e-06
1975,3.2710218420106685e-05,1.3947434354122379e-06
1976,3.260595440224279e-05,1.323824179166877e-06
1977,3.2746015676821116e-05,1.4656694347081611e-06
1978,3.1825530641071964e-05,1.4506923520229975e-06
1979,3.302678214822663e-05,1.3131827714119026e-06
1980,3.4159796086896677e-05,1.389450822841809e-06
1981,3.425917520871735e-05,1.3979464270619246e-06
1982,3.497865418466972e-05,1.3464072452507025e-06
1983,3.5829947591992095e-05,1.3413730997058337e-06
1984,3.482536658339086e-05,1.4497521050316209e-06
1985,3.60494336746342e-05,1.373953423922103e-06
1986,3.510370561343734e-05,1.3445631381614476e-06
1987,3.5782500617642654e-05,1.3437685737471838e-06
1988,3.571787374312407e-05,1.3840045909319088e-06
1989,3.590110054574325e-05,1.3939830338927095e-06
1990,3.609894793044077e-05,1.4166492761091831e-06
1991,3.655151249404298e-05,1.4630217393118983e-06
1992,3.6276371702115284e-05,1.4447073581891345e-06
1993,3.642915316959261e-05,1.3471352247051982e-06
1994,3.6240854569769e-05,1.3614586080734625e-06
1995,3.695725763463997e-05,1.4326115191920508e-06
1996,3.723372856256901e-05,1.3275835186732365e-06
1997,3.769745944737224e-05,1.4494966151801236e-06
1998,3.952731503886753e-05,1.4833649473189325e-06
1999,3.947191271436168e-05,1.3413540145279512e-06
2000,3.9652272789680865e-05,1.4544159228080389e-06
2001,3.943923002225347e-05,1.5102037167480376e-06
2002,3.938849522455712e-05,1.4304688633615115e-06
2003,3.930991670131334e-05,1.4300879840334346e-06
2004,3.971844444095041e-05,1.431557116404747e-06
2005,3.962579103244934e-05,1.5380304390077981e-06
2006,3.868592693834216e-05,1.57303392711583e-06
2007,3.625709086918505e-05,1.396070537396099e-06
2008,3.744290415852447e-05,1.366212366349373e-06
2009,3.6565837035595905e-05,1.2931338417843108e-06
2010,3.524658131937031e-05,1.319355341422579e-06
2011,3.30203797602735e-05,1.0936560244090288e-06
2012,3.0155551939969882e-05,1.052594960526676e-06
2013,2.9458738026733045e-05,1.025003506072153e-06
2014,2.5186509446939453e-05,1.0547884059519674e-06
2015,2.6241150408168323e-05,9.274151437921319e-07
2016,2.589465020719217e-05,9.140823635789275e-07
2017,2.685314530026517e-05,8.809671072640413e-07
2018,2.5041517346835462e-05,8.70986845313837e-07
2019,2.4434126771666342e-05,8.413157779330049e-07
