year,les_DET ondes_NOUN,les_DET mondes_NOUN
1868,2.9599725763773677e-06,1.896911690835168e-06
1869,2.6307518226076354e-06,2.094541386554738e-06
1870,2.786747657523847e-06,1.935241447981184e-06
1871,1.718506453585178e-06,1.7960410723105724e-06
1872,2.253238633898036e-06,2.3929321457671904e-06
1873,1.2223421208545915e-06,1.5683332179605713e-06
1874,2.1974611570385605e-06,1.194921825486972e-06
1875,1.5911567459170328e-06,1.1740573917506936e-06
1876,1.6330285745880246e-06,1.4244411055130968e-06
1877,2.331675517552867e-06,1.5932085410952368e-06
1878,2.471798964620575e-06,1.998334489883291e-06
1879,1.7857558276546115e-06,1.5193892259901531e-06
1880,1.5884169215496513e-06,1.440164673738309e-06
1881,1.962063649330048e-06,1.7417323867618961e-06
1882,1.5846472223302044e-06,1.1893173414989633e-06
1883,1.751088802848244e-06,1.2423820106022276e-06
1884,1.5599810083699595e-06,1.3830554799199035e-06
1885,1.554042817986101e-06,1.1705274767237484e-06
1886,1.4307329792018209e-06,1.0235193483865146e-06
1887,1.484024551245966e-06,9.74768458839037e-07
1888,1.4272723447561475e-06,1.133701919009411e-06
1889,1.8457092778589868e-06,1.061940679392137e-06
1890,1.4249235817942463e-06,9.81847077863307e-07
1891,1.9192776221643726e-06,1.1887920168263122e-06
1892,1.9256869876471683e-06,1.0656471112202581e-06
1893,2.1591407772802995e-06,1.0844971250478785e-06
1894,1.5363152314762374e-06,9.950130448466155e-07
1895,1.978920494138947e-06,9.563578542426399e-07
1896,1.8392833283087384e-06,1.0685416478306564e-06
1897,2.1832696717183353e-06,9.415969390857981e-07
1898,2.5309822433428053e-06,9.296676894976486e-07
1899,3.888098632387482e-06,9.700900385212208e-07
1900,2.267452089199651e-06,9.125871147652731e-07
1901,2.6049111738757347e-06,9.517622283627958e-07
1902,3.6311549251877295e-06,8.367123872088378e-07
1903,2.871837097018215e-06,9.741997111234468e-07
1904,2.459966054857432e-06,8.787512157937272e-07
1905,2.055530373468173e-06,1.0042836962043111e-06
1906,2.4373145777190075e-06,1.2376908156142008e-06
1907,2.7118213665744406e-06,1.0532543606167621e-06
1908,2.7105955382467073e-06,1.1556498382692126e-06
1909,2.73948984386152e-06,1.0726917982206707e-06
1910,2.5967228225454164e-06,1.1623527402804257e-06
1911,2.9607882083837467e-06,1.1045096353079487e-06
1912,2.8823726836435526e-06,1.0075020471234097e-06
1913,2.9431591883621877e-06,1.1258247321066506e-06
1914,3.41132121661758e-06,1.0949175752728024e-06
1915,2.3938509201570923e-06,5.984626916255564e-07
1916,2.4018592341690237e-06,8.64713244341786e-07
1917,2.1757385582077404e-06,1.1372182697755306e-06
1918,2.5120704947312333e-06,9.820851545327969e-07
1919,2.9382243269537867e-06,8.554090924484115e-07
1920,3.6975206398892624e-06,1.1184185728652096e-06
1921,3.5516186471795663e-06,1.0109618081011185e-06
1922,3.4078684336691367e-06,1.1066902715906046e-06
1923,4.444897683697491e-06,1.2367579289573882e-06
1924,4.741539271435613e-06,1.1177038387044647e-06
1925,3.621700017220064e-06,1.5056505218158378e-06
1926,4.1931771761483105e-06,1.1513961126752292e-06
1927,3.911148183988189e-06,1.200771523102162e-06
1928,4.33046960779393e-06,1.0911869079421876e-06
1929,3.9537301290692994e-06,1.093987956224396e-06
1930,5.262305592168559e-06,8.886048701306493e-07
1931,4.28385186523883e-06,8.063587015882945e-07
1932,3.6692527487502957e-06,7.233294178066174e-07
1933,5.150327183400805e-06,8.155640873752645e-07
1934,4.5721710648649605e-06,7.811990077044584e-07
1935,4.671221290664107e-06,8.461576808116433e-07
1936,4.651040285352792e-06,7.953812830585605e-07
1937,5.856129064341076e-06,6.774021596989144e-07
1938,5.691728972578858e-06,6.962320202585914e-07
1939,5.0883304538729135e-06,7.478790582382544e-07
1940,4.9549200298315554e-06,7.886285153801964e-07
1941,4.276727167962235e-06,8.647902429714804e-07
1942,3.4832751225621905e-06,9.436398511475375e-07
1943,3.7538830781613797e-06,1.1787134996943394e-06
1944,3.348139898662339e-06,1.1728129969412748e-06
1945,4.213226873162057e-06,8.844726582246665e-07
1946,4.329463251906418e-06,1.0747092593632601e-06
1947,3.5178489667941903e-06,1.140827384560339e-06
1948,4.304180265535251e-06,9.665108002820944e-07
1949,3.89244385701204e-06,1.0091884634633175e-06
1950,4.1871417124639265e-06,1.2049864726026982e-06
1951,3.2378676166899822e-06,8.294570554845393e-07
1952,3.891032605451983e-06,9.173979318433112e-07
1953,4.129607987124473e-06,1.0860018058167498e-06
1954,4.456276542441628e-06,1.1306823983758818e-06
1955,3.994514713667741e-06,1.0605737106317292e-06
1956,5.489958709858911e-06,1.1825868462267408e-06
1957,4.5509278834288125e-06,9.108923748613051e-07
1958,4.6581002379753045e-06,8.834755793607485e-07
1959,4.4303275217316695e-06,9.5256690624268e-07
1960,4.313063470817724e-06,8.491862240056491e-07
1961,4.170980020035131e-06,1.0359705422402499e-06
1962,4.231353386785486e-06,1.1041346010820519e-06
1963,3.9876151163298346e-06,1.0597861219707738e-06
1964,3.7811864217474067e-06,1.1218837872029042e-06
1965,4.01757412760162e-06,1.0457074623992924e-06
1966,3.74441441408635e-06,1.0640562440045187e-06
1967,3.3605168141548347e-06,1.1320049986274228e-06
1968,3.399103576384732e-06,1.231097124687608e-06
1969,2.7995394873414625e-06,8.929095880461091e-07
1970,3.0176833831774275e-06,9.997628032110129e-07
1971,3.280353041645867e-06,1.058509903284488e-06
1972,3.130928547534495e-06,9.757539380927938e-07
1973,3.3134353998320876e-06,1.0094676277105918e-06
1974,2.8077227511857927e-06,9.141553749536513e-07
1975,2.914568256073835e-06,9.052695988387427e-07
1976,2.925897206296213e-06,8.987377997371482e-07
1977,2.718599290574275e-06,9.396974451902906e-07
1978,2.4005928764836426e-06,1.1281182459299544e-06
1979,2.4338356467978883e-06,1.3775544918104288e-06
1980,2.490664613219451e-06,1.0921174169453707e-06
1981,2.7180886235100843e-06,1.2929422910090693e-06
1982,2.5711473909950655e-06,1.2514324341239558e-06
1983,2.6454859920477247e-06,1.4386289759471538e-06
1984,2.6072342933503023e-06,1.4004605652928603e-06
1985,2.539768502174411e-06,1.4341090768255071e-06
1986,2.6117972566908065e-06,1.5975304226145681e-06
1987,2.515823297244424e-06,1.2716610102714299e-06
1988,2.341654166571061e-06,1.3474256217449465e-06
1989,2.2792172558183665e-06,1.4614868915074908e-06
1990,2.9095795923694823e-06,1.4695011500975852e-06
1991,2.5585296299368565e-06,1.644727166016935e-06
1992,2.941208265383466e-06,1.5532532477990912e-06
1993,2.363025942031527e-06,1.6988749571567041e-06
1994,2.612671238466646e-06,1.994977260721953e-06
1995,2.4422719491212774e-06,1.6901778678857227e-06
1996,2.1176211504325693e-06,2.4298996592619915e-06
1997,2.5460890213935272e-06,2.007142791526917e-06
1998,2.4822881101727035e-06,2.099407316435986e-06
1999,2.5140675603552154e-06,2.1137180912234044e-06
2000,2.4144541583837054e-06,2.4891189873699204e-06
2001,2.2085689153072963e-06,2.4429636749090378e-06
2002,2.326866791690918e-06,2.56564331202469e-06
2003,2.3213927988763317e-06,2.4968201142172575e-06
2004,2.4045755964152704e-06,2.595302894370377e-06
2005,2.563534167165926e-06,2.5887551515779705e-06
2006,2.6630394387439082e-06,2.7388085204194113e-06
2007,2.467390032734329e-06,2.884413532910912e-06
2008,2.8482272256269425e-06,2.738385195044657e-06
2009,2.57005564208157e-06,2.8780809042672217e-06
2010,2.9013537812261347e-06,3.2140688617232627e-06
2011,2.8783036611912394e-06,3.1157722819585842e-06
2012,3.6602525597118074e-06,3.1714018113859765e-06
2013,3.049350340234014e-06,3.212514279482548e-06
2014,3.123005086536068e-06,3.070817843564555e-06
2015,2.9950367661513155e-06,2.8558358309282994e-06
2016,3.152579495235841e-06,3.02477778824084e-06
2017,3.170173386024544e-06,2.625543464418456e-06
2018,3.114539651960513e-06,2.9751402799149673e-06
2019,2.970625246234704e-06,3.613729219864581e-06
