year,vos_DET effets_NOUN,vos_DET méfaits_NOUN
1860,9.795173649962408e-08,1.1900677776566226e-08
1861,7.026785819874704e-08,1.0846716413936974e-08
1862,6.641440120080944e-08,8.584174260306554e-09
1863,4.0955889346605545e-08,1.4983863039219614e-08
1864,6.6646717478136e-08,5.274200631788517e-09
1865,5.601144748013098e-08,8.47231973466478e-09
1866,6.714545763841784e-08,1.216403244796993e-08
1867,6.260127172197372e-08,2.814630661873707e-08
1868,6.224241344554571e-08,1.975949626142892e-09
1869,8.301982790115403e-08,1.5138908793232986e-08
1870,5.332665287127725e-08,1.7202147262196377e-08
1871,1.1046024184224734e-07,2.442870794538976e-08
1872,4.354084170987704e-08,1.5118348239973045e-08
1873,6.105724725813388e-08,7.183205141814142e-09
1874,5.018671556111798e-08,1.6728906260254917e-08
1875,5.9503882710032485e-08,5.721527251978387e-09
1876,1.0399145544681687e-07,3.143927695958837e-08
1877,5.2570936381890476e-08,1.855444720089139e-08
1878,8.394333295136391e-08,7.850815053611626e-09
1879,7.086817355173025e-08,3.115755986549118e-08
1880,1.1359587626103007e-07,1.6044616302224313e-08
1881,5.229380761750946e-08,1.3945014920579979e-08
1882,3.5939080156310865e-08,1.3976308554930483e-08
1883,4.613117354779206e-08,1.8958017378167824e-09
1884,7.393900602892245e-08,1.3203393933736152e-08
1885,4.511944973195625e-08,1.353583467533781e-08
1886,4.0011474522483326e-08,1.5488313243050555e-08
1887,6.333056667973125e-08,9.140494583448344e-09
1888,6.404020780337305e-08,5.07249175996094e-09
1889,4.761503991090876e-08,1.1903759755682586e-08
1890,3.998175657216052e-08,7.209825181320184e-09
1891,3.250852154135231e-08,7.649063604731055e-09
1892,2.9462008388492222e-08,7.522214851007902e-09
1893,2.9560400349737392e-08,3.0792082772457263e-09
1894,3.276800342177921e-08,1.764431001305411e-08
1895,2.347259631108045e-08,7.22233739480771e-09
1896,3.125425468430976e-08,8.845543852942228e-09
1897,3.029891004757701e-08,8.740070001067579e-09
1898,4.356933303029109e-08,6.224190496340043e-09
1899,4.311511148102909e-08,8.291367592505594e-09
1900,4.671947806400567e-08,6.22926377147337e-09
1901,2.235495522029396e-08,5.029864968975062e-09
1902,2.897067519214147e-08,4.910283735171106e-09
1903,2.592105730059302e-08,1.6200660812870638e-09
1904,4.729670255443352e-08,3.7622376325430196e-09
1905,2.631987072732045e-08,1.0321517862621477e-08
1906,4.269673298251675e-08,4.629765903985117e-09
1907,2.7257069490360664e-08,3.0857060240307987e-09
1908,3.192402786567072e-08,8.349361202419914e-09
1909,3.905698164885507e-08,6.601180380094718e-09
1910,2.8323999035073655e-08,2.137660271017694e-09
1911,2.0749458817803657e-08,4.788336838146279e-09
1912,3.3861237369592345e-08,1.4586379215586476e-08
1913,3.2878534672597937e-08,6.363587878865928e-09
1914,2.343860305842327e-08,8.705766774141921e-09
1915,2.8273827723523937e-08,5.890381071793627e-09
1916,3.186363883855847e-08,0.0
1917,1.5352994098272177e-08,2.1932848870420685e-09
1918,2.412139110674616e-08,2.2972752589112133e-09
1919,2.4861190051073123e-08,1.9336480860943084e-08
1920,2.3473917920568965e-08,3.028892692213958e-09
1921,1.741731914250977e-08,3.7863738810983705e-09
1922,2.9511742105636785e-08,5.164555005876537e-09
1923,5.6264525483129546e-08,1.4862327368803108e-08
1924,1.933743654092268e-08,6.445812328337297e-09
1925,3.519416935660047e-08,7.698724546756353e-09
1926,4.7928394586449485e-08,5.57306911730393e-09
1927,4.6826745148109694e-08,8.919380123373344e-09
1928,5.9415414366270625e-08,6.8556245125250825e-09
1929,4.67897081080082e-08,1.1140406375176326e-09
1930,2.4158287814657342e-08,1.0503603542488804e-08
1931,2.6232321204133768e-08,4.5621426636444085e-09
1932,3.507051737905442e-08,4.383814644626227e-09
1933,3.9000251916831985e-08,3.4411986593596566e-09
1934,2.3963160344919743e-08,1.3179738189705859e-08
1935,3.351119648442591e-08,4.787313656606784e-09
1936,2.5461900143852745e-08,2.424942913137329e-09
1937,2.1404900518717795e-08,7.554670666820584e-09
1938,1.6854778683850213e-08,2.5930428915188486e-09
1939,3.8235126176289214e-08,1.5294050470515685e-09
1940,2.7893612752905028e-08,5.0715658339584024e-09
1941,1.4757512989405086e-08,2.9515025978810172e-09
1942,2.4273694165799498e-08,3.034211770724937e-09
1943,1.4516175816936538e-08,1.1612940831184915e-08
1944,1.6065930807940276e-08,1.2852744646352221e-08
1945,2.6142048525912287e-08,8.714016175304096e-09
1946,1.6705325123211878e-08,4.1763312808029696e-09
1947,2.7418003867296648e-08,8.344609447874518e-09
1948,2.3918154123947488e-08,8.697510267552389e-09
1949,2.650592179076483e-08,2.0615717577499026e-08
1950,1.3825969702452312e-08,5.317680518146517e-09
1951,1.1727541604500402e-08,1.0661401539380222e-08
1952,4.3233696400690746e-08,2.1089607837865287e-09
1953,4.30953106533849e-08,2.1547654771580937e-09
1954,3.322662278648636e-08,8.795282724349818e-09
1955,1.9709777365761738e-08,1.970977647758332e-08
1956,2.0058624983221307e-08,6.104799332717903e-09
1957,2.0320586824329467e-08,4.417518795207798e-09
1958,5.211513337544105e-08,3.3088973783179654e-09
1959,2.9452841943111707e-08,3.8753737996444215e-09
1960,5.4674583083169637e-08,4.152500121534786e-09
1961,2.1539293348915578e-08,6.25334317660986e-09
1962,2.980719460143888e-08,5.707760764028791e-09
1963,2.2631186591404173e-08,6.466053470433053e-09
1964,3.1636634645337836e-08,4.258777774879263e-09
1965,3.775710055720083e-08,8.20806533852192e-09
1966,2.7141466296676242e-08,7.754704434148607e-09
1967,3.6977518158565204e-08,1.035370456037299e-08
1968,4.311759210784416e-08,8.533690198930799e-09
1969,3.40631842732364e-08,7.2668124850849836e-09
1970,2.6672605124566928e-08,5.978342709767048e-09
1971,3.545494220436041e-08,6.679916730867319e-09
1972,3.5398013409349005e-08,8.208234980600082e-09
1973,3.307922358253279e-08,7.167165139154719e-09
1974,3.431598660785795e-08,2.2502286700643026e-09
1975,1.9419033048251322e-08,2.2845920710778955e-09
1976,1.2569759400005154e-08,5.713526984862938e-09
1977,2.2331770932471073e-08,1.7630346071939584e-09
1978,2.8514838490423244e-08,5.346532105932056e-09
1979,3.979342011461995e-08,5.266775904289034e-09
1980,1.9329513156751688e-08,4.548120546843393e-09
1981,2.150686878588104e-08,5.060439622894819e-09
1982,1.4898005495922462e-08,7.449002858983533e-09
1983,2.1472075117934253e-08,1.89459470334441e-09
1984,7.538710988796993e-09,1.739702604197646e-09
1985,1.9249785765396155e-08,1.2031116103372597e-09
1986,1.9182353483415682e-08,7.1933827783254856e-09
1987,1.5277042575423394e-08,3.6664902225425067e-09
1988,1.9788627569905515e-08,4.797243047249822e-09
1989,2.3050112929468014e-08,2.7440609784434855e-09
1990,2.2884334427430986e-08,6.538381391862913e-09
1991,1.875668920181539e-08,1.1722930404189924e-09
1992,2.8100714644097025e-08,3.30596661157756e-09
1993,3.323524566667402e-08,4.985286850001103e-09
1994,1.529728693716592e-08,3.692448513614721e-09
1995,2.602776427718112e-08,8.133675954979935e-09
1996,2.989331582270438e-08,4.804283193493575e-09
1997,2.637191998111632e-08,3.835915585170824e-09
1998,3.4330528864146004e-08,5.721754847698435e-09
1999,2.6507165906686225e-08,6.8553016596695215e-09
2000,1.4579503826439577e-08,7.510653432518666e-09
2001,1.7962968529294798e-08,5.695575122643959e-09
2002,2.2782351449812666e-08,1.0514931148009055e-08
2003,2.1667998784113962e-08,7.91715315529018e-09
2004,1.7178685363106183e-08,3.523833003171717e-09
2005,2.7923246936900625e-08,1.1259373877692269e-08
2006,5.723866891571561e-08,4.941467679486777e-09
2007,5.672160768854795e-08,1.3181781888249589e-08
2008,1.1495087387514147e-07,1.1069342775726909e-08
2009,4.339055115210044e-08,1.3827758493789588e-08
2010,5.999217034258209e-08,1.6533276081531767e-08
2011,1.1510155806249145e-07,1.8737462220697054e-08
2012,1.2187224451842837e-07,2.3829769379979382e-08
2013,1.2551062344989816e-07,1.7850400269026068e-08
2014,1.0697299024364781e-07,2.013864097705209e-08
2015,1.2878302468877223e-07,2.21657536769726e-08
2016,1.292516225159801e-07,2.6306019251798318e-08
2017,1.1798217336433936e-07,1.8363963377732162e-08
2018,1.308803638799816e-07,2.1426172835958823e-08
2019,1.2270251259494103e-07,2.346908772876688e-08
