year,quelques_DET auteurs_NOUN,quelques_DET moteurs_NOUN
1896,2.776910908219854e-06,2.8305738419831528e-08
1897,2.995513511905301e-06,1.9228155512251988e-08
1898,2.5666297943649496e-06,4.0740153917084854e-08
1899,2.9522796705094834e-06,2.9296165493519766e-08
1900,2.61421439518017e-06,2.439795010467094e-08
1901,2.872052839553163e-06,3.9121172357159395e-08
1902,2.192441689974345e-06,3.093478684323969e-08
1903,2.2329910507323802e-06,2.754112271574627e-08
1904,2.5115623820681776e-06,4.72967016662551e-08
1905,2.4131709837615922e-06,2.4255568220610257e-08
1906,2.6153034271558795e-06,3.858138536427802e-08
1907,2.2967938320128667e-06,4.525702035351742e-08
1908,2.398231203848411e-06,2.995947290251877e-08
1909,2.4138316510047275e-06,3.245580160182726e-08
1910,2.2723328489959727e-06,2.725516812240869e-08
1911,2.3228753898152377e-06,3.032613271614082e-08
1912,2.3671609694631e-06,4.5842907248072606e-08
1913,2.237861673748398e-06,5.196930041861947e-08
1914,2.3773440684937697e-06,6.361906379481752e-08
1915,1.5798001340439072e-06,1.5314990053916233e-08
1916,1.6283418329265942e-06,1.9777431248257926e-08
1917,1.544072517845052e-06,3.838248652243692e-08
1918,1.627619504951383e-06,4.709414191950145e-08
1919,1.49903769930404e-06,2.578197483282807e-08
1920,1.825665073784677e-06,4.619061266808444e-08
1921,2.1900385284157053e-06,2.8019166098403048e-08
1922,1.7470950754994163e-06,2.951174282728175e-08
1923,1.884330805168588e-06,3.927900760203329e-08
1924,1.749393468974958e-06,4.125319796877136e-08
1925,2.0346629412415496e-06,1.4297631079074336e-08
1926,1.9795542410827593e-06,2.3406891536126295e-08
1927,1.7760714811076994e-06,2.5643217327342427e-08
1928,1.9012933143436328e-06,2.7422499271345657e-08
1929,1.6855435118756645e-06,3.342121890348437e-08
1930,2.0187926388359756e-06,1.7856125467119455e-08
1931,1.9845321341804834e-06,3.4216069089154644e-08
1932,1.7765409361381046e-06,2.7398840751757803e-08
1933,2.128954952773654e-06,2.1794258842078307e-08
1934,1.8092186291340795e-06,1.7972370258689807e-08
1935,1.9340747403617797e-06,1.0771455727365264e-08
1936,1.760508553161344e-06,2.0612014317578087e-08
1937,1.6481773741361394e-06,2.1404900962807005e-08
1938,1.8462465014579266e-06,1.2965214679638848e-08
1939,1.437640804624607e-06,1.070583532936098e-08
1940,1.3008566384087317e-06,1.5214697723919812e-08
1941,1.4226242974757497e-06,1.1806010391524069e-08
1942,1.4109084913727088e-06,1.2136847082899749e-08
1943,1.4632306051254318e-06,2.9032352077962287e-08
1944,1.471639221151122e-06,0.0
1945,1.0674669965737849e-06,3.7034569189131616e-08
1946,1.2027833991012926e-06,1.80974355501462e-08
1947,1.214736770061009e-06,1.4305045370477387e-08
1948,1.3948631476523587e-06,1.5220642746172075e-08
1949,1.2359613674739478e-06,2.0615717577499026e-08
1950,1.2347654447797396e-06,1.8080114516649815e-08
1951,1.3028233274425816e-06,1.9190523614653898e-08
1952,1.3434080212704202e-06,9.49032352703938e-09
1953,1.2519187553294842e-06,2.801195209123364e-08
1954,1.3085426378012244e-06,1.07497895029951e-08
1955,1.2557943431801277e-06,1.1262728971672686e-08
1956,1.3020664189067332e-06,1.2209597999301991e-08
1957,1.4339265845819682e-06,0.0
1958,1.0902816622859746e-06,9.099467845885556e-09
1959,1.03162454312411e-06,1.7051645984089703e-08
1960,1.1675445552583597e-06,8.997083189576927e-09
1961,1.1144847640309763e-06,6.948159103625784e-09
1962,1.0470570255272094e-06,5.073565179092299e-09
1963,1.0481472445533768e-06,9.052474769788432e-09
1964,1.0872051205979005e-06,4.867174552281028e-09
1965,1.224643330743902e-06,3.830430195250756e-09
1966,1.3565194336706554e-06,4.985167390003653e-09
1967,1.315906558829738e-06,7.888536934785861e-09
1968,1.277358659734773e-06,1.1228539320562447e-08
1969,1.0605004661101702e-06,4.087582022860303e-09
1970,1.0701233108534325e-06,4.598724956395017e-09
1971,1.2080372400191663e-06,1.0790634608071059e-08
1972,1.0629664490835466e-06,1.0260294114328161e-08
1973,9.780423226857238e-07,3.859242703185828e-09
1974,8.202083350283829e-07,5.06301445213353e-09
1975,8.801390953827593e-07,8.567220266542108e-09
1976,9.095934903058378e-07,1.142705374768127e-09
1977,9.391097526290082e-07,7.052138095708926e-09
1978,8.287124995121076e-07,5.940591352171509e-09
1979,8.064019230147323e-07,4.096381234219848e-09
1980,8.669854825171797e-07,5.68515062804309e-09
1981,8.077726716404499e-07,3.162774764309262e-09
1982,8.361505683396331e-07,4.345251713999687e-09
1983,8.058343219374819e-07,0.0
1984,7.857656445509065e-07,2.8995042478108246e-09
1985,7.946552162962917e-07,6.617113745832626e-09
1986,8.188467099934371e-07,5.395037083744114e-09
1987,7.992948307666836e-07,9.777306964053878e-09
1988,7.099919936415233e-07,2.3986214681137596e-09
1989,7.277250002601932e-07,6.036934285802431e-09
1990,7.230359537757636e-07,4.358920779878872e-09
1991,7.643350354857859e-07,4.103025585955322e-09
1992,8.154717514585741e-07,5.509944167592096e-10
1993,7.727194679674199e-07,7.2009697094088665e-09
1994,8.149761434594893e-07,4.2199412852994556e-09
1995,7.233549319529686e-07,7.0491861237087505e-09
1996,7.398596117980105e-07,5.3380921904988554e-09
1997,7.412906544157494e-07,6.712852163026639e-09
1998,7.676688329461001e-07,6.6753810257225155e-09
1999,8.779356122090576e-07,5.4842413388378475e-09
2000,8.071743744508808e-07,7.068850615965516e-09
2001,7.496253342509362e-07,6.571817534606339e-09
2002,7.649612481230861e-07,5.257465574004527e-09
2003,8.054661790879436e-07,5.000307723435071e-09
2004,7.40885863770302e-07,4.845270240583233e-09
2005,8.489568070757514e-07,5.854874474131577e-09
2006,7.613978310061498e-07,3.706100759615083e-09
2007,7.010311144917125e-07,2.7961355453243186e-09
2008,6.432991477289818e-07,4.6831836186811415e-09
2009,6.39414643899272e-07,3.814554005998616e-09
2010,5.517390322395954e-07,7.085689646135762e-09
2011,4.860268293938041e-07,8.030341169806832e-09
2012,4.4868050075308474e-07,1.4638286832679981e-08
2013,4.0581768789849093e-07,1.0877587719448911e-08
2014,3.577315395020264e-07,6.9294245896855955e-09
2015,5.067091368715637e-07,6.428068743957738e-09
2016,5.926103915365744e-07,8.492494041334453e-09
2017,3.516824561566878e-07,7.546833935556663e-09
2018,3.278462786804326e-07,5.679226533494841e-09
2019,4.454024469247031e-07,6.3774696634766315e-09
