year,des_DET archers_NOUN,des_DET marchés_NOUN
1846,2.634525724243275e-07,1.1908055803644402e-06
1847,2.178862388291236e-07,1.3909124199074085e-06
1848,2.3331143367277818e-07,1.6597291896403021e-06
1849,2.647895014362689e-07,1.0826204359659641e-06
1850,2.389726647678003e-07,8.676337159840841e-07
1851,2.966741701193598e-07,1.1131731127989042e-06
1852,2.812555541797934e-07,1.14194963174441e-06
1853,2.747088767574013e-07,1.0647954518105962e-06
1854,2.686158633302682e-07,1.012115484755327e-06
1855,2.4730326586563933e-07,1.0210546577127388e-06
1856,2.500582509945559e-07,9.370712703571371e-07
1857,3.197388522835354e-07,1.012425009605522e-06
1858,3.019398029380227e-07,9.753096339437661e-07
1859,2.846524811417339e-07,1.229759899246119e-06
1860,2.901934603727341e-07,1.0696878778304608e-06
1861,1.8109300725654975e-07,1.1544679168196126e-06
1862,2.1821873824601212e-07,1.2826562656442775e-06
1863,2.6821113241481953e-07,1.1317810439948062e-06
1864,2.359006097130134e-07,9.68535047718433e-07
1865,2.466386468946702e-07,1.0260921108340426e-06
1866,2.92423348202675e-07,8.870012173645136e-07
1867,2.047886518141695e-07,1.283568639820487e-06
1868,2.1834243568719103e-07,1.4888780413002678e-06
1869,2.2806034039035694e-07,8.795217958379453e-07
1870,2.0757257113146466e-07,1.0109128325552774e-06
1871,1.667524776038931e-07,1.4933374927750265e-06
1872,1.487645442388441e-07,1.3902832485257477e-06
1873,1.927493487041687e-07,1.357027215931339e-06
1874,2.479462835047741e-07,1.2696044251470084e-06
1875,2.9694726944029526e-07,1.200948528179424e-06
1876,2.1886573242646534e-07,1.152370391110935e-06
1877,2.0657284904856965e-07,1.0538926566994178e-06
1878,2.403557233243703e-07,9.910144047609037e-07
1879,2.297106262982851e-07,9.872669419763724e-07
1880,2.477288714164416e-07,1.1738241134651162e-06
1881,2.2590924331211681e-07,1.1804455617436815e-06
1882,2.282797169073092e-07,1.0056287003123998e-06
1883,2.786828510181749e-07,9.902403945716287e-07
1884,1.729644560910515e-07,1.0958816663020343e-06
1885,2.475124087908398e-07,1.2150022747903222e-06
1886,2.503944040999073e-07,1.0816005193703404e-06
1887,1.6518179779545505e-07,1.168024667208556e-06
1888,2.1177653741766278e-07,1.0817088842429712e-06
1889,2.0299042446936255e-07,1.1120617315896197e-06
1890,1.323986125179033e-07,1.158815546631331e-06
1891,1.5234386319118443e-07,1.2627330328029984e-06
1892,2.3005439819812068e-07,1.2461802327834448e-06
1893,1.4225942512879897e-07,1.2052021283182057e-06
1894,1.1342770434019656e-07,1.1487706075286042e-06
1895,1.1615925799013382e-07,1.2627053393998722e-06
1896,1.1617147421816298e-07,1.3221139028019024e-06
1897,1.2935304261052494e-07,1.4036552986596007e-06
1898,1.482488940496296e-07,1.6171577854606767e-06
1899,1.3045085012208801e-07,1.2464689689295483e-06
1900,1.6767101296277787e-07,1.5479720687494591e-06
1901,1.2407000637981724e-07,1.4301582744735697e-06
1902,1.021339044449121e-07,1.1976182179296302e-06
1903,1.2258500081685497e-07,1.541762863155327e-06
1904,1.268411482513443e-07,1.4393246807742344e-06
1905,1.0992417032174018e-07,1.4326267390174507e-06
1906,1.1420089318647797e-07,1.456833086166398e-06
1907,1.1571397751097834e-07,1.3916533614377613e-06
1908,1.267138372007537e-07,1.4645761865494933e-06
1909,1.4302557804768412e-07,1.4269551371626221e-06
1910,1.3093169481948053e-07,1.3547421460202713e-06
1911,1.2396472026665606e-07,1.5562094830556816e-06
1912,1.0991878407473621e-07,1.5138578106643763e-06
1913,1.2249905978478637e-07,1.2424904518582025e-06
1914,8.90666894126646e-08,1.4632385578750018e-06
1915,1.213418446832648e-07,2.0050856051057053e-06
1916,5.713480422109285e-08,2.413945324519773e-06
1917,8.005489959828083e-08,2.135162802119339e-06
1918,6.776962102605921e-08,2.0618044800357893e-06
1919,8.747455915170121e-08,1.576383603207887e-06
1920,9.313844895331158e-08,1.483400247082045e-06
1921,1.1056211413063011e-07,1.4630547937599658e-06
1922,1.1878476458004883e-07,1.5080499835562478e-06
1923,1.0828267216211884e-07,1.2813449465909343e-06
1924,1.5083201088117448e-07,1.2724033169320137e-06
1925,1.4077667698231267e-07,1.2251970673560209e-06
1926,1.6719208084658987e-07,1.414445009118026e-06
1927,9.253856481095113e-08,1.3434816388269155e-06
1928,1.0397697502995129e-07,1.191736135552901e-06
1929,1.3702700130124867e-07,1.361357618634429e-06
1930,9.97842362071566e-08,1.4106339847330673e-06
1931,1.1519409959248605e-07,1.646933483812063e-06
1932,1.084994161182351e-07,1.5913246862453434e-06
1933,8.832409648107387e-08,1.328302683845095e-06
1934,9.944711543141693e-08,1.6139188403485605e-06
1935,1.340447841613468e-07,1.4302099202723184e-06
1936,9.578524373665687e-08,1.3894922723522996e-06
1937,1.2842940577684203e-07,1.4215372452497377e-06
1938,8.81634607541315e-08,1.3989466651764815e-06
1939,1.422346702639743e-07,1.6425810471787372e-06
1940,1.1157444901321867e-07,1.6533304716404018e-06
1941,1.9184767019453375e-07,1.3340792186511408e-06
1942,1.3957374767059605e-07,1.2561636246744001e-06
1943,1.2774234736667722e-07,1.376133500485821e-06
1944,1.7029885945873957e-07,1.2692084858656472e-06
1945,8.496165815330414e-08,1.3942425844959416e-06
1946,1.4477948617752645e-07,1.4631080809124342e-06
1947,1.1801662269661506e-07,1.3518267927281613e-06
1948,1.4350891830439139e-07,1.4481354853046469e-06
1949,9.129818012709734e-08,2.200973213462021e-06
1950,8.508288829034427e-08,1.4708705151633694e-06
1951,1.6631786881049493e-07,1.6205331121454947e-06
1952,1.0755699919595685e-07,1.520560683587746e-06
1953,1.3682760702238284e-07,1.6968777885040254e-06
1954,1.1531592414293357e-07,1.4658804019518357e-06
1955,1.2107433988717275e-07,1.5054515323242867e-06
1956,1.0029312669246337e-07,1.5671891908652924e-06
1957,8.216584768128143e-08,1.5982583612128565e-06
1958,1.0009414863620947e-07,1.750406685374628e-06
1959,9.920957122488971e-08,1.8160002639433515e-06
1960,1.1557791501637382e-07,1.6492345764618221e-06
1961,9.310533338746652e-08,1.708552336054936e-06
1962,1.2683912942179632e-07,2.0662094861734204e-06
1963,8.147227426036352e-08,1.907485742691506e-06
1964,9.916868537462875e-08,1.8148478062585127e-06
1965,1.1217689177556167e-07,1.7505066232104127e-06
1966,9.416426816066803e-08,1.794106282204666e-06
1967,1.4051456975749943e-07,1.939594085342833e-06
1968,9.701458503208471e-08,1.992841212938856e-06
1969,7.993493855718015e-08,2.3131172000034894e-06
1970,1.0071207756645606e-07,2.039534464870485e-06
1971,1.1561394241965672e-07,2.226981418829155e-06
1972,7.07960263746088e-08,2.276759161645714e-06
1973,9.64810680237349e-08,2.1082492125401586e-06
1974,8.325846345691446e-08,2.311547472544362e-06
1975,1.1422960399798399e-07,2.321145618822129e-06
1976,7.770396703854487e-08,2.285982162675282e-06
1977,7.698583859294672e-08,2.12328129123307e-06
1978,1.2475242106013695e-07,2.15049416851798e-06
1979,8.54388080284707e-08,2.1429926846394665e-06
1980,1.1256598164699483e-07,2.408798401631884e-06
1981,8.476236046384145e-08,2.3803043944781166e-06
1982,8.56635289370189e-08,2.4072694770893577e-06
1983,5.746937770112481e-08,2.764213828498896e-06
1984,8.002632068127014e-08,2.703497713696379e-06
1985,7.459292095113312e-08,2.536760735694088e-06
1986,8.81189389234649e-08,2.651960286925714e-06
1987,7.516304389998396e-08,2.7743108255151583e-06
1988,8.515106392215088e-08,3.046848899401766e-06
1989,8.341945645362614e-08,3.1178022865674393e-06
1990,7.900544196637327e-08,2.8943234156031394e-06
1991,8.792197470075536e-08,3.0491342499772145e-06
1992,8.099617843093654e-08,3.0238574026952847e-06
1993,7.311753513761232e-08,3.1761815328934517e-06
1994,8.756378200303061e-08,3.351160948739107e-06
1995,9.380839660622087e-08,3.472537585480495e-06
1996,8.327424150245122e-08,3.182036856230752e-06
1997,8.822605579439369e-08,3.4388983962685415e-06
1998,6.91378712058821e-08,3.722478574275101e-06
1999,8.957594188618856e-08,3.486606445335383e-06
2000,9.49876794997806e-08,3.386421255413552e-06
2001,9.419605340177384e-08,3.307376779559945e-06
2002,1.1259739407520897e-07,3.46817500940233e-06
2003,1.2375761215821512e-07,3.138109676115164e-06
2004,1.0219115464948914e-07,3.200521241808474e-06
2005,8.647199400968475e-08,2.8851019635567354e-06
2006,9.471147111028699e-08,2.958292064647594e-06
2007,9.187303079416509e-08,2.7178438912756064e-06
2008,1.1750533190912904e-07,3.2382086274651556e-06
2009,8.678110341442391e-08,2.9343456802166656e-06
2010,1.2281862177276892e-07,3.2787847530357794e-06
2011,1.4339894682802168e-07,2.684045824707937e-06
2012,1.8144667202069087e-07,2.4190620209196823e-06
2013,1.7794617956923275e-07,2.3230622261394274e-06
2014,1.7518450901032878e-07,2.0816424743941297e-06
2015,1.7754769246480784e-07,1.8568252357908932e-06
2016,1.9242748461323345e-07,1.8925834517347084e-06
2017,1.7760216408646556e-07,1.992867307620827e-06
2018,1.791537827533496e-07,1.696539964513022e-06
2019,1.6811009873052285e-07,1.9055878155427308e-06
