year,les_DET in_ADJ,les_DET mines_NOUN
1867,1.373345721589203e-07,8.542403833189383e-06
1868,1.2547280547892115e-07,7.346580670031244e-06
1869,1.2355303535827034e-07,6.528776907543943e-06
1870,1.5080547743906436e-07,6.206534521879803e-06
1871,1.3595107084540814e-07,6.053008895889889e-06
1872,1.421124675715646e-07,7.059663928998816e-06
1873,1.4306550255582806e-07,7.393314341186397e-06
1874,1.4996269026568143e-07,7.970128724110737e-06
1875,1.4361033162657577e-07,8.436963732094682e-06
1876,1.2575710961471032e-07,7.642767450022347e-06
1877,1.4658013380852708e-07,8.207869207410567e-06
1878,1.6063976016056358e-07,7.270458795005652e-06
1879,1.5945339093548228e-07,6.6988752891461445e-06
1880,1.3284941324798183e-07,7.2014651379959105e-06
1881,1.805879499272578e-07,7.322527494579845e-06
1882,1.4508740253660335e-07,6.58683449472619e-06
1883,1.2828257744956773e-07,5.9610326132997216e-06
1884,1.4259665803706412e-07,7.611756664971381e-06
1885,1.5727350710648125e-07,7.502720134056062e-06
1886,1.155169999655925e-07,8.927076528664202e-06
1887,1.1882642869665005e-07,7.758321210360464e-06
1888,1.2110574054702283e-07,7.453392711909146e-06
1889,1.046277851024513e-07,9.620117310760179e-06
1890,1.409193135515352e-07,1.0357241102099124e-05
1891,1.4150768290477345e-07,9.140631682669209e-06
1892,1.1346007333656871e-07,7.888922851861935e-06
1893,1.219366447813286e-07,9.74938964048988e-06
1894,1.3170217094682357e-07,9.14290308173804e-06
1895,1.0773320013868215e-07,9.655662765339912e-06
1896,1.1440236225013223e-07,1.1161306588292064e-05
1897,1.7188804601886432e-07,1.1052110366449597e-05
1898,1.1656211196253707e-07,9.20897279854671e-06
1899,1.1276259925807608e-07,8.93090855669243e-06
1900,1.271808045544276e-07,1.168817517793741e-05
1901,1.0562716656892235e-07,1.0476091141242705e-05
1902,1.207929849478262e-07,1.1122774822069914e-05
1903,1.0152414287034617e-07,1.0475887449956645e-05
1904,9.298101488752764e-08,1.0972297062039615e-05
1905,1.4037265128052923e-07,1.0973838271866043e-05
1906,1.4197949216310235e-07,1.0598563378039216e-05
1907,1.290853628432842e-07,1.1277741165827138e-05
1908,1.0215689538739525e-07,1.0749066262860651e-05
1909,1.1497055574238857e-07,1.0159766105743984e-05
1910,1.2879402611076785e-07,1.162299288637314e-05
1911,9.523470101413523e-08,1.131803196585679e-05
1912,1.0783502002453815e-07,1.0840284787150267e-05
1913,9.810530876563917e-08,1.1567942095780381e-05
1914,1.1786269293878604e-07,1.1056993372449142e-05
1915,1.1898569862722752e-07,1.2823359213598451e-05
1916,1.274545562424123e-07,1.1131398139241355e-05
1917,1.7107621808065687e-07,1.0325985414283423e-05
1918,1.3898516115773418e-07,1.1722995651552992e-05
1919,1.1970203228628407e-07,1.4957229268475203e-05
1920,1.1509792052777357e-07,1.3413451071642157e-05
1921,1.1510576136686268e-07,1.2856253732707046e-05
1922,8.779743199127665e-08,1.3970120846806822e-05
1923,1.1996021065385776e-07,1.1458854416446229e-05
1924,8.508472104651332e-08,9.079570794767733e-06
1925,1.1768050267590979e-07,8.754549739364847e-06
1926,1.2929519943583045e-07,9.017226091145858e-06
1927,9.699825564979392e-08,9.562690550524167e-06
1928,1.1997342985736736e-07,1.097128453153573e-05
1929,8.68951679500185e-08,7.753723068049112e-06
1930,7.247486522032887e-08,1.0568726196424905e-05
1931,1.060698169297325e-07,1.0165594773070552e-05
1932,8.438842957758652e-08,1.0555129833278443e-05
1933,8.947116469926186e-08,9.247647923871227e-06
1934,7.42857970692512e-08,1.0372454283924526e-05
1935,6.82192204948251e-08,8.27965875771497e-06
1936,1.4670905201796813e-07,1.067823606604179e-05
1937,1.1332006710773612e-07,1.2016963552241577e-05
1938,6.612259317861913e-08,1.0682040453957597e-05
1939,7.647025146440001e-08,1.057889492983577e-05
1940,6.085879089567925e-08,7.680886582761559e-06
1941,1.092055943452408e-07,7.009818830283621e-06
1942,7.585529493425724e-08,5.673976062325892e-06
1943,7.548411695701418e-08,6.149052332204974e-06
1944,9.318240046241044e-08,7.3614096294249975e-06
1945,1.0021118868053236e-07,1.101451675822318e-05
1946,3.2018540707667853e-07,1.0454748945676329e-05
1947,1.7642889460489641e-07,9.229138349553523e-06
1948,1.0654450122160597e-07,1.0192394739760857e-05
1949,9.817008272960948e-08,1.2338016382784645e-05
1950,1.3081494376621094e-07,1.1108634652146065e-05
1951,1.3113524222063688e-07,1.0013188919799632e-05
1952,1.434093395147329e-07,1.0083995832133041e-05
1953,8.080370328400477e-08,1.0317016688077274e-05
1954,1.7883740355273403e-07,9.529199836322277e-06
1955,1.0230312685877152e-07,1.0519389384455735e-05
1956,7.674604685092845e-08,1.1263353940194065e-05
1957,9.453490434907508e-08,1.0592326859182322e-05
1958,1.0505749248324037e-07,1.023193780724796e-05
1959,7.595733197973686e-08,1.0772764056810047e-05
1960,6.713208211550636e-08,9.359735074099262e-06
1961,1.4799579428625975e-07,8.598347015720265e-06
1962,6.595634749473334e-08,8.781706618776752e-06
1963,5.948769032926293e-08,8.57657312280935e-06
1964,6.996563284289437e-08,8.221266455166187e-06
1965,8.80998953789458e-08,7.896158585651847e-06
1966,5.2621209167824645e-08,7.95632678318725e-06
1967,5.817795822871119e-08,6.720540568494471e-06
1968,5.704098171577243e-08,6.379157987623785e-06
1969,6.767218829750732e-08,7.547947195263305e-06
1970,6.852100176146791e-08,6.739431292146492e-06
1971,5.3953173040355296e-08,6.488768256929234e-06
1972,6.258779006174109e-08,6.178748868990169e-06
1973,4.796487207414657e-08,6.5491349658941544e-06
1974,6.58191887659143e-08,6.570667714811407e-06
1975,8.281646302066292e-08,7.115933165380284e-06
1976,5.656391754982337e-08,6.814523331399869e-06
1977,5.054032303775102e-08,6.190602142908119e-06
1978,5.5247498131905104e-08,5.744551863529068e-06
1979,6.612729919197591e-08,5.692799760481648e-06
1980,6.594774859536301e-08,5.853999745397687e-06
1981,4.048351653906934e-08,5.710073523346182e-06
1982,5.2143018347550196e-08,5.095117948883399e-06
1983,6.946847896927011e-08,5.122984248373541e-06
1984,5.4510680413955015e-08,5.502099277521211e-06
1985,3.9702682030906544e-08,5.140294245364885e-06
1986,5.454981621966226e-08,4.91188115603336e-06
1987,3.116516611445519e-08,5.047534799018649e-06
1988,4.197587655241364e-08,5.0820795038930555e-06
1989,4.82954765068655e-08,4.5666663410770525e-06
1990,5.2307048914457255e-08,6.103034024818044e-06
1991,3.39964989493069e-08,4.7706465338137605e-06
1992,3.691662753269043e-08,5.042149666678597e-06
1993,4.3759737611281935e-08,4.757071387473388e-06
1994,4.43093841617781e-08,4.990080519462481e-06
1995,3.1992459126328754e-08,4.713736558414894e-06
1996,4.750902027339521e-08,4.437022237624433e-06
1997,2.8769367332870388e-08,5.301714629979415e-06
1998,3.5284155042170084e-08,4.659415676400158e-06
1999,4.478797199780615e-08,4.749352996213929e-06
2000,4.152949539815154e-08,4.0813774937475955e-06
2001,2.4534785758589805e-08,3.5737544550329403e-06
2002,2.409671884251452e-08,4.197210087042436e-06
2003,2.7501690702536052e-08,4.151921952910698e-06
2004,1.6738206376487597e-08,3.835692284681613e-06
2005,2.2068372240724443e-08,3.7376617409989876e-06
2006,2.18248170646973e-08,3.946173815272402e-06
2007,2.0771293351984355e-08,3.494770155043625e-06
2008,2.0861454952392222e-08,4.191875088821462e-06
2009,2.860915593316804e-08,3.414979365956583e-06
2010,2.7397999646794347e-08,3.4885211865898214e-06
2011,3.4415747141025577e-08,2.9478999685750296e-06
2012,1.3617011129785084e-08,3.112508295544103e-06
2013,2.4265387921218462e-08,3.1079220423890774e-06
2014,1.3642304841354758e-08,3.038769277985409e-06
2015,1.3077795207872e-08,2.9952583346926076e-06
2016,2.0091998398363842e-08,3.280588391163519e-06
2017,1.5848351075931078e-08,2.7015149699494145e-06
2018,1.3681773491924787e-08,2.762169386993918e-06
2019,1.1224346230243043e-08,2.661445567930798e-06
