year,les_DET arbres_NOUN,les_DET marbres_NOUN
1928,1.4413951021197136e-05,7.564039012919466e-07
1929,1.4141632050268527e-05,8.70065723912461e-07
1930,1.3388943443715107e-05,9.033099033217695e-07
1931,1.5117799989639025e-05,9.306771318051688e-07
1932,1.3301589206093922e-05,7.715513730133239e-07
1933,1.1728752042472479e-05,8.419466208664517e-07
1934,1.265374692138721e-05,8.111530007681722e-07
1935,1.3344637068257725e-05,8.832593607621675e-07
1936,1.3928871908319707e-05,1.0548501805374144e-06
1937,1.2767394082402461e-05,6.925114881539685e-07
1938,1.4846467138340813e-05,6.158476626438869e-07
1939,1.3113119280205865e-05,6.239972822896789e-07
1940,1.2848811934418336e-05,5.528006612465219e-07
1941,1.4627646578446729e-05,6.139125545701063e-07
1942,1.6903594087125384e-05,6.58423971344746e-07
1943,1.6316182268383272e-05,6.067761351147283e-07
1944,1.6139834542627796e-05,6.265713281550234e-07
1945,1.5184173207671847e-05,5.293764813174562e-07
1946,1.565149784710229e-05,6.431550403362962e-07
1947,1.5449448710569413e-05,6.473033025145014e-07
1948,1.489013754962798e-05,5.772972428985668e-07
1949,1.3987273177917814e-05,5.32081836146503e-07
1950,1.4292861919784627e-05,6.540747550243253e-07
1951,1.3954708720120834e-05,4.445804644426232e-07
1952,1.3746206377618364e-05,5.209133249195474e-07
1953,1.2721735629384057e-05,5.677807073389829e-07
1954,1.4052906635697582e-05,5.150126654029918e-07
1955,1.2891132428194396e-05,7.55541444519281e-07
1956,1.2905545645480743e-05,5.939097473817156e-07
1957,1.1520005273268907e-05,5.283352515483841e-07
1958,1.22288578268126e-05,6.353082966370494e-07
1959,1.0947156624752097e-05,6.564883119342113e-07
1960,1.1791715564868355e-05,6.076491807505136e-07
1961,1.2386483717818919e-05,6.100484015725272e-07
1962,1.2440381283340685e-05,5.282849642185283e-07
1963,1.296767027270107e-05,6.239741132674226e-07
1964,1.1582050660763343e-05,5.372143916382299e-07
1965,1.0739431900219643e-05,5.417322803680236e-07
1966,1.2017022527288646e-05,5.073792525012166e-07
1967,1.1261872828072228e-05,5.004290519750043e-07
1968,1.2062595260431408e-05,7.855486487962082e-07
1969,1.0728086408562376e-05,9.006305603520559e-07
1970,1.0314480164197448e-05,5.582852096175372e-07
1971,1.0641107223818835e-05,5.102428684011784e-07
1972,1.016949045151705e-05,4.986502735171428e-07
1973,1.0641034464242694e-05,5.695139551065154e-07
1974,9.666419941822824e-06,3.5666123432420704e-07
1975,9.359402952213713e-06,3.958055723174425e-07
1976,9.77127331225347e-06,4.965054924976897e-07
1977,9.572690032655373e-06,3.83166165462967e-07
1978,1.0273658631376748e-05,5.714848736459999e-07
1979,9.741194844536949e-06,5.003437282269374e-07
1980,1.0032016689365264e-05,5.810224039670686e-07
1981,1.0293567129338044e-05,4.6998831693123577e-07
1982,1.0039393373517669e-05,7.076552686058335e-07
1983,9.764110245669144e-06,5.12172133593225e-07
1984,1.0784415962916682e-05,4.7261918734164965e-07
1985,1.0172308407163655e-05,4.57783967622305e-07
1986,1.0800264021781913e-05,4.621748344590948e-07
1987,1.0121346235791862e-05,4.454785411667217e-07
1988,9.96087578641891e-06,4.3534979704551446e-07
1989,1.0712814628277556e-05,4.4398908727316666e-07
1990,1.0495735978111043e-05,4.260844970738198e-07
1991,9.975627790481667e-06,4.0209650631339855e-07
1992,1.0149868103326298e-05,4.771611710197021e-07
1993,1.034502417951444e-05,4.082395985705034e-07
1994,1.064058153588121e-05,3.4972763529594886e-07
1995,9.929591556101514e-06,3.7035339922608657e-07
1996,9.714794032333884e-06,4.1263452721373994e-07
1997,1.0334436069570074e-05,3.898249139044907e-07
1998,9.477610092289979e-06,3.5236474227318126e-07
1999,9.690654678706778e-06,3.9806451690438394e-07
2000,9.706857213132025e-06,3.954138145800812e-07
2001,9.787626822799211e-06,4.3680682670910187e-07
2002,1.0105725550602074e-05,3.6451764184874946e-07
2003,1.0228128985545482e-05,4.504443551489601e-07
2004,9.267680525226751e-06,3.228712138758638e-07
2005,9.629016972212412e-06,3.4273533544570967e-07
2006,1.0147304465135676e-05,3.8749343556077065e-07
2007,9.842397048487328e-06,3.974506987969306e-07
2008,1.0945026133413194e-05,3.282486027433862e-07
2009,1.1341622894178727e-05,3.695349275467663e-07
2010,1.279297589462658e-05,2.1823923401775858e-07
2011,1.461369106436905e-05,2.2982071423705008e-07
2012,1.8325433075006003e-05,2.903827633904399e-07
2013,1.8576687807581038e-05,2.2424565909728855e-07
2014,1.9185411474609282e-05,2.7631079912993073e-07
2015,1.8471610133019567e-05,3.2672320671167654e-07
2016,1.997103231587971e-05,4.828293751479862e-07
2017,1.809605009839288e-05,1.7181625366902153e-07
2018,2.0015917471027933e-05,2.480789491610125e-07
2019,1.846736563493323e-05,2.7856787343516487e-07
