year,différents_DET effets_NOUN
1928,9.14083297942625e-09
1929,6.684243825105796e-09
1930,7.352522590764465e-09
1931,1.0264820993199919e-08
1932,5.4797681947604815e-09
1933,6.882397318719313e-09
1934,1.0783422155213884e-08
1935,9.574627313213568e-09
1936,1.6974599503782883e-08
1937,8.813782592653752e-09
1938,9.075650453382877e-09
1939,4.588215141154706e-09
1940,2.5357829169792012e-09
1941,2.9515025978810172e-09
1942,9.102635090130207e-09
1943,0.0
1944,0.0
1945,4.357008087652048e-09
1946,9.744772988540262e-09
1947,1.1920871401116528e-08
1948,5.435944139264848e-09
1949,1.1780409536754632e-08
1950,5.317680518146517e-09
1951,1.8124383771578323e-08
1952,6.326882129314981e-09
1953,6.464296653518886e-09
1954,6.840775057526116e-09
1955,1.2201289756319511e-08
1956,7.849027650053131e-09
1957,1.2369053170591116e-08
1958,6.617794756635931e-09
1959,1.4726420971555854e-08
1960,1.5917916873497973e-08
1961,5.55852741612739e-09
1962,2.3465238641051656e-08
1963,1.4225316924409981e-08
1964,2.251068309533366e-08
1965,1.3132904541635071e-08
1966,1.1078149952936656e-08
1967,1.1339771788243524e-08
1968,6.287982134978165e-09
1969,1.0900218921916505e-08
1970,1.0117195303749327e-08
1971,1.3359833239690033e-08
1972,1.5903454553267693e-08
1973,1.0475087464101307e-08
1974,1.8564386528030496e-08
1975,1.7134439644905797e-08
1976,3.370981005446083e-08
1977,1.8805702606261576e-08
1978,1.1881182260253809e-08
1979,1.1703946256602649e-08
1980,1.8760997255728995e-08
1981,1.9609203150139365e-08
1982,9.932003663948308e-09
1983,1.263063198475578e-08
1984,1.275781880138993e-08
1985,7.820225356169885e-09
1986,1.0190625288064581e-08
1987,1.6499206278997036e-08
1988,1.0793796967334401e-08
1989,1.2073868682627165e-08
1990,1.2531897297662908e-08
1991,1.3481369798284959e-08
1992,1.4325855168806356e-08
1993,2.7142116110212555e-08
1994,2.004472143823932e-08
1995,1.3556126887692699e-08
1996,2.2419987644184403e-08
1997,1.7741109914481967e-08
1998,1.716526476513991e-08
1999,1.9194844824710344e-08
2000,2.783359853708589e-08
2001,2.5849149654089132e-08
2002,2.1467984723244626e-08
2003,2.8335076507346457e-08
2004,2.246443511766394e-08
2005,1.9816498664226856e-08
2006,2.553091815737929e-08
2007,2.157018919035636e-08
2008,2.767335791076242e-08
2009,2.2410505451375684e-08
2010,2.5036102968556406e-08
2011,2.2943831612387555e-08
2012,1.1234034147378225e-08
2013,1.6455838192097616e-08
2014,9.961047986450922e-09
2015,1.219116452233493e-08
2016,1.7606391011781852e-08
2017,1.2074934829797712e-08
2018,1.3165480261534412e-08
2019,1.4540630033366142e-08
