year,leurs_DET eaux_NOUN,leurs_DET maux_NOUN
1896,1.116897330177835e-06,4.906328285869677e-07
1897,9.142113661653184e-07,4.3234214786025404e-07
1898,1.0864041177782724e-06,5.828105713590048e-07
1899,9.535072944544254e-07,5.23461665125069e-07
1900,1.0812963360251615e-06,4.578508878694265e-07
1901,1.02273922308882e-06,5.409899017649877e-07
1902,8.376944222732163e-07,3.4371987567283213e-07
1903,9.909404106167585e-07,4.2931750954267045e-07
1904,9.486213539133814e-07,4.122337600165338e-07
1905,1.0636324176971357e-06,4.500181773892109e-07
1906,1.0067168751959343e-06,4.6554870891668543e-07
1907,1.030111567601466e-06,4.865129881181929e-07
1908,1.0613511740587e-06,4.3613135858322494e-07
1909,8.565031279772484e-07,4.653832093026722e-07
1910,1.091810023723383e-06,4.489086506964668e-07
1911,9.816089772129999e-07,4.3095030832773773e-07
1912,8.710152243907032e-07,3.907065888597572e-07
1913,8.452965651883915e-07,4.0992111394189124e-07
1914,9.187932459298054e-07,3.502397021293291e-07
1915,8.505709878647849e-07,3.593132475998573e-07
1916,8.097759307545971e-07,4.131285606945312e-07
1917,8.246751193041746e-07,3.783416389069316e-07
1918,7.546549269932257e-07,4.4107684971095296e-07
1919,6.832223444774854e-07,3.7475942349374236e-07
1920,6.565124976987136e-07,3.801260390901007e-07
1921,7.345565116168018e-07,3.5591912705967843e-07
1922,8.366578896357169e-07,3.526653244989575e-07
1923,7.484243660371703e-07,4.2357632423772884e-07
1924,8.792087937692372e-07,3.7643542327714385e-07
1925,9.579412996174597e-07,3.794371252752171e-07
1926,7.612812815693815e-07,3.2100879820973205e-07
1927,7.726413127073783e-07,4.1029147723747883e-07
1928,8.032506730870637e-07,3.5763508776653907e-07
1929,8.656096017745085e-07,3.3198409710166743e-07
1930,7.100435919227266e-07,3.0985631838120753e-07
1931,7.00288884658562e-07,3.159283892273379e-07
1932,8.121016694673244e-07,3.3536181831550493e-07
1933,6.744749416753848e-07,3.108549435637542e-07
1934,6.110605959008808e-07,2.8396345896908315e-07
1935,6.259412757003702e-07,3.063880740228342e-07
1936,7.068708445245875e-07,3.334296536650072e-07
1937,7.013253018328669e-07,2.9337306273191643e-07
1938,6.210337772927232e-07,2.502286520211783e-07
1939,7.310556071615792e-07,3.043516016987269e-07
1940,7.50591727438632e-07,2.5864986241685983e-07
1941,7.644391892824842e-07,3.6893783317282214e-07
1942,7.555187195862345e-07,4.338922963142977e-07
1943,6.067761706418651e-07,3.2225909762928495e-07
1944,5.815866721547991e-07,3.855823251797119e-07
1945,5.315549813644793e-07,2.287429197167512e-07
1946,5.554520754458281e-07,3.146169547108002e-07
1947,4.816031857757253e-07,3.266318628902809e-07
1948,4.7510149592255857e-07,2.978897271077585e-07
1949,6.253434357006427e-07,2.130290823743053e-07
1950,6.26422774985258e-07,2.935359759703715e-07
1951,6.51411619756459e-07,3.550246674421942e-07
1952,6.35851671759724e-07,2.1089607571411761e-07
1953,6.572034489948919e-07,2.5749446308509505e-07
1954,5.482392735345343e-07,2.3063185494720528e-07
1955,5.302868579803999e-07,2.2056178750062827e-07
1956,5.119310024781498e-07,1.953535786469729e-07
1957,5.48655819443411e-07,2.3677901594965078e-07
1958,5.931198465702892e-07,2.2004167021805188e-07
1959,5.138746086430501e-07,2.5887499077725806e-07
1960,4.830741744399347e-07,2.1731416666170844e-07
1961,4.947089333739996e-07,2.890434132041264e-07
1962,4.718415551607791e-07,2.8475383828663325e-07
1963,4.972395082347703e-07,2.5411588921997463e-07
1964,5.305220174278702e-07,3.224503188903327e-07
1965,4.492547596157692e-07,2.7852701123265433e-07
1966,4.7248308021607954e-07,3.328983950723341e-07
1967,4.5457693609307626e-07,3.7421247611746367e-07
1968,5.048351185976685e-07,3.7682980291720014e-07
1969,5.068601822699748e-07,3.4789863434525614e-07
1970,4.796470083334725e-07,2.975374968627875e-07
1971,4.83523194816371e-07,3.447864571626269e-07
1972,5.022413542832282e-07,2.8369711913001083e-07
1973,4.972909701805861e-07,2.525047193557839e-07
1974,4.7029780070317884e-07,2.6215164439236105e-07
1975,4.2836102398524645e-07,2.3417068462094903e-07
1976,4.86221148676691e-07,2.331118906795382e-07
1977,4.266543554010127e-07,2.3800966175713256e-07
1978,4.556433665925397e-07,2.9643550192304247e-07
1979,3.9149702502072614e-07,2.5104966994149436e-07
1980,4.349140336756818e-07,2.2399493104785506e-07
1981,3.529656584788654e-07,2.4290110900437867e-07
1982,4.1714415122129367e-07,2.8926959316777356e-07
1983,3.8333967289361226e-07,2.5892796884363634e-07
1984,4.0477079465972565e-07,2.441382491724653e-07
1985,3.9702681675635176e-07,2.2678653976981877e-07
1986,3.3089560824706155e-07,2.235943128425788e-07
1987,3.8375929101164274e-07,2.3526645520632883e-07
1988,3.1601838568207086e-07,2.3386559178106836e-07
1989,3.709970526344364e-07,2.793454143557028e-07
1990,4.173666727780301e-07,2.806055192650092e-07
1991,3.1182993787126634e-07,2.4090621764116804e-07
1992,3.818391354215578e-07,2.4409052912233165e-07
1993,3.1628873653488654e-07,2.442790503209835e-07
1994,3.492001487970242e-07,2.505590259715973e-07
1995,3.134176509433928e-07,2.5105947543124785e-07
1996,3.4484074618035265e-07,2.1192225574395707e-07
1997,3.2988873677197716e-07,2.224831092689783e-07
1998,3.156501664491884e-07,2.584326068699738e-07
1999,3.656160831866373e-07,2.8198141421853506e-07
2000,3.127966237137514e-07,2.452007379361021e-07
2001,3.0537047379652904e-07,2.685682716219162e-07
2002,3.369159262689436e-07,2.672545065252052e-07
2003,3.3460391435369274e-07,2.58349217574505e-07
2004,2.858709411412974e-07,2.5812076387410343e-07
2005,2.940948569118973e-07,2.7427836357674096e-07
2006,3.471381315733879e-07,2.6807464337252895e-07
2007,3.1236829656222653e-07,2.5245111601179815e-07
2008,3.2995157628334937e-07,2.60555310660493e-07
2009,3.247139055417847e-07,2.6749560788630333e-07
2010,3.131874706241433e-07,2.527229128190811e-07
2011,3.5486458749289795e-07,2.7647317324408505e-07
2012,3.8570182425701205e-07,2.8289341003073787e-07
2013,2.783546673157389e-07,2.7054511519963853e-07
2014,3.109579207460911e-07,2.897365618537151e-07
2015,3.754878585837673e-07,2.94582861215531e-07
2016,4.2669605626599605e-07,3.939688895115978e-07
2017,2.8350940928234536e-07,2.716860194595938e-07
2018,3.198437168450141e-07,3.0306418352665787e-07
2019,3.431078550164557e-07,3.0586343768845836e-07
