year,pas_ADV hérité_VERB,pas_ADV mérité_VERB
1889,6.202485280937253e-08,1.5474887504751678e-07
1890,7.734175966334078e-08,1.972870364852497e-07
1891,8.668938988876107e-08,1.4087025590470148e-07
1892,6.080456671497814e-08,1.673692793247028e-07
1893,8.129109829724257e-08,1.3979605739677936e-07
1894,5.293292915098391e-08,1.3107201368711685e-07
1895,6.19917273070314e-08,1.3421509947875165e-07
1896,5.6021775662884465e-08,1.2678611938099493e-07
1897,5.535378022614168e-08,1.235263340504389e-07
1898,4.639851169940812e-08,1.5899976801847515e-07
1899,6.190887802404177e-08,1.4703358885981288e-07
1900,4.2047531678690575e-08,1.2769990576089185e-07
1901,4.806315345717849e-08,1.2406999871927837e-07
1902,3.0443761289689064e-08,1.3552383393289347e-07
1903,5.994244389739833e-08,1.047642754770095e-07
1904,5.965834048993202e-08,1.1232966556917745e-07
1905,8.463644718403884e-08,1.0218303003739493e-07
1906,6.841765554099766e-08,1.3632089235215972e-07
1907,6.017126708002252e-08,1.5685672849485854e-07
1908,5.107844458507316e-08,1.4783280732899584e-07
1909,6.821219500352527e-08,1.2542243155166943e-07
1910,5.1303846504424655e-08,1.2184663944481144e-07
1911,6.490856208074547e-08,1.3513749763660599e-07
1912,6.459682566628544e-08,1.3179835889332026e-07
1913,4.931780495098792e-08,1.2355965850474604e-07
1914,8.236995086008392e-08,1.2522910708412383e-07
1915,5.0657277483878715e-08,1.3547875710173685e-07
1916,6.702352095544484e-08,1.3075079152713442e-07
1917,2.7416060532914344e-08,1.008911070243812e-07
1918,2.1824114071478107e-08,1.2405286042849184e-07
1919,6.905886351660229e-08,1.3443458612982795e-07
1920,6.360674831284996e-08,1.1509791875141673e-07
1921,4.998013380941302e-08,9.39020665668977e-08
1922,7.673052948575787e-08,1.1730917748309366e-07
1923,4.564857647437748e-08,1.326993555039735e-07
1924,7.86389122708897e-08,1.1344629768927916e-07
1925,3.8493624288094e-08,1.3527758824238845e-07
1926,1.0031524766418443e-07,1.2595135956416925e-07
1927,8.027441822378023e-08,1.6166376326509635e-07
1928,9.826395341860916e-08,1.0854738974330758e-07
1929,8.466708578680482e-08,1.1140406286358484e-07
1930,7.772666776872938e-08,1.5650368823116878e-07
1931,6.386999729102172e-08,1.1519410492155657e-07
1932,6.794912366103745e-08,1.2603467780536448e-07
1933,5.735331143341682e-08,1.2158902507053426e-07
1934,4.7926320689839486e-08,1.317973783443449e-07
1935,8.377799076697556e-08,1.2447014796634903e-07
1936,6.789839801513153e-08,1.5519634644078906e-07
1937,9.695160940736969e-08,9.94698368117497e-08
1938,4.6674770715071645e-08,1.1409388633865092e-07
1939,9.329370698196726e-08,1.1929358834095183e-07
1940,5.0715659227762444e-08,1.1157445101162011e-07
1941,5.312704587367989e-08,1.269146139293298e-07
1942,8.192371581117186e-08,1.9115533689273434e-07
1943,7.83873517207212e-08,1.3064558856967778e-07
1944,1.285274464635222e-07,1.702988612350964e-07
1945,8.931866801731303e-08,1.5467378489120165e-07
1946,5.568441707737293e-08,1.3085838190818322e-07
1947,7.390939771312333e-08,1.3589793468327116e-07
1948,8.371353743541476e-08,1.2611390332040173e-07
1949,5.006674186347482e-08,1.492185219831299e-07
1950,7.657460088239532e-08,1.4570444761830004e-07
1951,4.051332780363737e-08,1.162092786444191e-07
1952,6.115985939914026e-08,1.3181005442675087e-07
1953,8.188109035245361e-08,1.3682760879873967e-07
1954,4.202190595492539e-08,1.1727043158771266e-07
1955,4.598947711542678e-08,8.72861534162439e-08
1956,5.05826207586324e-08,1.0378158776802593e-07
1957,8.304935761316301e-08,1.095544703844098e-07
1958,4.3015667472445784e-08,1.0257581806172311e-07
1959,5.425523497137874e-08,1.1858644199946866e-07
1960,7.266874746392205e-08,1.4118499791493377e-07
1961,5.975417138870398e-08,1.507750511109407e-07
1962,6.912732430919277e-08,1.3444947910556948e-07
1963,5.496145405459174e-08,1.325540921470747e-07
1964,6.205647906654121e-08,1.2472135324514966e-07
1965,6.402290608775729e-08,1.0287441654099894e-07
1966,4.985167123550127e-08,1.0635023528493548e-07
1967,5.571279260152551e-08,1.4347276078297e-07
1968,7.141350977235561e-08,1.266579232606091e-07
1969,5.495526878007695e-08,1.3398185672031104e-07
1970,5.978342443313522e-08,1.1404838318185284e-07
1971,6.782684636164049e-08,1.0585098664250836e-07
1972,5.7457643976022155e-08,9.080360285906863e-08
1973,5.513203760187935e-08,9.041654180919068e-08
1974,4.612968851347432e-08,8.775892013090925e-08
1975,5.254561585843476e-08,9.995090266556872e-08
1976,4.8564977817022736e-08,8.170343335223151e-08
1977,5.7004783116099134e-08,8.345030266809772e-08
1978,6.712868128033733e-08,8.019798514169452e-08
1979,5.793453539126858e-08,9.538716483348253e-08
1980,7.788656120055748e-08,9.72160734136196e-08
1981,6.452060574702045e-08,9.172046588901139e-08
1982,5.152226734139731e-08,1.0056153598725359e-07
1983,5.3680185629900734e-08,8.651983307572664e-08
1984,5.8569984417999876e-08,1.0032285047145706e-07
1985,7.880380792357755e-08,1.0346759893309354e-07
1986,6.174320077434459e-08,1.0070735356748628e-07
1987,6.171924837872211e-08,9.044008919545377e-08
1988,5.396898572485043e-08,9.474555184851852e-08
1989,7.463846429800469e-08,8.726114231194515e-08
1990,8.22746315520817e-08,1.1169734648319718e-07
1991,7.385445854879436e-08,8.616353852630709e-08
1992,9.311805371226001e-08,9.422004865200506e-08
1993,6.86861696408414e-08,1.05798861227413e-07
1994,5.907917710601396e-08,1.0180608001064684e-07
1995,7.3203082706641e-08,1.0248432147363928e-07
1996,6.725996115619637e-08,8.113899951922576e-08
1997,9.445942339425528e-08,1.0165176433929446e-07
1998,5.960161431062261e-08,9.774664988526638e-08
1999,8.591977973537723e-08,1.0008740503053559e-07
2000,8.084997915602798e-08,1.0603275768517051e-07
2001,6.790878614992835e-08,8.937671935882463e-08
2002,7.623325615213616e-08,7.930010781365127e-08
2003,9.750599616609179e-08,1.1334030602938583e-07
2004,8.76553443163175e-08,1.0527450911013148e-07
2005,9.232686437599114e-08,8.692236974638945e-08
2006,9.018179270015025e-08,9.018179270015025e-08
2007,1.2103272695185296e-07,9.147358071004419e-08
2008,1.2857468334459554e-07,1.0260429661457238e-07
2009,1.1682071487939538e-07,1.0156249885540092e-07
2010,1.483271034885547e-07,1.369899962355703e-07
2011,1.544884611348607e-07,1.1854313441972408e-07
2012,1.5455307789125072e-07,1.6272328196009767e-07
2013,1.7320466838555149e-07,1.8491898856609623e-07
2014,1.8124775635897095e-07,2.137294359272346e-07
2015,1.7688272180294007e-07,2.0857974902810383e-07
2016,1.7730670265336812e-07,2.065125954686664e-07
2017,1.9068333756422362e-07,1.8892241371304408e-07
2018,1.8922150957223494e-07,1.9515888993737462e-07
2019,2.0076274154234852e-07,2.178543496711427e-07
