year,certains_DET arrêts_NOUN,certains_DET marais_NOUN
1860,3.158256944857385e-08,2.197048232233101e-08
1861,3.3954940414915313e-08,2.216503003360515e-08
1862,3.7047489076513784e-08,2.0330938765855677e-08
1863,2.0927461141795334e-07,8.490855130105501e-09
1864,1.8699438442126848e-08,2.589153069720851e-08
1865,4.848049739436533e-08,2.4475590942873993e-08
1866,2.3841502994059738e-08,1.3623716377253459e-08
1867,4.173418055586353e-08,1.552899675516528e-08
1868,3.359114231216154e-08,1.2349684830326169e-08
1869,3.36962830971288e-08,1.5138908904255288e-08
1870,2.3509599156312788e-08,1.204150201772336e-08
1871,3.823623972998291e-08,3.504988654867702e-08
1872,2.4794091224578096e-08,1.1489944773401817e-08
1873,3.4718827257584906e-08,3.232442269407443e-08
1874,4.241972639817959e-08,3.883496046963586e-08
1875,3.089624556196213e-08,1.258735993214799e-08
1876,5.3204931571571024e-08,7.859819461941697e-09
1877,3.525345193544638e-08,1.4225077116236662e-08
1878,5.1332253114821924e-08,1.4493813205174177e-08
1879,5.009646875109297e-08,1.7717043832021773e-08
1880,2.9522091882228096e-08,8.343199908722454e-09
1881,5.020205473549311e-08,2.0220272678450613e-08
1882,5.989846751930372e-08,1.9300615994310988e-08
1883,4.044376922252013e-08,6.319338829996468e-09
1884,7.723985184782123e-08,7.922036360241691e-09
1885,8.379326388308073e-08,1.4824961758197475e-08
1886,9.034849135503009e-08,1.484296663356588e-08
1887,7.442974059301832e-08,1.697520346510828e-08
1888,9.574328352357497e-08,1.775372027168487e-08
1889,8.395283579432089e-08,1.1277246414476139e-08
1890,8.520702543535208e-08,1.7041404731799048e-08
1891,8.286485986275238e-08,1.0836174402228949e-08
1892,8.587861799469465e-08,6.8953633913793055e-09
1893,1.0469308087124318e-07,2.2170299374124625e-08
1894,1.0271508799064577e-07,1.071261657159539e-08
1895,1.2037229168981867e-07,1.023164486468886e-08
1896,8.314810884257895e-08,2.4177819635262665e-08
1897,1.0779420023254715e-07,2.9133566670225264e-09
1898,8.996784472969921e-08,2.1501748159735712e-08
1899,8.678298080155855e-08,1.1055156790007459e-08
1900,9.551537694107992e-08,2.3878844901403795e-08
1901,9.277306922683692e-08,1.3412973842719111e-08
1902,1.1882887207548265e-07,1.6203937081016306e-08
1903,1.1178455849858437e-07,1.1340462346964841e-08
1904,8.330668777034589e-08,8.599400302955473e-09
1905,1.300511272006588e-07,1.1353670004154992e-08
1906,1.450660072066512e-07,6.173021371846943e-09
1907,9.719974158883815e-08,1.2857108266928208e-08
1908,1.0019233975810948e-07,1.6698723515062852e-08
1909,1.0726918020509402e-07,1.320236053814483e-08
1910,1.3253493946763228e-07,1.9238942883248455e-08
1911,1.1545211897612262e-07,1.7025197807107872e-08
1912,1.4325908281875854e-07,6.251305251225858e-09
1913,1.4583221741304442e-07,1.9090762304330156e-08
1914,1.1049626991166406e-07,8.705766774141921e-09
1915,1.343006861276308e-07,1.767114277129167e-08
1916,8.46034566848175e-08,2.5271162051865304e-08
1917,7.566832760375064e-08,7.676496771580332e-09
1918,6.20264337669596e-08,1.6080926812378493e-08
1919,1.0404868788782551e-07,1.6574126959767455e-08
1920,1.1509792230413041e-07,1.2872794385998532e-08
1921,1.340376289959977e-07,1.8931868295268828e-08
1922,1.394429816059528e-07,1.2542490601674672e-08
1923,9.023555946896522e-08,9.554353752605493e-09
1924,1.2375959279609106e-07,1.5469949321555987e-08
1925,1.4297631523163545e-07,9.898360131543882e-09
1926,1.1480522843498875e-07,2.0063048555840624e-08
1927,1.014579460445475e-07,2.2298449753321847e-09
1928,1.0854739329602126e-07,9.140832868403947e-09
1929,1.5596569014064698e-07,7.798284462623428e-09
1930,1.2919432634816985e-07,2.10072066408884e-08
1931,1.7564249077395289e-07,9.124285327288817e-09
1932,1.0301964614711778e-07,8.767629400274757e-09
1933,1.2847141306338017e-07,9.176529758292418e-09
1934,6.82950087593781e-08,1.677421224144382e-08
1935,7.061287732312849e-08,2.393656828303392e-08
1936,6.06235719402548e-08,1.4549657478823974e-08
1937,1.1457917459267719e-07,1.0072894407464617e-08
1938,1.2446605879290473e-07,1.2965214679638848e-08
1939,1.2388180969935547e-07,1.2235240376412548e-08
1940,1.2171757823864482e-07,0.0
1941,1.0920559745386527e-07,3.5418031174572207e-08
1942,1.2743689392635815e-07,1.517105907566929e-08
1943,9.580676341158778e-08,2.3225881884414434e-08
1944,1.0924832949399388e-07,2.2492303131116387e-08
1945,1.241747327185294e-07,1.089252066321933e-08
1946,1.0023195251562811e-07,8.352662561605939e-09
1947,9.417488122664963e-08,1.6689218895749036e-08
1948,1.1306763525453789e-07,2.3918154123947488e-08
1949,8.34445712527554e-08,1.276211036849162e-08
1950,1.0635361391564402e-07,2.5524867552917385e-08
1951,1.7058242818279723e-07,1.2793681780642885e-08
1952,3.026358683655417e-07,1.7926166329118587e-08
1953,1.885419749214634e-07,3.663101466599983e-08
1954,1.485425542568919e-07,3.615838406467731e-08
1955,1.6143245673561069e-07,1.3139850985055546e-08
1956,1.8488819719664207e-07,1.4825940919394043e-08
1957,2.0673988032626767e-07,1.9437083054185678e-08
1958,1.5551818322023792e-07,2.3989506381383308e-08
1959,1.782672001127139e-07,2.325224279786653e-08
1960,1.2457499920515147e-07,1.591791637389761e-08
1961,1.2715131347817987e-07,1.0422239238305764e-08
1962,2.270420367267434e-07,1.395230386780355e-08
1963,1.1574235259104171e-07,1.8104948207309235e-08
1964,1.2167936525031564e-07,1.5209921100378665e-08
1965,1.1436570446221594e-07,4.924839203113152e-09
1966,1.080119531593482e-07,7.754704434148607e-09
1967,1.09946483917156e-07,8.381570493209978e-09
1968,1.1093797169792197e-07,8.98283158967672e-09
1969,1.0582295750793946e-07,1.044604303057639e-08
1970,1.0623054969016721e-07,7.357959935783143e-09
1971,7.810363822358113e-08,1.0790634497048757e-08
1972,9.952484880670909e-08,7.182205497002769e-09
1973,1.1246935827102789e-07,1.3783009622514442e-08
1974,1.1644933195498197e-07,9.000914791279513e-09
1975,2.250323234420648e-07,4.569184142155791e-09
1976,1.1484188888744029e-07,1.1427053858703573e-08
1977,1.1518492115669687e-07,7.639816779203557e-09
1978,1.116831143121999e-07,6.534650265344055e-09
1979,1.3108420304774882e-07,7.607565244427406e-09
1980,9.209943918619956e-08,1.0801786132219604e-08
1981,1.1196222793330435e-07,1.2651098835192442e-08
1982,9.187103522378948e-08,1.800175586375019e-08
1983,1.0167659070248192e-07,1.1999100379966876e-08
1984,1.1018116019556601e-07,8.118611838359158e-09
1985,1.13694049730384e-07,8.421781161338515e-09
1986,8.452224342647696e-08,8.991728028817647e-09
1987,1.0388388638205015e-07,1.099947066762752e-08
1988,1.439172887529594e-07,1.4991384078566483e-08
1989,9.439569836899864e-08,6.036934507847036e-09
1990,1.4929304015254274e-07,1.4166492423584032e-08
1991,1.3833058076784255e-07,1.2309076646843664e-08
1992,1.3995257930332627e-07,7.162927251336271e-09
1993,1.0358318291991964e-07,1.3848018953765973e-08
1994,1.1710337233239443e-07,5.802419378309054e-09
1995,1.1875167338359915e-07,8.13367617702454e-09
1996,1.0729565147471476e-07,3.736664311304594e-09
1997,1.1891338402847396e-07,7.1923417221952946e-09
1998,1.3779893137666477e-07,8.10581957111367e-09
1999,1.3847709645631312e-07,1.1882522965578346e-08
2000,1.2326308151955345e-07,3.092622158362701e-09
2001,1.3099823092943552e-07,7.448060168613324e-09
2002,1.2705542573598905e-07,7.886198694073698e-09
2003,8.500522952203937e-08,6.667076668520622e-09
2004,8.809582574542674e-08,3.964312211834908e-09
2005,9.187648863928644e-08,6.755624615273348e-09
2006,9.388788946296245e-08,4.941467679486777e-09
2007,6.471056757106908e-08,7.589511241690161e-09
2008,6.130713181562442e-08,1.1920830711442676e-08
2009,7.009242786182313e-08,3.337734755248789e-09
2010,6.707786237569735e-08,3.30665506087513e-09
2011,4.359327898662002e-08,9.177532733772864e-09
2012,5.174464057233763e-08,7.148930780687124e-09
2013,1.316467042045133e-07,3.0680376017500066e-09
2014,1.050240907574107e-07,1.9489006658490737e-09
2015,1.2523650738671677e-07,2.43823286560918e-09
2016,1.3981545166075193e-07,4.764082295327654e-09
2017,1.6150224979583072e-07,2.7671724078803805e-09
2018,1.2184522901748096e-07,3.0977600484760615e-09
2019,1.270391933871906e-07,2.295888978931515e-09
