year,pas_ADV orale_ADJ,pas_ADV morale_ADJ
2001,4.3812117822561447e-10,2.5849150375734098e-08
2002,1.3143663935011318e-09,2.9354184860608257e-08
2003,1.6667691671301554e-09,2.6668306674082487e-08
2004,0.0,2.95121012072741e-08
2005,0.0,2.9724747108161864e-08
2006,3.706100981659688e-09,3.87081655617294e-08
2007,7.988958938831558e-10,3.2754730483475214e-08
2008,1.2772318758180745e-09,3.363377487630714e-08
2009,1.430457752249481e-09,2.384096298158056e-08
2010,4.723793023408973e-10,3.873510223684207e-08
2011,1.529588788962144e-09,2.7532598423363197e-08
2012,2.0425516833455504e-09,2.3148919225945974e-08
2013,8.367375126105969e-10,2.7054513296320692e-08
2014,1.7323561474213989e-09,2.9666599843380936e-08
2015,1.5516027351836215e-09,3.014542571122547e-08
2016,1.86420612280358e-09,2.568461709984149e-08
2017,1.0062445321423752e-09,2.4652990759932436e-08
2018,1.5488800242380307e-09,2.7621693377000156e-08
2019,7.65296326310505e-10,2.423438338894357e-08
