year,nos_DET effets_NOUN,nos_DET méfaits_NOUN
1890,1.1404632793698966e-07,1.9007721618891082e-08
1891,1.179230690873112e-07,5.099376032546843e-09
1892,1.7426464982150947e-07,6.8953633913793055e-09
1893,1.2008911998151461e-07,3.695050043717174e-09
1894,1.3926402320230125e-07,1.449354058991048e-08
1895,1.1495553886575749e-07,7.824199066419624e-09
1896,1.0673622274914862e-07,1.2383760683576384e-08
1897,1.0721152676751444e-07,4.661370844871726e-09
1898,1.1373293629102221e-07,3.3950129374460403e-09
1899,8.678298435427223e-08,1.326618814800895e-08
1900,7.111742883481043e-08,1.09012117111007e-08
1901,8.774320336968344e-08,1.900171220370339e-08
1902,5.4995179965544594e-08,7.365425602756659e-09
1903,9.612391971280942e-08,1.1340462791054051e-08
1904,1.1555443979460733e-07,9.13686282189019e-09
1905,6.812201613914937e-08,1.083759376685478e-08
1906,4.4754403738522797e-08,4.629765903985117e-09
1907,8.074263807555937e-08,4.628558980535047e-09
1908,8.840500465012724e-08,9.331639017062798e-09
1909,8.361494852060503e-08,7.151278680339601e-09
1910,8.764407088968085e-08,5.34415089958884e-09
1911,9.310655046945726e-08,2.6601871816467337e-09
1912,8.543450746856251e-08,3.6465949149189214e-09
1913,1.1507487585049603e-07,5.833288574397244e-09
1914,1.1049626841286297e-07,5.357394972094198e-09
1915,8.599956258237285e-08,3.534228554258334e-08
1916,8.570220444426013e-08,1.2086208478478966e-08
1917,6.141197861353476e-08,6.57985488317081e-09
1918,7.006689184407833e-08,4.594550517822427e-09
1919,5.1563952663258306e-08,6.4454939163738345e-09
1920,5.7548961152065203e-08,1.817335615328375e-08
1921,4.543648302046677e-08,5.300923255902035e-09
1922,4.869437270071941e-08,5.902348387820666e-09
1923,5.8387715995422695e-08,8.492758496458919e-09
1924,8.37955622667863e-08,2.578324886925998e-09
1925,6.158979881654147e-08,1.0998177923937646e-09
1926,6.241837202658473e-08,5.57306911730393e-09
1927,6.243565842112275e-08,6.689535148041159e-09
1928,9.255093735838216e-08,9.140832868403947e-09
1929,5.458798968405176e-08,2.2280812750352652e-09
1930,7.562594217525032e-08,3.1510811737689437e-09
1931,4.904303274599897e-08,1.1405356659111021e-09
1932,5.589363827329663e-08,8.767629289252454e-09
1933,8.029463538505865e-08,1.1470662197865522e-09
1934,7.069132657022692e-08,7.188948103475923e-09
1935,5.744776476745983e-08,7.180970484910176e-09
1936,5.334874364493203e-08,0.0
1937,6.42147020002426e-08,8.813782592653752e-09
1938,4.7971293382076396e-08,7.779128452511941e-09
1939,7.799965828780842e-08,4.588215141154706e-09
1940,5.832300842278926e-08,1.0143131667916805e-08
1941,5.9030050181263505e-08,5.9030051957620344e-09
1942,4.2478965012193726e-08,1.2136847082899749e-08
1943,6.387117368333861e-08,2.6129116648121453e-08
1944,4.4984606262232774e-08,1.927911696952833e-08
1945,3.485606470121638e-08,2.832055301382752e-08
1946,7.378185262751913e-08,9.744772988540262e-09
1947,4.887557158994582e-08,3.5762612871081956e-09
1948,4.1313175103141475e-08,3.2615663503321457e-09
1949,4.0249735766551e-08,2.945102384188658e-09
1950,4.892266147749069e-08,6.381216888229346e-09
1951,6.290227361205325e-08,6.396841278899501e-09
1952,3.1634411978842536e-08,8.435843135146115e-09
1953,7.972632598551854e-08,1.0773827385790469e-09
1954,4.3976411179258434e-08,7.818028890937967e-09
1955,4.8805160357545674e-08,3.754243138587299e-09
1956,5.668741898112728e-08,7.849027205963921e-09
1957,5.301022554249357e-08,6.184526224473075e-09
1958,6.86596234311665e-08,7.445019267748876e-09
1959,3.565343986711156e-08,1.1626121954044777e-08
1960,8.512625049306166e-08,8.997083078554624e-09
1961,5.2111194248638526e-08,1.111705483225478e-08
1962,6.785893591487735e-08,4.43936931660005e-09
1963,5.560805727000684e-08,1.3578711932638043e-08
1964,4.502136607964502e-08,1.1559539991878864e-08
1965,3.7209896164291933e-08,4.377634699181954e-09
1966,4.597431968456078e-08,5.539074754423723e-09
1967,3.204718268534634e-08,4.437302081328198e-09
1968,9.207402817956734e-08,5.838840522187638e-09
1969,7.448482697292036e-08,8.629339853793994e-09
1970,4.184839641485638e-08,4.598724956395017e-09
1971,5.343933340284934e-08,4.624557625731995e-09
1972,3.591102948341529e-08,5.643161493651405e-09
1973,4.300298939163838e-08,3.859242758696979e-09
1974,4.6692245680990396e-08,2.2502286700643026e-09
1975,1.8276736124533954e-08,8.567219822452898e-09
1976,3.713792429138607e-08,5.142174241967723e-09
1977,3.761140271452135e-08,7.052138428775834e-09
1978,2.9702956760857546e-08,1.1881182704343018e-09
1979,3.452664221192947e-08,7.022368020415115e-09
1980,4.775526507572181e-08,4.548120546843393e-09
1981,3.8585851180883424e-08,6.958104314946922e-09
1982,3.476201126950684e-08,4.966001831974154e-09
1983,3.6628834632068674e-08,6.315316158911344e-09
1984,3.305434970179988e-08,2.3196033982486597e-09
1985,3.729645825512051e-08,4.210890747202711e-09
1986,4.016305155118971e-08,7.1933827783254856e-09
1987,3.544273785571761e-08,1.8332451112712533e-09
1988,4.377484308371038e-08,2.398621523624911e-09
1989,6.311340361442319e-08,9.329808037250586e-09
1990,6.483894865461082e-08,1.4166492978695544e-08
1991,4.630557681739589e-08,3.5168792322792797e-09
1992,4.407955345175907e-08,1.2672871640972971e-08
1993,6.647049011210271e-08,4.985286850001103e-09
1994,3.217705202285259e-08,3.164955852952289e-09
1995,6.127369434061336e-08,8.133676565602599e-09
1996,4.537378450741869e-08,5.33809241254346e-09
1997,5.0346392166389364e-08,1.0069278189028807e-08
1998,4.911172946098219e-08,7.629006759657386e-09
1999,5.255731461151214e-08,1.2339543525863306e-08
2000,7.731554862999701e-08,9.719669513685858e-09
2001,7.491872419662648e-08,2.6287270138425356e-09
2002,5.5203392079761215e-08,4.381221607729913e-09
2003,7.91715364378831e-08,3.333538334260311e-09
2004,5.990516038778537e-08,9.690541175055856e-09
2005,4.909087125692935e-08,8.106749271874492e-09
2006,6.423908072150653e-08,6.1768350434476815e-09
2007,5.8319401585738007e-08,1.1983438241713884e-08
2008,7.663391765611038e-08,7.663391698997657e-09
2009,1.2158891227187496e-07,9.059566208335923e-09
2010,4.723792895733325e-08,9.919965127114239e-09
2011,6.156594767325885e-08,1.0707121411712706e-08
2012,6.842547850549607e-08,3.404252663097296e-08
2013,8.729961664677433e-08,1.1435412616833673e-08
2014,7.752293562646173e-08,1.0394137106572998e-08
2015,9.50910816754913e-08,1.3077794847049518e-08
2016,1.2386613490456e-07,1.3670844289936923e-08
2017,7.597146245430508e-08,1.3835862511246688e-08
2018,1.1435897251388383e-07,1.652138692520566e-08
2019,8.443769594634887e-08,1.1989642778598153e-08
