year,trois_DET arrêts_NOUN,trois_DET marais_NOUN
1847,1.990099605109208e-07,4.853901280910122e-09
1848,2.0998028915641953e-07,1.126331028444838e-08
1849,2.840621711186486e-07,0.0
1850,2.4236715390202335e-07,0.0
1851,1.8122922273988706e-07,6.449438760824933e-10
1852,2.500049500753221e-07,0.0
1853,2.0483726537179336e-07,5.971931837933653e-10
1854,9.767848885289254e-08,1.0391328908454511e-09
1855,1.2259024373406646e-07,7.960405667972736e-09
1856,1.95180033912834e-07,1.0354378465748937e-09
1857,1.6157794568982808e-07,0.0
1858,1.09128976966133e-07,0.0
1859,1.537836400444803e-07,0.0
1860,1.162604723603522e-07,6.865775947773045e-09
1861,1.0422279572708248e-07,3.3011746669586728e-09
1862,1.3599138615205675e-07,0.0
1863,1.4584293062114284e-07,0.0
1864,1.13635051590677e-07,4.794727948009836e-10
1865,8.001635221077663e-08,0.0
1866,1.4402214532083235e-07,9.731225825149181e-10
1867,1.1355579054850296e-07,2.426405742994575e-09
1868,1.1164115232276117e-07,9.87974813071446e-10
1869,1.0060049149274164e-07,0.0
1870,9.690542412954528e-08,0.0
1871,9.665271427650168e-08,6.37270636261178e-09
1872,8.768641990286596e-08,0.0
1873,1.4545991255943136e-07,0.0
1874,1.2008963956589014e-07,0.0
1875,1.0413179563073527e-07,5.721527140956084e-10
1876,1.1487427720169308e-07,6.04601479992084e-10
1877,1.243148015639406e-07,4.9478527941460015e-09
1878,8.031987874801416e-08,1.8117265465633636e-09
1879,1.087459899906662e-07,1.221865053580018e-09
1880,9.370055842339298e-08,0.0
1881,1.1713812853031413e-07,2.091752326904839e-09
1882,1.184658593444965e-07,0.0
1883,1.1122036625010878e-07,6.319338941018771e-10
1884,7.790002598540013e-08,0.0
1885,9.990735616582924e-08,6.445635691854079e-10
1886,8.066829959574306e-08,5.162771099520569e-09
1887,1.5734708291859079e-07,7.1818169189441505e-09
1888,1.1096075702710095e-07,1.9021844099853524e-09
1889,9.523008070999595e-08,0.0
1890,1.0552562024201961e-07,6.554386478008212e-10
1891,1.4596963637814042e-07,0.0
1892,8.274436069655167e-08,2.5074049503359674e-09
1893,1.0654060567105716e-07,0.0
1894,8.31803195211478e-08,0.0
1895,1.0652947857181516e-07,6.018614495673091e-10
1896,7.312315686291981e-08,0.0
1897,1.1012488565498302e-07,0.0
1898,8.430948650328673e-08,1.13167097914868e-09
1899,1.0226020208392583e-07,3.8693048765026106e-09
1900,1.1264585619841228e-07,0.0
1901,7.936009560616242e-08,0.0
1902,8.49479095954564e-08,9.820567692386817e-10
1903,9.072370410478925e-08,5.400220270956879e-10
1904,8.223176628519013e-08,5.374625189347171e-10
1905,1.2850289810018012e-07,5.160759042333041e-10
1906,1.1008554956504213e-07,3.0865106026567446e-09
1907,1.0337115252667672e-07,1.028568674676933e-09
1908,9.675436674072557e-08,1.964555629285769e-09
1909,1.0836937658353918e-07,5.500983557560346e-10
1910,9.405705103660011e-08,0.0
1911,1.0534340866286129e-07,0.0
1912,1.2137951577173567e-07,0.0
1913,1.1719606973770169e-07,5.30298971401777e-10
1914,9.911180764987648e-08,1.3393487430235496e-09
1915,6.479419267790831e-08,5.890381071793627e-09
1916,9.55909200683891e-08,1.648119329900055e-08
1917,5.921869150604664e-08,4.386569774084137e-09
1918,5.6283244731503146e-08,1.1486376294556067e-09
1919,1.2522673309423027e-07,9.207848372660976e-10
1920,7.269342727767025e-08,2.2716695191604686e-09
1921,8.254294592280331e-08,4.543648568500203e-09
1922,8.189508449163441e-08,2.951174193910333e-09
1923,9.342033990833443e-08,0.0
1924,1.0442215936379284e-07,0.0
1925,7.038833871320094e-08,0.0
1926,5.461607788248557e-08,1.1146138456652466e-09
1927,6.689534881587633e-08,0.0
1928,5.0274582275022794e-08,1.1426041224282812e-09
1929,6.907051908200401e-08,0.0
1930,5.2518016602220996e-08,0.0
1931,5.7026782407376686e-08,0.0
1932,7.123698786415389e-08,3.287861094491973e-09
1933,5.276504477791377e-08,3.4411986593596566e-09
1934,5.2718952758823434e-08,0.0
1935,7.300653592778872e-08,1.196828414151696e-09
1936,4.9711331495672084e-08,0.0
1937,7.176937044661713e-08,5.0364472592434595e-09
1938,7.130867896165682e-08,1.2965214457594243e-09
1939,6.117620365841958e-08,4.588215141154706e-09
1940,6.339457270243543e-08,0.0
1941,5.31270463177691e-08,0.0
1942,3.641054280301148e-08,9.102635090130207e-09
1943,3.774205836748479e-08,0.0
1944,2.8918675454292497e-08,0.0
1945,1.3071024262956144e-08,4.357008087652048e-09
1946,3.062642850437669e-08,1.3921104269343232e-09
1947,5.006765890769316e-08,1.1920870957027319e-09
1948,3.370285295289932e-08,0.0
1949,5.2030142860814976e-08,0.0
1950,7.232045717842084e-08,0.0
1951,8.315893484933667e-08,0.0
1952,7.065018969854009e-08,0.0
1953,7.326202533519677e-08,4.3095309543161875e-09
1954,7.818028757711204e-08,2.9317608341017376e-09
1955,9.761032160326977e-08,0.0
1956,6.889701875678611e-08,0.0
1957,9.895242047974762e-08,0.0
1958,6.78323965885852e-08,0.0
1959,5.5805385201779245e-08,7.750747821333448e-10
1960,5.259833413262527e-08,0.0
1961,6.670232899352868e-08,0.0
1962,6.341956249045211e-08,6.341956404476434e-10
1963,4.332255798544793e-08,2.5864212993553792e-09
1964,6.3881668843635e-08,0.0
1965,7.27781754861212e-08,1.0944086747954884e-09
1966,6.757671222601402e-08,2.215629901769489e-09
1967,6.65595321081014e-08,0.0
1968,4.22193107141311e-08,2.6948494546985557e-09
1969,5.450109519244961e-08,4.5417578031781147e-10
1970,4.184839763610171e-08,0.0
1971,3.853798125064145e-08,0.0
1972,6.207477643016546e-08,0.0
1973,4.465695013777804e-08,1.102640756478479e-09
1974,5.850594497758266e-08,0.0
1975,7.082235420341476e-08,5.711480177694739e-10
1976,5.9420681264299446e-08,2.285410749536254e-09
1977,4.407586207122449e-08,5.876781838942691e-10
1978,6.534650420775279e-08,5.940591352171509e-10
1979,6.671249774825583e-08,0.0
1980,6.139962671625199e-08,5.685150683554241e-10
1981,6.894849313709983e-08,0.0
1982,6.145427100534562e-08,6.207502289967692e-10
1983,5.873243846821197e-08,0.0
1984,7.306750848812271e-08,2.8995041922996734e-09
1985,7.519447198234275e-08,2.4062232206745193e-09
1986,5.7547060894336255e-08,5.994485463567401e-10
1987,9.227333652717107e-08,1.2221633705067347e-09
1988,9.894313812708333e-08,0.0
1989,8.067539258860279e-08,0.0
1990,7.628111031721119e-08,1.6345953479657283e-09
1991,1.1254013365658011e-07,1.1722930404189924e-09
1992,8.926109806850491e-08,1.65298330578878e-09
1993,7.86567477817357e-08,0.0
1994,9.336620276911844e-08,0.0
1995,9.923084665075521e-08,5.422450821690461e-10
1996,1.0409280015721833e-07,1.067618438099771e-09
1997,9.110299270531641e-08,9.58978896292706e-10
1998,1.1062059979138894e-07,0.0
1999,1.0785674575686244e-07,1.3710603763428253e-09
2000,7.333932661168774e-08,0.0
2001,1.0076786693957729e-07,1.3143635069212678e-09
2002,1.0996865906776065e-07,2.6287327870022636e-09
2003,7.542130431303917e-08,2.9168460979889232e-09
2004,7.708384419657932e-08,8.809582507929292e-10
2005,7.83652422953196e-08,2.251874686720612e-09
2006,6.588624046344194e-08,2.0589450144825605e-09
2007,5.6322161157140727e-08,1.1983438685803094e-09
2008,5.108927503272298e-08,4.257439678578834e-10
2009,5.5787851671595945e-08,9.53638501499654e-10
2010,6.802261864891079e-08,4.723793023408973e-10
2011,6.730190538206671e-08,3.823971805871906e-09
2012,6.36595265390838e-08,6.808505426114664e-10
2013,1.4057189989813423e-07,2.789125042035323e-10
2014,1.0740607825354687e-07,4.330890368553497e-10
2015,1.3543276100591584e-07,1.329945265027277e-09
2016,1.1516650921805649e-07,6.214020409345267e-10
2017,1.544585295221168e-07,5.031222660711876e-10
2018,1.1513341657831688e-07,2.5814667070633845e-10
2019,1.1555974577248662e-07,7.65296326310505e-10
