year,plusieurs_DET eaux_NOUN,plusieurs_DET maux_NOUN
1997,2.0618046936426992e-08,2.397447163016153e-08
1998,1.0966697439052098e-08,1.7642077687618496e-08
1999,2.8335246704536132e-08,2.1479944933844308e-08
2000,1.1928684817696933e-08,2.209015759202515e-08
2001,1.70867264781549e-08,2.541102794850758e-08
2002,1.3581786362237835e-08,2.8916061878270227e-08
2003,1.7501075477710515e-08,3.5002151621554844e-08
2004,1.938108110111081e-08,3.303593382186776e-08
2005,1.4411999038621559e-08,3.0625496361125215e-08
2006,1.4412615101377924e-08,3.417848759568187e-08
2007,1.677681460421354e-08,3.315417984595115e-08
2008,1.8306990812178014e-08,1.8732735446169713e-08
2009,3.909917967170884e-08,3.051643204798893e-08
2010,1.842279351293996e-08,3.212179305878138e-08
2011,2.6003009412356448e-08,2.676780305743698e-08
2012,3.3702101359667225e-08,2.485104527716331e-08
2013,2.0081699469987058e-08,2.119734965333464e-08
2014,4.8505972405354925e-08,1.8189739006690964e-08
2015,4.1449958687600486e-08,2.7042219311046445e-08
2016,4.018399568650466e-08,2.237047214137533e-08
2017,2.5659235902697475e-08,3.119358044090248e-08
2018,2.039358665273383e-08,3.4591652153803665e-08
2019,3.6989323326519497e-08,2.3979284058395223e-08
