year,quelques_DET effets_NOUN,quelques_DET méfaits_NOUN
1865,2.2310442476802805e-07,2.4475590942873993e-08
1866,2.8804429685891364e-07,3.113992264047738e-08
1867,2.853453171525189e-07,2.3778776281346836e-08
1868,3.013323247591515e-07,3.902500367303219e-08
1869,2.6371003059022513e-07,2.2952540645881925e-08
1870,2.809683987692324e-07,1.834895613228582e-08
1871,3.0588989652358123e-07,1.1683295220166201e-08
1872,3.332083891027793e-07,7.256807044164759e-09
1873,2.6098978400668216e-07,1.855661402316855e-08
1874,2.831964671656806e-07,3.584765551067903e-08
1875,2.64906717006852e-07,2.345826111138649e-08
1876,2.7388447509935077e-07,1.1487427897804992e-08
1877,2.5172200335266126e-07,2.040989244278535e-08
1878,2.838371803703943e-07,2.0532900657510567e-08
1879,2.846945583723226e-07,2.6881030734671185e-08
1880,2.9907163878739595e-07,1.3477476912271413e-08
1881,2.816893109880425e-07,2.1614773970668466e-08
1882,2.0964463409711698e-07,1.7969540522244642e-08
1883,2.635164353392838e-07,1.516641390253426e-08
1884,2.218170207513026e-07,1.7164412113856997e-08
1885,2.0690489943575585e-07,2.4493415295978593e-08
1886,2.2522588882800676e-07,8.38950331427668e-09
1887,2.6833880428789314e-07,1.1099172025907933e-08
1888,2.3777305857564102e-07,3.0434950337721034e-08
1889,2.38701707289124e-07,2.0048437576747347e-08
1890,2.1563930840962087e-07,1.7041404731799048e-08
1891,2.6580497491934807e-07,1.8485238229004608e-08
1892,2.3506921276172932e-07,1.002961980134387e-08
1893,2.6234853844897543e-07,1.6011883430255835e-08
1894,2.3756803613217414e-07,2.898708117982096e-08
1895,2.0583660864659237e-07,3.189865793729041e-08
1896,2.0875482920068578e-07,2.2408710664834075e-08
1897,1.9927360916938142e-07,2.796822473616345e-08
1898,2.467042747866799e-07,1.5277558773618694e-08
1899,2.5924343383110227e-07,3.040167939616367e-08
1900,2.621481760556321e-07,3.010810800674335e-08
1901,2.2857942227894057e-07,1.5089595351014395e-08
1902,1.811894732028918e-07,1.3748794824852695e-08
1903,2.0358830887801105e-07,2.1600880639738307e-08
1904,2.2949648936787526e-07,2.4723274982818566e-08
1905,2.358466832941275e-07,2.2707340008309984e-08
1906,1.9599343104026445e-07,3.806696646790897e-08
1907,2.3142794525199406e-07,1.6457098794830927e-08
1908,1.7288088804967572e-07,1.2769611590357499e-08
1909,2.1233796454467324e-07,1.1552065692921332e-08
1910,1.9880240476055633e-07,2.404867771588215e-08
1911,2.133470076159938e-07,1.649315961582687e-08
1912,2.1671191841043935e-07,1.510732161591477e-08
1913,2.2749825934198498e-07,1.8030165804816534e-08
1914,2.2768928131799981e-07,2.4777952134513725e-08
1915,1.9673872664327519e-07,1.295883844676382e-08
1916,2.3073670396556167e-07,1.3184954461564757e-08
1917,2.1823184503944049e-07,8.773139548168274e-09
1918,2.4121390929110476e-07,6.89182577673364e-09
1919,2.071765834443795e-07,1.4732557007679503e-08
1920,1.8097633969205162e-07,5.300562211374427e-09
1921,2.1052237686447484e-07,1.060184651180407e-08
1922,2.1764909963195578e-07,1.1066902949607993e-08
1923,1.8259430856204517e-07,1.8047112249064412e-08
1924,2.2044677550070446e-07,1.933743609683347e-08
1925,2.2436283586557693e-07,8.798542339150117e-09
1926,2.262666081165321e-07,1.2260752413340015e-08
1927,2.15180038343199e-07,1.7838759802657478e-08
1928,2.273782264694546e-07,9.140832868403947e-09
1929,2.406327799242547e-07,1.7824650200282122e-08
1930,1.9116558402920703e-07,1.6805765667982087e-08
1931,2.1784231041266366e-07,1.8248570654577634e-08
1932,1.5452946844352056e-07,6.575722188983946e-09
1933,1.8238353205468627e-07,1.0323596200123575e-08
1934,1.713365893607488e-07,1.3179738189705859e-08
1935,2.3697202422567898e-07,8.377798899061872e-09
1936,1.6368364752494813e-07,9.699771652549316e-09
1937,2.681908148893797e-07,7.554670666820584e-09
1938,2.631938567088099e-07,2.074434313215079e-08
1939,2.844693369752349e-07,1.8352860564618823e-08
1940,1.648258860509344e-07,2.5357829169792012e-09
1941,2.33168706564868e-07,0.0
1942,2.336343030151511e-07,3.034211770724937e-09
1943,1.5967794020355086e-07,8.709705845433291e-09
1944,2.056439214470629e-07,1.2852744646352221e-08
1945,2.5270646375474826e-07,1.089252066321933e-08
1946,3.3689072864717673e-07,2.7842208538686464e-09
1947,2.2888072237492452e-07,1.549713246618012e-08
1948,2.2830964585551783e-07,1.6307831529616124e-08
1949,3.1905277664279197e-07,8.835307596655184e-09
1950,2.424862401984029e-07,1.2762433998503298e-08
1951,2.377492576144391e-07,1.2793682557799002e-08
1952,2.1616847933891847e-07,9.490323193972472e-09
1953,2.661135374282253e-07,8.619061908632375e-09
1954,2.697219931846462e-07,6.840775057526116e-09
1955,2.9752376473624054e-07,1.407841132561316e-08
1956,3.017514931258347e-07,4.360570571293465e-09
1957,3.3926545628393256e-07,1.0602045463770082e-08
1958,3.8548655334480486e-07,5.790570245522986e-09
1959,3.627349958179593e-07,6.200598257066758e-09
1960,3.12129575075204e-07,1.4533750203327145e-08
1961,2.9599158679616266e-07,1.945484662257968e-08
1962,2.3274980809340207e-07,8.244543714397423e-09
1963,2.857995489158327e-07,1.0992290633282664e-08
1964,3.370518384393506e-07,9.125952438182594e-09
1965,2.8071583457744964e-07,4.377634699181954e-09
1966,2.6033652100743154e-07,6.092982118843793e-09
1967,2.450376848095459e-07,1.3311906243984595e-08
1968,2.5331584940779805e-07,5.838840411165336e-09
1969,3.192855655420601e-07,6.8126366770115965e-09
1970,2.685655444700785e-07,1.3796174869185052e-08
1971,3.1292840096952546e-07,3.5968781286754847e-09
1972,2.4573403711869446e-07,1.1799337507056862e-08
1973,3.026748958134817e-07,5.513203671370093e-09
1974,2.4077447502435234e-07,9.00091468025721e-09
1975,2.2217657580370087e-07,6.8537762132336866e-09
1976,2.199707926919814e-07,5.142174241967723e-09
1977,2.527016143005767e-07,2.938390863960194e-09
1978,2.1980187536740914e-07,1.0693064211864112e-08
1979,2.879170779568341e-07,5.266775904289034e-09
1980,2.2115236264497184e-07,3.979605589510271e-09
1981,2.802218377340182e-07,6.958104314946922e-09
1982,2.569905923621718e-07,9.311253323929236e-09
1983,2.6587481150031067e-07,7.578379146444547e-09
1984,2.6327498936495886e-07,8.698512410365566e-09
1985,2.5746587972719226e-07,7.820225356169885e-09
1986,2.9193144568395724e-07,6.593933843390687e-09
1987,2.6154295662550453e-07,6.721898593298192e-09
1988,2.716438965988388e-07,4.797243047249822e-09
1989,2.6397867869398794e-07,8.232182935330457e-09
1990,3.367266272480407e-07,5.448650863826288e-09
1991,2.872118063379503e-07,4.103025585955322e-09
1992,2.5290643712594374e-07,1.3223865669154122e-08
1993,2.592349019892026e-07,1.4955860550003308e-08
1994,2.742961962010071e-07,4.2199412852994556e-09
1995,3.004037683052019e-07,9.760411145975922e-09
1996,3.0960934926937966e-07,8.007138285748283e-09
1997,2.387857406249694e-07,7.192341833217597e-09
1998,3.008689475336723e-07,8.10582001520288e-09
1999,3.084885848991803e-07,6.398281460207045e-09
2000,2.8142861374647055e-07,3.97622823555821e-09
2001,2.506053204953673e-07,3.5049694258049158e-09
2002,2.966086962707948e-07,9.63868718173444e-09
2003,3.1001905287375564e-07,9.58392298855415e-09
2004,3.0921634408542786e-07,7.047666006343434e-09
2005,3.0805646233922346e-07,7.205999463799628e-09
2006,3.21195402275265e-07,1.235366953178385e-08
2007,2.840074785348534e-07,8.38840730210677e-09
2008,2.937633293009778e-07,1.0217855006544596e-08
2009,3.108861648115635e-07,4.76819250749827e-09
2010,3.2688646767198293e-07,8.97520635589899e-09
2011,3.4759905531700497e-07,6.500752380844688e-09
2012,3.519997242851236e-07,8.851057109460214e-09
2013,3.001098640709188e-07,5.857162754807632e-09
2014,2.750115307148526e-07,1.0394137106572998e-08
2015,2.872681683641076e-07,1.0417904761084174e-08
2016,2.8895193260325414e-07,1.5120782237421082e-08
2017,2.7923285250697205e-07,1.0314006537726073e-08
2018,2.7750766301570806e-07,7.744400343234759e-09
2019,2.8520043615642976e-07,9.183555582659153e-09
