year,leurs_DET auteurs_NOUN
1975,3.0270844604274316e-06
1976,3.105873162212447e-06
1977,3.282182760244723e-06
1978,3.1146521024538742e-06
1979,3.1430950002686586e-06
1980,3.137634749350582e-06
1981,3.350643581256918e-06
1982,3.1962429858367614e-06
1983,3.3452228365149494e-06
1984,3.2862980816616982e-06
1985,3.235768716081111e-06
1986,3.2831795806487207e-06
1987,3.265620563297489e-06
1988,3.3808569952498146e-06
1989,3.2698231535732702e-06
1990,3.174384076487513e-06
1991,3.3193476554060908e-06
1992,3.2145014472462208e-06
1993,3.1418383770187575e-06
1994,3.4107675332961662e-06
1995,3.2377454601828504e-06
1996,3.164420988355232e-06
1997,3.097981277733197e-06
1998,3.316233915029443e-06
1999,3.187715392982682e-06
2000,3.235324385286731e-06
2001,3.1176703743085454e-06
2002,3.1557939621507103e-06
2003,3.1385262957428495e-06
2004,3.1137468852193706e-06
2005,3.256210888480382e-06
2006,2.982999546929932e-06
2007,2.877623117569783e-06
2008,2.7119890830817894e-06
2009,2.406983675484753e-06
2010,2.151215412027341e-06
2011,1.7272881152052832e-06
2012,1.4907222549709331e-06
2013,1.5301140123824553e-06
2014,1.5617190882721843e-06
2015,1.43057771850863e-06
2016,1.4586376195779849e-06
2017,1.422075115442567e-06
2018,1.3341019595713988e-06
2019,1.4270225676682458e-06
