year,voulez_VERB être_VERB,voulez_VERB etre_VERB,voulez_VERB mettre_VERB
1966,1.9996059563709423e-07,5.539074754423723e-10,3.323444985880997e-08
1967,2.1200443711677508e-07,9.860671168482327e-10,2.859594694371026e-08
1968,2.0570684000631445e-07,1.7965663401398047e-09,4.1321026600371624e-08
1969,2.593343708667817e-07,1.8167030935156703e-09,4.223834793037895e-08
1970,2.115413479941708e-07,1.8394900047624674e-09,3.9089162129357646e-08
1971,2.486984271854453e-07,2.5691987426412766e-09,3.0316545718278576e-08
1972,2.1803124639063753e-07,1.5390440033513642e-09,2.205963234302999e-08
1973,1.819357180465886e-07,5.513203782392395e-10,3.0322620858669325e-08
1974,1.5582833157168352e-07,5.625571675160757e-10,2.3627400480563665e-08
1975,1.6506177757946716e-07,0.0,1.9990180177842376e-08
1976,1.582646973474766e-07,5.713526873840635e-10,2.7996280849151844e-08
1977,1.5103329076282535e-07,0.0,2.703319701424789e-08
1978,1.5089102589627146e-07,0.0,2.8514838490423244e-08
1979,1.7555919384903973e-07,2.3407893401383717e-09,1.8141117053005473e-08
1980,1.637323379100053e-07,5.685150683554241e-10,3.524793257270176e-08
1981,1.3916208274622477e-07,1.2651099057237047e-09,2.9730083284107423e-08
1982,1.7318932066245907e-07,1.2415004579935385e-09,2.669225906970496e-08
1983,1.6798740887224994e-07,1.2630632095778083e-09,3.220811350956865e-08
1984,1.6759135235133726e-07,1.739702604197646e-09,3.131464509920079e-08
1985,1.4858427732633572e-07,1.8046674155058895e-09,3.2484013701150616e-08
1986,1.6604724351054756e-07,5.994485463567401e-10,2.3977941410180392e-08
1987,1.5338150660682004e-07,6.110816852533674e-10,2.9943002743948455e-08
1988,1.7150144060451566e-07,5.996553809062277e-10,1.8589316752581908e-08
1989,2.381844979026937e-07,3.2928733073589456e-09,4.006329135108899e-08
1990,1.8470926477220928e-07,1.089730194969718e-09,1.471135746555774e-08
1991,1.8815303803876304e-07,1.7584396161396398e-09,3.106576684785978e-08
1992,1.4766649769626383e-07,2.2039776670368383e-09,2.6998726809779328e-08
1993,1.4512723112147796e-07,1.1078414852150331e-09,1.994114740000441e-08
1994,1.6616019138382399e-07,3.1649559639745917e-09,3.2177052133874895e-08
1995,1.9629271719168173e-07,0.0,2.4943274112843028e-08
1996,1.7402180674253032e-07,1.6014276571496566e-09,2.2419987644184403e-08
1997,1.7549314179632347e-07,9.58978896292706e-10,2.5412941084823615e-08
1998,1.9549329977053276e-07,4.768129224785866e-10,1.6688451509594415e-08
1999,1.6224214505200507e-07,0.0,2.2851006420410158e-08
2000,1.7893027859372523e-07,0.0,2.2531960297555997e-08
2001,1.5859986035593465e-07,3.5049694258049158e-09,2.2344179839706158e-08
2002,1.6955327453160862e-07,1.752488598683044e-09,2.059174164514843e-08
2003,1.9709545995283406e-07,1.6667692226413067e-09,3.041853702256958e-08
2004,1.5108433615296235e-07,8.809582507929292e-10,3.788120395142869e-08
2005,2.0942435696724715e-07,0.0,5.3594618520946824e-08
2006,2.1124775173575472e-07,4.1178899179428186e-10,3.5825642896725185e-08
2007,2.1210685474670754e-07,0.0,4.6335962622379157e-08
2008,2.3415918803948443e-07,1.7029758714315335e-09,6.002989749731569e-08
2009,2.818001689774974e-07,0.0,6.007922337403215e-08
2010,2.9145803637220524e-07,0.0,7.132927493103125e-08
2011,4.183425232895388e-07,0.0,8.450977873053489e-08
2012,4.5957412453390134e-07,2.0425516833455504e-09,9.08935504639885e-08
2013,4.521171774740651e-07,1.1156500168141292e-09,8.757852754115447e-08
2014,4.725001474525925e-07,4.330890368553497e-10,6.496335203109993e-08
2015,5.346379907678056e-07,2.2165753954528356e-10,7.9575059430681e-08
2016,5.333700414666964e-07,4.1426800878596737e-10,8.18179302086719e-08
2017,4.681552638885478e-07,0.0,6.993399637167386e-08
2018,5.121630124449439e-07,1.0325866828253538e-09,8.002546536545196e-08
2019,5.499929329744191e-07,0.0,9.285595581332018e-08
