year,ces_DET ondes_NOUN,ces_DET mondes_NOUN
1844,1.2733461929315126e-07,2.788189032987276e-07
1845,1.601525463357234e-07,2.8068546953363693e-07
1846,1.580715398574739e-07,2.593544023987704e-07
1847,2.195042005936898e-07,2.6103201911098495e-07
1848,2.0595768290831984e-07,2.236571634006701e-07
1849,1.5669506225890473e-07,2.0613360485199905e-07
1850,1.6429370042203573e-07,3.8018378667459274e-07
1851,2.541078849560563e-07,2.69586550416534e-07
1852,1.1133032851162739e-07,2.9362559206269623e-07
1853,1.4153478300471534e-07,3.051657042618672e-07
1854,1.9587654698227652e-07,3.0394636318931134e-07
1855,1.7884378067378748e-07,2.886973717863839e-07
1856,1.8171934801358702e-07,2.495405239666404e-07
1857,1.493741734748255e-07,4.1932162370139636e-07
1858,2.5887545440639315e-07,3.2542945982427796e-07
1859,1.940118021792614e-07,3.3964797374608224e-07
1860,1.5928599950143507e-07,3.336766996875351e-07
1861,1.8958174763383795e-07,3.084240152162465e-07
1862,1.721352820283073e-07,3.3478277039478144e-07
1863,2.2625631768136145e-07,3.496234629030148e-07
1864,2.9487577890563443e-07,5.149537951609773e-07
1865,1.4920695967646225e-07,5.30461351289091e-07
1866,4.383917158179429e-07,4.0481899432620594e-07
1867,2.795219344875477e-07,3.4600545717466957e-07
1868,4.411307550356014e-07,4.070456229854358e-07
1869,3.6382216173080906e-07,4.0093691766607265e-07
1870,3.6697911554028906e-07,3.8188766282587494e-07
1871,2.464113091349418e-07,3.6430639172024826e-07
1872,3.4348887112400917e-07,3.8521552525594416e-07
1873,1.6281932690986878e-07,2.8313801825330387e-07
1874,2.96340605387968e-07,2.3002244498027125e-07
1875,2.1455727505781397e-07,2.265724775574185e-07
1876,1.971000784806165e-07,2.648154389106594e-07
1877,2.987266150000778e-07,3.587193236898045e-07
1878,2.693433565070791e-07,2.928958149350791e-07
1879,2.7003217084597964e-07,2.46205812848288e-07
1880,3.1447448023413926e-07,2.7404203706282715e-07
1881,2.719277905072204e-07,2.321845029573666e-07
1882,1.863507890220717e-07,1.7104339145035397e-07
1883,3.608342424854527e-07,2.3002394211601995e-07
1884,2.3766108370182337e-07,2.878339877554481e-07
1885,2.7200583119224575e-07,2.597591155506507e-07
1886,2.342607405836361e-07,1.6972609362397861e-07
1887,1.423305615588788e-07,1.677933565424894e-07
1888,2.225555739698848e-07,1.6105160782764472e-07
1889,2.161472139050602e-07,2.0048436932817992e-07
1890,2.477558140867586e-07,1.46818250890135e-07
1891,2.9895091913090255e-07,1.8803949730639147e-07
1892,2.4572568690928165e-07,1.692498343697224e-07
1893,2.9252478128682924e-07,1.9891685276718363e-07
1894,2.3441725538475566e-07,1.821144841596123e-07
1895,3.2079214307145776e-07,1.5949328546760455e-07
1896,3.101837151575637e-07,1.9990927646595935e-07
1897,3.437761080249402e-07,1.8004544599659056e-07
1898,3.4742299348522465e-07,1.205229578360445e-07
1899,5.041151425189128e-07,1.7798801899004957e-07
1900,3.41571311679445e-07,1.6507548750155365e-07
1901,3.744455128185109e-07,1.5760244354012798e-07
1902,4.654949172788747e-07,1.2668531718107445e-07
1903,3.321135526590524e-07,1.5282623722079336e-07
1904,4.337322536684951e-07,1.6231367450103562e-07
1905,2.683594644281584e-07,1.7856226941503905e-07
1906,3.379729278663035e-07,1.7387344131147842e-07
1907,4.433130911252192e-07,2.2525653936567025e-07
1908,4.3367566604501917e-07,2.0873403494547915e-07
1909,4.367780910286001e-07,2.249902228967926e-07
1910,3.3775033259075826e-07,2.2231666341188117e-07
1911,4.144571406072828e-07,2.0270625078477877e-07
1912,4.349866600250607e-07,1.8389256667417087e-07
1913,4.295421689448631e-07,2.1583168452465884e-07
1914,4.2256452559286117e-07,2.1429580421283845e-07
1915,2.674232995047987e-07,1.1191724125225733e-07
1916,3.5050003432957055e-07,1.8788560218752082e-07
1917,3.1363974528630933e-07,1.5243329798408922e-07
1918,4.1121228377960506e-07,1.768901984888771e-07
1919,4.861743931883211e-07,2.0165188097109876e-07
1920,6.156224472420035e-07,2.074791520811914e-07
1921,4.6799577546607907e-07,1.3403762766373006e-07
1922,4.5152963679129243e-07,2.2502702695659238e-07
1923,5.615836329297963e-07,1.9214866098238303e-07
1924,6.484486902991193e-07,2.1529012794729852e-07
1925,5.235132647385399e-07,2.3206155397303974e-07
1926,6.754559791488646e-07,1.7610899050168882e-07
1927,6.087476904781397e-07,2.5420233207285037e-07
1928,6.672807870700126e-07,2.2052259529559137e-07
1929,5.948977275238576e-07,2.0609751549827138e-07
1930,8.056264135802849e-07,1.4494972244705195e-07
1931,6.352783614715918e-07,1.3230213902204468e-07
1932,5.556484978797016e-07,1.446658877135576e-07
1933,9.268295144693184e-07,1.6976580541339104e-07
1934,7.320745680772234e-07,1.5815685472375662e-07
1935,6.426968823802781e-07,2.429561627437238e-07
1936,7.117207729834263e-07,2.1218250267907024e-07
1937,7.516897326809158e-07,2.1530811400438665e-07
1938,8.349597919732332e-07,2.385599433551988e-07
1939,8.04467077841764e-07,1.8199919971095824e-07
1940,8.621661891083932e-07,1.8764794162962062e-07
1941,6.139125190429695e-07,2.243141929980652e-07
1942,4.854738904214173e-07,1.8812113489197202e-07
1943,5.719373490364887e-07,3.1645263032231696e-07
1944,4.884042965613844e-07,3.8558233939056663e-07
1945,5.097699613543227e-07,2.047793827841815e-07
1946,6.069601425906512e-07,2.714615359167283e-07
1947,5.161737135495059e-07,2.9206133578263405e-07
1948,6.479645264789724e-07,2.402687200309117e-07
1949,5.536792713201066e-07,2.2284609402234423e-07
1950,6.615194720893669e-07,2.9885365804283026e-07
1951,4.328529037422868e-07,2.1429417218499225e-07
1952,5.4622084633138e-07,1.7082582370875343e-07
1953,5.54852107370607e-07,2.531849478959458e-07
1954,4.993765969629749e-07,2.687447295812717e-07
1955,5.49996627796645e-07,2.4965715894609275e-07
1956,7.709489295848471e-07,2.2326121973392787e-07
1957,5.981320398973367e-07,2.853717269712952e-07
1958,5.484497336283312e-07,2.3741338583960214e-07
1959,4.774460578005346e-07,2.8212723224285696e-07
1960,5.917312364545069e-07,2.394608331623971e-07
1961,5.593268284087571e-07,2.612507952193255e-07
1962,5.035513268580871e-07,2.828512561947605e-07
1963,4.965928823708055e-07,2.3277791760811795e-07
1964,4.295281570421139e-07,2.5552667248796013e-07
1965,5.773005682385701e-07,2.3146743099999867e-07
1966,4.5254241598513545e-07,2.426114760201159e-07
1967,4.338695269723303e-07,2.3468396936898728e-07
1968,3.768297958117728e-07,2.847557647456256e-07
1969,3.015727045863059e-07,2.130084435503221e-07
1970,2.782228634146122e-07,2.1062160762697069e-07
1971,3.7458919166510896e-07,2.0296670655284288e-07
1972,3.714226401996257e-07,2.359867600776333e-07
1973,4.1679820128592837e-07,2.3320851560981737e-07
1974,3.555361374196764e-07,1.839561900585096e-07
1975,3.2669667504592326e-07,1.8847884142303428e-07
1976,3.428116173154194e-07,1.776906850547988e-07
1977,2.967774683781954e-07,2.0451200910542866e-07
1978,1.9188109945389442e-07,2.4772266016270805e-07
1979,2.7036117344891863e-07,2.498792672778194e-07
1980,2.444614821683899e-07,2.319541505535483e-07
1981,2.4922665176063674e-07,2.9983104510300507e-07
1982,2.4147183452782883e-07,2.6506035633033775e-07
1983,2.551387687788065e-07,2.6019102694618823e-07
1984,2.7139359559669174e-07,2.586357803480155e-07
1985,2.05732085589716e-07,2.7491100773602284e-07
1986,2.1520203219438372e-07,2.4577390456137493e-07
1987,2.4076618387880444e-07,2.43821585588222e-07
1988,1.9308903276282763e-07,2.4525905728545183e-07
1989,1.8385209443749773e-07,3.073348384674546e-07
1990,2.620801105024384e-07,2.669839065383428e-07
1991,1.623625909275006e-07,3.2296673690979105e-07
1992,2.336216340381725e-07,2.9918996446998136e-07
1993,1.606370148010683e-07,3.9494548964569276e-07
1994,1.8620491104570647e-07,3.7979470923765746e-07
1995,1.6430025340241627e-07,3.4324113240558063e-07
1996,1.1263374233294599e-07,4.830973303615593e-07
1997,1.5008019715878618e-07,3.735222815492989e-07
1998,1.5353375815152503e-07,4.067214125491603e-07
1999,1.7549572817188164e-07,3.953223913777393e-07
2000,1.4314421648009557e-07,4.630096966939945e-07
2001,1.6298107752277247e-07,4.2892064511246275e-07
2002,1.472090467302678e-07,4.5126580561216656e-07
2003,1.3375822760508527e-07,4.3085984363644414e-07
2004,1.4756050958908418e-07,4.484077520405805e-07
2005,1.95462725116613e-07,4.2470359262747337e-07
2006,1.9107009663343888e-07,4.793223844501426e-07
2007,1.605780717284233e-07,4.765414018947922e-07
2008,1.79663953048248e-07,4.6746688830978655e-07
2009,1.4638350975815229e-07,4.6394511987735143e-07
2010,1.8706220927811046e-07,5.914188658806552e-07
2011,2.0955366508701445e-07,5.75890198417639e-07
2012,3.1353168594705494e-07,5.960846685137966e-07
2013,2.4795322062232117e-07,5.360698120959739e-07
2014,2.631015902920808e-07,5.015171007372032e-07
2015,2.391684894575974e-07,4.982861391278348e-07
2016,3.0075857537781303e-07,5.178350042100988e-07
2017,2.762141271261953e-07,4.5381629387719613e-07
2018,2.979012592163599e-07,4.819598302674422e-07
2019,2.612211389418917e-07,5.329013554877804e-07
