year,les_DET airs_NOUN,les_DET mers_NOUN
1842,6.920917101638224e-06,9.639776600067762e-06
1843,7.585655282582593e-06,9.800746796351234e-06
1844,7.089025793050041e-06,9.259203100464575e-06
1845,6.053989366705537e-06,1.0645958834043512e-05
1846,5.999107713705598e-06,8.837954961649075e-06
1847,5.701716169426163e-06,9.375040580295035e-06
1848,6.272859550904286e-06,9.152244605292736e-06
1849,6.230932918072085e-06,9.53996423458392e-06
1850,6.899656739278726e-06,7.856226214464357e-06
1851,6.306261127519974e-06,7.77350817671163e-06
1852,6.749482395207451e-06,1.109852686553836e-05
1853,6.968049916622476e-06,9.436249253980122e-06
1854,6.6852613400669725e-06,8.812886090225902e-06
1855,7.634559651137351e-06,9.039305876257231e-06
1856,6.480805353703545e-06,8.048976315677692e-06
1857,7.01619282494903e-06,9.01858796531485e-06
1858,6.3020758886978e-06,7.308215820955866e-06
1859,6.959473168421937e-06,8.15104156970392e-06
1860,7.022773090170631e-06,7.907543129626049e-06
1861,7.099411860167493e-06,7.905369670879736e-06
1862,6.448973493888843e-06,7.983281737011794e-06
1863,6.414591609882336e-06,7.709696717483894e-06
1864,6.506445842546782e-06,8.227753426126583e-06
1865,5.8444885695507764e-06,7.919736049188941e-06
1866,5.933615113917767e-06,7.722214064642685e-06
1867,6.235862642256507e-06,7.115192403261972e-06
1868,5.725807923795401e-06,7.178131088636519e-06
1869,5.786481651171016e-06,7.05229003905572e-06
1870,6.216282130822037e-06,7.207699514566457e-06
1871,5.228805733281661e-06,5.219246698828783e-06
1872,5.312587347816589e-06,6.890943314630249e-06
1873,4.743908711191125e-06,7.044329962013762e-06
1874,5.086184728497756e-06,6.7405541379628175e-06
1875,5.059546225538725e-06,6.529979110325712e-06
1876,5.622189149789847e-06,6.8852015537856914e-06
1877,5.453770590690965e-06,6.773610502719407e-06
1878,5.661645488430622e-06,6.301788843643408e-06
1879,4.9705468612160075e-06,6.19913218002921e-06
1880,5.092560776631672e-06,7.0827352303126645e-06
1881,4.6862222120580554e-06,6.0437697371185095e-06
1882,4.654776411427974e-06,6.3545617035032365e-06
1883,4.673151266842979e-06,6.0318088976885065e-06
1884,4.776327870104069e-06,6.638006372128302e-06
1885,4.115538224880311e-06,6.637715494584029e-06
1886,4.749103958090473e-06,6.385702429057005e-06
1887,4.286238905137907e-06,5.648172745509328e-06
1888,4.136617135941378e-06,5.4028377327597354e-06
1889,4.393740184127637e-06,5.311583134215425e-06
1890,3.71699246670687e-06,5.515516431131573e-06
1891,3.5829491729089114e-06,5.232597219517743e-06
1892,3.7648685022872996e-06,5.2417298235241105e-06
1893,3.584814301405004e-06,5.8381789642680815e-06
1894,3.7456348422892916e-06,4.9133101001075374e-06
1895,3.4932039127966164e-06,4.768548475198031e-06
1896,3.2740304334311077e-06,5.120390390800367e-06
1897,3.1312759176671534e-06,4.667197426755365e-06
1898,3.361628749587453e-06,4.862790270010464e-06
1899,3.362978596044286e-06,5.061050792676269e-06
1900,3.5008463044050586e-06,5.124607600492936e-06
1901,3.4393098715668202e-06,4.424045764395146e-06
1902,3.139144510555525e-06,4.241012014460921e-06
1903,3.284413992332702e-06,4.388218837192426e-06
1904,2.8754244212336744e-06,4.2443413548198805e-06
1905,2.86680175776155e-06,5.027095316023633e-06
1906,2.9651078818915266e-06,5.086055427483416e-06
1907,3.1772486011050205e-06,4.438787936322797e-06
1908,3.5833495246606617e-06,4.304832510015899e-06
1909,3.83418556992865e-06,4.034421568377411e-06
1910,4.158283601896073e-06,4.412665052910825e-06
1911,3.5673109337608366e-06,4.522849888388691e-06
1912,3.4496786867066476e-06,4.430612783323795e-06
1913,3.7995920649791515e-06,3.988908698460136e-06
1914,3.5224870913452833e-06,4.631468168092567e-06
1915,3.3504486083302254e-06,6.057668009873396e-06
1916,3.2621775183372392e-06,6.099140003712478e-06
1917,3.5257055444049e-06,6.177386971728538e-06
1918,3.842192910497033e-06,5.4342046595934335e-06
1919,3.598427042561525e-06,4.825833180177597e-06
1920,3.47338261974528e-06,4.846985422801708e-06
1921,3.3978916675891924e-06,4.4111252748280094e-06
1922,3.2521939488106e-06,4.552185998818459e-06
1923,3.3121758917786792e-06,4.3790787955799715e-06
1924,3.4781603801548044e-06,4.514646732900474e-06
1925,3.682189920084511e-06,4.690722914091339e-06
1926,3.2412969517281454e-06,4.435048687412291e-06
1927,3.245539367924266e-06,4.327014323735057e-06
1928,3.1455890976417322e-06,4.297334285752186e-06
1929,3.111515525233699e-06,4.870585687655193e-06
1930,3.3779589330151794e-06,4.20354214014651e-06
1931,2.9756575230521776e-06,4.178922779374261e-06
1932,2.972226369024611e-06,4.6567070768333e-06
1933,2.59695791271497e-06,5.215710061179379e-06
1934,2.801293334186994e-06,3.886824558207991e-06
1935,2.5468508866310913e-06,3.9507305693575745e-06
1936,3.1948622023492135e-06,5.040243671317057e-06
1937,2.445195036671066e-06,3.920874153351406e-06
1938,2.598229063011104e-06,4.248700598452615e-06
1939,2.720811654199906e-06,4.351157549820073e-06
1940,2.842612751408069e-06,4.906740173282742e-06
1941,3.3233918941277807e-06,5.052972326780036e-06
1942,3.5469934971388284e-06,4.3844357797695466e-06
1943,3.6464634760591252e-06,5.8761481973590435e-06
1944,3.6148344975117652e-06,4.0646806098720845e-06
1945,3.5596755836309057e-06,4.2720463078183e-06
1946,3.1893250564962727e-06,4.238976458736943e-06
1947,2.9229974742861486e-06,4.144886808887804e-06
1948,3.0191232767151632e-06,4.573803028762313e-06
1949,2.5946352124606165e-06,3.593025105885772e-06
1950,2.7098902108946277e-06,4.345608701328274e-06
1951,2.9883909462569136e-06,3.938321796681521e-06
1952,2.2639694776671604e-06,4.5374293087263595e-06
1953,2.347617026998705e-06,3.9001255345283425e-06
1954,2.7832183491227624e-06,4.036057326572973e-06
1955,2.5031416512888427e-06,3.7992940207232095e-06
1956,2.667797218691703e-06,3.601831515709364e-06
1957,2.60545267138923e-06,3.912154660667966e-06
1958,2.5495054600810363e-06,3.686938850222532e-06
1959,2.1237049807609765e-06,3.506438403633183e-06
1960,2.7551836652150996e-06,3.6043699225274395e-06
1961,2.3227696104299866e-06,3.849280279411005e-06
1962,2.598933818376281e-06,3.4018254382317537e-06
1963,2.8651081862562933e-06,3.4127829771080087e-06
1964,2.677554412855443e-06,3.3778191550482006e-06
1965,2.7135862268323763e-06,3.0490224673940247e-06
1966,2.6227519995813964e-06,3.3865903787955176e-06
1967,3.0997019209166865e-06,3.4857471575833188e-06
1968,3.874295273931239e-06,3.7009266335985558e-06
1969,2.6033354814103404e-06,3.459002712702386e-06
1970,2.76521328146373e-06,3.172200493395394e-06
1971,3.0943429010221735e-06,3.158059154628745e-06
1972,3.6531776146375705e-06,3.272007724319792e-06
1973,2.7147015728701263e-06,2.8001560892221278e-06
1974,2.1073391138770603e-06,2.8915437866317006e-06
1975,2.064700005632858e-06,2.543322217718469e-06
1976,2.120289774865114e-06,2.786487023342943e-06
1977,2.1050632454944207e-06,2.5775564083119207e-06
1978,2.7017809429707995e-06,3.037424427532187e-06
1979,2.590083479248051e-06,2.5198596667053152e-06
1980,2.4861163652190044e-06,2.914776729312507e-06
1981,2.3834669704569933e-06,2.777548889554282e-06
1982,2.230976434702825e-06,2.7188859803572996e-06
1983,2.3897155401186865e-06,2.4073984263850434e-06
1984,2.6808815292156396e-06,2.2911883412746192e-06
1985,2.4356993861829324e-06,2.2540294963846463e-06
1986,2.50089924236363e-06,2.4175759847366862e-06
1987,2.3923847791706976e-06,2.622151569653397e-06
1988,2.2888845663260327e-06,2.4747777338518517e-06
1989,2.4295917810945866e-06,2.3593436395685785e-06
1990,2.481860441605477e-06,2.7542931775315083e-06
1991,2.812917117012148e-06,2.419026770894561e-06
1992,2.4552311685965833e-06,2.5830618994859833e-06
1993,2.629461711478598e-06,2.345854419161242e-06
1994,2.501897675699638e-06,2.600538891783799e-06
1995,2.6591697732669672e-06,2.485651450001569e-06
1996,2.4144190717834135e-06,2.353031000268402e-06
1997,2.427655047654298e-06,2.5216349932577486e-06
1998,2.6777814383649456e-06,2.5890941302009196e-06
1999,2.632435851523951e-06,2.474306928235137e-06
2000,2.6777688617585227e-06,2.4590763096909996e-06
2001,2.6076973185240604e-06,2.2891832642812915e-06
2002,2.7203005288356508e-06,2.5327840731392826e-06
2003,2.9714327283159037e-06,2.414731856248409e-06
2004,2.8291974274452514e-06,2.4547901489313517e-06
2005,2.84321721011338e-06,2.7495391101695077e-06
2006,3.0950060931900225e-06,2.7042183283754184e-06
2007,3.3805279358034568e-06,2.4574038359759243e-06
2008,3.5519819263640784e-06,2.5123152020967154e-06
2009,3.661018190825871e-06,2.5581353604309243e-06
2010,4.531534784746327e-06,2.374650723169225e-06
2011,4.854914891438966e-06,2.454989960654075e-06
2012,6.316590933863608e-06,2.9055297687818893e-06
2013,7.086329823380311e-06,2.7115873422189907e-06
2014,6.7843399875755495e-06,3.2223990693580618e-06
2015,7.366123313090611e-06,3.192090144210624e-06
2016,8.214520626381727e-06,3.5291492572753214e-06
2017,7.32973659722802e-06,2.7203819961130193e-06
2018,8.429521308528365e-06,3.005601730166063e-06
2019,8.10168209142148e-06,3.0650118532093984e-06
