year,plusieurs_DET arbres_NOUN,plusieurs_DET marbres_NOUN
1888,9.827953073582307e-08,1.9655905347804037e-08
1889,1.0963989360845972e-07,1.8795410894334452e-08
1890,1.1535720290112295e-07,2.6872983838188702e-08
1891,1.0198751887458002e-07,5.099376032546843e-09
1892,1.2599710164096223e-07,2.2566644997112917e-08
1893,1.5088120708384167e-07,6.774258043407144e-09
1894,1.2666093596180872e-07,5.671385361338821e-09
1895,8.666805095813856e-08,5.416753268150387e-09
1896,9.553186686162007e-08,1.6511680911435178e-08
1897,1.1129023125278081e-07,1.806281169081103e-08
1898,1.516439094295663e-07,5.092519295146758e-09
1899,1.1552638490286427e-07,3.3165470370022376e-09
1900,9.863000904886121e-08,5.19105292084987e-09
1901,9.333193862204325e-08,2.794369402536745e-09
1902,2.1065117605800765e-07,1.9641135384773634e-09
1903,9.666394440444037e-08,2.7001101354784396e-09
1904,7.255743916800839e-08,1.3974025492302644e-08
1905,9.599011896455067e-08,9.805441791854719e-09
1906,1.7130134111198458e-07,5.144184633820714e-09
1907,9.617117369131734e-08,5.142843373384665e-10
1908,1.1541764344258354e-07,9.331639239107403e-09
1909,8.086445824062594e-08,1.4302557083123446e-08
1910,1.0100444569616229e-07,7.481810726517324e-09
1911,8.991432065563743e-08,7.980561544940201e-09
1912,7.60575531444374e-08,1.0418842455450772e-09
1913,9.863561167833268e-08,4.242391771214216e-09
1914,1.1250529574624579e-07,4.68772043404897e-09
1915,8.246533322875393e-08,0.0
1916,4.724608793083007e-08,1.0987462051303964e-09
1917,4.605898173970502e-08,2.1932848870420685e-09
1918,4.709414280767987e-08,5.743188147278033e-09
1919,7.458357309531038e-08,9.207848705727883e-09
1920,9.389567523498954e-08,8.329454903588385e-09
1921,6.966927501572684e-08,7.572747429129834e-10
1922,7.894390652296579e-08,1.2542490601674672e-08
1923,6.688047138325715e-08,5.307974060286824e-09
1924,8.121723649168189e-08,0.0
1925,5.499088895355442e-08,2.1996355847875293e-09
1926,7.690835568396892e-08,0.0
1927,7.135503765631768e-08,0.0
1928,9.140833290288697e-08,4.570416489713125e-09
1929,6.350031744872808e-08,3.342121912552898e-09
1930,8.823027286553042e-08,3.1510811737689437e-09
1931,1.1975624580884414e-07,1.1405356659111021e-09
1932,8.110057003740678e-08,3.2878609834696704e-09
1933,8.258876560418571e-08,2.2941324395731044e-09
1934,8.38710612072191e-08,2.3963160344919743e-09
1935,6.103825089809334e-08,7.180970484910176e-09
1936,7.153581726981884e-08,3.6374143697059935e-09
1937,8.939693763032608e-08,3.777335333410292e-09
1938,5.7046942059102435e-08,2.5930428915188486e-09
1939,6.117620099388432e-08,3.058810094103137e-09
1940,7.607348795346525e-08,7.607348528892999e-09
1941,7.969057325141193e-08,0.0
1942,5.4615812983271894e-08,3.034211770724937e-09
1943,5.516146828199453e-08,8.709705845433291e-09
1944,7.069009733129406e-08,3.2131861615880553e-09
1945,3.485606603348401e-08,0.0
1946,6.821341180796026e-08,5.568441707737293e-09
1947,6.914105221689226e-08,1.1920870957027319e-09
1948,8.480072621885881e-08,1.0871887834440486e-09
1949,6.086545312200542e-08,4.908504047662632e-09
1950,6.912984673590472e-08,0.0
1951,6.823297127311889e-08,2.1322803522849654e-09
1952,8.224946768109476e-08,0.0
1953,5.171437067463813e-08,1.0773827385790469e-09
1954,6.25442293511469e-08,9.772536113672459e-10
1955,7.226918397051918e-08,9.385607846468247e-10
1956,6.715279177171851e-08,3.488456634670456e-09
1957,6.626278059584934e-08,1.7670075402875796e-09
1958,7.610463681473334e-08,8.272243445794913e-10
1959,5.1930008737599564e-08,2.325224457422337e-09
1960,5.2598333466491454e-08,2.7683333403416555e-09
1961,4.933193231693167e-08,2.08444772553662e-09
1962,4.9467259843893885e-08,6.341956404476434e-10
1963,6.660035056782476e-08,2.5864211883330768e-09
1964,4.806335057727651e-08,3.0419841645645818e-09
1965,4.7059572239049885e-08,1.6416130677043839e-09
1966,7.477751240436703e-08,2.769537488234164e-09
1967,5.275459219467038e-08,6.409436315024664e-09
1968,5.524441515358802e-08,1.7965663401398047e-09
1969,6.131373098128279e-08,4.087581828571274e-09
1970,7.174011140698155e-08,4.1388523719376735e-09
1971,5.5494692841051574e-08,3.083038491169532e-09
1972,5.643161671287089e-08,7.182205497002769e-09
1973,6.064524127324944e-08,6.615844760915479e-09
1974,7.144475677733908e-08,5.625571675160757e-10
1975,7.310694272177898e-08,6.282628195464213e-09
1976,4.228009742313077e-08,2.8567634369203176e-09
1977,5.582942752546671e-08,3.526069047854463e-09
1978,5.5841559376546e-08,0.0
1979,4.6230590022844353e-08,3.5111840102075575e-09
1980,5.400893110518723e-08,0.0
1981,6.262293794634388e-08,3.795329828193417e-09
1982,4.717701651557604e-08,1.8622506869903077e-09
1983,6.062703317155638e-08,1.2630632095778083e-09
1984,6.088958981464998e-08,1.739702604197646e-09
1985,5.65462454638066e-08,5.414002135495366e-09
1986,5.874595787602743e-08,4.196139880008332e-09
1987,5.805275860026882e-08,1.8332451112712533e-09
1988,5.396898550280582e-08,1.1993107618124554e-09
1989,5.21371619210953e-08,2.744061089465788e-09
1990,6.974272936943748e-08,4.358920779878872e-09
1991,4.865016234312236e-08,7.033758464558559e-09
1992,6.005839114919809e-08,2.2039776670368383e-09
1993,5.48381540177445e-08,1.6617622278225497e-09
1994,7.543145086330583e-08,7.384897138251745e-09
1995,5.476675379867402e-08,3.795715741716776e-09
1996,6.459091528299155e-08,1.6014276571496566e-09
1997,6.281311959455138e-08,9.58978896292706e-10
1998,6.484655878935541e-08,3.814503379828693e-09
1999,6.672494023973741e-08,2.285100553223174e-09
2000,6.361965443346662e-08,4.859834423776022e-09
2001,6.966126919749627e-08,3.5049694258049158e-09
2002,7.623325437577932e-08,4.381221607729913e-09
2003,5.458669161129137e-08,2.5001538617175356e-09
2004,6.739330765670459e-08,2.202395626982323e-09
2005,5.314424589286659e-08,9.007499190971657e-10
2006,6.42390798333281e-08,2.8825228870488218e-09
2007,5.472436792608448e-08,1.1983438685803094e-09
2008,6.76932914167594e-08,4.6831836186811415e-09
2009,6.24633198498259e-08,4.291373478793048e-09
2010,5.621313792225635e-08,1.8895172093635892e-09
2011,7.074347863067487e-08,1.911985902935953e-09
2012,9.293610148120024e-08,6.808505426114664e-10
2013,6.80546516917957e-08,0.0
2014,7.449131267378561e-08,4.330890368553497e-10
2015,7.425527304150137e-08,1.5516027351836215e-09
2016,9.300317049820706e-08,2.485607997204653e-09
2017,7.421053282996581e-08,7.54683426862357e-10
2018,9.06094790309453e-08,1.5488800242380307e-09
2019,7.652963418536274e-08,2.55098775436835e-09
