year,nos_DET oies_NOUN,nos_DET mois_NOUN
1840,1.2102408852854296e-08,6.305991884225648e-08
1841,3.017657901338566e-08,4.1091509750401656e-08
1842,1.408735617047796e-08,3.8237111255057243e-08
1843,6.497602123012314e-09,8.269675433325574e-08
1844,6.037417454862748e-09,4.006649589882727e-08
1845,5.5802281129224696e-09,3.0691253982695343e-08
1846,3.5127007969038004e-09,3.51270077469934e-08
1847,2.3730184928183462e-08,2.7505439703645607e-08
1848,2.011305477722658e-08,2.2526620790941365e-08
1849,2.011059585527164e-08,2.513824526317876e-08
1850,5.431196825611551e-09,3.869727649430388e-08
1851,1.2898877521649865e-08,4.6435958189761095e-08
1852,1.6276363812295358e-08,5.3386471465799445e-08
1853,1.5527023222716707e-08,3.463720310570295e-08
1854,8.832629738719788e-09,5.2476212542007517e-08
1855,9.021793090369101e-09,2.2289135870323662e-08
1856,8.28350277259915e-09,5.694908311593139e-08
1857,3.417056471111124e-09,2.538384707984065e-08
1858,9.29798454896158e-09,4.208561471541472e-08
1859,1.171199848215565e-08,2.5970083639137442e-08
1860,1.830873536112776e-09,2.0139609424596472e-08
1861,1.1789909493131745e-08,3.631292000427777e-08
1862,3.162590467287174e-09,2.8915112193494963e-08
1863,3.496234635136375e-09,2.4473642945554985e-08
1864,7.192092144059359e-09,3.1165730218774e-08
1865,1.0355057922240007e-08,3.577201823645737e-08
1866,2.919367858567057e-09,3.795177905274727e-08
1867,5.82337378318698e-09,3.396968040192405e-08
1868,1.2843672791973404e-08,2.5193357400254968e-08
1869,1.0255390092694938e-08,3.271957993433716e-08
1870,4.587239033071455e-09,1.777555214133031e-08
1871,0.0,6.160282595146782e-08
1872,5.442605477412599e-09,1.9956219787786722e-08
1873,1.1373408437265198e-08,2.2148216038964108e-08
1874,5.974609251779839e-09,2.7483202824640784e-08
1875,2.8607636259891933e-09,2.3458261166897643e-08
1876,1.209202959984168e-09,2.4788660679675445e-08
1877,1.2988113695655557e-08,3.154256233983688e-08
1878,4.831270938865373e-09,3.2007169969983096e-08
1879,6.720257905712401e-09,2.4437300738533452e-08
1880,1.7328185109022343e-08,2.5029600170256572e-08
1881,2.091752326904839e-09,3.834879080955034e-08
1882,3.9932310791357395e-09,4.2594464400025345e-08
1883,6.319338829996468e-09,3.159669548224997e-08
1884,8.582206056928499e-09,1.650424330534861e-08
1885,3.86738152613475e-09,1.1602144411870796e-08
1886,1.0970888419947755e-08,1.161623497392128e-08
1887,1.1752063988623718e-08,3.13388383021973e-08
1888,8.87686035788704e-09,3.360525724360741e-08
1889,8.14467782106476e-09,1.628935564212952e-08
1890,9.176141124722648e-09,7.209825181320184e-09
1891,7.649064048820264e-09,1.6572971772710332e-08
1892,7.522214851007902e-09,1.817868611198037e-08
1893,6.158416665513755e-09,1.4780200174868696e-08
1894,3.150769645188234e-09,1.5123694518948128e-08
1895,1.083350631425617e-08,1.8657705602720398e-08
1896,2.9485144326102386e-09,8.255840455717589e-09
1897,6.992056267307589e-09,3.204692422542621e-08
1898,5.658354784721098e-09,1.6409229419700466e-08
1899,4.4220627160029835e-09,1.713549302451156e-08
1900,4.671947717582725e-09,2.9069897822253665e-08
1901,3.912117296778206e-09,1.3412973010051843e-08
1902,6.8743973291596205e-09,5.401312119790447e-09
1903,2.214090244478939e-08,1.0800440319869153e-08
1904,3.7622376325430196e-09,2.203596238814498e-08
1905,1.9094808956232612e-08,1.806265698123255e-08
1906,8.745113411201544e-09,1.594697174311932e-08
1907,1.1314255032868203e-08,1.2857108266928208e-08
1908,1.964555629285769e-09,2.2592389292697135e-08
1909,5.500983391026892e-09,3.685658900298705e-08
1910,4.275320542035388e-09,2.0307772796712698e-08
1911,2.128149656499545e-09,1.8089271303090015e-08
1912,1.0418842455450772e-09,2.187956960053583e-08
1913,3.71209285532359e-09,1.378777320093505e-08
1914,6.696743715117748e-10,2.343860272535636e-08
1915,4.712304768617059e-09,2.0027295377644805e-08
1916,0.0,2.307366964160451e-08
1917,7.676497215669542e-09,3.180263163926611e-08
1918,0.0,3.790504266021344e-08
1919,5.524709134618888e-09,1.2890987832747669e-08
1920,9.086678076641874e-09,2.4231141093622455e-08
1921,4.543648568500203e-09,1.5145495135815423e-08
1922,3.6889677978990676e-09,9.591316074697431e-09
1923,6.369568872344189e-09,1.8047112249064412e-08
1924,3.867487219366694e-09,1.2891624545652292e-08
1925,5.499088961968823e-09,2.969508106076546e-08
1926,1.1146138456652466e-09,1.3375365925938354e-08
1927,7.804457635707251e-09,1.1149224876660924e-08
1928,9.14083297942625e-09,1.2568645013644186e-08
1929,3.342121912552898e-09,1.1140405931087116e-08
1930,4.201441416995522e-09,2.4158287814657342e-08
1931,0.0,9.124285327288817e-09
1932,2.1919073223131136e-09,9.863583283475919e-09
1933,2.2941324395731044e-09,8.02946331646126e-09
1934,2.3963160344919743e-09,1.0783422155213884e-08
1935,1.196828414151696e-09,1.795242532409702e-08
1936,0.0,1.333718602225531e-08
1937,5.036447148221157e-09,3.021868266728234e-08
1938,0.0,1.8151300129609638e-08
1939,3.058810094103137e-09,3.058810094103137e-09
1940,0.0,7.607348528892999e-09
1941,5.9030051957620344e-09,8.854507793643052e-09
1942,3.034211770724937e-09,1.517105907566929e-08
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,0.0,1.2852744646352221e-08
1945,4.357008087652048e-09,2.832055301382752e-08
1946,0.0,6.960552134671616e-09
1947,1.1920870957027319e-09,1.549713202209091e-08
1948,1.4133454406817236e-08,9.784699273041042e-09
1949,2.945102384188658e-09,8.835307485632882e-09
1950,1.0635361480382244e-09,1.5953042220573366e-08
1951,4.264560815592233e-09,1.2793682557799002e-08
1952,2.1089607837865287e-09,1.898064760919027e-08
1953,6.464296431474281e-09,2.801195131407752e-08
1954,4.886268056836229e-09,2.5408594339637602e-08
1955,1.8771215692936494e-09,1.970977603349411e-08
1956,3.488456634670456e-09,4.360570571293465e-09
1957,1.7670075402875796e-09,1.767007518083119e-08
1958,8.272243445794913e-10,5.790570245522986e-09
1959,3.8753740216890264e-09,8.525822381422188e-09
1960,6.228750015768725e-09,6.2287499602575735e-09
1961,4.86371165564492e-09,1.459113452284555e-08
1962,2.5367825617905737e-09,1.2049717501572133e-08
1963,2.5864212993553792e-09,1.3578711488548834e-08
1964,1.2167936658258327e-09,1.64267148772268e-08
1965,1.6416130677043839e-09,1.5868925395956524e-08
1966,1.6617224263271169e-09,1.1632057428379028e-08
1967,1.9721342336964653e-09,9.860671390526932e-09
1968,1.1228539820162808e-08,1.931308732383563e-08
1969,4.995933444718048e-09,1.1354394757745467e-08
1970,2.7592350626548523e-09,1.0117195442527205e-08
1971,6.166076982339064e-09,1.798439097644433e-08
1972,4.104117490300041e-09,1.5903455219401508e-08
1973,2.205281512956958e-09,1.4885650045926013e-08
1974,2.2502286700643026e-09,2.1377173142766992e-08
1975,2.2845920710778955e-09,9.138368284311582e-09
1976,3.4281161798155324e-09,1.3141112142900369e-08
1977,7.052138428775834e-09,1.3516598507123945e-08
1978,2.3762365408686037e-09,7.722768535778357e-09
1979,2.9259866751729646e-09,1.9896710057309974e-08
1980,2.8425752862659692e-09,1.1370301145063877e-08
1981,5.692994575756671e-09,6.958104314946922e-09
1982,2.483000915987077e-09,8.690503094932467e-09
1983,1.89459470334441e-09,1.5156758848000607e-08
1984,1.739702604197646e-09,9.858314165001048e-09
1985,2.4062232206745193e-09,1.0828004270990732e-08
1986,2.3977942409381114e-09,1.1988970760601347e-08
1987,2.4443267410134695e-09,8.555143260480236e-09
1988,4.797243047249822e-09,7.795519785247507e-09
1989,5.488122178931576e-10,1.1525056353711705e-08
1990,3.8140557934163155e-09,1.1442166825137434e-08
1991,5.861465035561508e-09,1.3481370353396471e-08
1992,1.65298330578878e-09,9.366905473484621e-09
1993,2.2156829704300662e-09,1.0524494165053966e-08
1994,1.5824779264761446e-09,1.8462243289718572e-08
1995,3.795715575183323e-09,7.59143092832204e-09
1996,2.6690460952494277e-09,7.473328844653793e-09
1997,1.438468344439059e-09,1.102825741838842e-08
1998,5.2449422582867555e-09,1.2873948684877234e-08
1999,3.1991408688814005e-09,7.769341614505265e-09
2000,2.6508188977203417e-09,1.1045078629479121e-08
2001,6.1336963841363e-09,7.88618120806106e-09
2002,4.819343757400674e-09,1.0953053575235572e-08
2003,4.583615376141381e-09,7.083769071325463e-09
2004,6.607187019724847e-09,1.1452457121530202e-08
2005,5.854874363109275e-09,6.305249655724765e-09
2006,1.2353669753828456e-09,5.7650457740976435e-09
2007,1.1983438685803094e-09,9.98619853476157e-09
2008,8.514879357157668e-10,1.2772319368803409e-08
2009,5.245011536203492e-09,1.0013204487790972e-08
2010,2.3618964561933353e-09,1.0392344762522043e-08
2011,5.353560705856353e-09,9.55992973672437e-09
2012,7.489356135259584e-09,8.170206733382201e-09
2013,9.761937924679387e-09,1.4782362334209154e-08
2014,6.71287994635783e-09,1.5374660489175795e-08
2015,5.098123256885856e-09,1.64026575655285e-08
2016,4.55694829093467e-09,1.843492714037609e-08
2017,3.018733624182701e-09,1.5345228782104314e-08
2018,4.388493513030056e-09,1.1616600070762928e-08
2019,6.377469385920875e-09,1.0969247177250452e-08
