year,tes_DET eaux_NOUN,tes_DET mots_NOUN
1935,3.710168261505942e-08,5.744776476745983e-08
1936,5.941110048368614e-08,4.849885826274658e-08
1937,4.658713681493509e-08,6.799203666751907e-08
1938,7.649476674309597e-08,7.519824407609121e-08
1939,5.964679594683275e-08,6.72938256229827e-08
1940,2.7893612752905028e-08,3.550096039361961e-08
1941,4.7224041566096275e-08,6.788455753081735e-08
1942,6.675266206457309e-08,6.978687383529802e-08
1943,8.129058670647282e-08,1.1032293745216748e-07
1944,1.0282195717081777e-07,8.996921430082239e-08
1945,6.099811411530709e-08,7.624763842528637e-08
1946,8.909506732379668e-08,1.2250571757022044e-07
1947,6.675687558299614e-08,8.583027044650748e-08
1948,7.827759329614992e-08,9.349823404392055e-08
1949,5.301184635708722e-08,5.98837510690231e-08
1950,7.657459955012769e-08,8.295581754858006e-08
1951,3.731490494374157e-08,7.462981543859826e-08
1952,5.799642011083961e-08,7.486810638113184e-08
1953,6.572034605412114e-08,4.955960619668076e-08
1954,5.277169390360825e-08,8.306655541190366e-08
1955,4.411235732248997e-08,6.382213246780566e-08
1956,5.05826205365878e-08,6.715278733082641e-08
1957,3.8874164776103726e-08,4.947621157214144e-08
1958,7.279573904783732e-08,6.204182734226293e-08
1959,6.975673072506794e-08,7.208195462737876e-08
1960,5.190624918771647e-08,6.851625244941317e-08
1961,5.2806009509520635e-08,8.129346573682028e-08
1962,5.8345999365272405e-08,8.498221326647126e-08
1963,8.470530055149084e-08,8.276548335572897e-08
1964,6.023128817922441e-08,6.93572408394516e-08
1965,4.870118530675427e-08,7.4419789442004e-08
1966,7.311578609225933e-08,7.754704967055659e-08
1967,7.148986735927565e-08,7.395503232032752e-08
1968,7.096436943632156e-08,9.252316601759958e-08
1969,5.813450071334714e-08,7.675571023213479e-08
1970,6.024329768372638e-08,9.19745017924356e-08
1971,5.9091569859504034e-08,8.221436020861006e-08
1972,4.206720438659772e-08,8.259536166121961e-08
1973,4.134902831243181e-08,9.09678634641864e-08
1974,4.106667361725158e-08,7.875800500656283e-08
1975,3.8838066096502644e-08,8.510105509174082e-08
1976,4.685091936629249e-08,6.741961788847561e-08
1977,4.760193350605846e-08,8.697637410293169e-08
1978,6.059403057090407e-08,8.970293219334735e-08
1979,4.271940534650298e-08,9.187597838078432e-08
1980,4.4912690011500445e-08,1.1427153179255356e-07
1981,4.427884686686312e-08,1.2145055006129724e-07
1982,4.2831765689754775e-08,1.4898005495922462e-07
1983,4.736487024814551e-08,1.5725137458844074e-07
1984,5.161117666574455e-08,1.0496205504750833e-07
1985,5.293691107688403e-08,1.3053760739012432e-07
1986,4.3160296780975216e-08,1.2768253743189462e-07
1987,4.0331391115699944e-08,1.240495812737663e-07
1988,4.197587677445824e-08,8.994830791309028e-08
1989,3.786804469996241e-08,1.2018987316508856e-07
1990,4.7948126857821904e-08,1.0842815356681967e-07
1991,3.634108391992186e-08,1.230907695770611e-07
1992,5.785441348216125e-08,1.019339705976563e-07
1993,3.8220531850541306e-08,1.279556931521597e-07
1994,4.483687721101859e-08,1.4664295733268773e-07
1995,2.602776427718112e-08,1.4532168535197343e-07
1996,3.0427125041754266e-08,1.2437755003702478e-07
1997,3.068732568056731e-08,1.606289679045858e-07
1998,4.529722885671106e-08,1.754671608011904e-07
1999,3.747565005540743e-08,1.4807451709231145e-07
2000,2.960081113556612e-08,1.6523437551541065e-07
2001,3.767842238211472e-08,1.8707774351867101e-07
2002,4.2935970945290336e-08,1.6517205025934345e-07
2003,4.0419152136372816e-08,1.8292792347551767e-07
2004,3.7440725186854706e-08,1.7178686029239998e-07
2005,3.1976622238971686e-08,1.7114248151983702e-07
2006,3.37666967720196e-08,2.0136481104771065e-07
2007,4.03442428353884e-08,2.1929692906041964e-07
2008,4.214865234608567e-08,2.6651572326841233e-07
2009,4.8635562244214725e-08,2.474691900289372e-07
2010,3.164941375644048e-08,3.2594172871824867e-07
2011,3.2121365900472654e-08,3.430102779589106e-07
2012,3.7446780898342524e-08,3.809358908313243e-07
2013,3.514297408635514e-08,3.929877152586414e-07
2014,5.132104963223583e-08,4.0428860259567045e-07
2015,3.856841301885794e-08,4.2336590055924717e-07
2016,5.654758217232825e-08,4.1178239129635585e-07
2017,4.6538809472806975e-08,4.950723067054241e-07
2018,3.5366094608413334e-08,5.862510761289741e-07
2019,3.6479124387867046e-08,5.688702486850161e-07
