year,avons_VERB hérité_VERB,avons_VERB mérité_VERB
1840,4.649872664685972e-08,1.4013314952876499e-08
1841,8.731946365969634e-08,1.2841097074556274e-08
1842,5.702025163145663e-08,1.0733224087289273e-08
1843,3.5441466650354414e-08,1.2995204023980023e-08
1844,3.402907822191992e-08,2.5796238034558883e-08
1845,5.524425716885162e-08,1.3950569588416784e-08
1846,5.034871009002018e-08,2.2832555401919308e-08
1847,4.476375536910382e-08,1.0786447290911383e-08
1848,4.103063133698015e-08,2.896279838182636e-08
1849,4.524883934209356e-08,1.6758828991214614e-08
1850,4.955967014552698e-08,2.851378333446064e-08
1851,3.4826967976187007e-08,1.5478653025979838e-08
1852,3.1250618093281446e-08,7.812654523320361e-09
1853,4.896984151514516e-08,2.8665272822081533e-08
1854,6.702406807335137e-08,1.610655964157104e-08
1855,4.6701046585440054e-08,2.7596072982305486e-08
1856,3.158085348786699e-08,2.847454005916461e-08
1857,5.0767695825015835e-08,1.513267733344037e-08
1858,4.061751113226819e-08,1.7127865348243176e-08
1859,4.939408171367177e-08,1.1202780925145817e-08
1860,4.943358788978003e-08,2.242820151820979e-08
1861,1.0045003051573076e-07,2.6880993431177558e-08
1862,6.551080389272101e-08,1.8523744316212287e-08
1863,3.795911851511846e-08,1.7980635647063536e-08
1864,6.568777166648943e-08,1.9178912680217763e-08
1865,8.707662146889561e-08,1.6473954644879996e-08
1866,5.303517980337347e-08,2.238181906477621e-08
1867,6.017486242626546e-08,3.2513838732484146e-08
1868,4.643481688049178e-08,2.1735445443482604e-08
1869,4.102156125895817e-08,1.5138908793232986e-08
1870,4.013834242755365e-08,9.747882501187632e-09
1871,4.460894587055009e-08,1.805600113868877e-08
1872,6.47065334646868e-08,2.7213026498884574e-08
1873,4.070482972906575e-08,2.1549615425442425e-08
1874,2.8678122987457755e-08,1.6728906260254917e-08
1875,5.664312041631092e-08,2.689117728493784e-08
1876,2.7207066821688386e-08,1.0278225381910033e-08
1877,5.318941731502491e-08,6.80329748092845e-09
1878,4.650098262004576e-08,2.2344627481629686e-08
1879,5.864952257184086e-08,1.1607718342077078e-08
1880,4.171599954361227e-08,6.417846254436199e-09
1881,4.113779539238749e-08,4.8807553554297556e-09
1882,4.592215674392719e-08,2.728707926280549e-08
1883,4.423537092179686e-08,1.3270612164717477e-08
1884,5.413391335196138e-08,2.772712726084592e-08
1885,3.480643329112354e-08,7.090199094506033e-09
1886,4.1947515683204983e-08,1.4197620856748472e-08
1887,2.6768590899450828e-08,9.140494583448344e-09
1888,2.028996703984376e-08,7.60873763994141e-09
1889,4.1349903057152915e-08,1.1277245803853475e-08
1890,3.2771932723107966e-08,1.7696843102044113e-08
1891,4.3344694944380535e-08,7.649063604731055e-09
1892,2.820830502514582e-08,1.1283322720601063e-08
1893,2.278614097406262e-08,2.463366621796581e-09
1894,2.9617234886814003e-08,1.2603078580752936e-08
1895,5.2963805785566365e-08,2.5278181325916194e-08
1896,6.722613221654683e-08,1.47425724961181e-08
1897,3.96216535136773e-08,1.981082675683865e-08
1898,3.1120951149432585e-08,1.584339415217073e-08
1899,4.09040801230276e-08,6.633094074004475e-09
1900,3.73755817406618e-08,8.30568502863116e-09
1901,4.806315345717849e-08,9.500856101851696e-09
1902,2.7497589982772297e-08,4.419255628107521e-09
1903,5.8322378038155875e-08,1.0800440541913758e-08
1904,4.2997001514777367e-08,5.912087708281888e-09
1905,2.2707340008309984e-08,7.741138396966107e-09
1906,4.3211148437194424e-08,1.1317205839134203e-08
1907,6.119983453345412e-08,5.65712765521198e-09
1908,4.125566732682273e-08,1.9154416719402434e-08
1909,3.4656196135074424e-08,1.3752458727367411e-08
1910,5.611358133705835e-08,4.809735720812114e-09
1911,3.937076797910777e-08,5.3203743632934675e-09
1912,3.334029585744247e-08,1.0418842677495377e-08
1913,6.734796897944761e-08,1.6439267724877027e-08
1914,4.553785615257766e-08,6.027069510139427e-09
1915,1.0013647511186718e-07,2.3561524287174507e-08
1916,7.251725264723063e-08,1.7579939282086343e-08
1917,6.031533672512523e-08,2.3029491202919417e-08
1918,7.351280828515883e-08,1.6080926812378493e-08
1919,4.235610262526279e-08,2.301962176431971e-08
1920,6.057785384427916e-08,1.1358347151713133e-08
1921,4.0892835784234194e-08,1.5145495524393482e-08
1922,5.6072309462251724e-08,1.3280283539529592e-08
1923,4.671016995416721e-08,1.5923921736771263e-08
1924,7.09039369439779e-08,7.734974438733389e-09
1925,7.038833871320094e-08,5.499089184013428e-09
1926,6.241837269271855e-08,8.916910765321973e-09
1927,4.7941668412931904e-08,8.919379901328739e-09
1928,4.798937425221084e-08,9.14083297942625e-09
1929,4.4561623724348465e-08,5.570202965543558e-09
1930,5.987053697253941e-08,4.201441416995522e-09
1931,2.8513390759599133e-08,1.2545892325022123e-08
1932,5.150982218538047e-08,7.6716757391182e-09
1933,7.11181087353907e-08,2.2941324395731044e-09
1934,5.032263672433146e-08,5.990790086229936e-09
1935,5.744776387928141e-08,1.0771455727365264e-08
1936,2.3036957230715416e-08,1.091224355320719e-08
1937,4.658713592675667e-08,0.0
1938,7.130867629712156e-08,1.0372171566075394e-08
1939,5.047036566452334e-08,3.058810094103137e-09
1940,5.325144059042941e-08,1.0143131667916805e-08
1941,6.198155233505531e-08,1.1806010391524069e-08
1942,1.1226583751522412e-07,2.4273694165799498e-08
1943,9.870999662098257e-08,2.0322646676618206e-08
1944,6.7476911169706e-08,3.2131861615880553e-09
1945,7.62476446425353e-08,1.5249527862692958e-08
1946,6.26449718765798e-08,6.960552134671616e-09
1947,6.07964452115084e-08,8.344609447874518e-09
1948,7.936478141346015e-08,1.3046265401328583e-08
1949,7.068246077324147e-08,1.9634016634739737e-09
1950,5.424034199563721e-08,1.1698897850465073e-08
1951,7.036525317971609e-08,2.1322803522849654e-09
1952,5.694194271654851e-08,7.381362632230548e-09
1953,3.98631598841348e-08,3.232148326759443e-09
1954,7.133951385185355e-08,5.863521668203475e-09
1955,4.6928040120519654e-08,3.754243138587299e-09
1956,8.285084618364635e-08,6.976913269340912e-09
1957,6.891329462632712e-08,7.951533653738352e-09
1958,6.783239570040678e-08,3.3088973783179654e-09
1959,7.828255377262394e-08,1.4726420971555854e-08
1960,5.4674583083169637e-08,8.997083078554624e-09
1961,7.504011989567516e-08,1.320150300188061e-08
1962,7.039571414679813e-08,1.5220695814832652e-08
1963,8.082566438361027e-08,7.1126584622049904e-09
1964,8.882593505177283e-08,1.6426714211092985e-08
1965,7.004215518691126e-08,1.1491291473930687e-08
1966,7.533141399562737e-08,7.754704434148607e-09
1967,8.775997173415817e-08,8.381570104631919e-09
1968,9.0277460174093e-08,4.042274071025531e-09
1969,1.026437246309797e-07,8.175163657142548e-09
1970,8.415666741257155e-08,4.1388523719376735e-09
1971,7.913131838677145e-08,3.083038491169532e-09
1972,8.977757204320369e-08,4.104117490300041e-09
1973,9.868634975873647e-08,3.859242703185828e-09
1974,8.832147813109259e-08,2.2502286700643026e-09
1975,7.99607207113695e-08,1.7134440533084216e-09
1976,9.655860111479342e-08,3.4281160132820787e-09
1977,1.0343136125356978e-07,5.289103821581875e-09
1978,1.045544095745754e-07,1.1881182704343018e-09
1979,7.607565066791722e-08,7.022368020415115e-09
1980,8.470874490740243e-08,2.2740602734216964e-09
1981,1.0373901204729918e-07,3.795329828193417e-09
1982,1.0366528613303672e-07,4.345251713999687e-09
1983,1.3893695438582654e-07,8.209910973278056e-09
1984,1.194595711240254e-07,7.538710988796993e-09
1985,1.0647537607155755e-07,6.617113967877231e-09
1986,1.228869450642378e-07,2.3977941854269602e-09
1987,1.1488335616149925e-07,3.6664902225425067e-09
1988,1.2652728287321224e-07,4.797243047249822e-09
1989,1.2512919056462124e-07,8.780995486290522e-09
1990,1.1987032166871359e-07,7.628111475810329e-09
1991,1.365721402635245e-07,7.033758464558559e-09
1992,1.2232075619067473e-07,6.060938417817852e-09
1993,9.804396938761784e-08,1.1078414852150331e-09
1994,1.2448826680611091e-07,6.857404422078162e-09
1995,1.3230780382400553e-07,7.0491861237087505e-09
1996,1.2971564444796968e-07,6.4057106285986265e-09
1997,1.3425704992187093e-07,8.151320507465698e-09
1998,1.4113662416548323e-07,6.675381136744818e-09
1999,1.2796563453321141e-07,8.226361813967742e-09
2000,1.1972865365805774e-07,3.092622158362701e-09
2001,1.476468440841927e-07,7.448059946568719e-09
2002,1.3318913261173293e-07,2.1906108038649563e-09
2003,1.0833999652959392e-07,8.333845613606172e-09
2004,1.3742948112849263e-07,8.369103632333008e-09
2005,1.3195986525715853e-07,3.1526248278623825e-09
2006,1.5112655660232122e-07,2.8825228870488218e-09
2007,1.4460015052009112e-07,4.393927444112933e-09
2008,1.247429821660262e-07,5.108927503272298e-09
2009,1.516285266234263e-07,7.1522885392028e-09
2010,1.4879948651014274e-07,7.085689368580006e-09
2011,1.4110456447724573e-07,9.55992973672437e-09
2012,1.3514883789866872e-07,8.510632198976964e-09
2013,1.1825890311456533e-07,9.204113027294625e-09
2014,1.4335246589780581e-07,8.87832563023494e-09
2015,1.3410280530479213e-07,9.752931795503628e-09
2016,1.333942947212563e-07,7.871092222444531e-09
2017,1.5345229087415646e-07,8.553078245654433e-09
2018,1.5979279055500228e-07,1.1100306451794495e-08
2019,1.316309692356299e-07,1.0459049626376782e-08
