year,quels_DET êtres_NOUN
1954,5.472620046020893e-08
1955,3.2849628794906494e-08
1956,2.3547082506070183e-08
1957,3.975766915687018e-08
1958,3.9706768539815585e-08
1959,2.5577468587556496e-08
1960,2.8375416682990817e-08
1961,3.126671632713851e-08
1962,4.8198868896065505e-08
1963,2.5864212993553792e-08
1964,2.5552667537454e-08
1965,3.55682807651192e-08
1966,3.37883556689178e-08
1967,3.303324858094925e-08
1968,3.323647668196372e-08
1969,2.6342194203721192e-08
1970,2.2993624781975086e-08
1971,2.6205826841874114e-08
1972,2.924183650776513e-08
1973,2.536073839820574e-08
1974,1.3501372020385816e-08
1975,2.056132908379027e-08
1976,2.0568696745826287e-08
1977,2.8208551938746496e-08
1978,1.9603951351143678e-08
1979,1.6970722382936287e-08
1980,1.7623967396573903e-08
1981,2.0241758491579276e-08
1982,8.069752754913395e-09
1983,1.2630631651688873e-08
1984,1.9716629662269725e-08
1985,1.9249785765396155e-08
1986,1.4986213381362745e-08
1987,1.8943532076320935e-08
1988,1.6190695451001602e-08
1989,2.689179812165321e-08
1990,1.3076762783725826e-08
1991,1.4653663171770859e-08
1992,9.917899612688075e-09
1993,1.2186256670432272e-08
1994,1.318731657207195e-08
1995,1.138714633697191e-08
1996,1.6014276127407356e-08
1997,1.4384683222345984e-08
1998,2.431745871334101e-08
1999,1.9651865579284333e-08
2000,1.723032272415992e-08
2001,1.095302959441824e-08
2002,1.9715496790695397e-08
2003,2.2918075881506184e-08
2004,1.761916479381398e-08
2005,1.8465373674558805e-08
2006,1.6471560115860484e-08
2007,1.8774053422987436e-08
2008,2.682187005831338e-08
2009,1.430457752249481e-08
2010,2.0784689080954877e-08
2011,1.7207873348468183e-08
2012,3.1319125071149756e-08
2013,2.649668751075751e-08
2014,4.200963488187881e-08
2015,4.012001397768472e-08
2016,4.204820314157587e-08
2017,2.490455308645778e-08
2018,4.2852348336452906e-08
2019,4.413208909426203e-08
