year,deux_DET oies_NOUN,deux_DET mois_NOUN
1848,8.84974404868899e-09,1.517248392701731e-05
1849,1.5920887941334172e-08,1.4907816819231812e-05
1850,5.431196825611551e-09,1.3623478650970355e-05
1851,1.3543821175687754e-08,1.4660219676443376e-05
1852,1.5625309490729933e-08,1.2824472264583164e-05
1853,9.555090940693844e-09,1.3334726361335925e-05
1854,2.4419623212423858e-08,1.3311292207163206e-05
1855,2.1227748447927297e-08,1.4177482228205918e-05
1856,8.28350277259915e-09,1.305790641481508e-05
1857,1.757343248698362e-08,1.4576186288195458e-05
1858,1.4681027893370668e-08,1.4971712460010167e-05
1859,2.7497735644033128e-08,1.3688271053524659e-05
1860,3.4328881071132855e-08,1.4621813534176908e-05
1861,1.6034276573151374e-08,1.3763068693606328e-05
1862,3.388489855371546e-08,1.5409495745188906e-05
1863,2.7969877358646755e-08,1.366378455713857e-05
1864,2.1096803748399395e-08,1.3888408602724667e-05
1865,3.9066808454890634e-08,1.448907920575948e-05
1866,2.6274310116480848e-08,1.3731246326642577e-05
1867,2.2808213984149006e-08,1.3124428335231642e-05
1868,2.321740799615668e-08,1.369234320236501e-05
1869,1.0743742229202269e-08,1.3107853419569437e-05
1870,4.013834153937523e-09,1.3649330185216968e-05
1871,2.6552942955504477e-08,1.872407301561907e-05
1872,1.2699412743621963e-08,1.4898225117576658e-05
1873,2.514121905106137e-08,1.4585498377073236e-05
1874,1.732636678575261e-08,1.4410757671612373e-05
1875,1.2015207495608138e-08,1.4234587695227674e-05
1876,3.023007311142578e-08,1.4720232570653025e-05
1877,1.0514187187560253e-08,1.506311900811852e-05
1878,2.1136809524868738e-08,1.3030541254011041e-05
1879,3.299035578052667e-08,1.3740483666424552e-05
1880,1.7969970178555172e-08,1.494267115731418e-05
1881,2.6495528548942104e-08,1.4801238876316347e-05
1882,2.5956002014382307e-08,1.4945998259463522e-05
1883,5.2450515042323786e-08,1.4660234796792793e-05
1884,1.3203393933736152e-08,1.4936999548353924e-05
1885,2.2559724921489277e-08,1.5198808910099615e-05
1886,1.097088819790315e-08,1.4784885706831119e-05
1887,1.566941915109865e-08,1.463654336930631e-05
1888,2.4094334971636044e-08,1.5235863202178734e-05
1889,2.380751940034287e-08,1.4223113737443782e-05
1890,6.554386366985909e-09,1.4533041053255147e-05
1891,2.7409145841872373e-08,1.466771760760821e-05
1892,2.4447198931909497e-08,1.5312094774344587e-05
1893,1.8475249941030114e-08,1.5001287010818487e-05
1894,2.3315695596437536e-08,1.3975553770251281e-05
1895,4.032471756509892e-08,1.5339041283368715e-05
1896,2.5357223876198987e-08,1.5225539300445234e-05
1897,4.4283022804236793e-08,1.5253753076649446e-05
1898,1.867257115595322e-08,1.4936925310848892e-05
1899,8.291367592505594e-09,1.5639730236216565e-05
1900,2.3359739032002835e-08,1.4029859471520467e-05
1901,2.0678334156087885e-08,1.47430930610426e-05
1902,1.8659078282468045e-08,1.3287228398439765e-05
1903,1.8360748255119574e-08,1.4731801002199063e-05
1904,3.815983884436491e-08,1.4873737313791935e-05
1905,7.741138396966107e-09,1.5399704807350645e-05
1906,3.3951617239846854e-08,1.4977807268223842e-05
1907,2.1085658274966335e-08,1.3803391823330458e-05
1908,2.4065805792616857e-08,1.4963037813231495e-05
1909,3.960708327976903e-08,1.5431358974637988e-05
1910,1.2825962070195374e-08,1.5171509630818036e-05
1911,2.128149700908466e-08,1.4924713127584255e-05
1912,2.9693701220079305e-08,1.536154161385639e-05
1913,1.8560464554173706e-08,1.5500639051424514e-05
1914,3.683208982252495e-08,1.601660176220321e-05
1915,2.4739600035239562e-08,1.7863168864096224e-05
1916,1.8678685265172135e-08,1.843586210270587e-05
1917,3.728584163642523e-08,1.7334627614218334e-05
1918,1.722956533001252e-08,1.6789636106295802e-05
1919,1.0128633542993981e-08,1.682826371052215e-05
1920,8.329454903588385e-09,1.5626057063400367e-05
1921,8.330022005509363e-09,1.4461676130395063e-05
1922,1.7707045385506603e-08,1.4942533084649767e-05
1923,1.0615948120573648e-08,1.3827272823618841e-05
1924,2.1915761205804074e-08,1.4376739727595123e-05
1925,2.3096173862313663e-08,1.4181050971728837e-05
1926,3.343841470382358e-08,1.3571538318046805e-05
1927,2.2298449531277242e-08,1.4414832605780248e-05
1928,2.5137290915466792e-08,1.4392241496352653e-05
1929,1.1140406153131721e-08,1.4284228655014886e-05
1930,1.575540586884472e-08,1.4490771832242899e-05
1931,9.124285327288817e-09,1.4663866750197485e-05
1932,1.5343351700281005e-08,1.3759697822024464e-05
1933,1.7205993074753678e-08,1.4539064750351827e-05
1934,2.3963160344919743e-08,1.3947757565802021e-05
1935,2.752705441366743e-08,1.3874831438442925e-05
1936,1.333718646634452e-08,1.3697289773517696e-05
1937,2.0145789370040745e-08,1.4105829677646398e-05
1938,6.4826072287971215e-09,1.3702935348192113e-05
1939,1.5294050470515685e-08,1.3857938824912708e-05
1940,2.0286263113789005e-08,1.3366111772938893e-05
1941,2.6563524713196784e-08,1.3718584170874237e-05
1942,2.1239482617119165e-08,1.3666089557773375e-05
1943,2.0322646676618206e-08,1.1685522053994646e-05
1944,1.927911696952833e-08,1.221974696363759e-05
1945,1.089252066321933e-08,1.353068853404693e-05
1946,1.1136883415474585e-08,1.3495118537321105e-05
1947,3.5762612871081956e-09,1.361125089260895e-05
1948,5.435944139264848e-09,1.2608128599822521e-05
1949,1.079870937115146e-08,1.2687501282471203e-05
1950,1.4889506294579746e-08,1.2458262858672242e-05
1951,1.4925962910083967e-08,1.2876840798980993e-05
1952,8.43584291310151e-09,1.2393308111313672e-05
1953,1.4005975490505307e-08,1.2696955366209295e-05
1954,1.9545072449389522e-08,1.1738770638203277e-05
1955,2.9095383879962355e-08,1.1919722282982548e-05
1956,1.2209597999301991e-08,1.2157271498836053e-05
1957,1.7670074847764283e-08,1.1376878319424577e-05
1958,1.9026159758794847e-08,1.1518271890054166e-05
1959,1.860179499324488e-08,1.224618142714462e-05
1960,2.2838750723952472e-08,1.1544641722593951e-05
1961,1.5980766210343944e-08,1.1931379219731753e-05
1962,1.3318108227355907e-08,1.2209534190787963e-05
1963,1.9398159301076134e-08,1.0879134208607866e-05
1964,1.64267148772268e-08,1.1165906983023888e-05
1965,1.8604947471523303e-08,1.0819871704370598e-05
1966,1.9386760863326913e-08,1.0463312605679675e-05
1967,1.0353704338328384e-08,1.096901075925416e-05
1968,1.706738025908372e-08,1.1043493373108504e-05
1969,3.451735930415367e-08,1.1977977976584953e-05
1970,1.1036939917552502e-08,1.1167543846113404e-05
1971,1.592903242642052e-08,1.1137476917610911e-05
1972,1.6929484925043425e-08,1.1621321903021453e-05
1973,1.6539610570021068e-08,1.1255205208726693e-05
1974,2.137717214356627e-08,1.0932173324817995e-05
1975,1.599214494163448e-08,1.1036292903554568e-05
1976,2.1140049488721502e-08,1.1301356096282689e-05
1977,2.4094805706198485e-08,1.0308463174624194e-05
1978,2.198018778098998e-08,1.1269301467109472e-05
1979,1.755592016206009e-08,1.0338096444684197e-05
1980,1.5349906457018392e-08,9.681242943315738e-06
1981,1.644642921849737e-08,9.492119545484456e-06
1982,1.738100685599875e-08,1.0047463547380175e-05
1983,8.841442022955448e-09,9.783688085462927e-06
1984,1.1018116474748041e-08,1.002648571102327e-05
1985,1.0828004493035337e-08,1.0228253415789368e-05
1986,1.9781802029772422e-08,1.0314111477782717e-05
1987,1.1610552075325131e-08,1.0020517322573141e-05
1988,1.2592763276586538e-08,1.0029835607383575e-05
1989,5.488122178931576e-09,1.1397731782381015e-05
1990,2.0160008995517842e-08,1.0522434820359194e-05
1991,1.6412102732399347e-08,1.0201879945270775e-05
1992,1.4325855057784054e-08,1.023912903974633e-05
1993,2.437251223064152e-08,1.0994218882842688e-05
1994,1.582477948680605e-08,1.0561457941093977e-05
1995,1.3013882305124014e-08,1.0616616407332913e-05
1996,1.3345230476247139e-08,1.0054296410544339e-05
1997,8.630809844589749e-09,1.0090375781146577e-05
1998,1.4304387785379902e-08,1.0214763449312159e-05
1999,1.7823783837744855e-08,9.847869478107896e-06
2000,8.836062770356534e-09,9.936153276157711e-06
2001,1.0076786682855499e-08,9.721471258217207e-06
2002,1.3143664601145133e-08,9.887978478673176e-06
2003,2.0001230061073016e-08,1.009478756941462e-05
2004,1.673820693159911e-08,1.0202817861681979e-05
2005,1.666387328125296e-08,9.857806730906304e-06
2006,1.0706514064207084e-08,9.640392477194837e-06
2007,1.5179021789490932e-08,1.0040124379884219e-05
2008,1.362380658287421e-08,1.0426044127598288e-05
2009,1.668867311011013e-08,1.0592063063086243e-05
2010,1.7478034408657805e-08,1.1091465921708732e-05
2011,2.5620612964516454e-08,1.0678441867639776e-05
2012,2.7574446503919603e-08,1.1560161510715261e-05
2013,2.5102124379117186e-08,1.2118469612687477e-05
2014,2.252062950014455e-08,1.3820737649439252e-05
2015,1.662431570181866e-08,1.3134317896401626e-05
2016,2.1334802369210593e-08,1.3240212865639478e-05
2017,2.037645163710522e-08,1.3069104056739889e-05
2018,2.297505452553139e-08,1.3080808230370167e-05
2019,2.1683395745597522e-08,1.3442174576994148e-05
