year,premiers_ADJ auteurs_NOUN,premiers_ADJ moteurs_NOUN
1925,2.617566394746973e-07,4.8391981977147225e-08
1926,2.8979960120523174e-07,5.684530535177146e-08
1927,2.6312170575693017e-07,3.3447673075670536e-08
1928,2.650841679496807e-07,5.5987602110008083e-08
1929,2.595714647668501e-07,3.5649300400564243e-08
1930,3.035541453755286e-07,5.461873797685257e-08
1931,2.828528522513807e-07,3.307553342324354e-08
1932,2.816600783717149e-07,4.274219378430644e-08
1933,3.4756106970235123e-07,8.947116469926186e-08
1934,3.366824046224792e-07,3.9539216345474415e-08
1935,2.8245150929251395e-07,4.308582290946106e-08
1936,2.6553124143902096e-07,4.364897421282876e-08
1937,3.424784154049121e-07,3.777335422228134e-08
1938,3.293164354545297e-07,4.148868626430158e-08
1939,3.456455317518703e-07,3.8235125288110794e-08
1940,2.8400768314895686e-07,3.296517903095264e-08
1941,3.9550135966237576e-07,6.493305448884712e-08
1942,4.5513175450651033e-07,3.6410540360520827e-08
1943,2.9903321774327196e-07,3.4838823381733164e-08
1944,3.2774499914012267e-07,1.6065930807940276e-08
1945,2.330999393507227e-07,1.9606536838523425e-08
1946,2.561483256613428e-07,4.733175273941015e-08
1947,2.992138661284116e-07,2.8610090296865565e-08
1948,3.2180787457036786e-07,1.2176514019301976e-07
1949,3.2690638818166917e-07,5.3993545634511975e-08
1950,3.009807301168621e-07,5.104973510583477e-08
1951,2.9318854899429425e-07,5.117473023119601e-08
1952,3.5325092540006153e-07,3.268889159357968e-08
1953,2.9412549906737695e-07,3.016671712430252e-08
1954,2.7363100230104465e-07,4.49536656788041e-08
1955,2.731212020989915e-07,4.5050917663047585e-08
1956,3.5582257851274335e-07,2.616342520411763e-08
1957,3.666540635549609e-07,3.180613461495341e-08
1958,2.8952851494068454e-07,4.880623549752272e-08
1959,2.8522751449600037e-07,2.712761748568937e-08
1960,3.1489790330851974e-07,2.0070416439921246e-08
1961,3.1544644230052654e-07,2.153929301584867e-08
1962,2.6002021513704676e-07,3.107558654846798e-08
1963,2.6252175189256377e-07,3.36234755593523e-08
1964,3.139327588996821e-07,2.311907998375773e-08
1965,2.8181023026263574e-07,2.681301225493371e-08
1966,3.052030308481335e-07,1.7171132071780448e-08
1967,3.150484531033726e-07,3.056808139945133e-08
1968,2.8385747441461717e-07,2.8745061442236874e-08
1969,2.293587755275439e-07,3.3609008909252225e-08
1970,2.3453497988157324e-07,5.104584843707016e-08
1971,2.38421648646181e-07,4.3162540208641076e-08
1972,2.7241080147177854e-07,4.6171322765076184e-08
1973,2.6187717594439164e-07,2.811733956775697e-08
1974,2.5483839749540493e-07,3.600365872102884e-08
1975,2.3759757539210113e-07,5.6543655091445544e-08
1976,2.3882543587205873e-07,3.5423866506789636e-08
1977,2.2214234718376247e-07,3.114694280270669e-08
1978,2.3108900393253862e-07,4.217819693508318e-08
1979,2.545608310811076e-07,3.2771051650115623e-08
1980,1.7169155341889564e-07,2.785723829390463e-08
1981,2.4100344830912945e-07,3.6688188487232765e-08
1982,2.4023034939091303e-07,3.041676066573018e-08
1983,3.2839642472026753e-07,2.3998200759933752e-08
1984,2.2326182147480722e-07,3.479405208395292e-08
1985,2.0693519786618708e-07,2.285912081845254e-08
1986,2.391799682754936e-07,3.2370220282018636e-08
1987,2.7682000336426427e-07,2.5054349706010726e-08
1988,2.500563027751923e-07,1.8589316752581908e-08
1989,2.634298539305746e-07,2.469655058234821e-08
1990,2.2339469296639436e-07,2.5063794595325817e-08
1991,2.3211401867229142e-07,1.52398094144246e-08
1992,2.496004753993475e-07,2.259077191979486e-08
1993,2.542496133628447e-07,1.883330469354405e-08
1994,2.473940696745558e-07,1.476979427650349e-08
1995,2.9064335649309214e-07,2.548551947256783e-08
1996,2.578298392563738e-07,2.1352368761995422e-08
1997,2.694730767416331e-07,2.6851409984374186e-08
1998,2.4889635596991866e-07,2.0026142522056034e-08
1999,2.874656672702258e-07,1.8737825513426287e-08
2000,3.3400317533960333e-07,2.8275401575683645e-08
2001,2.935411771431973e-07,2.190605918883648e-08
2002,2.5980642703871126e-07,2.3658596859377212e-08
2003,2.779337648917135e-07,1.7917768602160322e-08
2004,2.898352704505669e-07,2.070251881036711e-08
2005,2.823850877575751e-07,2.0266872624574717e-08
2006,3.17077535783028e-07,3.253132874192488e-08
2007,2.696273782021308e-07,3.2754730483475214e-08
2008,2.3799087500719907e-07,2.6396126173722223e-08
2009,2.2648914921319374e-07,1.8119131084404216e-08
2010,1.8517268074447202e-07,1.6060896612657416e-08
2011,1.8125626866094535e-07,3.21213633469597e-08
2012,1.5182966706106527e-07,2.4510619311968185e-08
2013,1.3638820917094563e-07,2.0639525644128298e-08
2014,1.6349110865121474e-07,3.572984397237633e-08
2015,1.489538732357687e-07,2.0835809522168347e-08
2016,1.3318717151378223e-07,2.1334802369210593e-08
2017,1.2578057351220195e-07,1.9621769098421282e-08
2018,1.432714071825103e-07,2.0135439982027492e-08
2019,1.6862028928699146e-07,3.800971626333194e-08
