year,nombreux_ADJ arrêts_NOUN,nombreux_ADJ marais_NOUN
1932,1.8192831252594743e-07,1.6439305028370654e-08
1933,1.3191261416523048e-07,1.605892663292252e-08
1934,1.0304158593044122e-07,8.38710612072191e-09
1935,1.4960355088078359e-07,2.752705441366743e-08
1936,1.0912243331162585e-07,1.8187071404440758e-08
1937,1.611663122957907e-07,2.392312481447334e-08
1938,1.478034512558679e-07,2.3337385357535823e-08
1939,1.4988169017016162e-07,2.7529290846928234e-08
1940,1.5214697324239523e-07,2.028626333583361e-08
1941,2.0070217487955233e-07,2.066051862925633e-08
1942,1.6384744117026173e-07,1.2136847082899749e-08
1943,1.4516176438661432e-07,8.709705845433291e-09
1944,1.1888788797875804e-07,1.6065930807940276e-08
1945,1.1328221027895324e-07,6.535512131478072e-09
1946,1.0162406116620559e-07,2.0881657292193267e-08
1947,9.179070548093193e-08,2.1457568166738383e-08
1948,1.1524201060097994e-07,2.2830963786191205e-08
1949,1.1093219143276656e-07,1.0798709482173763e-08
1950,1.35069086582007e-07,1.1698897850465073e-08
1951,1.8764067011289853e-07,1.1727541604500402e-08
1952,2.288222424873254e-07,7.381362632230548e-09
1953,1.917741211387991e-07,1.1851209791302608e-08
1954,1.7297388721360107e-07,1.8567819282111486e-08
1955,1.9615920665572162e-07,1.595553378308523e-08
1956,1.875045481103399e-07,2.1802854632824165e-08
1957,1.6433169847118734e-07,1.3252556385623393e-08
1958,1.497276116424473e-07,1.9026160202884057e-08
1959,1.6276570580231464e-07,1.3176271629333769e-08
1960,1.5225833749354933e-07,1.6610000486139143e-08
1961,1.653661878542323e-07,9.72742331128984e-09
1962,1.9723483779543471e-07,1.4586500007851555e-08
1963,1.3902014195377177e-07,1.4225316924409981e-08
1964,1.5757478322164786e-07,1.520992043424485e-08
1965,1.2585700065459449e-07,1.641613067704384e-08
1966,1.2684481598412845e-07,1.3293779410616935e-08
1967,1.222723242655377e-07,1.2818872185960117e-08
1968,1.0554827534203781e-07,1.4372530721118437e-08
1969,1.1763152396593313e-07,7.2668124850849836e-09
1970,1.0898978008988536e-07,1.74751555448438e-08
1971,9.249115606735359e-08,6.166076982339064e-09
1972,1.2466257426346772e-07,6.156176013405457e-09
1973,8.380069577151872e-08,1.598829157956061e-08
1974,1.322009286486292e-07,1.3501372464475025e-08
1975,1.2336796739731426e-07,1.028066431985053e-08
1976,1.3312518176711308e-07,1.0284348483935446e-08
1977,1.2106170377279568e-07,9.402850942308305e-09
1978,1.223761868507367e-07,1.2475242172627077e-08
1979,1.187950560144202e-07,6.437170796402825e-09
1980,1.0858637722321873e-07,1.0233271119375331e-08
1981,1.2904121704515603e-07,8.223214109648325e-09
1982,9.559553737492621e-08,9.932003663948308e-09
1983,9.978199366766916e-08,8.209910973278056e-09
1984,9.394393735151496e-08,1.4497521405587577e-08
1985,1.136940451784696e-07,6.015557829641693e-09
1986,8.751948854524016e-08,5.395036861699509e-09
1987,1.0327280364208491e-07,6.721898593298192e-09
1988,1.1153590401269398e-07,5.396898483667201e-09
1989,8.780995452983831e-08,9.329808037250586e-09
1990,1.0461410149265049e-07,8.172976073694826e-09
1991,1.1898774643359644e-07,1.1722930182145319e-08
1992,1.0964789054490609e-07,6.060938417817852e-09
1993,1.1521551357418502e-07,4.4313659408601325e-09
1994,1.1288342682824748e-07,8.439882570598911e-09
1995,1.0411105577645685e-07,1.138714633697191e-08
1996,1.2117469072592257e-07,8.007138063703678e-09
1997,1.0261074523398861e-07,4.315404922294874e-09
1998,1.0394521798851031e-07,4.7681290027412615e-09
1999,1.1196993102147168e-07,1.1882523409667556e-08
2000,9.896390573693736e-08,4.418031274155965e-09
2001,9.989162971790755e-08,1.1829271784336015e-08
2002,1.0733992783507063e-07,6.133709984368352e-09
2003,8.917215021941871e-08,1.0833999475323708e-08
2004,7.532192772274904e-08,1.2333415178034102e-08
2005,9.953286395081307e-08,9.007498746882447e-09
2006,1.0665334571058338e-07,9.059357708451898e-09
2007,8.548186017365289e-08,9.98619853476157e-09
2008,9.62181394004169e-08,1.1920831433087642e-08
2009,9.631748798533124e-08,9.059565542202108e-09
2010,9.636537579016391e-08,7.558068837454357e-09
2011,8.909854898320191e-08,7.647943611743813e-09
2012,9.42977990137095e-08,1.463828702696901e-08
2013,1.227214983523517e-07,8.367375237128272e-09
2014,1.1022116164216555e-07,8.228691505962615e-09
2015,1.2124666870505507e-07,1.1526192444932803e-08
2016,1.1226662710583923e-07,9.942432654952427e-09
2017,1.4666013470332473e-07,1.0314006537726073e-08
2018,1.089378938168295e-07,5.421080029321956e-09
2019,1.2448820663202298e-07,6.887666881283394e-09
