year,trois_DET archers_NOUN,trois_DET marchés_NOUN
1997,6.712852163026639e-09,4.315404966703795e-08
1998,9.059445638115449e-09,5.387985968496878e-08
1999,6.398281821029528e-09,4.707307188489551e-08
2000,1.0603275812925972e-08,4.152949673041917e-08
2001,2.190605918883648e-09,5.52032697331839e-08
2002,6.133709873346049e-09,5.3889023465814034e-08
2003,7.083769126836614e-09,3.7502304817138565e-08
2004,1.6738207264666016e-08,3.6119288671088157e-08
2005,9.007499079949355e-09,4.098412276221097e-08
2006,5.353256948836815e-09,5.188541463141405e-08
2007,7.589511158423434e-09,5.1928233713027794e-08
2008,8.514879551446697e-09,5.5346715210902175e-08
2009,7.1522885392028e-09,2.8132335350150584e-08
2010,5.196172381261022e-09,4.345889559331795e-08
2011,8.030340808984349e-09,4.588766233659669e-08
2012,7.829781378809741e-09,2.382976971304629e-08
2013,1.3387799757680341e-08,3.0680374685232437e-08
2014,1.2126492809905187e-08,2.5335709308293985e-08
2015,1.5072712855612735e-08,2.1279123185724558e-08
2016,1.2428040596645928e-08,2.071340055032067e-08
2017,1.1068689631521522e-08,2.4401430764875442e-08
2018,1.0842159725577005e-08,2.168431989524322e-08
2019,9.69375346659973e-09,1.836711271963054e-08
