year,voulions_VERB être_VERB,voulions_VERB mettre_VERB
1841,2.953452238330101e-08,1.926164472365599e-08
1842,5.433694738599115e-08,1.2074877098200432e-08
1843,2.9534556134080958e-08,1.2404512972352677e-08
1844,4.281077892187568e-08,1.2623690537338916e-08
1845,3.5155437672074186e-08,2.399498022498392e-08
1846,4.156695965207291e-08,1.6392604607062822e-08
1847,3.235934187273415e-08,9.707802561820245e-09
1848,3.539897619475596e-08,1.287235473768078e-08
1849,2.4300303991253713e-08,1.4245005175439474e-08
1850,4.616517301769818e-08,1.2899092460827433e-08
1851,2.7087642351375507e-08,1.2253933867611977e-08
1852,4.8829090104618444e-08,1.1067927019325907e-08
1853,3.642878354526147e-08,2.6276499198729653e-08
1854,3.533051895487915e-08,2.961528799971802e-08
1855,6.633671034705912e-08,1.4328730202350926e-08
1856,2.692138423299184e-08,9.836659486950339e-09
1857,5.662550606189143e-08,1.4156376515472857e-08
1858,4.600055447667728e-08,1.468102794888182e-08
1859,4.4811123700583266e-08,1.2730433596175317e-08
1860,6.31651388971477e-08,1.4189270203246451e-08
1861,4.5744847909645614e-08,8.488735048217677e-09
1862,5.421583537668084e-08,2.4397126097142063e-08
1863,2.1476870060155306e-08,3.49623441309177e-08
1864,5.2262535632507934e-08,2.445311331200628e-08
1865,4.753912818955541e-08,1.6003271596787272e-08
1866,1.9462451206209153e-08,1.9462451206209153e-08
1867,2.7661025470138156e-08,1.358787216076962e-08
1868,4.297690381349639e-08,1.7289560005906424e-08
1869,4.737013625799591e-08,2.197583626184496e-08
1870,4.472558146062511e-08,4.12851512976431e-08
1871,5.523012092112367e-08,1.6993883633631413e-08
1872,4.051717183983783e-08,7.256807155187062e-09
1873,2.454261860407314e-08,2.7535620006347017e-08
1874,5.377148326601855e-08,2.3300975371398636e-08
1875,5.549881265665135e-08,5.607096653648114e-08
1876,4.53451107773617e-08,3.204387866162506e-08
1877,3.958282235316801e-08,1.4225077116236662e-08
1878,2.4156355138416075e-08,1.3889904337816006e-08
1879,4.093248051617593e-08,1.7717043832021773e-08
1880,3.401458670282409e-08,1.0268554007097919e-08
1881,2.5101027034679646e-08,1.1156012114099667e-08
1882,4.991538915533056e-08,9.983077475794744e-09
1883,2.7173157945981075e-08,2.7173157945981075e-08
1884,3.895001299270007e-08,3.4328824227713994e-08
1885,2.513797880965285e-08,7.7347630522695e-09
1886,4.1947515683204983e-08,4.5174246565693466e-09
1887,3.1991731930247624e-08,2.0892558794116667e-08
1888,4.628648753168818e-08,3.7409627395845746e-08
1889,3.3205225236088154e-08,2.0674951528576457e-08
1890,3.080561583601593e-08,2.3595791986963377e-08
1891,3.505821055682645e-08,1.784781566982474e-08
1892,3.322311670217459e-08,1.5044429702015805e-08
1893,2.278614097406262e-08,2.46336657738766e-08
1894,4.222031435574536e-08,2.457600345451283e-08
1895,2.768562623600701e-08,1.5046536461227333e-08
1896,3.066455178668548e-08,1.1204354777305525e-08
1897,2.680288169187861e-08,1.806281169081103e-08
1898,1.6975064909274806e-08,1.4145887128336199e-08
1899,2.4874102777516782e-08,1.492446166651007e-08
1900,2.6474371139784125e-08,1.9206897405865675e-08
1901,3.129693837422565e-08,1.397184767881754e-08
1902,2.356936334990678e-08,1.9641134940684424e-08
1903,2.052083658554693e-08,8.100330184390714e-09
1904,2.1498500757388683e-08,2.042357571951925e-08
1905,2.6835946798087207e-08,1.2385822145688508e-08
1906,3.961022088105892e-08,2.5206503551089554e-08
1907,4.319988278211895e-08,1.7999951751335175e-08
1908,4.2237946473733246e-08,2.1118973236866623e-08
1909,4.400786934866119e-08,1.7053048750881317e-08
1910,2.4583092894658876e-08,9.619471441624228e-09
1911,3.085817112946643e-08,1.1704822888702893e-08
1912,3.334029585744247e-08,1.510732161591477e-08
1913,3.6590627416899224e-08,1.2196876397752021e-08
1914,4.018046340092951e-08,2.209925398233281e-08
1915,3.887651445211304e-08,2.709575319670421e-08
1916,4.394984642885902e-08,7.69122365795738e-09
1917,5.04455535121906e-08,5.483212106582869e-09
1918,4.135095466040184e-08,1.6080926812378493e-08
1919,4.603924352863942e-08,1.3811772170413406e-08
1920,2.7260034229925623e-08,1.741613253614105e-08
1921,3.332008802203745e-08,1.1359120755116692e-08
1922,3.541408943874558e-08,1.0329110011753073e-08
1923,4.2463792482294593e-08,2.3355084977083607e-08
1924,3.0939897754933554e-08,1.5469948877466777e-08
1925,5.169143690864075e-08,1.3197813508725176e-08
1926,2.5636119005412183e-08,2.3406890647947876e-08
1927,6.13207333799437e-08,1.0034302277972529e-08
1928,3.884854038460617e-08,1.3711249025050165e-08
1929,3.119313873867213e-08,4.4561625500705304e-09
1930,3.7812974085227324e-08,8.402882833991043e-09
1931,3.649714130915527e-08,2.2810713318222042e-09
1932,2.301502632917618e-08,9.863582839386709e-09
1933,2.408838994938378e-08,5.735331320977366e-09
1934,1.7972370258689807e-08,4.7926320689839486e-09
1935,3.231436807027421e-08,5.98414207075848e-09
1936,2.0612015205756506e-08,1.6974599503782883e-08
1937,3.903246792447135e-08,7.554670666820584e-09
1938,3.3709557811789637e-08,1.0372171566075394e-08
1939,3.364691281149135e-08,1.8352860564618823e-08
1940,2.7893612752905028e-08,0.0
1941,2.3612020783048138e-08,2.066051862925633e-08
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,4.935499831049128e-08,1.4516175816936538e-08
1944,3.855823393905666e-08,2.5705489292704442e-08
1945,4.7927088075994106e-08,1.5249527862692958e-08
1946,3.6194869323935563e-08,9.744772988540262e-09
1947,4.649139739854036e-08,1.3112957830685446e-08
1948,4.566192757238241e-08,1.3046265401328583e-08
1949,3.6322930441201606e-08,1.2762110479513922e-08
1950,2.2334258886758107e-08,2.1270722072586068e-08
1951,5.863770979885885e-08,8.529121409139861e-09
1952,3.796129277588989e-08,5.272402070488624e-09
1953,2.693456835345387e-08,8.619061908632375e-09
1954,2.9317607896928166e-08,1.07497895029951e-08
1955,3.191106756617046e-08,1.8771215692936494e-08
1956,3.226822542501395e-08,1.9186511934776718e-08
1957,3.6223653410161205e-08,1.767007518083119e-08
1958,2.8125628048769613e-08,1.9853384713997002e-08
1959,2.6352543258667538e-08,1.1626121398933265e-08
1960,3.668041514970355e-08,1.5225833038812198e-08
1961,2.987708569435199e-08,1.737039845295385e-08
1962,3.6783347923119436e-08,8.244543714397423e-09
1963,4.008953169432061e-08,9.052474325699222e-09
1964,3.832900219435942e-08,1.1559539991878864e-08
1965,4.870118530675427e-08,9.849678406226303e-09
1966,2.4925835617750636e-08,1.5509408868297214e-08
1967,2.7116845657815247e-08,1.4791006641701188e-08
1968,2.9643343779639508e-08,1.4821671889819754e-08
1969,4.3146698658347304e-08,1.544197658631674e-08
1970,3.54101814536989e-08,1.7935027685211935e-08
1971,3.5454942093338104e-08,1.5929032315398217e-08
1972,3.1806909106535386e-08,1.0773308467548759e-08
1973,2.4258095976392724e-08,1.598829157956061e-08
1974,2.418995848074701e-08,1.1813700240281833e-08
1975,2.4559364319998167e-08,1.6563292959403952e-08
1976,3.428116102099921e-08,1.9997344224975677e-08
1977,3.702372453062708e-08,2.056873604772136e-08
1978,3.089107636355948e-08,1.128712323605896e-08
1979,4.213420723431227e-08,2.0481905949054635e-08
1980,4.4912688679232815e-08,1.7055452161685025e-08
1981,3.858585273519566e-08,1.3283654176632353e-08
1982,3.600351305976801e-08,9.932003663948308e-09
1983,5.304865524635716e-08,1.3893695083311286e-08
1984,3.479405208395292e-08,1.681712546997005e-08
1985,2.6468455871508922e-08,1.4437339324047116e-08
1986,4.2560845514572065e-08,1.7384007122700496e-08
1987,3.0554083707556856e-08,1.4054879038383206e-08
1988,4.61734650514245e-08,2.4585871116755698e-08
1989,4.884428861373635e-08,2.359892548042808e-08
1990,4.304434142454738e-08,9.262707045820662e-09
1991,5.5097771678447316e-08,1.817054240405014e-08
1992,2.589673719910479e-08,1.3774860363469088e-08
1993,2.9357799746776436e-08,1.994114740000441e-08
1994,3.006708126918056e-08,1.1077346151466827e-08
1995,3.524592884218691e-08,1.572510655023507e-08
1996,3.896807143632941e-08,2.4555223632205525e-08
1997,3.6920688728514506e-08,2.3494983736327413e-08
1998,4.052909829965756e-08,1.9072516010965046e-08
1999,4.25028723327614e-08,1.553868322901053e-08
2000,4.550572541006659e-08,1.1486881668076876e-08
2001,3.767842216007011e-08,1.5772362971233633e-08
2002,4.819343502049378e-08,1.4896152755738967e-08
2003,4.2502612984662846e-08,2.4584844382502524e-08
2004,4.2726476578991424e-08,1.805964444656638e-08
2005,4.053374524914943e-08,1.5312748402607212e-08
2006,4.8591100920702957e-08,1.3589036562677848e-08
2007,4.6335962622379157e-08,2.2768533725070483e-08
2008,4.470311765203405e-08,1.6178271167177627e-08
2009,3.766871969901331e-08,1.7642312499788204e-08
2010,5.763027388638875e-08,2.4091344030807704e-08
2011,4.474047088365296e-08,1.414869643667771e-08
2012,5.685102166808065e-08,1.3957436095779485e-08
2013,6.331313784357917e-08,1.589801357226861e-08
2014,6.929424500867754e-08,1.7107016248019136e-08
2015,5.896090726764669e-08,1.2634480128781433e-08
2016,5.779038758646493e-08,1.8849194205472486e-08
2017,6.515433170761753e-08,1.2074934829797712e-08
2018,8.776986959446731e-08,1.2132893800753664e-08
2019,7.448884531413569e-08,1.5305927192343916e-08
