year,quelques_DET in_ADJ,quelques_DET mines_NOUN
1843,3.5441465873198297e-09,1.9079322832737944e-07
1844,1.097712254427563e-09,2.2283559464320035e-07
1845,4.464182357111213e-09,2.2823132495020104e-07
1846,3.5127007969038004e-09,2.1661655513760536e-07
1847,1.1325769655456952e-08,2.1357165902458064e-07
1848,1.0458788002321029e-08,1.874536680879224e-07
1849,1.6758829879393033e-09,1.4245004820168106e-07
1850,6.1100964288129944e-09,1.6293590743288178e-07
1851,1.2898877521649865e-09,2.302449597646472e-07
1852,4.557381805270211e-09,1.790399952739108e-07
1853,7.166318427564988e-09,2.4305762469367664e-07
1854,2.0782657816909023e-09,2.3588316233613682e-07
1855,5.306937111981824e-09,2.802062866180677e-07
1856,4.141751386299575e-09,1.4599673203719021e-07
1857,2.9289055625270066e-09,2.1185748977359253e-07
1858,6.361778603913848e-09,1.840022170185307e-07
1859,4.582956014687056e-09,1.0948172768365794e-07
1860,8.696649705930426e-09,1.6157459725718581e-07
1861,7.073945429425521e-09,1.5374041772986402e-07
1862,3.162590411776023e-09,1.8930362788438515e-07
1863,6.99246927027275e-09,1.2236820801092563e-07
1864,3.3563094525845827e-09,1.4911604573342174e-07
1865,4.23615986733239e-09,1.7227050452817139e-07
1866,5.352174259343201e-09,1.4937431380701582e-07
1867,3.396968040192405e-09,2.2031763435848006e-07
1868,5.433861693937558e-09,1.3140064769601167e-07
1869,7.325278494896281e-09,1.147626977893168e-07
1870,3.4404292748035914e-09,1.897970172137775e-07
1871,1.0621177271019633e-09,8.709365229009336e-08
1872,4.23313739617015e-09,1.2638939139719696e-07
1873,2.9930022904522957e-09,1.185228875044686e-07
1874,5.377148060148329e-09,1.965646365675866e-07
1875,2.860763514966891e-09,1.5905844996666474e-07
1876,8.464420275799966e-09,1.6082399034722528e-07
1877,4.947852905168304e-09,1.2555176587270012e-07
1878,5.4351798062235446e-09,1.4554203309202762e-07
1879,4.27652757650776e-09,7.942122692838893e-08
1880,7.059630879879819e-09,9.177519988412541e-08
1881,7.669758161910067e-09,2.3357900502674056e-07
1882,1.9966155395678697e-09,1.011618557811289e-07
1883,3.791603475633565e-09,8.594300826558765e-08
1884,1.3203393933736152e-09,1.558000484180866e-07
1885,5.80107206715752e-09,9.990735039266951e-08
1886,3.872078213618124e-09,1.1229027130355007e-07
1887,1.9586773869484375e-09,6.920659800790929e-08
1888,6.340614699951175e-09,7.481925390351307e-08
1889,4.38559560889118e-09,1.3219438343980983e-07
1890,3.9326319978272295e-09,9.307228943100654e-08
1891,1.9122659011827636e-09,1.2302245000483936e-07
1892,1.0656471260972467e-08,7.334159768390691e-08
1893,1.8475249663474358e-09,1.2378416958114258e-07
1894,1.2603078580752936e-09,1.008246250933098e-07
1895,2.4074457982692365e-09,1.1014064771330823e-07
1896,5.307326078618502e-09,1.7455205636451865e-07
1897,2.330685422435863e-09,1.3634510143134548e-07
1898,2.26334195829736e-09,1.397613669240627e-07
1899,7.738609753005221e-09,8.070264101434077e-08
1900,3.6337372000261325e-09,1.5625069416103088e-07
1901,3.353243460679778e-09,1.497781969561629e-07
1902,4.419255517085219e-09,1.0753521362261154e-07
1903,3.2401321625741275e-09,9.990407168203319e-08
1904,4.837162670412454e-09,1.1232966823371271e-07
1905,1.5482277682110634e-09,1.5069416559043702e-07
1906,4.115347618238729e-09,1.2088833578616232e-07
1907,1.5428529565042481e-09,1.1519969111972728e-07
1908,3.929111258571538e-09,1.0510372305816418e-07
1909,0.0,1.534774449751808e-07
1910,2.137660271017694e-09,1.3574143409300632e-07
1911,5.3203743632934675e-09,1.1438804392582824e-07
1912,5.209421061191932e-09,9.168581094343153e-08
1913,2.6514948014977335e-09,1.3151414179901622e-07
1914,5.3573948055607445e-09,1.5335543324113132e-07
1915,4.712304768617059e-09,2.014510247505541e-07
1916,0.0,1.5931819863368446e-07
1917,1.0966424435210342e-09,7.018511927192606e-08
1918,2.2972752589112133e-09,5.743188324913717e-08
1919,5.524709134618888e-09,1.5285027732403478e-07
1920,4.543339038320937e-09,1.1358347862255869e-07
1921,1.5145494858259667e-09,1.241930593920415e-07
1922,2.951174193910333e-09,1.2394931570014478e-07
1923,0.0,7.855801342770974e-08
1924,2.578324886925998e-09,9.539802103830652e-08
1925,2.1996355847875293e-09,9.458433236630981e-08
1926,1.1146138456652466e-09,5.3501465480110255e-08
1927,4.4596899506643695e-09,7.69296484293136e-08
1928,0.0,4.570416489713125e-08
1929,1.1140406375176326e-09,4.9017788050775835e-08
1930,7.3525223687198604e-09,6.722306089557151e-08
1931,2.2810713318222042e-09,5.24646406319107e-08
1932,2.1919073223131136e-09,6.027745280690056e-08
1933,2.2941324395731044e-09,6.767690985398644e-08
1934,1.1981580172459871e-09,6.589869450124297e-08
1935,1.196828414151696e-09,5.385727863682632e-08
1936,7.274828739411987e-09,4.122403041151301e-08
1937,0.0,4.658713592675667e-08
1938,0.0,7.130867984983524e-08
1939,3.058810094103137e-09,7.95290597821463e-08
1940,0.0,3.296517903095264e-08
1941,0.0,2.9515025090631752e-08
1942,3.034211770724937e-09,6.675266206457309e-08
1943,0.0,6.967764720755554e-08
1944,0.0,5.7837350908584995e-08
1945,1.089252066321933e-08,9.367567477269745e-08
1946,2.7842208538686464e-09,6.403707963897887e-08
1947,3.5762612871081956e-09,7.6293572348618e-08
1948,0.0,8.69750991228102e-08
1949,3.9268033269479474e-09,1.197674972530649e-07
1950,1.0635361480382244e-09,7.551106673275854e-08
1951,2.1322803522849654e-09,4.371174622264107e-08
1952,4.2179215675730575e-09,6.53777849635162e-08
1953,3.2321482157371406e-09,6.572034694229956e-08
1954,0.0,6.449873879432744e-08
1955,3.754243138587299e-09,6.194501178669043e-08
1956,8.72114158667614e-10,6.104798977446535e-08
1957,2.6505113659425206e-09,4.1524676142046246e-08
1958,0.0,7.610464303198228e-08
1959,1.5501495642666896e-09,6.433120403048775e-08
1960,0.0,5.9519165596100265e-08
1961,1.3896318540318475e-09,6.878677893951135e-08
1962,6.341956404476434e-10,5.898019406203048e-08
1963,6.466053248388448e-10,6.207410940817226e-08
1964,1.2167936658258327e-09,5.1713731519242856e-08
1965,2.188817349590977e-09,3.6115487489496445e-08
1966,3.323444963676536e-09,5.206730335771681e-08
1967,3.451234853457663e-09,4.14148200178488e-08
1968,2.69484942694298e-09,5.838840522187638e-08
1969,1.3625273131978588e-09,5.450109508142731e-08
1970,3.678979926258208e-09,5.0126104156333895e-08
1971,3.5968783507200897e-09,4.213485871318312e-08
1972,3.5911027485013847e-09,2.8215807912346236e-08
1973,1.6539611902288698e-09,3.5284502652999095e-08
1974,1.6876715580593782e-09,4.6692244293211616e-08
1975,1.1422960355389478e-09,4.5120693403788437e-08
1976,5.713526873840635e-10,5.085039034291583e-08
1977,0.0,4.407586562393817e-08
1978,2.3762365408686037e-09,4.3960376228113773e-08
1979,2.925986564150662e-09,4.7986182583059644e-08
1980,1.7055452605774235e-09,4.207011494727908e-08
1981,6.325549528618524e-10,4.048351787133697e-08
1982,6.207502289967692e-10,3.414126314993382e-08
1983,1.2630632095778083e-09,3.536576898000021e-08
1984,1.739702604197646e-09,4.929157082500524e-08
1985,1.2031116103372597e-09,2.5265342928904033e-08
1986,1.1988970927134801e-09,2.5176839502094595e-08
1987,6.110816852533674e-10,3.849814778078553e-08
1988,5.996553809062277e-10,3.537966714040053e-08
1989,1.6464366536794728e-09,3.841685458638722e-08
1990,5.44865097484859e-10,5.9390295348293876e-08
1991,4.689172272698272e-09,3.047961838475999e-08
1992,5.509944167592096e-10,3.912060453359345e-08
1993,5.539207426075166e-10,5.206854858386123e-08
1994,1.0549853213248639e-09,3.850696428386868e-08
1995,1.626735190995987e-09,3.524593061854375e-08
1996,0.0,3.096093292853652e-08
1997,4.79489448146353e-10,2.6851409429262674e-08
1998,9.536258449571733e-10,3.2900091984089386e-08
1999,1.8280804647829996e-09,3.79326687838244e-08
2000,4.4180314962005696e-10,2.3415566374751506e-08
2001,0.0,1.883921035839009e-08
2002,8.76244299341522e-10,3.198291631534289e-08
2003,8.333845835650777e-10,2.20846909648742e-08
2004,4.404791253964646e-10,2.2464435311952968e-08
2005,2.251874686720612e-09,2.8373623450761443e-08
2006,0.0,2.47073390635677e-08
2007,3.994479469415779e-10,1.957295020504901e-08
2008,0.0,3.74654676171815e-08
2009,4.76819250749827e-10,2.3840963203625165e-08
2010,1.8895172093635892e-09,2.9759896547076892e-08
2011,3.82397197240536e-10,2.1796639826376918e-08
2012,6.808505426114664e-10,3.438295115287815e-08
2013,0.0,2.7891250642397836e-08
2014,4.330890368553497e-10,3.46471238366064e-08
2015,2.2165753954528356e-10,3.25836573833449e-08
2016,2.0713400439298368e-10,3.811265791853202e-08
2017,0.0,2.4401430764875442e-08
2018,5.162933414126769e-10,2.45239335505687e-08
2019,1.02039510174734e-09,2.627517314834904e-08
