year,leurs_DET in_ADJ,leurs_DET mines_NOUN
1874,4.779687312606029e-09,1.7147128517081e-07
1875,1.1443054281912168e-09,1.813724139765327e-07
1876,2.418405919968336e-09,2.1281971585018766e-07
1877,4.9478527941460015e-09,1.8863688600045947e-07
1878,3.0195443923020093e-09,1.9204301571207338e-07
1879,2.443730107160036e-09,1.985530704295968e-07
1880,5.134277003548959e-09,1.3990905234351203e-07
1881,2.091752326904839e-09,2.21028494173936e-07
1882,2.6621540527571597e-09,1.4175969731411442e-07
1883,3.791603475633565e-09,1.6051120876880987e-07
1884,1.9805090900604227e-09,1.604212300776453e-07
1885,7.7347630522695e-09,1.411594202083144e-07
1886,9.680196200179125e-09,1.8779579535888047e-07
1887,7.1818169189441505e-09,1.5212394544050767e-07
1888,5.706553452000662e-09,1.4837038975201722e-07
1889,1.2530273485467092e-09,1.8106244503712787e-07
1890,5.243509182406569e-09,1.586161566535793e-07
1891,5.099376032546843e-09,1.5170643052897503e-07
1892,0.0,1.711303845297607e-07
1893,6.15841644346915e-09,1.564237810391944e-07
1894,4.411077725308132e-09,2.1236186853457184e-07
1895,5.416753268150387e-09,1.5949328169284627e-07
1896,1.0614652268259306e-08,2.223179906835071e-07
1897,2.330685422435863e-09,2.5229670397308723e-07
1898,2.8291773368493978e-09,1.2957632689047927e-07
1899,2.7637891975018647e-09,1.7024941456611487e-07
1900,2.07642125715779e-09,1.7026654131058194e-07
1901,2.235495566438317e-09,1.7883964931186824e-07
1902,4.419255628107521e-09,1.79716381887296e-07
1903,7.020286574288548e-09,1.8252745004332382e-07
1904,4.299700151477737e-09,1.5962636545907571e-07
1905,7.2250627702885595e-09,1.5379062467957283e-07
1906,5.658602919567102e-09,1.4918134416674889e-07
1907,6.685696440911215e-09,1.542853039770975e-07
1908,2.9468334439286537e-09,1.8221253750283495e-07
1909,4.400786846048277e-09,1.919843208852967e-07
1910,3.206490406526541e-09,2.233855020961073e-07
1911,5.3203743632934675e-09,1.878092135143561e-07
1912,2.6047106693738442e-09,1.9170670029211578e-07
1913,6.893886794756554e-09,2.0257420807467952e-07
1914,4.018046340092951e-09,2.1429579943887944e-07
1915,1.1780761921542648e-09,3.67559762182168e-07
1916,7.69122365795738e-09,3.801661918600985e-07
1917,4.386569774084137e-09,3.246061517359067e-07
1918,3.44591288836682e-09,2.13646597302386e-07
1919,4.603924352863942e-09,2.0073109174845172e-07
1920,7.572231730534895e-09,2.7638646171723735e-07
1921,1.5145494858259667e-09,2.2112423070375087e-07
1922,4.426761179843197e-09,2.83312733273533e-07
1923,1.0615948120573648e-09,1.8365590870317305e-07
1924,1.289162443462999e-09,1.2118126901938808e-07
1925,4.399271169575059e-09,1.2867867527077692e-07
1926,1.1146138456652466e-09,1.6050439877179912e-07
1927,3.3447675740205796e-09,1.7392790407910752e-07
1928,3.4278122562625413e-09,1.279716577151646e-07
1929,2.2280812750352652e-09,1.5150952381581817e-07
1930,5.2518016602221e-09,1.4810080450899932e-07
1931,0.0,1.3572373891435063e-07
1932,2.1919073223131136e-09,1.6658496315713478e-07
1933,3.4411986593596566e-09,1.1011835865382125e-07
1934,2.3963160344919743e-09,1.4018449512320785e-07
1935,0.0,1.1609235350817926e-07
1936,4.849885826274658e-09,1.0669748551350722e-07
1937,2.5182236296217297e-09,1.17097401552968e-07
1938,0.0,1.6725126306127436e-07
1939,1.5294050470515685e-09,1.0858775922883979e-07
1940,0.0,1.3946805466069634e-07
1941,5.9030051957620344e-09,1.3281761912509182e-07
1942,0.0,2.0025797198286455e-07
1943,8.709705845433291e-09,1.5967793887128323e-07
1944,3.2131861615880553e-09,1.317406344014671e-07
1945,0.0,1.917083607416714e-07
1946,5.568441707737293e-09,1.559163722575363e-07
1947,8.344609447874518e-09,1.3709001245310048e-07
1948,3.2615663503321457e-09,1.0437012409880708e-07
1949,9.817008317369869e-10,1.6001723990299865e-07
1950,1.0635361480382244e-09,1.8186468797587452e-07
1951,3.1984206394497505e-09,1.258045432273036e-07
1952,0.0,1.5395413610619357e-07
1953,3.232148326759443e-09,1.260537771941017e-07
1954,4.886268278880834e-09,1.2117945402678743e-07
1955,1.8771215692936494e-09,1.0793449245483089e-07
1956,8.72114158667614e-10,1.0552581497513813e-07
1957,2.6505113659425206e-09,1.210400185636118e-07
1958,2.4816730892496253e-09,1.2656531789279057e-07
1959,7.750747821333448e-10,1.1936151844693654e-07
1960,1.3841666701708277e-09,1.176541641889628e-07
1961,6.948159270159238e-10,1.1950834233331875e-07
1962,2.5367825617905737e-09,1.3444948177010474e-07
1963,1.939815863494232e-09,1.306142736190452e-07
1964,3.041984220075733e-09,1.1255341147986542e-07
1965,1.0944086747954884e-09,9.63079642701814e-08
1966,0.0,1.467854828796078e-07
1967,1.9721342336964653e-09,1.286817532530904e-07
1968,1.3474247273492779e-09,1.1542938516129198e-07
1969,2.2708788183223305e-09,1.3716107916117437e-07
1970,2.2993624781975086e-09,1.24165580261959e-07
1971,2.0553589941130213e-09,9.81433891933392e-08
1972,1.0260293725750103e-09,8.77255104114738e-08
1973,1.6539611902288698e-09,8.214673385964488e-08
1974,1.1251143350321513e-09,9.619727880938456e-08
1975,0.0,8.681449914504924e-08
1976,5.713526873840635e-10,9.084507812673337e-08
1977,4.11374712072643e-09,9.226547637020133e-08
1978,2.970295565063452e-09,9.920787613637572e-08
1979,1.1703946700691858e-09,1.0123913796178385e-07
1980,1.7055452605774235e-09,8.69828036265119e-08
1981,4.427884725544118e-09,9.614835061455551e-08
1982,1.2415004579935385e-09,8.690502983910164e-08
1983,4.4207211225000265e-09,8.462523748420381e-08
1984,1.739702604197646e-09,1.1192086279976365e-07
1985,1.2031116103372597e-09,7.158514003791083e-08
1986,1.1988970927134801e-09,9.711066173423433e-08
1987,1.2221633705067347e-09,1.0632821556555427e-07
1988,1.798966087207532e-09,8.515106442175124e-08
1989,2.1952488715726304e-09,7.024796566668101e-08
1990,2.724325431913144e-09,8.11848974713314e-08
1991,1.1722930404189924e-09,7.444060767802796e-08
1992,5.509944167592096e-10,1.0248495918574463e-07
1993,5.539207426075166e-10,1.0579885945105616e-07
1994,1.0549853213248639e-09,9.389369592938124e-08
1995,5.422450821690461e-10,7.42875734260906e-08
1996,1.067618438099771e-09,9.128137712366424e-08
1997,9.58978896292706e-10,9.445942206198765e-08
1998,2.3840645013706308e-09,7.581325234262692e-08
1999,9.140402323914998e-10,8.637680259937497e-08
2000,4.4180314962005696e-10,8.526800865382711e-08
2001,1.7524847129024579e-09,6.966126786522864e-08
2002,0.0,1.1259738919022766e-07
2003,1.2500769308587678e-09,8.417184593767502e-08
2004,4.404791253964646e-10,9.161966030291069e-08
2005,4.5037495954858286e-10,7.926599199237216e-08
2006,4.1178899179428186e-10,9.924115040860215e-08
2007,7.988958938831558e-10,1.0825039575834694e-07
2008,1.2772318758180745e-09,1.1835682123262359e-07
2009,2.384096253749135e-09,1.2492664192009784e-07
2010,1.4171379625338432e-09,1.6911178501999302e-07
2011,7.64794394481072e-10,1.4722291652446984e-07
2012,1.0212758416727752e-09,1.9063815503983506e-07
2013,5.578250084070646e-10,2.016537354876391e-07
2014,0.0,2.37765888755348e-07
2015,8.866301581811342e-10,2.2032759794399226e-07
2016,6.214020409345267e-10,2.1251949000600234e-07
2017,5.031222660711876e-10,2.3847995045400694e-07
2018,2.5814667070633845e-10,2.537581806905109e-07
2019,7.65296326310505e-10,2.507620973091207e-07
